Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Valence,Energy
88,Look Back at It,A Boogie Wit da Hoodie,62223,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,2019,3,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,0.536
89,6 Figures,Kings,61709,https://open.spotify.com/track/1Q8OgsmxcnoGev6T7KUenD,2019,3,1Q8OgsmxcnoGev6T7KUenD,0.885,0.737,0.496
90,Last Hurrah,Bebe Rexha,60939,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,2019,3,0i0wnv9UoFdZ5MfuFGQzMy,0.514,0.618,0.401
91,So Close,NOTD,60758,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK,2019,3,7FjZU7XFs7P9jHI9Z0yRhK,0.7,0.872,0.761
92,365,Zedd,60663,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,2019,3,2XWjPtKdi5sucFYtVav07d,0.745,0.693,0.248
93,Undecided,Chris Brown,60660,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,2019,3,58oryymPZNdtS2z8Une6NJ,0.407,0.612,0.488
94,Don’t Give It Up,SIX60,60580,https://open.spotify.com/track/5YOqfElMeshCt5oRk4yAgx,2019,3,0gTJK4pCZMh8PxYdaAgf2B,0.85,0.478,0.584
95,Let You Love Me,Rita Ora,60382,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,2019,3,5Fla3zyOCcIRqrDoKLU0DP,0.475,0.846,0.451
96,Dreams - 2004 Remaster,Fleetwood Mac,59864,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,2019,3,0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0.789
97,Don’t Forget Your Roots,SIX60,59355,https://open.spotify.com/track/5mUiad5pDU1wFvIbtKgJKB,2019,3,47xUzcYTwMWy9O273o2JeU,0.629,0.547,0.418
98,Shape of You,Ed Sheeran,59177,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2019,3,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,0.931
99,Wake Up in the Sky,Gucci Mane,58425,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,2019,3,0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,0.367
100,Drift Away,Sons Of Zion,58417,https://open.spotify.com/track/2bx4jOMWpCbemnnRWfsMbx,2019,3,0RFgvrhkf9FiDRLA0BhzpZ,0.583,0.66,0.861
101,Ruin My Life,Zara Larsson,58166,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,2019,3,5tAa8Uaqr4VvA3693mbIhU,0.665,0.699,0.585
102,Rise,Jonas Blue,57455,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2019,3,69Sy7207dnixZ6w7RSV9Kb,0.459,0.663,0.412
103,Stay Awake,Dean Lewis,57324,https://open.spotify.com/track/6HZLMsw7ZdObf3Jk7lKAMX,2019,3,34S4cQVxC6UP53ghgNJIE2,0.723,0.83,0.582
104,Ready Or Not,Church & AP,57283,https://open.spotify.com/track/2TejqRoFYkv0j77YGqnhFs,2019,3,5xvUgoVED1F4mBu8FL0HaW,0.715,0.872,0.748
105,Say You Won't Let Go,James Arthur,56587,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019,3,5uCax9HTNlzGybIStD3vDh,0.358,0.557,0.494
106,Leave Me Alone,Flipp Dinero,55880,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,2019,3,6V7g6qM8wheMivMWrzbPTM,0.792,0.743,0.742
107,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,55860,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,2019,3,7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,0.294
108,Splashin,Rich The Kid,55157,https://open.spotify.com/track/3KLo7ByvjCNyBrfz5DZ2mO,2019,3,3KLo7ByvjCNyBrfz5DZ2mO,0.942,0.382,0.379
109,Mr. Brightside,The Killers,54657,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,2019,3,7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,0.232
110,Another One Bites The Dust - Remastered 2011,Queen,54621,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2019,3,57JVGBtBLCfHw2muk5416J,0.933,0.528,0.756
111,In My Mind,Dynoro,54601,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,3,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,0.163
112,Young Dumb & Broke,Khalid,54447,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2019,3,5Z3GHaZ6ec9bsiI5BenrbY,0.798,0.539,0.394
113,Waiting,KIAN,54191,https://open.spotify.com/track/0TBFJanfWaByPIi3f7RR82,2019,3,5imShWWzwqfAJ9gXFpGAQh,0.578,0.756,0.663
114,No Role Modelz,J. Cole,53929,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,2019,3,62vpWI1CHwFy7tMIcSStl8,0.692,0.521,0.463
115,Closer,SIX60,53767,https://open.spotify.com/track/1kpSmoMmNm3pcCU7MTTpoJ,2019,3,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,0.661
116,Money,Cardi B,53222,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,2019,3,2GGMabyHXnJmjY6CXhhB2e,0.95,0.59,0.219
117,imagine,Ariana Grande,53138,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow,2019,3,39LmTF9RgyakzSYX8txrow,0.729,0.475,0.371
118,Don't Stop Me Now - Remastered 2011,Queen,53013,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2019,3,7hQJA50XrCWABAu5v6QZ4i,0.563,0.865,0.601
119,The Middle,Zedd,52873,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2019,3,6GG73Jik4jUlQCkKg9JuGO,0.643,0.849,0.903
120,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,52869,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,2019,3,7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,0.579
121,Perfect,Ed Sheeran,52735,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2019,3,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,0.168
122,Thunder,Imagine Dragons,52402,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2019,3,1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0.288
123,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,52217,https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea,2019,3,2TBFn4gyVxeaVSwpruPvhG,0.911,0.721,0.69
124,Hotel California - 2013 Remaster,Eagles,52094,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv,2019,3,40riOy7x9W7GXjyGp4pjAv,0.579,0.508,0.609
125,The Bones,Maren Morris,51548,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL,2019,3,7yFhA2fUsL2oIMWlw5DaHQ,0.612,0.57,0.334
126,no tears left to cry,Ariana Grande,51441,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2019,3,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,0.354
127,Con Calma,Daddy Yankee,51149,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019,3,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,0.656
128,God's Plan,Drake,50610,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2019,3,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,0.357
129,How To Fly,Sticky Fingers,50395,https://open.spotify.com/track/3jAoLij05OiNndX2XlSRdS,2019,3,6I3Evf3nNhxFA5lSM37Y0v,0.677,0.644,0.536
130,Under Pressure - Remastered 2011,Queen,50112,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2019,3,11IzgLRXV7Cgek3tEgGgjw,0.671,0.711,0.466
131,I'll Be There,Jess Glynne,50013,https://open.spotify.com/track/73FebDuELlAEinHw1xWJCZ,2019,3,4r1CoAATVuxag55Ct3Y1aX,0.627,0.858,0.399
132,Sunset Lover,Petit Biscuit,49963,https://open.spotify.com/track/3WRQUvzRvBDr4AxMWhXc5E,2019,3,0hNduWmlWmEmuwEFcYvRu1,0.783,0.467,0.236
133,This Feeling,The Chainsmokers,49832,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,2019,3,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,0.449
134,Don't Stop Believin',Journey,49519,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,2019,3,4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,0.514
135,Love Lies (with Normani),Khalid,49437,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,2019,3,45Egmo7icyopuzJN0oMEdk,0.708,0.648,0.338
136,Hope,The Chainsmokers,49432,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,2019,3,2ZRo7axmMPeSVUvDbGkJah,0.592,0.457,0.225
137,Go Your Own Way - 2004 Remaster,Fleetwood Mac,49335,https://open.spotify.com/track/07GvNcU1WdyZJq3XxP0kZa,2019,3,4xh7W7tlNMIczFhupCPniY,0.586,0.941,0.831
138,Falling Down - Bonus Track,Lil Peep,49228,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,2019,3,4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,0.273
139,Old News,Mitch James,48727,https://open.spotify.com/track/6o2bqHKLjiuVsa5vUvneAp,2019,3,1Ib6RGb1Wmdl0r7D9PY36i,0.458,0.609,0.557
140,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,48552,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019,3,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,0.617
141,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,48446,https://open.spotify.com/track/20ZP3Om9DvDazXrNUC7WM2,2019,3,5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0.55
142,I Like It,Cardi B,48432,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2019,3,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,0.65
143,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,48349,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY,2019,3,3gdewACMIVMEWVbyb8O9sY,0.601,0.532,0.341
144,Too Good At Goodbyes,Sam Smith,48241,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2019,3,3VlbOrM6nYPprVvzBZllE5,0.681,0.372,0.476
145,Prefer,Drax Project,48115,https://open.spotify.com/track/5vbWqtVNFdcobBdoEPhAlM,2019,3,21k8a4wwi1ys43U9K6qizF,0.627,0.699,0.175
146,Best Part (feat. Daniel Caesar),H.E.R.,48051,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2019,3,4OBZT9EnhYIV17t4pGw7ig,0.473,0.371,0.413
147,Wow. - Remix,Post Malone,47963,https://open.spotify.com/track/0fcq51a3gOI6gPvzc0YLsk,2019,3,0fcq51a3gOI6gPvzc0YLsk,0.797,0.64,0.486
148,Rivers,SIX60,47925,https://open.spotify.com/track/25qfmrJIuw6TAvXoZ0phzb,2019,3,7d1GPc45c9wtmYxNSwLXTy,0.501,0.177,0.19
149,Nonstop,Drake,47472,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,2019,3,0TlLq3lA83rQOYtrqBqSct,0.912,0.412,0.423
150,Rum Rage,Sticky Fingers,47131,https://open.spotify.com/track/5uBK8Ap1BCEc4GgMcEjeic,2019,3,3OwsQhfC9eJdOlD3IO74l4,0.596,0.273,0.361
151,HUMBLE.,Kendrick Lamar,46895,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2019,3,7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,0.421
152,Believer,Imagine Dragons,46657,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019,3,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,0.666
153,Thinking out Loud,Ed Sheeran,46555,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2019,3,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,0.591
154,Nice For What,Drake,46192,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,2019,3,3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,0.758
155,Silence,Marshmello,46135,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2019,3,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,0.286
156,In My Feelings,Drake,46020,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2019,3,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,0.35
157,needy,Ariana Grande,45903,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,2019,3,1TEL6MlSSVLSdhOSddidlJ,0.647,0.309,0.195
158,you should see me in a crown,Billie Eilish,45820,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2,2019,3,3XF5xLJHOQQRbWya6hBp7d,0.678,0.533,0.323
159,Toto,Drax Project,45798,https://open.spotify.com/track/5JH1NuPiHEB0Wl03rLHNq7,2019,3,2374M0fQpWi3dLnB54qaLX,0.671,0.373,0.732
160,Sweet Home Alabama,Lynyrd Skynyrd,45746,https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg,2019,3,7e89621JPkKaeDSTQ3avtg,0.596,0.605,0.886
161,Closer,The Chainsmokers,45566,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2019,3,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,0.661
162,Havana (feat. Young Thug),Camila Cabello,45373,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019,3,1rfofaqEpACxVEHIZBJe6W,0.765,0.523,0.394
163,SLOW DANCING IN THE DARK,Joji,45263,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,2019,3,0rKtyWc8bvkriBthvHKY8d,0.515,0.479,0.284
164,NASA,Ariana Grande,45089,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq,2019,3,4uTvPEr01pjTbZgl7jcKBD,0.747,0.458,0.47
165,Party In The U.S.A.,Miley Cyrus,44817,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr,2019,3,5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,0.47
166,Hear Me Calling,Juice WRLD,44795,https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk,2019,3,13ZyrkCDmRz5xY3seuAWYk,0.699,0.687,0.499
167,Lucky You (feat. Joyner Lucas),Eminem,44480,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,2019,3,60SdxE8apGAxMiRrpbmLY0,0.876,0.786,0.575
168,my boy,Billie Eilish,44421,https://open.spotify.com/track/0FQhAHyHGsrbSHvDURmFPn,2019,3,1RGasjWLZ4qMN7wbtkLa3u,0.692,0.394,0.324
169,I Love It (& Lil Pump),Kanye West,44316,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,2019,3,4S8d14HvHb70ImctNgVzQQ,0.901,0.522,0.329
170,Woke Up Late,Drax Project,44238,https://open.spotify.com/track/4wrct9Dl3MSuszkggIpvbK,2019,3,4oPWkP9zQ5ANBbfdHGOvKF,0.698,0.66,0.351
171,Confessions of a Dangerous Mind,Logic,44169,https://open.spotify.com/track/5CE0V7z1ePOZQNJNpWxYGA,2019,3,6yIGZp1AaFBoDczu3b4hVU,0.806,0.756,0.637
172,Location,Khalid,44134,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2019,3,152lZdxL1OR0ZMW6KquMif,0.736,0.449,0.326
173,Almost (Sweet Music),Hozier,44118,https://open.spotify.com/track/7uttm8Iurm5uK67Vr9G2Sp,2019,3,5Apvsk0suoivI1H8CmBglv,0.523,0.687,0.711
174,Leave With Me,Sons Of Zion,43804,https://open.spotify.com/track/2iYwm2WzJXiJbAO1ewsEyP,2019,3,4hrC8HNTzyiXBKloRGiB2p,0.846,0.562,0.963
175,I Don't Belong In This Club,Why Don't We,43779,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx,2019,3,6N22Yl2nHPnksP1hu3mxJE,0.797,0.543,0.164
176,Happier,Ed Sheeran,43751,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2019,3,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,0.671
177,Only To Be,SIX60,43589,https://open.spotify.com/track/1yaFHifoHlN5MEtL5YEgA4,2019,3,09HN59mQtAlKYzM2i5sGbO,0.36,0.236,0.224
178,changes,XXXTENTACION,43585,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,2019,3,7AFASza1mXqntmGtbxXprO,0.669,0.308,0.52
179,Under the Bridge,Red Hot Chili Peppers,43439,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0,2019,3,3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,0.458
180,Lose Yourself - Soundtrack Version,Eminem,43377,https://open.spotify.com/track/7Ay6DFK9fvEEjLoy411wh6,2019,3,1a3xfVZyJnlKn4t65ccBbp,0.703,0.746,0.0655
181,Brown Eyed Girl,Van Morrison,43346,https://open.spotify.com/track/3yrSvpt2l1xhsV9Em88Pul,2019,3,3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,0.907
182,bloodline,Ariana Grande,43058,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,2019,3,2hloaUoRonYssMuqLCBLTX,0.758,0.665,0.643
183,Tennessee Whiskey,Chris Stapleton,42964,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx,2019,3,3fqwjXwUGN6vbzIwvyFMhx,0.392,0.37,0.512
184,Everywhere - 2017 Remaster,Fleetwood Mac,42535,https://open.spotify.com/track/254bXAqt3zP6P50BdQvEsq,2019,3,254bXAqt3zP6P50BdQvEsq,0.73,0.487,0.731
185,Confidence,Ocean Alley,42515,https://open.spotify.com/track/7to68V64Cu6zk0UDo5tyw3,2019,3,6sToW2vF0y8ZEXuHoMQob9,0.452,0.81,0.439
186,I'm Yours,Jason Mraz,42479,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,2019,3,1EzrEOXmMH3G43AXT1y7pA,0.686,0.457,0.718
187,Tiny Dancer,Elton John,42389,https://open.spotify.com/track/2TVxnKdb3tqe1nhQWwwZCO,2019,3,2TVxnKdb3tqe1nhQWwwZCO,0.414,0.428,0.282
188,Summer Of '69,Bryan Adams,42360,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa,2019,3,0GONea6G2XdnHWjNZd6zt3,0.508,0.834,0.774
189,Congratulations,Post Malone,42106,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2019,3,3a1lNhkSLSkpJE4MSHpDu9,0.63,0.804,0.492
190,Trip,Ella Mai,42057,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA,2019,3,6CTWathupIiDs7U4InHnDA,0.477,0.61,0.358
191,1999,Charli XCX,42047,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8,2019,3,2QSUyofqpGDCo026OPiTBQ,0.864,0.826,0.596
192,Beautiful (feat. Camila Cabello),Bazzi,42047,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2019,3,4VUwkH455At9kENOfzTqmF,0.638,0.717,0.249
193,Rolling Stone,SIX60,41994,https://open.spotify.com/track/5zv8uI8Oz6ZMx6DjB4lDgJ,2019,3,28B02YJaBMp2byqoM9H92n,0.738,0.514,0.201
194,OTW,Khalid,41867,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,2019,3,6Hgh47WXVKtXN5zGOu0hjI,0.652,0.678,0.28
195,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,41804,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3,2019,3,6GzApXoBQiiAjak3tOQfV3,0.611,0.52,0.771
196,1950,King Princess,41752,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA,2019,3,0CZ8lquoTX2Dkg7Ak2inwA,0.6,0.535,0.269
197,come out and play,Billie Eilish,41742,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4,2019,3,7wC5eZcFS1Q1BsQ35DU6H4,0.64,0.321,0.177
198,The Chain - 2004 Remaster,Fleetwood Mac,41508,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU,2019,3,5e9TFTbltYBg2xThimr0rU,0.545,0.67,0.481
199,Jackie Chan,Tiësto,41429,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,2019,3,4kWO6O1BUXcZmaxitpVUwp,0.747,0.834,0.687
200,XO Tour Llif3,Lil Uzi Vert,41364,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,2019,3,7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,0.401
1,bad guy,Billie Eilish,450238,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019,4,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,0.562
2,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,419241,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019,4,6zpiwiexX8HpFCZLyIWKDv,0.881,0.58,0.62
3,Old Town Road,Lil Nas X,323772,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,2019,4,2YpeDb67231RjR0MgVLzsG,0.878,0.619,0.639
4,Talk (feat. Disclosure),Khalid,278775,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019,4,6TqXcAFInzjp0bODyvrWEq,0.901,0.4,0.346
5,wish you were gay,Billie Eilish,221708,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,2019,4,3Fj47GNK2kUF0uaEDgXLaD,0.853,0.351,0.282
6,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,220051,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019,4,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,0.913
7,Sucker,Jonas Brothers,207563,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019,4,22vgEDb5hykfaTwLuskFGD,0.842,0.734,0.952
8,bury a friend,Billie Eilish,196673,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2019,4,4SSnFejRGlZikf02HLewEF,0.905,0.389,0.196
9,Wow.,Post Malone,191898,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,4,7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,0.388
10,3 Nights,Dominic Fike,186475,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,2019,4,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,0.877
11,when the party's over,Billie Eilish,183142,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019,4,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,0.198
12,Saturday Nights,Khalid,169583,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,2019,4,5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,0.341
13,i'm so tired...,Lauv,153680,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019,4,4vjpLMyL3ZO6aphdYr8XYw,0.599,0.733,0.534
14,Better,Khalid,151898,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2019,4,6gdLyYNuhWBzqwlOFSsXC7,0.552,0.225,0.67
15,SOS,Avicii,150580,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,2019,4,30cSNer6TV8x2utjULVeQ5,0.677,0.671,0.527
16,Shallow,Lady Gaga,149301,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019,4,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,0.323
17,7 rings,Ariana Grande,145947,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019,4,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,0.327
18,Dancing With A Stranger (with Normani),Sam Smith,142937,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019,4,6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,0.347
19,Boy With Luv (feat. Halsey),BTS,139793,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019,4,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,0.798
20,Don't Call Me Up,Mabel,132496,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019,4,5WHTFyqSii0lmT9R21abT8,0.674,0.881,0.234
21,Outta My Head (with John Mayer),Khalid,131982,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP,2019,4,09oZ9eXQ2fo6YDrPzJqAoP,0.729,0.545,0.514
22,Soaked,BENEE,131800,https://open.spotify.com/track/5p80uI2FhYGQZJRfzy7mb6,2019,4,4zIiarkbaDt2cm6sukb1Xt,0.793,0.588,0.601
23,My Bad,Khalid,129870,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb,2019,4,1DUSuNhF8P5vUGNPpQiZa5,0.645,0.568,0.391
24,"break up with your girlfriend, i'm bored",Ariana Grande,129723,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019,4,4kV4N9D1iKVxx1KLvtTpjS,0.726,0.554,0.335
25,Here With Me,Marshmello,126560,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019,4,5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,0.181
26,Eastside (with Halsey & Khalid),benny blanco,126376,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019,4,0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,0.319
27,lovely,Billie Eilish,125640,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,2019,4,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,0.12
28,all the good girls go to hell,Billie Eilish,124325,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,2019,4,6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,0.569
29,MIDDLE CHILD,J. Cole,121464,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019,4,2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,0.463
30,Happier,Marshmello,118289,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,4,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,0.671
31,So Am I,Ava Max,116219,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,2019,4,2Xnv3GntqbBH1juvUYSpHG,0.681,0.657,0.628
32,Shotgun,George Ezra,116093,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,2019,4,4ofwffwvvnbSkrMSCKQDaC,0.672,0.735,0.754
33,my strange addiction,Billie Eilish,113998,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK,2019,4,3Tc57t9l2O8FwQZtQOvPXK,0.939,0.305,0.563
34,Without Me,Halsey,112980,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019,4,7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,0.662
35,Someone You Loved,Lewis Capaldi,112842,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2019,4,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,0.446
