,Position,Track Name,Artist,Streams,URL,Year,Month
196,197,Sweet Child O' Mine,Guns N' Roses,39254,https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51,2019,07
197,198,HUMBLE.,Kendrick Lamar,39242,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2019,07
198,199,Bruises,Lewis Capaldi,39229,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,2019,07
199,200,September,"Earth, Wind & Fire",39214,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ,2019,07
0,1,Señorita,Shawn Mendes,322368,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019,08
1,2,Dance Monkey,Tones And I,288978,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019,08
0,1,Dance Monkey,Tones And I,408151,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019,09
1,2,Circles,Post Malone,325130,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2019,09
0,1,Dance Monkey,Tones And I,416018,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019,10
1,2,Circles,Post Malone,322702,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2019,10
0,1,ROXANNE,Arizona Zervas,462218,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2019,11
1,2,Dance Monkey,Tones And I,373037,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019,11
0,1,All I Want for Christmas Is You,Mariah Carey,471901,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,2019,12
1,2,Last Christmas,Wham!,419850,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,2019,12
0,1,The Box,Roddy Ricch,370136,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020,01
1,2,Godzilla (feat. Juice WRLD),Eminem,318446,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,2020,01
0,1,The Box,Roddy Ricch,351285,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020,02
1,2,Intentions (feat. Quavo),Justin Bieber,346614,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020,02
0,1,Blinding Lights,The Weeknd,334980,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020,03
1,2,Supalonely,BENEE,311027,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020,03
0,1,THE SCOTTS,THE SCOTTS,315982,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,2020,04
1,2,Roses - Imanbek Remix,SAINt JHN,279153,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020,04
0,1,ROCKSTAR (feat. Roddy Ricch),DaBaby,400020,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020,05
1,2,Rain On Me (with Ariana Grande),Lady Gaga,256194,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,2020,05
0,1,Savage Love (Laxed - Siren Beat),Jawsh 685,365027,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020,06
1,2,ROCKSTAR (feat. Roddy Ricch),DaBaby,333692,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020,06
0,1,Savage Love (Laxed - Siren Beat),Jawsh 685,384858,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020,07
1,2,ROCKSTAR (feat. Roddy Ricch),DaBaby,264998,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,2020,07
0,1,WAP (feat. Megan Thee Stallion),Cardi B,491966,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020,08
1,2,Savage Love (Laxed - Siren Beat),Jawsh 685,305242,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,2020,08
0,1,WAP (feat. Megan Thee Stallion),Cardi B,401549,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,2020,09
1,2,Mood (feat. iann dior),24kGoldn,392894,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020,09
0,1,Mood (feat. iann dior),24kGoldn,330060,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020,10
1,2,Holy (feat. Chance The Rapper),Justin Bieber,290637,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020,10
0,1,positions,Ariana Grande,272606,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,2020,11
1,2,Mood (feat. iann dior),24kGoldn,270502,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,2020,11
0,1,Why Oh Why,L.A.B.,381697,https://open.spotify.com/track/3TaGtHDHWQ7TfPpX0eJrtB,2020,12
1,2,In The Air,L.A.B.,294682,https://open.spotify.com/track/4d2tgzpNhQO8HIxC4YLnBe,2020,12
