Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Valence,Energy
95,Butterfly Doors,Lil Pump,6812034,https://open.spotify.com/track/4NdXQlDTzxbOMkzJGWFtz3,2019,1,4NdXQlDTzxbOMkzJGWFtz3,0.925,0.397,0.429
96,MALA,6ix9ine,6776924,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,2019,1,70uX4beGHc1nQikXveOknp,0.823,0.772,0.582
97,Cuando Te Besé,Becky G,6752747,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,2019,1,2XXMDz7SPZ4mSFN1PXfHUy,0.772,0.732,0.295
98,Another One Bites The Dust - Remastered 2011,Queen,6720050,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2019,1,57JVGBtBLCfHw2muk5416J,0.933,0.528,0.756
99,Perfect,Ed Sheeran,6675074,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2019,1,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,0.168
100,idontwannabeyouanymore,Billie Eilish,6650744,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,2019,1,41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,0.247
101,Don't Stop Me Now - Remastered 2011,Queen,6633234,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2019,1,7hQJA50XrCWABAu5v6QZ4i,0.563,0.865,0.601
102,Armed And Dangerous,Juice WRLD,6553970,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,2019,1,5wujBwqG7INdStqGd4tRMX,0.736,0.67,0.845
103,No Stylist (feat. Drake),French Montana,6528134,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,2019,1,04MLEeAMuV9IlHEsD8vF6A,0.765,0.704,0.498
104,Solo (feat. Demi Lovato),Clean Bandit,6501722,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,2019,1,6kPJZM97LwdG9QIsT7khp6,0.737,0.636,0.565
105,BEBE,6ix9ine,6447772,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,2019,1,7D7EH7MGyNHWSkqrszerI1,0.862,0.72,0.965
106,I Like Me Better,Lauv,6445987,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019,1,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.505,0.419
107,YOSEMITE,Travis Scott,6366943,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,2019,1,7lAK3oHbfEnvUQWosrMMpR,0.785,0.554,0.144
108,Let Me Down Slowly,Alec Benjamin,6360657,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019,1,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,0.483
109,IDGAF,Dua Lipa,6356736,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2019,1,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,0.51
110,God is a woman,Ariana Grande,6344806,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,2019,1,5OCJzvD7sykQEKHH7qAC3C,0.602,0.658,0.268
111,MIDDLE CHILD,J. Cole,6236225,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019,1,2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,0.463
112,changes,XXXTENTACION,6198172,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,2019,1,7AFASza1mXqntmGtbxXprO,0.669,0.308,0.52
113,Thunder,Imagine Dragons,6086453,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2019,1,1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0.288
114,Falling Down - Bonus Track,Lil Peep,6082291,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,2019,1,4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,0.273
115,Ya No Tiene Novio,Sebastian Yatra,6078610,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,2019,1,1riyn0cmi87k1YsBn4Lfwk,0.632,0.832,0.783
116,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,6075278,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,2019,1,1KVczjazCcCCgM3gXXUl47,0.612,0.601,0.525
117,Créeme,KAROL G,6027558,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,2019,1,0mqayP1Moez8gMZ06oq7rD,0.714,0.874,0.648
118,Too Good At Goodbyes,Sam Smith,6008781,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2019,1,3VlbOrM6nYPprVvzBZllE5,0.681,0.372,0.476
119,Splashin,Rich The Kid,6003048,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,2019,1,3KLo7ByvjCNyBrfz5DZ2mO,0.942,0.382,0.379
120,BAD!,XXXTENTACION,5987440,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,2019,1,43CIWpJaJHRcI4mUSjqgc2,0.697,0.674,0.198
121,This Feeling,The Chainsmokers,5980932,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,2019,1,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,0.449
122,Havana (feat. Young Thug),Camila Cabello,5980867,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019,1,1rfofaqEpACxVEHIZBJe6W,0.765,0.523,0.394
123,Best Part (feat. Daniel Caesar),H.E.R.,5975363,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2019,1,4OBZT9EnhYIV17t4pGw7ig,0.473,0.371,0.413
124,Shotgun,George Ezra,5950603,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,2019,1,4ofwffwvvnbSkrMSCKQDaC,0.672,0.735,0.754
125,FEFE,6ix9ine,5920981,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,2019,1,2l8nEO0vsTRCRnGqQty6qx,0.931,0.387,0.376
126,Te Boté - Remix,Nio Garcia,5895098,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,2019,1,3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,0.442
127,Space Cadet (feat. Gunna),Metro Boomin,5885691,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,2019,1,1fewSx2d5KIZ04wsooEBOz,0.901,0.464,0.638
128,I Fall Apart,Post Malone,5863791,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2019,1,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,0.291
129,Happy Now,Kygo,5853211,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,2019,1,4keoy2fqgwGnbWlm3ZVZFa,0.503,0.741,0.458
130,The Middle,Zedd,5803287,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2019,1,6GG73Jik4jUlQCkKg9JuGO,0.643,0.849,0.903
131,I Love It (& Lil Pump),Kanye West,5779066,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,2019,1,4S8d14HvHb70ImctNgVzQQ,0.901,0.522,0.329
132,Say You Won't Let Go,James Arthur,5773405,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019,1,5uCax9HTNlzGybIStD3vDh,0.358,0.557,0.494
133,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,5759252,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019,1,1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,0.434
134,Mile High,James Blake,5687330,https://open.spotify.com/track/64ydkbrt0xhdJXRaam06Mc,2019,1,4cQrSREMqBSvJ8ZzBZjVb8,0.754,0.37,0.228
135,New Rules,Dua Lipa,5677513,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,2019,1,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,0.608
136,Rise,Jonas Blue,5645925,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2019,1,69Sy7207dnixZ6w7RSV9Kb,0.459,0.663,0.412
137,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,5638330,https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3,2019,1,6GzApXoBQiiAjak3tOQfV3,0.611,0.52,0.771
138,Under Pressure - Remastered 2011,Queen,5630826,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2019,1,11IzgLRXV7Cgek3tEgGgjw,0.671,0.711,0.466
139,Fuck Love (feat. Trippie Redd),XXXTENTACION,5624912,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2019,1,7AQim7LbvFVZJE3O8TYgf2,0.797,0.533,0.329
140,Someone You Loved,Lewis Capaldi,5621433,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2019,1,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,0.446
141,Culpables,KAROL G,5549843,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,2019,1,3oL3s33HbtOQi0bWP5lYvN,0.727,0.802,0.418
142,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,5504907,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,2019,1,4hQ6UGyWQIGJmHSo0J88JW,0.601,0.724,0.508
143,Electricity (with Dua Lipa),Silk City,5485879,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,2019,1,5N4erncE7kuUccm7zEmwzk,0.588,0.67,0.505
144,Fine China,Future,5477851,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,2019,1,5274I4mUMnYczyeXkGDWZN,0.656,0.542,0.551
