Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Valence,Energy
200,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,4509819,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,2019,2,7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,0.294
1,7 rings,Ariana Grande,31265664,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019,3,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,0.327
2,Con Calma,Daddy Yankee,31111446,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019,3,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,0.656
3,Sucker,Jonas Brothers,26364572,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019,3,22vgEDb5hykfaTwLuskFGD,0.842,0.734,0.952
4,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,24346526,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019,3,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,0.913
5,Wow.,Post Malone,23068875,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,3,7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,0.388
6,Shallow,Lady Gaga,22925480,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019,3,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,0.323
7,"break up with your girlfriend, i'm bored",Ariana Grande,21350116,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019,3,4kV4N9D1iKVxx1KLvtTpjS,0.726,0.554,0.335
8,Dancing With A Stranger (with Normani),Sam Smith,18422872,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019,3,6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,0.347
9,Sweet but Psycho,Ava Max,17465853,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019,3,7DnAm9FOTWE3cUvso43HhI,0.72,0.706,0.62
10,Calma - Remix,Pedro Capó,17353582,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019,3,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,0.761
11,Don't Call Me Up,Mabel,16640130,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019,3,5WHTFyqSii0lmT9R21abT8,0.674,0.881,0.234
12,Baila Baila Baila,Ozuna,16532007,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,2019,3,7mWFF4gPADjTQjC97CgFVt,0.785,0.572,0.49
13,Happier,Marshmello,16505528,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,3,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,0.671
14,Secreto,Anuel AA,16353288,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019,3,5W83ErFkO3aKAIS1WMi6u0,0.807,0.803,0.706
15,MIDDLE CHILD,J. Cole,16334075,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019,3,2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,0.463
16,Here With Me,Marshmello,16095016,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019,3,5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,0.181
17,Old Town Road,Lil Nas X,15628371,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,2019,3,2YpeDb67231RjR0MgVLzsG,0.878,0.619,0.639
18,i'm so tired...,Lauv,15541091,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019,3,4vjpLMyL3ZO6aphdYr8XYw,0.599,0.733,0.534
19,Without Me,Halsey,15529065,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019,3,7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,0.662
20,"thank u, next",Ariana Grande,15385942,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019,3,3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,0.412
21,bury a friend,Billie Eilish,15334877,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2019,3,4SSnFejRGlZikf02HLewEF,0.905,0.389,0.196
22,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,14815511,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019,3,1WSGTYKLEpKfNQYYW5Oymt,0.541,0.468,0.69
23,Talk,Khalid,14708599,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,2019,3,161DnLWsx1i3u1JT05lzqU,0.523,0.606,0.065
24,HP,Maluma,14343668,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW,2019,3,1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,0.618
25,Murder On My Mind,YNW Melly,14026867,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,2019,3,7eBqSVxrzQZtK2mmgRG6lC,0.759,0.73,0.74
26,Giant (with Rag'n'Bone Man),Calvin Harris,13951975,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019,3,5itOtNx0WxtJmi1TQ3RuRd,0.807,0.887,0.606
27,Pa Mí - Remix,Dalex,13534166,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,2019,3,7g8YaUQABMal0zWe7a2ijz,0.688,0.62,0.727
28,Going Bad (feat. Drake),Meek Mill,13176484,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019,3,2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,0.544
29,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,13034803,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019,3,1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,0.434
30,wish you were gay,Billie Eilish,13000917,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,2019,3,3Fj47GNK2kUF0uaEDgXLaD,0.853,0.351,0.282
31,High Hopes,Panic! At The Disco,12523958,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019,3,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,0.681
32,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,12383076,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019,3,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,0.617
33,Let Me Down Slowly,Alec Benjamin,12371727,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019,3,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,0.483
34,Au DD,PNL,12211145,https://open.spotify.com/track/6VSaNvPPagk4U5Skxp6XfV,2019,3,5lCxlSBFyP5g4EhVypAoOu,0.777,0.698,0.119
35,R.I.P. (feat. Rita Ora & Anitta),Sofía Reyes,11916963,https://open.spotify.com/track/6JqpFboOH2bq9pzaYbkKBn,2019,3,6JqpFboOH2bq9pzaYbkKBn,0.764,0.752,0.698
36,MIA (feat. Drake),Bad Bunny,11810414,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019,3,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,0.158
37,My Bad,Khalid,11718346,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5,2019,3,1DUSuNhF8P5vUGNPpQiZa5,0.645,0.568,0.391
38,Please Me,Cardi B,11361629,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,2019,3,0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,0.65
39,Bohemian Rhapsody - Remastered 2011,Queen,11277158,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2019,3,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0.228
40,Cherry Lady,Capital Bra,11248444,https://open.spotify.com/track/3r1cV21xPMkgCmxk8VqWOB,2019,3,4j5WelE5mkf9A2jmts729h,0.838,0.549,0.654
41,Adan y Eva,Paulo Londra,11195623,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,2019,3,6FyRXC8tJUh863JCkyWqtk,0.767,0.709,0.72
42,Robbery,Juice WRLD,10875119,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,2019,3,6Hj9jySrnFppAI0sEMCZpJ,0.685,0.692,0.578
43,SICKO MODE,Travis Scott,10836261,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019,3,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,0.446
44,Pure Water (with Migos),Mustard,10523200,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019,3,3j84U36KvLeXNDPv4t5pI8,0.682,0.559,0.137
45,Eastside (with Halsey & Khalid),benny blanco,10424197,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019,3,0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,0.319
46,Desconocidos,Mau y Ricky,10368876,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,2019,3,56f5qnyAlZdlz8wrUDA50h,0.719,0.753,0.675
47,Be Alright,Dean Lewis,10293463,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k,2019,3,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,0.443
48,Better Now,Post Malone,10186626,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019,3,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,0.341
49,Someone You Loved,Lewis Capaldi,10130658,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2019,3,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,0.446
50,Look Back at It,A Boogie Wit da Hoodie,10038117,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,2019,3,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,0.536
51,Who Do You Love,The Chainsmokers,9900636,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8,2019,3,2fVHrSxsQbJUuj9MW9zG1e,0.51,0.846,0.475
52,Te Vi,Piso 21,9636664,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019,3,059bcIhyc2SBwm6sw2AZzd,0.877,0.777,0.706
53,Thotiana,Blueface,9540171,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,2019,3,5GBuCHuPKx6UC7VsSPK0t3,0.906,0.382,0.391
54,Un Año,Sebastian Yatra,9388938,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp,2019,3,7onmX3EZ9Vq7v68aObV2sa,0.771,0.381,0.534
55,lovely,Billie Eilish,9287370,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,2019,3,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,0.12
56,when the party's over,Billie Eilish,9140544,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,2019,3,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,0.198
57,Girls Like You (feat. Cardi B),Maroon 5,9032532,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,3,6V1bu6o1Yo5ZXnsCJU8Ovk,0.851,0.541,0.448
58,On My Way,Alan Walker,8944636,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,2019,3,3OjNkFFZavF89xvRqWCXmU,0.443,0.538,0.245
59,Mixed Personalities (feat. Kanye West),YNW Melly,8922507,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,2019,3,6vWEAOUSxohKxhp0K1BsxL,0.661,0.44,0.352
60,Amanece,Anuel AA,8871666,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,2019,3,1LiN0Z98FkR1t0m8KmLcAH,0.79,0.631,0.889
61,a lot,21 Savage,8731160,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,2019,3,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,0.274
62,Ella Quiere Beber - Remix,Anuel AA,8560024,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2019,3,3f5lA8nnc4YYF1qf78WpHw,0.75,0.665,0.697
63,rockstar (feat. 21 Savage),Post Malone,8535641,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,3,0e7ipj03S05BNilyu5bRzt,0.585,0.52,0.129
64,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,8534033,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019,3,5JEx7HbmvHQQswJCsoo9rA,0.575,0.758,0.493
65,Lucid Dreams,Juice WRLD,8512042,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2019,3,285pBltuF7vW8TeWk8hdRR,0.511,0.566,0.218
66,Better,Khalid,8435277,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2019,3,6gdLyYNuhWBzqwlOFSsXC7,0.552,0.225,0.67
67,Fast,Juice WRLD,8372774,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ,2019,3,6MjNilJCVKJq0LfFvo5jWJ,0.623,0.608,0.263
68,ZEZE (feat. Travis Scott & Offset),Kodak Black,8276948,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,2019,3,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,0.504
69,SAD!,XXXTENTACION,8229767,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019,3,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,0.473
70,So Am I,Ava Max,8051452,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,2019,3,2Xnv3GntqbBH1juvUYSpHG,0.681,0.657,0.628
71,Always Remember Us This Way,Lady Gaga,8041186,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,2019,3,2rbDhOo9Fh61Bbu23T2qCk,0.553,0.502,0.296
72,Drip Too Hard (Lil Baby & Gunna),Lil Baby,7979031,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,2019,3,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,0.389
73,Esclavo de Tus Besos,Manuel Turizo,7759395,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,2019,3,3g4UyIcQwutiG0TfW32GnX,0.805,0.671,0.522
74,Youngblood,5 Seconds of Summer,7668316,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2019,3,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,0.152
75,Te Robaré,Nicky Jam,7640476,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019,3,4PJ3umtW1aWdfh5EITHc6T,0.673,0.752,0.797
76,Last Hurrah,Bebe Rexha,7618480,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy,2019,3,0i0wnv9UoFdZ5MfuFGQzMy,0.514,0.618,0.401
77,Bad Liar,Imagine Dragons,7603283,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2019,3,2RSHsoi04658QL5xgQVov3,0.383,0.637,0.0827
78,Saturday Nights,Khalid,7597134,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,2019,3,5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,0.341
79,Moonlight,XXXTENTACION,7503121,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019,3,0JP9xo3adEtGSdUEISiszL,0.921,0.537,0.711
80,Fingías,Paloma Mami,7397572,https://open.spotify.com/track/7o0oY5wRcoV7oPuDhD2J1z,2019,3,7o0oY5wRcoV7oPuDhD2J1z,0.729,0.805,0.345
81,Walk Me Home,P!nk,7364142,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,2019,3,6jfEZdUJ2Yla6h7gTJgKuo,0.652,0.453,0.432
82,Don't Stop Me Now - Remastered 2011,Queen,7243382,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,2019,3,7hQJA50XrCWABAu5v6QZ4i,0.563,0.865,0.601
83,In My Mind,Dynoro,7217684,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,3,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,0.163
84,Wake Up in the Sky,Gucci Mane,7195358,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,2019,3,0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,0.367
85,Mo Bamba,Sheck Wes,7173158,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,2019,3,1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,0.261
86,Another One Bites The Dust - Remastered 2011,Queen,7124751,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2019,3,57JVGBtBLCfHw2muk5416J,0.933,0.528,0.756
87,2002,Anne-Marie,7113548,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019,3,2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,0.603
88,Shape of You,Ed Sheeran,7020463,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2019,3,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,0.931
89,I Like It,Cardi B,6956444,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2019,3,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,0.65
90,Adictiva,Daddy Yankee,6876971,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,2019,3,0z24gh2KYWSfahslybQC4O,0.787,0.771,0.701
91,Promises (with Sam Smith),Calvin Harris,6799482,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,3,5N5k9nd479b1xpDZ4usjrg,0.781,0.768,0.486
92,idontwannabeyouanymore,Billie Eilish,6786616,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,2019,3,41zXlQxzTi6cGAjpOXyLYH,0.483,0.412,0.247
93,Price On My Head (feat. The Weeknd),NAV,6755123,https://open.spotify.com/track/4RbbzNY4MEcgzewYWkIsGu,2019,3,4hqOmrCCJKyiuwDexd8c2t,0.768,0.574,0.278
94,Say My Name,David Guetta,6743771,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019,3,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,0.734
95,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,6705694,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,2019,3,27rdGxbavYJeBphck5MZAF,0.601,0.794,0.244
96,Blackberry Sky,Eno,6705582,https://open.spotify.com/track/4cawYWrqMRz0T0hOIVxk6j,2019,3,11rBlJlRoWNj69twOOki03,0.821,0.577,0.689
97,Confessions of a Dangerous Mind,Logic,6662540,https://open.spotify.com/track/5CE0V7z1ePOZQNJNpWxYGA,2019,3,6yIGZp1AaFBoDczu3b4hVU,0.806,0.756,0.637
98,Believer,Imagine Dragons,6659263,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019,3,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,0.666
99,Body (feat. brando),Loud Luxury,6634836,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,2019,3,0BrDfbNc3HiIHPGfTT8DRc,0.752,0.763,0.593
100,Splashin,Rich The Kid,6632341,https://open.spotify.com/track/3KLo7ByvjCNyBrfz5DZ2mO,2019,3,3KLo7ByvjCNyBrfz5DZ2mO,0.942,0.382,0.379
101,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,6605984,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019,3,6WkJ2OK163XXS2oARUC9JM,0.72,0.741,0.357
102,Taste (feat. Offset),Tyga,6490892,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,2019,3,5IaHrVsrferBYDm0bDyABy,0.884,0.559,0.342
103,Faucet Failure,Ski Mask The Slump God,6412949,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,2019,3,1ThmUihH9dF8EV08ku5AXN,0.935,0.552,0.615
104,Soltera,Lunay,6407798,https://open.spotify.com/track/4T4CZ3Q4z3GG7lU720YYhM,2019,3,1c0hsvHLELX6y8qymnpLKL,0.795,0.783,0.799
105,I Like Me Better,Lauv,6379624,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019,3,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.505,0.419
106,Just You and I,Tom Walker,6374512,https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,2019,3,03x2rVJRFUrvwlfxoHd9Mo,0.567,0.696,0.544
107,Perfect,Ed Sheeran,6370396,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2019,3,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,0.168
108,Love Someone,Lukas Graham,6342412,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019,3,2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,0.274
109,Jocelyn Flores,XXXTENTACION,6292245,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2019,3,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0.437
110,Psycho (feat. Ty Dolla $ign),Post Malone,6262917,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2019,3,3swc6WTsr7rl9DqQKQA55C,0.75,0.56,0.459
111,Reggaeton,J Balvin,6158944,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,2019,3,6yVkakCN460KOVol9ZazjH,0.694,0.796,0.515
112,no tears left to cry,Ariana Grande,6135448,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2019,3,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,0.354
113,Aullando,Wisin & Yandel,6129405,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2019,3,7BuHdm4lQqcyG3qTwdkxus,0.8,0.74,0.775
114,God's Plan,Drake,6069522,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2019,3,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,0.357
115,Si Se Da,Myke Towers,6024325,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,2019,3,6K5BsR04ijf3FHNzjbaagD,0.817,0.672,0.774
116,Nights Like This (feat. Ty Dolla $ign),Kehlani,5994314,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,2019,3,6ZRuF2n1CQxyxxAAWsKJOy,0.61,0.725,0.291
117,Maman ne le sait pas (feat. Niska),Ninho,5971496,https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI,2019,3,5c2HadbVTsMKjja4gohEFI,0.755,0.875,0.393
118,Undrunk,FLETCHER,5881856,https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d,2019,3,1Pj5oOFzLYELyyeh1IYRK0,0.442,0.579,0.546
119,The Bones,Maren Morris,5864366,https://open.spotify.com/track/3npzogdOEiVsieXmmhBepL,2019,3,7yFhA2fUsL2oIMWlw5DaHQ,0.612,0.57,0.334
120,No Sleep (feat. Bonn),Martin Garrix,5858398,https://open.spotify.com/track/1ahVFh0ViDZr8LvkEVlq3B,2019,3,1ahVFh0ViDZr8LvkEVlq3B,0.44,0.635,0.327
121,Lost In Japan,Shawn Mendes,5858167,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,2019,3,79esEXlqqmq0GPz0xQSZTV,0.713,0.738,0.425
122,One Kiss (with Dua Lipa),Calvin Harris,5848119,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,2019,3,7ef4DlsgrMEH11cDZd32M6,0.791,0.862,0.592
123,Wir ticken,Capital Bra,5823431,https://open.spotify.com/track/1mdJ39D1lrR3aWIOhgeNaE,2019,3,1ag6DENIjtcmRFCx5JjUng,0.633,0.691,0.823
124,I,Lil Skies,5796481,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT,2019,3,2kJwzbxV2ppxnQoYw4GLBZ,0.464,0.473,0.604
125,Under Pressure - Remastered 2011,Queen,5776360,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2019,3,11IzgLRXV7Cgek3tEgGgjw,0.671,0.711,0.466
126,Wolke 10,MERO,5744882,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2,2019,3,200cTjC6si5Xz9af2QeHi2,0.77,0.797,0.393
127,Money,Cardi B,5735479,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,2019,3,2GGMabyHXnJmjY6CXhhB2e,0.95,0.59,0.219
128,bellyache,Billie Eilish,5708943,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,2019,3,51NFxnQvaosfDDutk0tams,0.695,0.573,0.408
129,Wow. - Remix,Post Malone,5698521,https://open.spotify.com/track/0fcq51a3gOI6gPvzc0YLsk,2019,3,0fcq51a3gOI6gPvzc0YLsk,0.797,0.64,0.486
130,365,Zedd,5690510,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,2019,3,2XWjPtKdi5sucFYtVav07d,0.745,0.693,0.248
131,Puerto Rico,Fero47,5656271,https://open.spotify.com/track/0ypCvaP431mEM6znlVHNRP,2019,3,3VCVtQ90AHHHKhRBU3muSl,0.473,0.769,0.832
132,Thunder,Imagine Dragons,5611225,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2019,3,1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0.288
133,Créeme,KAROL G,5602634,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,2019,3,0mqayP1Moez8gMZ06oq7rD,0.714,0.874,0.648
134,Natural,Imagine Dragons,5559354,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019,3,2FY7b99s15jUprqC0M5NCT,0.704,0.611,0.22
135,Too Good At Goodbyes,Sam Smith,5552556,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2019,3,3VlbOrM6nYPprVvzBZllE5,0.681,0.372,0.476
136,needy,Ariana Grande,5551648,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,2019,3,1TEL6MlSSVLSdhOSddidlJ,0.647,0.309,0.195
137,Hear Me Calling,Juice WRLD,5513336,https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk,2019,3,13ZyrkCDmRz5xY3seuAWYk,0.699,0.687,0.499
138,Say You Won't Let Go,James Arthur,5508121,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019,3,5uCax9HTNlzGybIStD3vDh,0.358,0.557,0.494
139,Nonstop,Drake,5503296,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,2019,3,0TlLq3lA83rQOYtrqBqSct,0.912,0.412,0.423
140,IDGAF,Dua Lipa,5464760,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2019,3,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,0.51
141,NASA,Ariana Grande,5403530,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq,2019,3,4uTvPEr01pjTbZgl7jcKBD,0.747,0.458,0.47
142,Speechless (feat. Erika Sirola),Robin Schulz,5346650,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,2019,3,1rCcsYnmqbMYdkG7kS9GC5,0.574,0.728,0.266
143,Bola Rebola,Tropkillaz,5339885,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,2019,3,1OUPXna2MCgAt3VNmXJBtg,0.834,0.777,0.865
144,Envy Me,Calboy,5338987,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,2019,3,7rvyVWja33WG9R97oeJAjx,0.74,0.488,0.584
145,Bubalu,Becky G,5331484,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,2019,3,7dNwJbsT0sg1le5kVugGJb,0.8,0.355,0.253
