Position,Track Name,Artist,Streams,URL,Year,Month,yyyy-mm,Stream %,Track ID,Danceability,Valence,Energy,Tempo,Danceability_Stream%,Valence_Stream%,Energy_Stream%,Tempo_Stream%
48,Sorry Song,Neha Kakkar,202665,https://open.spotify.com/track/6RnFfNQik3Cq6vrmifPMlA,2019,8,2019-08,0.0054009927657104,6RnFfNQik3Cq6vrmifPMlA,0.694,0.359,0.805,186.108,0.0037482889794030172,0.0019389564028900335,0.004347799176396872,1.005167961640831
49,"Dekhte Dekhte (From ""Batti Gul Meter Chalu"")",Atif Aslam,202048,https://open.spotify.com/track/0Iz4CkptElGHo16r797Jsb,2019,8,2019-08,0.0053845498054733,0Iz4CkptElGHo16r797Jsb,0.799,0.627,0.828,105.04,0.004302255294573167,0.003376112728031759,0.004458407238931892,0.5655931115669155
50,Khadke Glassy,Yo Yo Honey Singh,200806,https://open.spotify.com/track/7E2iTG33dfcHlxldckKQIi,2019,8,2019-08,0.0053514506861631,7E2iTG33dfcHlxldckKQIi,0.884,0.703,0.95,104.952,0.00473068240656818,0.0037620698323726593,0.005083878151854944,0.5616454524141896
51,You Need To Calm Down,Taylor Swift,198397,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,2019,8,2019-08,0.0052872511866314,6RRNNciQGZEXnqk8SQ9yv5,0.771,0.714,0.671,85.026,0.00407647066489281,0.0037750973472548198,0.0035477455462296697,0.44955381939452144
52,Gur Nalo Ishq Mitha - The Yoyo Remake,Yo Yo Honey Singh,198151,https://open.spotify.com/track/6YmRRCqSd6n4Qd3ziRfPSc,2019,8,2019-08,0.0052806953224202,6YmRRCqSd6n4Qd3ziRfPSc,0.774,0.607,0.848,100.027,0.004087258179553235,0.0032053820607090616,0.004478029633412329,0.5282121110157254
53,Apna Time Aayega,Ranveer Singh,197198,https://open.spotify.com/track/5uaIbU3oHHcSOK6WFNK5nj,2019,8,2019-08,0.0052552980110653,5uaIbU3oHHcSOK6WFNK5nj,0.766,0.513,0.618,95.054,0.00402555827647602,0.002695967879676499,0.0032477741708383553,0.499537097143801
54,Cruel Summer,Taylor Swift,196238,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,2019,8,2019-08,0.0052297141507289,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.564,0.702,169.994,0.002886802211202353,0.0029495587810110992,0.0036712593338116876,0.8890200273390085
55,Tujhe Kitna Chahein Aur (Film Version),Jubin Nautiyal,196054,https://open.spotify.com/track/0mHU8dcIvGrGDazLMmQpSg,2019,8,2019-08,0.0052248105774978,0mHU8dcIvGrGDazLMmQpSg,0.358,0.284,0.252,145.549,0.0018704821867442125,0.0014838462040093752,0.0013166522655294456,0.7604659547442274
56,Hawa Banke,Darshan Raval,194355,https://open.spotify.com/track/3YVQHUpNexOqkLI7IclsoT,2019,8,2019-08,0.0051795324746732,1L3Nsi7YXtBxTdnbqektia,0.625,0.5,0.598,90.078,0.00323720779667075,0.0025897662373366,0.0030973604198545734,0.4665619262536125
57,Jugraafiya,Udit Narayan,193221,https://open.spotify.com/track/5BgtNz0AsCIIu2pfbCfq5c,2019,8,2019-08,0.0051493115396508,5BgtNz0AsCIIu2pfbCfq5c,0.477,0.58,0.591,184.763,0.0024562216044134314,0.002986600692997464,0.0030432431199336227,0.9514022480005008
58,She Move It Like,Badshah,192575,https://open.spotify.com/track/39vrbjCMTRXEdiIr2IsBgd,2019,8,2019-08,0.0051320957336327,39vrbjCMTRXEdiIr2IsBgd,0.832,0.844,0.477,101.997,0.004269903650382406,0.004331488799185999,0.002448009664942798,0.5234583685433345
59,I Forgot That You Existed,Taylor Swift,192375,https://open.spotify.com/track/43rA71bccXFGD4C8GOpIlN,2019,8,2019-08,0.0051267657627293,43rA71bccXFGD4C8GOpIlN,0.664,0.541,0.316,92.875,0.0034041724664522553,0.0027735802776365517,0.0016200579810224588,0.4761483702134837
60,First Class,Arijit Singh,191846,https://open.spotify.com/track/7s0qlp1ibUxVXLsOM0YWia,2019,8,2019-08,0.0051126679896898,7trx783SvnHhKkmgSSTIFJ,0.554,0.216,0.337,89.961,0.0028324180662881496,0.0011043362857729969,0.0017229691125254627,0.4599407250204841
61,"Photo (From ""Luka Chuppi"")",Karan Sehmbi,190730,https://open.spotify.com/track/5wdlz4N7s1Xyr4y4RXhZJM,2019,8,2019-08,0.0050829267520487,5wdlz4N7s1Xyr4y4RXhZJM,0.739,0.315,0.644,94.996,0.0037562828697639892,0.0016011219268953405,0.003273404828319363,0.48285770973761827
62,"Aankh Marey (From ""Simmba"")",Neha Kakkar,190145,https://open.spotify.com/track/790uNrqzKWCvj8rR1QXNpU,2019,8,2019-08,0.0050673365871562,63MvWd6T6yoS7h4AJ4Hjrm,0.796,0.8,0.978,129.999,0.004033599923376335,0.00405386926972496,0.0049558551822387635,0.6587486889937189
63,Pal,Javed-Mohsin,189768,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC,2019,8,2019-08,0.0050572895920032,4UiaP0wBuy9N9voD91OZOg,0.575,0.563,0.374,79.123,0.00290794151540184,0.0028472540402978016,0.001891426307409197,0.40014792438806923
64,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,182407,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019,8,2019-08,0.0048611200129027,6osaMSJh9NguagEDQcZaKx,0.694,0.371,0.758,192.091,0.0033736172889544734,0.0018034755247869016,0.0036847289697802465,0.9337774043984925
65,Teri Mitti,Arko,179792,https://open.spotify.com/track/75hrPAosuDiO9F3DKwVP12,2019,8,2019-08,0.0047914306433405,3PAC15iDIHk7IWD8ShSgWh,0.332,0.217,0.422,74.315,0.001590754973589046,0.0010397404496048884,0.002021983731489691,0.35607516825984925
66,"Main Deewana Tera (From ""Arjun Patiala"")",Guru Randhawa,177957,https://open.spotify.com/track/5n8BCU2JmPORrFboGeDlXV,2019,8,2019-08,0.0047425281603016,5n8BCU2JmPORrFboGeDlXV,0.732,0.557,0.895,109.995,0.0034715306133407714,0.002641588185287992,0.004244562703469932,0.5216543849923746
67,Someone You Loved,Lewis Capaldi,177617,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019,8,2019-08,0.0047334672097658,7qEHsqek33rTcFNT9PFqLf,0.501,0.446,0.405,109.891,0.002371467072092666,0.002111126375555547,0.0019170542199551492,0.5201654451483736
68,Without Me,Halsey,175921,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019,8,2019-08,0.0046882690565048,7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.662,0.669,112.238,0.004256948303306358,0.0031036341154061778,0.0031364519988017116,0.5262019423639858
69,Believer,Imagine Dragons,173485,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019,8,2019-08,0.0046233500109011,0pqnGHJpmpxLKifKRmU6WP,0.776,0.666,0.78,124.949,0.003587719608459254,0.003079151107260133,0.0036062130085028586,0.5776829605120816
70,"Rula Diya (From ""Batla House"")",Ankit Tiwari,173420,https://open.spotify.com/track/6sTbnkzOtPpojgnn50cCHJ,2019,8,2019-08,0.0046216177703575,6sTbnkzOtPpojgnn50cCHJ,0.501,0.64,0.739,76.006,0.0023154305029491075,0.0029578353730288,0.0034153755322941922,0.3512706802537921
71,Miss Americana & The Heartbreak Prince,Taylor Swift,170361,https://open.spotify.com/track/214nt20w5wOxJnY462klLw,2019,8,2019-08,0.0045400958653896,214nt20w5wOxJnY462klLw,0.662,0.487,0.747,150.088,0.0030055434628879158,0.0022110266864447353,0.0033914516114460316,0.6814139082445944
72,"Slow Motion (From ""Bharat"")",Shreya Ghoshal,169558,https://open.spotify.com/track/7yEuRloGyxyu1KaWBTPP1Z,2019,8,2019-08,0.0045186960322124,7yEuRloGyxyu1KaWBTPP1Z,0.574,0.307,0.738,109.996,0.0025937315224899174,0.001387239681889207,0.003334797671772751,0.4970384887592352
73,"Baby Won't You Tell Me (From ""Saaho"")",Shweta Mohan,167766,https://open.spotify.com/track/1LMwOxNStAp24Py3mWoRkb,2019,8,2019-08,0.0044709394929177,5JOsGkhl49EoiBQpZLL1SC,0.639,0.369,0.471,129.796,0.0028569303359744103,0.0016497766728866313,0.0021058125011642367,0.5803100624227457
74,"Dil Mein Ho Tum (From ""Cheat India"")",Armaan Malik,166425,https://open.spotify.com/track/1mjWhM7GQTTxJxg2F0iCRS,2019,8,2019-08,0.0044352020380103,1mjWhM7GQTTxJxg2F0iCRS,0.608,0.423,0.653,86.933,0.0026966028391102624,0.0018760904620783569,0.002896186930820726,0.38556541877034944
75,"Chogada (From ""Loveyatri"")",Darshan Raval,164798,https://open.spotify.com/track/4ymPEyiXabTe1NO8q8EFxG,2019,8,2019-08,0.0043918427247109,4ymPEyiXabTe1NO8q8EFxG,0.359,0.595,0.972,62.914,0.0015766715381712129,0.002613146421202985,0.004268871128418995,0.27630839318246153
76,Qaafirana,Arijit Singh,164085,https://open.spotify.com/track/0xkGTPTijMU84dtHr3KQQi,2019,8,2019-08,0.0043728413784402,0xkGTPTijMU84dtHr3KQQi,0.417,0.207,0.433,169.92,0.0018234748548095633,0.0009051781653371214,0.0018934403168646065,0.7430332070245587
77,Kaam 25 - Sacred Games,DIVINE,162693,https://open.spotify.com/track/6Kynli1iHBqJRWUCohcV9h,2019,8,2019-08,0.0043357447809524,6Kynli1iHBqJRWUCohcV9h,0.484,0.686,0.948,125.645,0.0020985004739809614,0.0029743209197333467,0.004110286052342875,0.5447646530027642
78,Wang Da Naap,Ammy Virk,162197,https://open.spotify.com/track/5r7k55M31Q22AEJkF1GTyw,2019,8,2019-08,0.0043225264531119,5r7k55M31Q22AEJkF1GTyw,0.533,0.67,0.59,75.265,0.0023039065995086425,0.002896092723584973,0.0025502906073360206,0.32533495349346714
79,"Crazy Habibi Vs Decent Munda (From ""Arjun Patiala"")",Guru Randhawa,161657,https://open.spotify.com/track/7yy3HgKJEcwArL5k0v5rhF,2019,8,2019-08,0.0043081355316727,7yy3HgKJEcwArL5k0v5rhF,0.755,0.439,0.905,105.061,0.0032526423264128885,0.0018912714984043154,0.0038988626561637938,0.45261702709306556
80,Paniyon Sa,Atif Aslam,160001,https://open.spotify.com/track/2si0ZNx4yRbggTvrIom8A2,2019,8,2019-08,0.0042640033725923,2si0ZNx4yRbggTvrIom8A2,0.523,0.669,0.768,75.03,0.0022300737638657727,0.0028526182562642484,0.003274754590150886,0.31992817304560023
81,Naina Da Kya Kasoor,Amit Trivedi,156219,https://open.spotify.com/track/4JQxGJ8jsKW8pOUVoAgOZr,2019,8,2019-08,0.0041632136228086,4JQxGJ8jsKW8pOUVoAgOZr,0.845,0.547,0.659,125.965,0.0035179155112732667,0.002277277851676304,0.0027435577774308673,0.5244192039970853
82,I Like Me Better,Lauv,156121,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019,8,2019-08,0.0041606019370659,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.419,0.505,91.97,0.0031287726566735564,0.001743292211630612,0.0021011039782182794,0.38265056015195076
83,7 rings,Ariana Grande,154396,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019,8,2019-08,0.0041146309380239,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.327,0.317,140.048,0.0032011828697825944,0.0013454843167338155,0.0013043380073535762,0.5762458336083711
84,"Morni Banke (From ""Badhaai Ho"")",Guru Randhawa,154285,https://open.spotify.com/track/5x3K3Ld54TtkYKdQvrFOV3,2019,8,2019-08,0.0041116728041725,2Wu9PNpLUCBl3W1GaPqkhl,0.816,0.887,0.922,95.006,0.0033551250082047594,0.0036470537773010073,0.003790962325447045,0.3906335864332125
85,Paper Rings,Taylor Swift,153110,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,2019,8,2019-08,0.0040803592251149,4y5bvROuBDPr5fuwXbIBZR,0.811,0.865,0.719,103.979,0.0033091713315681844,0.0035295107297243886,0.0029337782828576134,0.42427167186822223
86,Hawayein,Pritam,152470,https://open.spotify.com/track/0l6g8Z8mqGbGXFOjigYetD,2019,8,2019-08,0.004063303318224,0l6g8Z8mqGbGXFOjigYetD,0.606,0.453,0.601,125.961,0.002462361810843744,0.001840676403155472,0.002442045294252624,0.5118177492668132
87,Channa Mereya,Pritam,151999,https://open.spotify.com/track/0H2iJVgorRR0ZFgRqGUjUM,2019,8,2019-08,0.0040507512367464,0H2iJVgorRR0ZFgRqGUjUM,0.476,0.746,0.788,90.066,0.0019281575886912865,0.0030218604226128144,0.0031919919745561636,0.3648349608888013
88,Ransom,Lil Tecca,151468,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,2019,8,2019-08,0.0040366001639978,1lOe9qE0vR9zwWQAOk6CoO,0.745,0.226,0.642,179.974,0.0030072671221783613,0.0009122716370635028,0.0025914973052865876,0.7264830779153401
89,"Tere Bin (From ""Simmba"")",Rahat Fateh Ali Khan,151416,https://open.spotify.com/track/4f5kLqyOJ5ZPnalEVMQrB2,2019,8,2019-08,0.0040352143715629,4f5kLqyOJ5ZPnalEVMQrB2,0.649,0.639,0.716,86.949,0.0026188541271443223,0.002578501983428693,0.002889213490039036,0.3508578543930226
90,Lalala,Y2K,150530,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2019,8,2019-08,0.0040116026004608,51Fjme0JiitpyXKuyQiCDo,0.843,0.495,0.39,129.972,0.0033817809921884547,0.0019857432872280962,0.0015645250141797123,0.5213960131870912
91,Enna Sona,A.R. Rahman,149940,https://open.spotify.com/track/6bdpj89aYEBjhpsenXAsmO,2019,8,2019-08,0.0039958791862957,6bdpj89aYEBjhpsenXAsmO,0.717,0.381,0.416,100.026,0.002865045376574017,0.0015224299699786617,0.0016622857414990112,0.3996918114884137
92,Leja Re,Dhvani Bhanushali,149682,https://open.spotify.com/track/68iBMrMRc1rg4eAxJbvxch,2019,8,2019-08,0.0039890035238303,68iBMrMRc1rg4eAxJbvxch,0.791,0.449,0.761,100.031,0.0031553017873497675,0.0017910625821998048,0.0030356316816348584,0.39902401149226874
93,Yeh Aaina,Shreya Ghoshal,149627,https://open.spotify.com/track/62RXe5I6L7n32fUMd8Puvo,2019,8,2019-08,0.0039875377818318,62RXe5I6L7n32fUMd8Puvo,0.552,0.197,0.428,131.745,0.002201120855571154,0.0007855449430208646,0.0017066661706240103,0.5253381650674305
94,Yaari Hai,Tony Kakkar,147429,https://open.spotify.com/track/0FYUkPbieYs5KbRxQw3UCe,2019,8,2019-08,0.0039289614016032,0FYUkPbieYs5KbRxQw3UCe,0.842,0.666,0.855,106.069,0.0033081855001498945,0.0026166882934677317,0.003359261998370736,0.41674100690664984
95,"Nazar Na Lag Jaaye (From ""Stree"")",Ash King,147369,https://open.spotify.com/track/0cWLJcdvM6QlOQ7UJdB4jb,2019,8,2019-08,0.0039273624103322,0cWLJcdvM6QlOQ7UJdB4jb,0.527,0.672,0.622,173.709,0.0020697199902450693,0.0026391875397432383,0.0024428194192266284,0.6822181969363961
96,The Humma Song,A.R. Rahman,147183,https://open.spotify.com/track/7heMX7gyHP0mhTlNgd7Lxd,2019,8,2019-08,0.003922405537392,7heMX7gyHP0mhTlNgd7Lxd,0.721,0.391,0.65,130.491,0.002828054392459632,0.001533660565120272,0.0025495635993048,0.5118386209798196
97,Kya Baat Ay,Harrdy Sandhu,147017,https://open.spotify.com/track/1ZaeaGLhFSckG8sv1y7AWk,2019,8,2019-08,0.0039179816615422,1ZaeaGLhFSckG8sv1y7AWk,0.849,0.652,0.592,89.966,0.003326366430649328,0.002554524043325515,0.0023194451436329825,0.3524851381623056
98,Dil Diyan Gallan,Vishal-Shekhar,146831,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta,2019,8,2019-08,0.003913024788602,5MnAi6ZF7cE8pAz7wYr9Ta,0.716,0.485,0.64,105.012,0.002801725748639032,0.0018978170224719698,0.00250433586470528,0.4109145591006732
99,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",Arijit Singh,145967,https://open.spotify.com/track/1aIhAX6324JZmhNnGltwkK,2019,8,2019-08,0.0038899993142992,1aIhAX6324JZmhNnGltwkK,0.559,0.309,0.541,83.978,0.0021745096166932527,0.0012020097881184526,0.0021044896290358674,0.32667436241621817
100,Sucker,Jonas Brothers,144330,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2019,8,2019-08,0.0038463735024547,22vgEDb5hykfaTwLuskFGD,0.842,0.952,0.734,137.958,0.0032386464890668573,0.003661747574336874,0.0028232381508017496,0.5306379956516455
101,If I Can't Have You,Shawn Mendes,143833,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,2019,8,2019-08,0.0038331285247597,6LsAAHotRLMOHfCsSfYCsz,0.692,0.864,0.809,123.911,0.002652524939133712,0.0033118230453923806,0.0031010009765305973,0.4749667886314992
102,"Ye Chota Nuvvunna (From ""Saaho"") (feat. Tulsi Kumar, Haricharan Seshadri)",Guru Randhawa,142431,https://open.spotify.com/track/499rs8fMaltXk2BOlq9P0m,2019,8,2019-08,0.0037957654287267,499rs8fMaltXk2BOlq9P0m,0.725,0.641,0.675,92.017,0.0027519299358268576,0.0024330856398138145,0.0025621416643905226,0.34927494745514476
103,Faded,Alan Walker,141978,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz,2019,8,2019-08,0.0037836930446304,7gHs73wELdeycvS48JfIos,0.589,0.166,0.651,90.011,0.0022285952032873053,0.0006280930454086464,0.0024631841720543905,0.3405739946402269
104,Radhe Radhe,Meet Bros.,140942,https://open.spotify.com/track/48ALhEnT1bFo1n4TYlhBhB,2019,8,2019-08,0.0037560837953507,1HbmeBqRlEk54KK8gxQqbZ,0.494,0.737,0.832,140.039,0.0018555053949032459,0.002768233757173466,0.0031250617177317826,0.5259982186171166
105,Pal Pal Dil Ke Paas- Title Track,Arijit Singh,140515,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg,2019,8,2019-08,0.0037447043074719,7lGhrfren1Zpwh0ds0zuUg,0.56,0.39,0.512,123.991,0.0020970344121842644,0.0014604346799140411,0.001917288605425613,0.46430963178774837
106,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,140368,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,2019,8,2019-08,0.0037407867788579,2Rk4JlNc2TPmZe2af99d45,0.61,0.728,0.83,182.162,0.0022818799351033187,0.0027232927750085512,0.0031048530264520566,0.6814292012103128
107,I Think He Knows,Taylor Swift,138866,https://open.spotify.com/track/2YWtcWi3a83pdEg3Gif4Pd,2019,8,2019-08,0.0037007586973732,2YWtcWi3a83pdEg3Gif4Pd,0.897,0.416,0.366,100.003,0.0033195805515437607,0.0015395156181072511,0.0013544776832385913,0.3700869720134121
108,"Sachiya Mohabbatan (From ""Arjun Patiala"")",Sachet Tandon,138091,https://open.spotify.com/track/28w9HJdplcvHhwwRIbcoKY,2019,8,2019-08,0.0036801050601224,28w9HJdplcvHhwwRIbcoKY,0.655,0.566,0.586,84.878,0.002410468814380172,0.0020829394640292783,0.002156541565231726,0.3123599572930691
109,London Boy,Taylor Swift,136470,https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw,2019,8,2019-08,0.0036369056459502,1LLXZFeAHK9R4xUramtUKw,0.695,0.557,0.71,157.925,0.002527649423935389,0.002025756444794262,0.002582203008624642,0.5743583241366854
110,rockstar (feat. 21 Savage),Post Malone,136362,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,8,2019-08,0.0036340274616623,0e7ipj03S05BNilyu5bRzt,0.585,0.129,0.52,159.801,0.0021259060650724456,0.0004687895425544367,0.001889694280064396,0.5807212224010971
111,Lamberghini,The Doorbeen,135420,https://open.spotify.com/track/7cFuzwgbtHXmSKuCzo0qCW,2019,8,2019-08,0.0036089232987072,45P9g6kUb7itdonjjGjDdS,0.953,0.861,0.584,104.007,0.0034393039036679615,0.003107282960186899,0.002107611206445005,0.3753532855286398
112,Muchh,Diljit Dosanjh,135105,https://open.spotify.com/track/3m3uKnTWKAPlnfggqVsIOq,2019,8,2019-08,0.0036005285945343,3m3uKnTWKAPlnfggqVsIOq,0.716,0.769,0.872,165.929,0.0025779784736865586,0.0027688064891968765,0.0031396609344339094,0.5974321091624818
113,Valentine's Mashup 2019,Amrita Singh,135018,https://open.spotify.com/track/1MhHomaXgrPMBroXkpWSSa,2019,8,2019-08,0.0035982100571913,1MhHomaXgrPMBroXkpWSSa,0.595,0.314,0.61,97.974,0.0021409349840288234,0.0011298379579580682,0.002194908134886693,0.3525310321432604
114,Samjhawan,Jawad Ahmad,132726,https://open.spotify.com/track/0rk2X5TAhraBC5aCIXK2Rq,2019,8,2019-08,0.0035371285906381,0rk2X5TAhraBC5aCIXK2Rq,0.651,0.517,0.482,106.993,0.0023026707125054034,0.0018286954813598979,0.0017048959806875643,0.3784479992981422
115,Call You Mine,The Chainsmokers,132356,https://open.spotify.com/track/1SNiXDwSilLujcYdvfqVpT,2019,8,2019-08,0.0035272681444668,2oejEp50ZzPuQTQ6v54Evp,0.585,0.522,0.696,104.01,0.002063451864513078,0.0018412339714116697,0.0024549786285488926,0.3668711597059919
116,"Ik Vaari Aa (From ""Raabta"")",Arijit Singh,131007,https://open.spotify.com/track/5sul5AkWmzi2fE70oS7mK9,2019,8,2019-08,0.0034913174907232,5lrA2NzUxmBjKr2tCZfMtl,0.512,0.428,0.752,127.965,0.0017875545552502785,0.0014942838860295296,0.0026254707530238464,0.44676644270039434
117,Closer,The Chainsmokers,129919,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2019,8,2019-08,0.0034623224490086,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.661,0.524,95.01,0.002589817191858433,0.002288595138794685,0.0018142569632805066,0.3289552558803071
118,Suit Suit,Guru Randhawa,129280,https://open.spotify.com/track/2mwBSO58y92EYmEFpDfmS7,2019,8,2019-08,0.0034452931919722,2mwBSO58y92EYmEFpDfmS7,0.767,0.751,0.869,98.208,0.0026425398782426775,0.0025874151871711224,0.002993959783823842,0.3383553537972058
119,"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",Yo Yo Honey Singh,128763,https://open.spotify.com/track/3NKuSd9Qa5fzwhqiuKYFh4,2019,8,2019-08,0.0034315152171868,3NKuSd9Qa5fzwhqiuKYFh4,0.765,0.918,0.89,99.961,0.002625109141147902,0.0031501309693774825,0.003054048543296252,0.3430176926252097
120,Treat You Better,Shawn Mendes,128580,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd,2019,8,2019-08,0.0034266382938102,3QGsuHI8jO1Rx4JWLUh9jd,0.444,0.747,0.819,82.695,0.001521427402451729,0.0025596988054762196,0.0028064167626305537,0.2833658537066345
121,Slowly Slowly,Guru Randhawa,127329,https://open.spotify.com/track/4pBxb7WuLsC3YyA9cj4T2l,2019,8,2019-08,0.0033932993258093,4pBxb7WuLsC3YyA9cj4T2l,0.772,0.455,0.752,101.027,0.00261962707952478,0.0015439511932432315,0.0025517610930085935,0.34281485098853615
122,Ho Jaa Awara,Ash King,125107,https://open.spotify.com/track/1Mh5QtDmljk95Zqr6sQceA,2019,8,2019-08,0.0033340833490722,1Mh5QtDmljk95Zqr6sQceA,0.306,0.384,0.75,93.619,0.0010202295048160931,0.0012802880060437249,0.00250056251180415,0.31213354905679025
123,The Archer,Taylor Swift,124496,https://open.spotify.com/track/3pHkh7d0lzM2AldUtz2x37,2019,8,2019-08,0.0033178002879623,3pHkh7d0lzM2AldUtz2x37,0.292,0.166,0.574,124.344,0.0009687976840849915,0.0005507548478017418,0.00190441736529036,0.4125485590063842
124,"Hi Sonna Pothum (From ""Comali"")",Hiphop Tamizha,124176,https://open.spotify.com/track/6b84SSP7e5LwfvNPoDPshX,2019,8,2019-08,0.0033092723345168,6b84SSP7e5LwfvNPoDPshX,0.483,0.648,0.693,183.954,0.0015983785375716143,0.0021444084727668864,0.0022933257278201424,0.6087538830237035
125,Happier,Marshmello,123668,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,8,2019-08,0.0032957342084221,2dpaYNEQHiRxtZbfNsse99,0.687,0.671,0.792,100.015,0.0022641694011859828,0.0022114376538512294,0.0026102214930703036,0.3296228568553363
126,"High Rated Gabru (From ""Nawabzaade"")",Guru Randhawa,123342,https://open.spotify.com/track/1ozrNv9W4KlprAmvgH0Yrq,2019,8,2019-08,0.0032870463558495,1ozrNv9W4KlprAmvgH0Yrq,0.685,0.59,0.841,97.929,0.0022516267537569076,0.001939357349951205,0.0027644059852694296,0.3218971625819857
127,Old Town Road,Lil Nas X,123052,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,2019,8,2019-08,0.0032793178980396,2YpeDb67231RjR0MgVLzsG,0.878,0.639,0.619,136.041,0.0028792411144787687,0.0020954841368473046,0.0020298977788865123,0.4461216861672052
128,Woh Baarishein,Arjun Kanungo,122984,https://open.spotify.com/track/3RFNUexrtXExkzTEiJ0eBh,2019,8,2019-08,0.0032775057079324,3RFNUexrtXExkzTEiJ0eBh,0.287,0.332,0.297,135.863,0.0009406441381765988,0.001088131895033557,0.0009734191952559229,0.4452917579968197
129,Haaye Oye (feat. Ash King),QARAN,122235,https://open.spotify.com/track/0oukMLKedsqQ3ltnI2daRO,2019,8,2019-08,0.0032575449668991,0oukMLKedsqQ3ltnI2daRO,0.633,0.543,0.727,123.959,0.00206202596404713,0.0017688469170262114,0.0023682351909356456,0.40380201655184556
130,Cornelia Street,Taylor Swift,120935,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a,2019,8,2019-08,0.0032229001560269,12M5uqx0ZuwkpLp5rJim1a,0.824,0.248,0.624,102.012,0.0026556697285661656,0.0007992792386946712,0.0020110896973607856,0.32877449071661613
131,Daryaa,Ammy Virk,120287,https://open.spotify.com/track/3ExeNEpJJQXfmq1cwj0LVo,2019,8,2019-08,0.0032056310502998,6dN6k8fcjeB3Z2zLnxeyhP,0.565,0.231,0.527,91.989,0.0018111815434193868,0.0007405007726192538,0.0016893675635079946,0.2948827946860283
132,Boy With Luv (feat. Halsey),BTS,118641,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019,8,2019-08,0.0031617653897646,5KawlOMHjWeUjQtnuRs22c,0.645,0.798,0.862,119.991,0.002039338676398167,0.002523088781032151,0.002725441765977085,0.37938339088324413
133,Thunder,Imagine Dragons,118598,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2019,8,2019-08,0.0031606194460204,1zB4vmk8tFRmM9UULNzbLB,0.605,0.288,0.822,167.997,0.0019121747648423418,0.0009102584004538751,0.0025980291846287684,0.5309745850730891
134,Girls Like You (feat. Cardi B),Maroon 5,118505,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,8,2019-08,0.0031581410095503,6V1bu6o1Yo5ZXnsCJU8Ovk,0.851,0.448,0.541,124.959,0.0026875779991273052,0.0014148471722785344,0.0017085542861667124,0.3946381424123959
135,"Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,118375,https://open.spotify.com/track/2m8P30Ly9Az1uGvFmhLTBI,2019,8,2019-08,0.003154676528463,5x72Q1SyiDHJ4IF2mRzfkg,0.789,0.746,0.95,126.013,0.002489039780957307,0.002353388690233398,0.0029969427020398497,0.397530253381208
136,Dil Ka Telephone,Meet Bros.,118240,https://open.spotify.com/track/2by8FVjoggo96ntJFHusVw,2019,8,2019-08,0.0031510787981032,2by8FVjoggo96ntJFHusVw,0.812,0.793,0.859,102.022,0.0025586759840597988,0.0024988054868958377,0.002706776687570649,0.3214793611400847
