Position,Track Name,Artist,Streams,URL,Year,Month,yyyy-mm,Stream %,Track ID,Danceability,Valence,Energy,Tempo,Danceability_Stream%,Valence_Stream%,Energy_Stream%,Tempo_Stream%
33,Mere Gully Mein,Ranveer Singh,20163,https://open.spotify.com/track/7fKywVasHSlshJQpkN2atd,2019,2,2019-02,0.0062961976437113,7fKywVasHSlshJQpkN2atd,0.844,0.159,0.617,107.999,0.005313990811292337,0.0010010954253500967,0.0038847539461698724,0.6799830493231767
34,Better Now,Post Malone,20072,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019,2,2019-02,0.0062677815357126,7dt6x5M1jzdTEt8oCbisTK,0.68,0.341,0.578,145.038,0.004262091444284568,0.002137313503677997,0.0036227777276418827,0.9090664983766842
35,Enna Sona,A.R. Rahman,19988,https://open.spotify.com/track/6bdpj89aYEBjhpsenXAsmO,2019,2,2019-02,0.0062415512821753,6bdpj89aYEBjhpsenXAsmO,0.717,0.381,0.416,100.026,0.00447519226931969,0.0023780310385087895,0.0025964853333849246,0.6243174085508666
36,Asli Hip Hop,Ranveer Singh,19903,https://open.spotify.com/track/4ZIvqmpihn94QyFfGcQtdZ,2019,2,2019-02,0.006215008763715,4ZIvqmpihn94QyFfGcQtdZ,0.667,0.963,0.641,169.968,0.004145410845397906,0.005985053439457545,0.003983820617541315,1.056352609551111
37,"Dilbar (From ""Satyameva Jayate"")",Neha Kakkar,19819,https://open.spotify.com/track/4tjLYTXFqZhkUDga4bQ0yl,2019,2,2019-02,0.0061887785101778,4tjLYTXFqZhkUDga4bQ0yl,0.725,0.674,0.912,104.054,0.004486864419878905,0.004171236715859838,0.005644166001282154,0.6439671590980408
38,"Morni Banke (From ""Badhaai Ho"")",Guru Randhawa,19576,https://open.spotify.com/track/2Wu9PNpLUCBl3W1GaPqkhl,2019,2,2019-02,0.0061128981338735,2Wu9PNpLUCBl3W1GaPqkhl,0.816,0.887,0.922,95.006,0.004988124877240776,0.005422140644745795,0.005636092079431367,0.5807620001067858
39,Girls Like You (feat. Cardi B),Maroon 5,18798,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,2,2019-02,0.0058699560237308,6V1bu6o1Yo5ZXnsCJU8Ovk,0.851,0.448,0.541,124.959,0.004995332576194911,0.0026297402986313985,0.003175646208838363,0.7335038347693771
40,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,18715,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4,2019,2,2019-02,0.0058440380351166,4mGdjNMo0RonTlOEb7cYg4,0.464,0.233,0.852,160.075,0.0027116336482941026,0.0013616608621821679,0.004979120405919343,0.9354843884712897
41,Thotiana,Blueface,18655,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,2019,2,2019-02,0.0058253021397329,5GBuCHuPKx6UC7VsSPK0t3,0.906,0.391,0.382,104.025,0.005277723738598007,0.002277693136635564,0.002225265417377968,0.605977055085715
42,365,Zedd,18226,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,2019,2,2019-02,0.005691340487739,2XWjPtKdi5sucFYtVav07d,0.745,0.248,0.693,98.039,0.004240048663365555,0.001411452440959272,0.0039440989580031265,0.5579733300774438
43,rockstar (feat. 21 Savage),Post Malone,17966,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,2,2019-02,0.0056101516077427,0e7ipj03S05BNilyu5bRzt,0.585,0.129,0.52,159.801,0.003281938690529479,0.0007237095573988083,0.002917278836026204,0.8965078370688911
44,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,17843,https://open.spotify.com/track/6yIdwnpDHufLWgQcveTPMk,2019,2,2019-02,0.005571743022206,55n9yjI6qqXh5F2mYvUc2y,0.731,0.106,0.445,117.97,0.004072944149232586,0.000590604760353836,0.0024794256448816697,0.6572985243296418
45,Pure Water (with Migos),Mustard,17721,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019,2,2019-02,0.0055336467015924,3j84U36KvLeXNDPv4t5pI8,0.682,0.137,0.559,202.015,0.0037739470504860174,0.0007581095981181589,0.003093308506190152,1.1178796384221887
46,I Guess I Just Feel Like,John Mayer,17494,https://open.spotify.com/track/1HNywa8Bk0TmzRwQrzhtPo,2019,2,2019-02,0.0054627625640572,1HNywa8Bk0TmzRwQrzhtPo,0.556,0.163,0.528,159.821,0.003037295985615803,0.0008904302979413236,0.0028843386338222015,0.8730641757501857
47,Robbery,Juice WRLD,17078,https://open.spotify.com/track/44ShclXTOOnYtt5CnCDeGV,2019,2,2019-02,0.0053328603560632,6Hj9jySrnFppAI0sEMCZpJ,0.685,0.578,0.692,159.966,0.003653009343903292,0.0030823932858045295,0.003690339366395734,0.8530763397180059
48,"Photo (From ""Luka Chuppi"")",Karan Sehmbi,16794,https://open.spotify.com/track/5wdlz4N7s1Xyr4y4RXhZJM,2019,2,2019-02,0.0052441771179134,5wdlz4N7s1Xyr4y4RXhZJM,0.739,0.315,0.644,94.996,0.003875446890138002,0.0016519157921427209,0.0033772500639362296,0.4981758494933013
49,Treat You Better,Shawn Mendes,16770,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd,2019,2,2019-02,0.0052366827597599,3QGsuHI8jO1Rx4JWLUh9jd,0.444,0.747,0.819,82.695,0.002325087145333396,0.003911802021540646,0.004288843180243358,0.43304748081834493
50,I Like Me Better,Lauv,16762,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019,2,2019-02,0.0052341846403754,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.419,0.505,91.97,0.003936106849562301,0.0021931233643172924,0.002643263243389577,0.4813879613753255
51,FAKE LOVE,BTS,16624,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo,2019,2,2019-02,0.0051910920809927,343YBumqHu19cGoGARUTsd,0.928,0.613,0.481,134.007,0.004817333451161226,0.003182139445648525,0.0024969152909574887,0.6956426764975888
52,Emiway-Samajh Mein Aaya Kya?,Emiway Bantai,16469,https://open.spotify.com/track/7n8xH63Whw5spavIWScPIh,2019,2,2019-02,0.005142691017918,7n8xH63Whw5spavIWScPIh,0.784,0.608,0.45,103.01,0.004031869758047712,0.003126756138894144,0.0023142109580631,0.5297486017557332
53,"Dil Beparvah - The Dewarists, Season 5",Ankur Tewari,16418,https://open.spotify.com/track/4kXkT9HF9ZfDjuv3LIKcwJ,2019,2,2019-02,0.0051267655068418,4kXkT9HF9ZfDjuv3LIKcwJ,0.762,0.355,0.391,137.956,0.003906595316213451,0.0018200017549288388,0.0020045653131751436,0.7072680622618672
54,Hawayein,Pritam,15936,https://open.spotify.com/track/0l6g8Z8mqGbGXFOjigYetD,2019,2,2019-02,0.0049762538139257,0l6g8Z8mqGbGXFOjigYetD,0.606,0.453,0.601,125.961,0.0030156098112389743,0.0022542429777083423,0.0029907285421693457,0.6268139066558951
55,Doori,Ranveer Singh,15577,https://open.spotify.com/track/3L1JZLKvULunqV2qkjBJsp,2019,2,2019-02,0.0048641507065462,5doYtCoJ8KpfkFczP3F2ad,0.517,0.594,0.716,122.952,0.0025147659152843856,0.002889305519688443,0.003482731905887079,0.5980570576712684
56,Think About You,Kygo,15300,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P,2019,2,2019-02,0.0047776533228578,3Kuu5vASpXK8oRsxOvau6P,0.673,0.19,0.596,123.969,0.0032153606862832997,0.000907754131342982,0.0028474813804232487,0.5922809047813586
57,a lot,21 Savage,15209,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,2019,2,2019-02,0.0047492372148591,2t8yVaLvJ0RenpXUIAC52d,0.837,0.274,0.636,145.972,0.003975111548837067,0.0013012909968713935,0.0030205148686503875,0.6932556547274126
58,MIA (feat. Drake),Bad Bunny,15047,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019,2,2019-02,0.004698650297323,116H0KvKr2Zl4RPuVBruDO,0.817,0.158,0.539,97.062,0.0038387972929128907,0.000742386746977034,0.0025325725102570973,0.456060395158765
59,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,14875,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019,2,2019-02,0.0046449407305562,1WSGTYKLEpKfNQYYW5Oymt,0.541,0.69,0.468,95.266,0.0025129129352309044,0.0032050091040837776,0.002173832261900302,0.442504923637167
60,High On Life (feat. Bonn),Martin Garrix,14826,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy,2019,2,2019-02,0.0046296397493262,4ut5G4rgB1ClpMTMfjoIuy,0.414,0.368,0.486,128.038,0.0019166708562210466,0.0017037074277520415,0.002250004918172533,0.592769814224228
61,SICKO MODE,Travis Scott,14525,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019,2,2019-02,0.0045356480074843,2xLMifQCjDGFmkHkpNLD9h,0.834,0.446,0.73,155.008,0.003782730438241906,0.002022899011337998,0.003311023045463539,0.7030617263441264
62,Akh Lad Jaave,Badshah,14467,https://open.spotify.com/track/5SVpD60u9vjoQ2OeoKsTkb,2019,2,2019-02,0.0045175366419467,554Jv8PaaIVAwOOpoJ4YCm,0.867,0.285,0.705,94.985,0.003916704268567789,0.0012874979429548094,0.003184863332572423,0.4290982179353073
63,Dusk Till Dawn - Radio Edit,ZAYN,14385,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2019,2,2019-02,0.0044919309182556,1j4kHkkpqZRBwE0A4CN4Yv,0.258,0.0967,0.437,180.043,0.001158918176909945,0.0004343697197953165,0.001962973811277697,0.808740718315493
64,Tareefan,QARAN,14224,https://open.spotify.com/track/5QyOjKJhR1iyF0DHQM2IvW,2019,2,2019-02,0.0044416562656425,5QyOjKJhR1iyF0DHQM2IvW,0.829,0.335,0.654,98.012,0.003682133044217632,0.0014879548489902376,0.002904843197730195,0.4353356139081527
65,Closer,The Chainsmokers,14053,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2019,2,2019-02,0.0043882589637988,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.661,0.524,95.01,0.0032824177049215024,0.002900639175071007,0.0022994476970305713,0.416928484150524
66,"Dekhte Dekhte (From ""Batti Gul Meter Chalu"")",Atif Aslam,14052,https://open.spotify.com/track/0Iz4CkptElGHo16r797Jsb,2019,2,2019-02,0.0043879466988757,0Iz4CkptElGHo16r797Jsb,0.799,0.627,0.828,105.04,0.0035059694124016843,0.0027512425801950635,0.003633219866669079,0.46090992124990354
67,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,14003,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,2019,2,2019-02,0.0043726457176456,4hQ6UGyWQIGJmHSo0J88JW,0.601,0.508,0.724,102.061,0.002627960076305005,0.0022213040245639645,0.003165795499575414,0.44627659458862756
68,Suit Suit,Guru Randhawa,13959,https://open.spotify.com/track/2pAP7p17mLPaMiFSSHDMrp,2019,2,2019-02,0.0043589060610309,2mwBSO58y92EYmEFpDfmS7,0.767,0.751,0.869,98.208,0.0033432809488107003,0.0032735384518342058,0.0037878893670358522,0.42807944644172263
69,Blank Space,Taylor Swift,13900,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g,2019,2,2019-02,0.0043404824305702,1p80LdxRV74UKvL8gnD7ky,0.752,0.583,0.678,96.009,0.0032640427877887904,0.0025305012570224264,0.002942847087926596,0.41672537767661433
71,Lost In Japan,Shawn Mendes,13796,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,2019,2,2019-02,0.0043080068785717,79esEXlqqmq0GPz0xQSZTV,0.713,0.425,0.738,105.027,0.003071608904421622,0.0018309029233929725,0.003179309076385915,0.45245703843574997
72,Wolves,Selena Gomez,13777,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,2019,2,2019-02,0.0043020738450335,33gwZOGJWEZ7dRWPqPxBEZ,0.724,0.325,0.675,160.048,0.003114701463804254,0.0013981739996358875,0.0029038998453976127,0.6885383147499216
73,Mere Gully Mein (feat. Naezy),DIVINE,13568,https://open.spotify.com/track/4NEdR5Yo8D2KwL7Y9KW7EH,2019,2,2019-02,0.0042368104761134,4NEdR5Yo8D2KwL7Y9KW7EH,0.744,0.149,0.813,108.056,0.0031521869942283697,0.0006312847609408966,0.003444526917080194,0.45781279280690956
74,Delicate,Taylor Swift,13473,https://open.spotify.com/track/5sOch9Cf4uxcMtwFzMtNqQ,2019,2,2019-02,0.0042071453084225,6NFyWDv5CjfwuzoCkw47Xf,0.75,0.0499,0.404,95.045,0.003155358981316875,0.00020993655089028275,0.0016996867046026902,0.39986812583901654
75,Laung Gawacha,Ravneet Singh,13407,https://open.spotify.com/track/5ol7uDVpF1pHQitme6AJpm,2019,2,2019-02,0.0041865358235003,11j7AtNPZNq6BUQhAYrWvC,0.573,0.415,0.9,91.988,0.0023988850268656715,0.0017374123667526244,0.00376788224115027,0.38511105733214557
76,Channa Mereya,Pritam,13403,https://open.spotify.com/track/0H2iJVgorRR0ZFgRqGUjUM,2019,2,2019-02,0.0041852867638081,0H2iJVgorRR0ZFgRqGUjUM,0.476,0.746,0.788,90.066,0.0019921964995726557,0.0031222239258008426,0.003298005969880783,0.3769520376691403
77,Kya Baat Ay,Harrdy Sandhu,13383,https://open.spotify.com/track/1ZaeaGLhFSckG8sv1y7AWk,2019,2,2019-02,0.0041790414653468,1ZaeaGLhFSckG8sv1y7AWk,0.849,0.652,0.592,89.966,0.003548006204079433,0.0027247350354061136,0.0024739925474853053,0.37597164447139014
78,Sher Aaya Sher,DIVINE,13271,https://open.spotify.com/track/2qPNdVlqZl1cYqsNc3MXnA,2019,2,2019-02,0.0041440677939638,2qPNdVlqZl1cYqsNc3MXnA,0.832,0.756,0.657,104.005,0.0034478644045778813,0.0031329152522366326,0.0027226525406342165,0.43100377091120495
79,In the Name of Love,Martin Garrix,13265,https://open.spotify.com/track/23L5CiUhw2jV1OIMwthR3S,2019,2,2019-02,0.0041421942044254,23L5CiUhw2jV1OIMwthR3S,0.501,0.168,0.519,133.99,0.0020752392964171256,0.0006958886263434673,0.0021497987920967828,0.5550126014509594
80,This Feeling,The Chainsmokers,13123,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,2019,2,2019-02,0.0040978525853505,4NBTZtAt1F13VvlSKe6KTl,0.575,0.449,0.571,105.049,0.002356265236576537,0.0018399358108223745,0.002339873826235135,0.4304753162384847
81,Peer Pressure (feat. Julia Michaels),James Bay,13095,https://open.spotify.com/track/4JWQC6gyYoPRnxRxk0ta2M,2019,2,2019-02,0.0040891091675048,2hFFke3WXVA9mV31XNy0dP,0.664,0.512,0.45,135.923,0.002715168487223187,0.0020936238937624575,0.0018400991253771598,0.5558039853747548
82,Waste It On Me (feat. BTS),Steve Aoki,13004,https://open.spotify.com/track/2J0X46UkpfLlWbuCXFgDLr,2019,2,2019-02,0.0040606930595061,7EGA4D5eRMEgoFZZRUMowW,0.763,0.0359,0.936,126.008,0.0030983088044031545,0.000145778880836269,0.00380080870369771,0.5116798110422447
83,"Tere Bin (From ""Simmba"")",Rahat Fateh Ali Khan,12920,https://open.spotify.com/track/4f5kLqyOJ5ZPnalEVMQrB2,2019,2,2019-02,0.0040344628059688,4f5kLqyOJ5ZPnalEVMQrB2,0.649,0.639,0.716,86.949,0.0026183663610737516,0.0025780217330140633,0.002888675369073661,0.3507925065161812
84,Starboy,The Weeknd,12658,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,2019,2,2019-02,0.0039526493961264,7MXVkk9YMctZqd1Srtv4MB,0.679,0.486,0.587,186.003,0.0026838489399698255,0.0019209876065174303,0.0023202051955261965,0.7352046456276987
85,Baila Baila Baila,Ozuna,12536,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,2019,2,2019-02,0.0039145530755128,7mWFF4gPADjTQjC97CgFVt,0.785,0.49,0.572,100.016,0.0030729241642775485,0.0019181310070012722,0.0022391243591933217,0.39151794040048826
86,Havana (feat. Young Thug),Camila Cabello,12433,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019,2,2019-02,0.0038823897884373,1rfofaqEpACxVEHIZBJe6W,0.765,0.394,0.523,104.988,0.0029700281881545345,0.0015296615766442962,0.002030489859352708,0.4076043391084552
87,Photograph,Ed Sheeran,12361,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2019,2,2019-02,0.0038599067139768,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.201,0.379,107.989,0.002369982722381755,0.0007758412495093369,0.0014629046445972073,0.4168274661356407
88,Calma - Remix,Pedro Capó,12347,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019,2,2019-02,0.003855535005054,5iwz1NiezX7WWjnCgY5TH4,0.826,0.761,0.773,126.899,0.0031846719141746037,0.002934062138846094,0.002980328558906742,0.4892635366063475
89,Scared to Be Lonely,Martin Garrix,12110,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2019,2,2019-02,0.0037815282182881,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.195,0.54,137.972,0.00220841247948025,0.0007373980025661795,0.002042025237875574,0.5217450113336458
90,Mere Wala Sardar,"Jagraj Sandhu, Dr. Shree",12107,https://open.spotify.com/track/4lSSJcfptqRAv9cTzpherg,2019,2,2019-02,0.0037805914235189,3hCLDKPwRELWLnYF3nOY5J,0.724,0.385,0.47,75.002,0.0027371481906276834,0.0014555276980547764,0.0017768779690538828,0.2835519179467645
91,Teesri Manzil,DIVINE,12040,https://open.spotify.com/track/4oKcFaWmBSF3SGGYo4qq6R,2019,2,2019-02,0.0037596696736737,4oKcFaWmBSF3SGGYo4qq6R,0.668,0.399,0.88,90.946,0.002511459342014032,0.0015001081997958064,0.003308509312832856,0.3419269181419283
