Position,Track Name,Artist,Streams,URL,Year,Month,yyyy-mm,Stream %,Track ID
91,Te echo de menos,Beret,365556,https://open.spotify.com/track/3gPOFPYLgpvQz0ZMwmv7NE,2019,01,2019-01,0.0035586538347995742,3gPOFPYLgpvQz0ZMwmv7NE
92,Me Niego (feat. Ozuna & Wisin),Reik,363331,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T,2019,01,2019-01,0.003536993665680673,4ggiDYAkJ7Yk8d5xOr7Xjo
93,No Me Acuerdo,Thalia,356527,https://open.spotify.com/track/1G586ld1gbaECg4Bc6w40O,2019,01,2019-01,0.0034707573552604466,1G586ld1gbaECg4Bc6w40O
94,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,355765,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,2019,01,2019-01,0.0034633393557689397,27rdGxbavYJeBphck5MZAF
95,Dancing With A Stranger (with Normani),Sam Smith,354287,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019,01,2019-01,0.0034489511625295077,6Qs4SXO9dwPj5GKvVOv8Ki
96,Sin Culpa (feat. DrefQuila),Duki,354121,https://open.spotify.com/track/3dLiBBKbeUIhzGNeuo5JGS,2019,01,2019-01,0.003447335167889626,03PZ9C7f90TLbDk3dYjBd2
97,No Te Enamores,Paloma Mami,351447,https://open.spotify.com/track/0EJu1RBtxzldMG2peczuPv,2019,01,2019-01,0.0034213040253170675,2mM3gZ0BbPwPPMelbA8vgt
98,Sola,Manuel Turizo,349415,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,2019,01,2019-01,0.003401522693339716,0Jr4zQh5i3vrKFEcXrhhxl
99,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,345182,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b,2019,01,2019-01,0.0033603148300227234,4QtiVmuA88tPQiCOHZuQ5b
100,La Cintura,Alvaro Soler,343615,https://open.spotify.com/track/1BFmBgVOnLy3Ekrxz1lBOK,2019,01,2019-01,0.0033450602300185354,6VUJQqyeQhAZHkQbSDqLtI
101,Te esperaré toda la vida,Dani Fernández,340948,https://open.spotify.com/track/6MCPhEshiLRXgdFKqvr478,2019,01,2019-01,0.0033190972317982616,6MCPhEshiLRXgdFKqvr478
102,Bien Duro,C. Tangana,338608,https://open.spotify.com/track/3joo84oco9CD4dBsKNWRRW,2019,01,2019-01,0.0032963175483204056,3joo84oco9CD4dBsKNWRRW
103,PIENSO EN TU MIRÁ - Cap.3: Celos,ROSALÍA,338082,https://open.spotify.com/track/5r8mGKhCDIVWb3AG4hm0l0,2019,01,2019-01,0.0032911969869916227,5r8mGKhCDIVWb3AG4hm0l0
104,Un Veneno,C. Tangana,337635,https://open.spotify.com/track/42C5Bbb4dHwS5OFMvtGkG2,2019,01,2019-01,0.003286845483352904,4wNxcizGKSTfKm1emmO4yk
105,Callao,Wisin & Yandel,334777,https://open.spotify.com/track/3gu0fRSgFuc4FmrtIv0DnC,2019,01,2019-01,0.003259023117806019,3gu0fRSgFuc4FmrtIv0DnC
106,Tanta Falta,Bryant Myers,334468,https://open.spotify.com/track/0sPTfDSZgE3KvcvqaKPtEx,2019,01,2019-01,0.0032560150313980457,00GbPd84bEyYS477RSymJW
107,Promises (with Sam Smith),Calvin Harris,332740,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,01,2019-01,0.0032391931112913217,5N5k9nd479b1xpDZ4usjrg
108,De La Tierra Hasta Marte,Alfred García,332726,https://open.spotify.com/track/5JeYtXkFiWoQ6nEjtURNMm,2019,01,2019-01,0.003239056822586753,5JeYtXkFiWoQ6nEjtURNMm
109,One Kiss (with Dua Lipa),Calvin Harris,325590,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,2019,01,2019-01,0.0031695885228867626,7ef4DlsgrMEH11cDZd32M6
110,Un Traguito,Lérica,325537,https://open.spotify.com/track/5OSrMt5y9dExB2J5vMdTVk,2019,01,2019-01,0.0031690725727908965,3x45jQfdx5HtXixx4YsoW6
111,Flames,David Guetta,322859,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh,2019,01,2019-01,0.003143002490588462,6z7mOTf4O20AApGsTNn7fC
112,Noche De Fantasia,Bryant Myers,320767,https://open.spotify.com/track/3gcAbJ38vIQvT6No64cIcn,2019,01,2019-01,0.0031226370641629603,7z4oHxXTt01FquX2TekRWZ
113,Wow.,Post Malone,319341,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,01,2019-01,0.003108755086111925,7xQAfvXzm3AkraOtGPWIZg
114,200 Mph,Bad Bunny,308632,https://open.spotify.com/track/5jGUJXnELDaDTgiRjD9lsg,2019,01,2019-01,0.003004503962024593,5jGUJXnELDaDTgiRjD9lsg
115,Clandestino,Shakira,306518,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf,2019,01,2019-01,0.0029839243676347696,7DrluKkTviBwCc8AV3VGmf
116,Mala Mía,Maluma,305662,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh,2019,01,2019-01,0.002975591286841161,62o8KoI44JfN7aYxgTnPvh
117,In My Mind,Dynoro,304589,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,01,2019-01,0.0029651457311267427,0E9ZjEAyAwOXZ7wJC0PD33
118,Quiere Beber,Anuel AA,302932,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z,2019,01,2019-01,0.0029490149894503296,0FDMH2ahuIVzCybwHJK9zh
119,DI MI NOMBRE - Cap.8: Éxtasis,ROSALÍA,302151,https://open.spotify.com/track/2Sfl7odHUmG7qc8SbqUyzE,2019,01,2019-01,0.0029414120267169082,2Sfl7odHUmG7qc8SbqUyzE
120,Esta Vez,Cepeda,296656,https://open.spotify.com/track/4xLg8ilWzOYwHeB92ZDmoD,2019,01,2019-01,0.0028879187101738244,65faC3lVw7RvGuaMv82NxS
121,Fuego,Eleni Foureira,296585,https://open.spotify.com/track/4TwWOcvjY1qt3QJvtveAGm,2019,01,2019-01,0.0028872275317435134,1eCNttxvk6L9sa3RZzvIUK
122,Échame La Culpa,Luis Fonsi,296355,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx,2019,01,2019-01,0.0028849885030256045,0mlAOSILGRys2IbvyOT5VJ
123,Ni Gucci Ni Prada,Kenny Man,291489,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ,2019,01,2019-01,0.0028376184432806276,32lexhcz93AinKK0qLTZaZ
124,Hipócrita,Anuel AA,291392,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw,2019,01,2019-01,0.0028366741572561182,4CbANooTL2aTHzJZqQ0Uvk
125,I Like It,Cardi B,290776,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2019,01,2019-01,0.00283067745425511,58q2HKrzhC3ozto2nDdN4z
126,Otra Copa,Bandaga,286608,https://open.spotify.com/track/38a7xqi18rg8wGJhK71fj8,2019,01,2019-01,0.002790102359923613,5KX51uLJYo1S1MmITG7lHD
127,Solo (feat. Demi Lovato),Clean Bandit,285659,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,2019,01,2019-01,0.0027808639327353717,6kPJZM97LwdG9QIsT7khp6
128,Calypso,Luis Fonsi,283684,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d,2019,01,2019-01,0.002761637490483763,2eD5bmknmcojiCxoKpvVTI
129,No Quiero Amarte (feat. Zion & Lennox),Justin Quiles,283388,https://open.spotify.com/track/5bITfqKGaPakO1l99hOMsI,2019,01,2019-01,0.002758755957872889,2p9iGnFlpJ3HoO7croTATl
130,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",Dua Lipa,283303,https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l,2019,01,2019-01,0.0027579284907380095,5600nq7TiBraBX2jobyJ3l
