,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Main Tumhara","A.R. Rahman",1723900,https://open.spotify.com/track/2ZvWoJ82LKCgD0nU9H5ue5
2,"Dil Bechara","A.R. Rahman",1022115,https://open.spotify.com/track/4UJkUnfEEL8B2JZ1OQfYOO
3,"Taare Ginn","A.R. Rahman",982858,https://open.spotify.com/track/1wbxjQnN7MTk8MKt3SumyY
4,Shayad,Pritam,899281,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
5,"Khulke Jeene Ka","A.R. Rahman",882180,https://open.spotify.com/track/1XFZMenJ30FfGOsj8X5sqf
6,"Savage Love (Laxed - Siren Beat)","Jawsh 685",817630,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
7,Khairiyat,Pritam,813651,https://open.spotify.com/track/5O932cZmzOZGOGZz9RHx20
8,"Play Date","Melanie Martinez",720786,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
9,cardigan,"Taylor Swift",695937,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
10,Chidiya,Vilen,663389,https://open.spotify.com/track/7mNZUnDWUDidWBFaUpVtOC
11,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",641312,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
12,"ily (i love you baby) (feat. Emilee)","Surf Mesa",626516,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
13,Maskhari,"A.R. Rahman",626078,https://open.spotify.com/track/3AeOPuf7VfwUsxeQNN9Vsv
14,Liggi,Ritviz,606173,https://open.spotify.com/track/66Nmp3ztIMqX1j8yYtWl1X
15,Memories,"Maroon 5",594938,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
16,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,581809,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
17,"Ghungroo (From ""War"")","Arijit Singh",572149,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
18,Makhna,"Tanishk Bagchi",568674,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
19,"Blinding Lights","The Weeknd",540618,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
20,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",537165,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
21,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",532785,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
22,"Genda Phool (feat. Payal Dev)",Badshah,521420,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf
23,Falling,"Trevor Daniel",510470,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
24,"Roses - Imanbek Remix","SAINt JHN",503219,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
25,"death bed (coffee for your head)",Powfu,498591,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
26,"exile (feat. Bon Iver)","Taylor Swift",498550,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
27,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Ayushmann Khurrana",484823,https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u
28,"How You Like That",BLACKPINK,481265,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
29,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",474851,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
30,Señorita,"Shawn Mendes",473170,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
31,"Humraah (From ""Malang - Unleash The Madness"")","Sachet Tandon",471529,https://open.spotify.com/track/4xmkpE1Si5JL7NFxWrhV0S
32,"Dance Monkey","Tones And I",437678,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
33,"Illegal Weapon 2.0","Jasmine Sandlas",435243,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw
34,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,418174,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF
35,"Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik",416687,https://open.spotify.com/track/1fzAokzOONl4XEPUFoammu
36,"Duniyaa (From ""Luka Chuppi"")",Akhil,414394,https://open.spotify.com/track/3s3J70eRpRH2hcYq4mEXTJ
37,"Haan Main Galat",Pritam,410566,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
38,"Namo Namo","Amit Trivedi",403998,https://open.spotify.com/track/5QtQFSdyZEl0w4iDxAyv76
39,Kasoor,"Prateek Kuhad",401426,https://open.spotify.com/track/08kTa3SL9sV6Iy8KLKtGql
40,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",398672,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
41,"Past Life (with Selena Gomez)","Trevor Daniel",392287,https://open.spotify.com/track/4P6IttK2PRBjyr3fm0pP7t
42,"Ek Tarfa","Darshan Raval",384254,https://open.spotify.com/track/64r6z0P3RnhpTGdkA7p5Os
43,"the 1","Taylor Swift",384139,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
44,Mehrama,Pritam,379254,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
45,Vail,"Mankirt Aulakh",373163,https://open.spotify.com/track/1bqAnuqlgbQ55AByEp0SmM
46,"Watermelon Sugar","Harry Styles",371910,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
47,"Intentions (feat. Quavo)","Justin Bieber",368813,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
48,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",354220,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
49,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",352282,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
50,"lovely (with Khalid)","Billie Eilish",344730,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
51,Feelings,"Sumit Goswami",337762,https://open.spotify.com/track/0LRNOwAcNjPMxTYQahFo3S
52,Believer,"Imagine Dragons",332923,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
53,Qaafirana,"Arijit Singh",321750,https://open.spotify.com/track/0xkGTPTijMU84dtHr3KQQi
