,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Dynamite,BTS,2429731,https://open.spotify.com/track/0v1x6rN6JHRapa03JElljE
2,Shayad,Pritam,813672,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
3,G.O.A.T.,"Diljit Dosanjh",753804,https://open.spotify.com/track/46QbY78ha62aiu6gBgC7lS
4,"Main Tumhara","A.R. Rahman",733706,https://open.spotify.com/track/2ZvWoJ82LKCgD0nU9H5ue5
5,Chidiya,Vilen,710255,https://open.spotify.com/track/7mNZUnDWUDidWBFaUpVtOC
6,"Savage Love (Laxed - Siren Beat)","Jawsh 685",693833,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
7,Khairiyat,Pritam,687748,https://open.spotify.com/track/5O932cZmzOZGOGZz9RHx20
8,"ily (i love you baby) (feat. Emilee)","Surf Mesa",685451,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
9,Liggi,Ritviz,670287,https://open.spotify.com/track/66Nmp3ztIMqX1j8yYtWl1X
10,"Play Date","Melanie Martinez",638725,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
11,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",577977,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
12,Clash,"Diljit Dosanjh",571554,https://open.spotify.com/track/7krGSbOnw13S7tIpgVEWAo
13,Makhna,"Tanishk Bagchi",566367,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
14,"Ghungroo (From ""War"")","Arijit Singh",516032,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
15,Falling,"Trevor Daniel",513962,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
16,"Kya Baat Aa","Karan Aujla",511849,https://open.spotify.com/track/5XBUtdLhHkWMacY3I5kz8X
17,Memories,"Maroon 5",508570,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
18,"Blinding Lights","The Weeknd",506643,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
19,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",496372,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
20,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,474361,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
21,"Roses - Imanbek Remix","SAINt JHN",463726,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
22,"No Competition","Jass Manak",462394,https://open.spotify.com/track/0kCdXeYJS3wyhcvOonRmeg
23,"death bed (coffee for your head)",Powfu,462277,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
24,Señorita,"Shawn Mendes",460505,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
25,"Genda Phool (feat. Payal Dev)",Badshah,435226,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf
26,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Ayushmann Khurrana",432022,https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u
27,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",431086,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
