,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Savage Love (Laxed - Siren Beat)","Jawsh 685",384858,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
2,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,264998,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
3,"Go Crazy","Chris Brown",263571,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
4,cardigan,"Taylor Swift",252709,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
5,"In the Air",L.A.B.,223578,https://open.spotify.com/track/5v7h5vQgCJKZT5vB3I9s3o
6,"exile (feat. Bon Iver)","Taylor Swift",216005,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
7,"the 1","Taylor Swift",205232,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
8,"Roses - Imanbek Remix","SAINt JHN",195783,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
9,"Breaking Me",Topic,191397,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
10,"Blinding Lights","The Weeknd",191339,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
11,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",189232,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
12,"Come & Go (with Marshmello)","Juice WRLD",175580,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
13,"Watermelon Sugar","Harry Styles",174891,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
14,"the last great american dynasty","Taylor Swift",170837,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt
15,"Wishing Well","Juice WRLD",170750,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
16,"Stuck with U (with Justin Bieber)","Ariana Grande",168481,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
17,"my tears ricochet","Taylor Swift",165585,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC
18,august,"Taylor Swift",150158,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K
19,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",146315,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
20,Supalonely,BENEE,143692,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
21,mirrorball,"Taylor Swift",141560,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP
22,"Rain On Me (with Ariana Grande)","Lady Gaga",140151,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
23,"death bed (coffee for your head)",Powfu,138467,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
24,"Blueberry Faygo","Lil Mosey",137725,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
25,seven,"Taylor Swift",136744,https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC
26,"POPSTAR (feat. Drake)","DJ Khaled",134230,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
27,"Rover (feat. DTG)",S1mba,132103,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
28,"this is me trying","Taylor Swift",132023,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1
29,"invisible string","Taylor Swift",131418,https://open.spotify.com/track/6VsvKPJ4xjVNKpI8VVZ3SV
30,"Before You Go","Lewis Capaldi",127604,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
31,"illicit affairs","Taylor Swift",126567,https://open.spotify.com/track/2NmsngXHeC1GQ9wWrzhOMf
32,"ily (i love you baby) (feat. Emilee)","Surf Mesa",125482,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
33,"If the World Was Ending - feat. Julia Michaels","JP Saxe",125071,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
34,"Intentions (feat. Quavo)","Justin Bieber",124041,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
35,"Don't Start Now","Dua Lipa",123884,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
36,Controller,L.A.B.,122154,https://open.spotify.com/track/2DkxWMmdvS3f5hbz4UGQLO
37,"Someone You Loved","Lewis Capaldi",121520,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
38,"Break My Heart","Dua Lipa",121078,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
39,betty,"Taylor Swift",120951,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi
40,"Long Gone",SIX60,120815,https://open.spotify.com/track/4PFAQAuJ9dEgamYO88Zp9P
41,"Catching Feelings (feat. SIX60)","Drax Project",119545,https://open.spotify.com/track/0gCNs3jCCDhObAK0MRghtv
42,"Dance Monkey","Tones And I",119092,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
43,"mad woman","Taylor Swift",116299,https://open.spotify.com/track/2QDyYdZyhlP2fp79KZX8Bi
44,"This City","Sam Fischer",112453,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
45,Glitter,BENEE,108762,https://open.spotify.com/track/23TPP1eeElFfvYVznskwCY
46,"Sunday Best",Surfaces,108064,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
47,epiphany,"Taylor Swift",107167,https://open.spotify.com/track/08fa9LFcFBTcilB3iq2e2A
48,"Party Girl",StaySolidRocky,104752,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
49,"Toosie Slide",Drake,104144,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
50,peace,"Taylor Swift",101411,https://open.spotify.com/track/7MbT4I8qGntX4fMdqMQgke
51,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",99274,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
52,"Chicago Freestyle (feat. Giveon)",Drake,97968,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
53,"GO (feat. Juice WRLD)","The Kid LAROI",97607,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
54,"Rags2Riches (feat. ATR Son Son)","Rod Wave",94151,https://open.spotify.com/track/1ENdcyhqdylaLsPVgB83qq
55,"Adore You","Harry Styles",94132,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
56,Dior,"Pop Smoke",92186,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
