,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,China,"Anuel AA",4001382,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
2,"Yo x Ti, Tu x Mi",ROSALÍA,3235321,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
3,"Otro Trago - Remix",Sech,2463061,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
4,Callaita,"Bad Bunny",2068777,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
5,"No Me Conoce - Remix","Jhay Cortez",1785919,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
6,"LA CANCIÓN","J Balvin",1686951,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
7,"Soltera (Remix)",Lunay,1684098,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza
8,"Lola Bunny","Lola Indigo",1672170,https://open.spotify.com/track/7IzbHY75UhGztauT7U5eKb
9,"La Rubia - Remix 2","La Nueva Escuela",1666802,https://open.spotify.com/track/7KKTnv81z6DmfPIGsZWjOW
10,Señorita,"Shawn Mendes",1561516,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
11,Diavla,"Chris Viz",1558303,https://open.spotify.com/track/1KfrcxnOLyDhd3p4hGrhVe
12,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,1529372,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
13,"QUE PRETENDES","J Balvin",1504597,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
14,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",1483288,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
15,"De Tranquilote","Danny Romero",1478273,https://open.spotify.com/track/1IDFcb3cjkj2dhv3UaxX9b
16,Mirándote,Rvfv,1411091,https://open.spotify.com/track/2Zl9S0KGB7VkqQMJgHBQXN
17,"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",1376219,https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD
18,Velitas,Darell,1321994,https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq
19,Goteo,Duki,1308140,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B
20,Gan-Ga,"Bryant Myers",1221175,https://open.spotify.com/track/2J3jxgfp6GWoBsMPIa20oC
21,DOLLAR,"Becky G",1218155,https://open.spotify.com/track/4ziiAuFyXiY1HNSLGM1xv8
22,"11 PM",Maluma,1191572,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
23,"Si Se Da - Remix","Myke Towers",1145025,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
