,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"La Jeepeta - Remix","Nio Garcia",3316417,https://open.spotify.com/track/1mohfLaTJtB2RplHLQVM70
2,"El Manual","Anuel AA",3048768,https://open.spotify.com/track/7kOf0qHO4Rcwk6QJifZDRJ
3,"Hasta Que Dios Diga","Anuel AA",2817025,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
4,Caramelo,Ozuna,2509702,https://open.spotify.com/track/3gD4J3RUHy4OUuZ3qAiaiG
5,PAM,"Justin Quiles",2391978,https://open.spotify.com/track/0eeKDrQxjqNl5bX5VCHDcn
6,"Sur y Norte","Ñengo Flow",2296117,https://open.spotify.com/track/2uy5wXDZQcdd89PvDBSfyy
7,"Carita de Inocente (feat. Myke Towers) - Remix","Prince Royce",2159663,https://open.spotify.com/track/5kQre7o8ky5DXeEPcyaCR1
8,Fabuloso,Sech,2116467,https://open.spotify.com/track/3cg2Y9mIiYNdcPTLKaQgK3
9,Relación,Sech,1942518,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
10,"Mil Tequilas","Chema Rivas",1845234,https://open.spotify.com/track/0qvfIq8RsH3sOZk9JIuUhn
11,Jangueo,"Anuel AA",1758377,https://open.spotify.com/track/7KKh0ujp8agIiCrkiJhf81
12,"Pa toda la vida (feat. Mozart La Para)","Don Patricio",1756373,https://open.spotify.com/track/6DDb7XRNUzeHmSoTbw5nmm
13,"CÓMO SE SIENTE - Remix","Jhay Cortez",1619668,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
14,"TKN (feat. Travis Scott)",ROSALÍA,1571642,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
15,PORFA,Feid,1533897,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW
16,"Hola, Nena (feat. Omar Montes)","Nyno Vargas",1526101,https://open.spotify.com/track/2EAwcFW9NeuhnZ0q5aYhFL
17,"Nunca Estoy","C. Tangana",1477583,https://open.spotify.com/track/6f4LYJwICqxoAILj82kwB0
18,Narcos,"Anuel AA",1465803,https://open.spotify.com/track/7mcdgAXmb35dakBnfDIv3q
19,Favorito,Camilo,1447096,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
20,Tusa,"KAROL G",1406783,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
21,"La Curiosidad","Jay Wheeler",1362072,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
22,"Sola & Vacía","Casper Magico",1343487,https://open.spotify.com/track/46V4kseB66GjFGklCgynGX
23,"4 besos","Lola Indigo",1336134,https://open.spotify.com/track/49QwoSLuV69Fd8bwTqdZvs
24,Amarillo,"J Balvin",1329443,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
25,"Fútbol & Rumba (feat. Enrique Iglesias)","Anuel AA",1317760,https://open.spotify.com/track/2hDe0Ls5mVqs1XJqv7sbcM
26,Flamenkito,Lérica,1286323,https://open.spotify.com/track/4fsj5oMLYrCUlTDs4P9qw5
27,Reggaetonera,"Anuel AA",1260958,https://open.spotify.com/track/6yVkakCN460KOVol9ZazjH
28,"La Popi","Kiko el Crazy",1225611,https://open.spotify.com/track/2WlmR4N8xSxDG3Adz8Wd2k
29,Safaera,"Bad Bunny",1206744,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
30,"PA' ROMPERLA","Bad Bunny",1187189,https://open.spotify.com/track/5XqCz18k96K8tx6DAYM97i
31,"Se iluminaba","Fred De Palma",1184356,https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
32,"Tak Tiki Tak","Harry Nach",1182410,https://open.spotify.com/track/6Hw21Z5CmEV78jrncFpMwz
33,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",1116212,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
34,"El Efecto","Rauw Alejandro",1110103,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
35,"Yo Perreo Sola","Bad Bunny",1056179,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
36,"Una Mala (Remix)","El Completo Rd",1045281,https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3
37,"BAD CON NICKY","Bad Bunny",1043420,https://open.spotify.com/track/5bmSver2b3ZXyuyLKtgnFI
38,"Blinding Lights","The Weeknd",1030160,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
39,Rojo,"J Balvin",983369,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
40,"Dime Bbsita",Robledo,966122,https://open.spotify.com/track/5mBWQ675Eb4j4fn6iuNnOe
41,"Djadja (feat. Maluma) - Remix","Aya Nakamura",902946,https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt
42,Tattoo,"Rauw Alejandro",897495,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
43,Loco,Beéle,883925,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
44,"Prendio (Remix)",Rvfv,880681,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
45,"El Mismo Aire - con Pablo Alborán",Camilo,873566,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS
46,Atrévete,"Yago Roche",853398,https://open.spotify.com/track/07Lxxln9lZ8m0hT6EySTCe
47,"Si Tú La Quieres","David Bisbal",831660,https://open.spotify.com/track/35qwAQ3oZeKAMhR3hCV9IM
48,"Ponte Pa' Mi","Rauw Alejandro",828013,https://open.spotify.com/track/10u2iOS0r6plfb9GknD7g4
49,"Roses - Imanbek Remix","SAINt JHN",809788,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
50,"MÁS DE UNA CITA","Bad Bunny",796659,https://open.spotify.com/track/4EJHKSnHENfjOxXWryyNtL
51,Colocao,"Nicki Nicole",790751,https://open.spotify.com/track/7MCFjPDImfjQv7GynHgVrR
52,MAMACITA,"Black Eyed Peas",756131,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
53,"La Cama - Remix",Lunay,733800,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
54,"Eso Que Tú Me Das","Jarabe De Palo",733234,https://open.spotify.com/track/40tFJtuES1da2fg0OurUdI
55,China,"Anuel AA",693620,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
56,"Dance Monkey","Tones And I",684674,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
57,Tinder,Arce,677011,https://open.spotify.com/track/39JlamO6oYz8nRIYCfq8Bl
58,"Pegamos Tela",Lérica,676719,https://open.spotify.com/track/4punHldq7Jfx0Plu7SdjQ0
59,Diosa,"Myke Towers",659549,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
60,"Alocao (With Bad Gyal)","Omar Montes",657251,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
61,Locura,"Cali Y El Dandee",637404,https://open.spotify.com/track/5379uuUPHodsdVhy8pIAAr
62,Morado,"J Balvin",632579,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
63,"El Efecto - Remix","Rauw Alejandro",622667,https://open.spotify.com/track/74j34STf8L6uADnTN69ohv
64,"La Bebe - Remix","Anuel AA",615110,https://open.spotify.com/track/3DyiAk1BzIF8rq9rimypG4
65,"La Difícil","Bad Bunny",608772,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
66,Gris,"J Balvin",602093,https://open.spotify.com/track/1syf62zw48zu4FrPwMtDHk
67,"Sueño (con Pablo Alborán)",Beret,594010,https://open.spotify.com/track/71M1szVbVYZM5M6QlIm6aC
68,"RITMO (Bad Boys For Life)","Black Eyed Peas",589375,https://open.spotify.com/track/4NCsrTzgVfsDo8nWyP8PPc
69,"Rueda - Remix",Chimbala,588549,https://open.spotify.com/track/3EWxpqOSP0KWgUmRiklqGy
70,Azul,"J Balvin",583818,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
71,"Don't Start Now","Dua Lipa",563617,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
72,"Tu Eres Un Bom Bom - Remix","Kafu Banton",558308,https://open.spotify.com/track/2635EEV2Oi6wg6GV2TPYVx
