,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Safaera,"Bad Bunny",2201869,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
2,"Dime Bbsita",Robledo,2108851,https://open.spotify.com/track/5mBWQ675Eb4j4fn6iuNnOe
3,Amarillo,"J Balvin",2017444,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
4,Tusa,"KAROL G",1814850,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
5,"Yo Perreo Sola","Bad Bunny",1784015,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
6,"Mil Tequilas","Chema Rivas",1780733,https://open.spotify.com/track/4QPLtCSQh10inI5iwUoG2p
7,"Sola & Vacía","Casper Magico",1687728,https://open.spotify.com/track/46V4kseB66GjFGklCgynGX
8,"4 besos","Lola Indigo",1658222,https://open.spotify.com/track/49QwoSLuV69Fd8bwTqdZvs
9,Tattoo,"Rauw Alejandro",1590701,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
10,Rojo,"J Balvin",1541339,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
11,PORFA,Feid,1494896,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
12,"Una Mala (Remix)","El Completo Rd",1473368,https://open.spotify.com/track/2maGaB3fNqQnyrG3FDiaW3
13,"La Difícil","Bad Bunny",1348035,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
14,Morado,"J Balvin",1276946,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
15,"Tu Eres Un Bom Bom - Remix","Kafu Banton",1272117,https://open.spotify.com/track/2635EEV2Oi6wg6GV2TPYVx
16,Loco,Beéle,1234035,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
17,Diosa,"Myke Towers",1211718,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
18,Follow,"KAROL G",1205675,https://open.spotify.com/track/2w1rq80FIrbxeJy9WYURxw
19,Favorito,Camilo,1191431,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
20,"La Cama - Remix",Lunay,1107112,https://open.spotify.com/track/2tGENA8xef0wABdHvyXwv9
21,"Se iluminaba","Fred De Palma",1086272,https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
22,"Si Tú La Quieres","David Bisbal",1053738,https://open.spotify.com/track/35qwAQ3oZeKAMhR3hCV9IM
23,"Blinding Lights","The Weeknd",1045527,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
24,Keii,"Anuel AA",988501,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
25,Gris,"J Balvin",987170,https://open.spotify.com/track/1syf62zw48zu4FrPwMtDHk
26,"Pegamos Tela",Lérica,986990,https://open.spotify.com/track/4punHldq7Jfx0Plu7SdjQ0
27,"No Me Ame",Rvssian,969318,https://open.spotify.com/track/2AuWgceaQyfMoI3EGavwGb
28,Ignorantes,"Bad Bunny",926363,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
29,"Fantasias - Remix","Rauw Alejandro",922514,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
30,"Dance Monkey","Tones And I",915836,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
31,"Roses - Imanbek Remix","SAINt JHN",887105,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
32,Relación,Sech,844937,https://open.spotify.com/track/4lMOQR1rRW5hJgJXOtKraL
33,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",830811,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
34,"Prendio (Remix)",Rvfv,825395,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
35,"Don't Start Now","Dua Lipa",821795,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
36,Azul,"J Balvin",817011,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
37,"Alocao (With Bad Gyal)","Omar Montes",807268,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
38,"Sigues Con El - Remix",Arcangel,804809,https://open.spotify.com/track/4Pu0a2TuHOYtI4CCE3HEXI
39,"Quédate conmigo",Pole.,795761,https://open.spotify.com/track/5tzOL69W6lCp4gAomIXMnJ
40,+,Aitana,794605,https://open.spotify.com/track/5Cbo7oz78gqkzV3EAM63VA
41,Medusa,"Jhay Cortez",782721,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
42,"Si por mi fuera",Beret,782071,https://open.spotify.com/track/3W87IIdSOE63W0Qyhy7r2b
43,"Rueda - Remix",Chimbala,777739,https://open.spotify.com/track/3EWxpqOSP0KWgUmRiklqGy
44,Muévelo,"Nicky Jam",769679,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
45,"Ponte Pa' Mi","Rauw Alejandro",748816,https://open.spotify.com/track/10u2iOS0r6plfb9GknD7g4
46,China,"Anuel AA",747296,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
47,"Si Veo a Tu Mamá","Bad Bunny",734321,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
48,"death bed (coffee for your head)",Powfu,730993,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
49,Atrévete,"Yago Roche",726764,https://open.spotify.com/track/07Lxxln9lZ8m0hT6EySTCe
50,TBT,"Sebastian Yatra",707485,https://open.spotify.com/track/4s45VgkknMFkdiGoUcjxQU
51,"Me Gusta",Shakira,669410,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
52,Blanco,"J Balvin",656170,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
53,"RITMO (Bad Boys For Life)","Black Eyed Peas",652853,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
54,Resistiré,"Resistiré 2020",649392,https://open.spotify.com/track/5Z3eEWd02O1RekV96ohDPx
55,4K,"El Alfa",623961,https://open.spotify.com/track/4xI3U4sDj1TPmO9Iz5TkYp
56,DOSIS,Dvicio,555936,https://open.spotify.com/track/0AJKRuWjsVn6B43gm5HfjV
57,"La Santa","Bad Bunny",540822,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
58,"Hola - Remix",Dalex,538186,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
59,Indeciso,Reik,533059,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
60,"El Efecto - Remix","Rauw Alejandro",526804,https://open.spotify.com/track/74j34STf8L6uADnTN69ohv
