Position,Track Name,Artist,Streams,URL,Year,Month,yyyy-mm,Stream %,Track ID
163,"Halka Halka (From ""Fanney Khan"")",Sunidhi Chauhan,111210,https://open.spotify.com/track/44O26Gv1wQrlUj14PpTolM,2019,09,2019-09,0.0028658275511914597,44O26Gv1wQrlUj14PpTolM
164,Iktara,Amit Trivedi,110853,https://open.spotify.com/track/3jtKSUiVDowKNBqVQbWaig,2019,09,2019-09,0.0028566278350168773,3jtKSUiVDowKNBqVQbWaig
165,Kamariya,Aastha Gill,110417,https://open.spotify.com/track/5cjVsWqIkBQC7acTRhL0RO,2019,09,2019-09,0.0028453923273078626,5cjVsWqIkBQC7acTRhL0RO
166,"Ik Vaari Aa (From ""Raabta"")",Arijit Singh,110389,https://open.spotify.com/track/5sul5AkWmzi2fE70oS7mK9,2019,09,2019-09,0.002844670780941229,5lrA2NzUxmBjKr2tCZfMtl
167,You Need To Calm Down,Taylor Swift,107994,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,2019,09,2019-09,0.0027829527970809325,6RRNNciQGZEXnqk8SQ9yv5
168,Sher Aaya Sher,DIVINE,107883,https://open.spotify.com/track/2qPNdVlqZl1cYqsNc3MXnA,2019,09,2019-09,0.0027800923811274907,2qPNdVlqZl1cYqsNc3MXnA
169,Akh Lad Jaave,Badshah,107513,https://open.spotify.com/track/5SVpD60u9vjoQ2OeoKsTkb,2019,09,2019-09,0.002770557661282685,554Jv8PaaIVAwOOpoJ4YCm
170,Wolves,Selena Gomez,106986,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,2019,09,2019-09,0.0027569771278821106,33gwZOGJWEZ7dRWPqPxBEZ
171,Wow.,Post Malone,106874,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,2019,09,2019-09,0.002754090942415575,7xQAfvXzm3AkraOtGPWIZg
172,Boy With Luv (feat. Halsey),BTS,106787,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019,09,2019-09,0.002751848994776391,5KawlOMHjWeUjQtnuRs22c
173,lovely (with Khalid),Billie Eilish,106586,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2019,09,2019-09,0.002746669322644483,0u2P5u6lvoDfwTYjAADbn4
174,Tera Zikr,Darshan Raval,106226,https://open.spotify.com/track/0OfaueVeRebAfWsAHajj3z,2019,09,2019-09,0.002737392297930618,0OfaueVeRebAfWsAHajj3z
175,Romantic Mashup 2,Mithoon,105856,https://open.spotify.com/track/42WGQxg2lPIFBt8ZRHQ4Q4,2019,09,2019-09,0.002727857578085812,42WGQxg2lPIFBt8ZRHQ4Q4
176,Kabira,Pritam,105086,https://open.spotify.com/track/4bD9z9qa4qg9BhryvYWB7c,2019,09,2019-09,0.002708015053003379,4bD9z9qa4qg9BhryvYWB7c
177,Koi Nahi,Rupinn,105070,https://open.spotify.com/track/2kRW9l26uGIrTrHkLTiYnM,2019,09,2019-09,0.0027076027407938737,1OA2kU6GzHvj9efjqJ1XD1
178,Ishq Tera,Guru Randhawa,104091,https://open.spotify.com/track/1aUfggX5E0nKDikNuiDQ3D,2019,09,2019-09,0.0026823743874747796,1aUfggX5E0nKDikNuiDQ3D
179,tere bina,Zaeden,103588,https://open.spotify.com/track/6N5WkgPIDoTdbCXyyIIKAv,2019,09,2019-09,0.0026694123223884626,4FeczSomVWVyU4FW7xDeAI
180,Kyun Rabba,Armaan Malik,103443,https://open.spotify.com/track/68QwG6Ni1jFQc5Fit2iXp0,2019,09,2019-09,0.0026656757429898226,68QwG6Ni1jFQc5Fit2iXp0
181,"Sachiya Mohabbatan (From ""Arjun Patiala"")",Sachet Tandon,102902,https://open.spotify.com/track/28w9HJdplcvHhwwRIbcoKY,2019,09,2019-09,0.002651734436405931,28w9HJdplcvHhwwRIbcoKY
182,"Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,102774,https://open.spotify.com/track/2m8P30Ly9Az1uGvFmhLTBI,2019,09,2019-09,0.0026484359387298905,5x72Q1SyiDHJ4IF2mRzfkg
183,Sau Aasmaan,Armaan Malik,102336,https://open.spotify.com/track/0zHZSO80CTxNtvtRhveHRJ,2019,09,2019-09,0.002637148891994688,0zHZSO80CTxNtvtRhveHRJ
184,Satisfya,Imran Khan,102315,https://open.spotify.com/track/6HGoVbCUr63SgU3TjxEVj6,2019,09,2019-09,0.0026366077322197124,6HGoVbCUr63SgU3TjxEVj6
185,Jind Mahi,Diljit Dosanjh,102307,https://open.spotify.com/track/3SJVCbBFTxR6UvvTWRNbMp,2019,09,2019-09,0.00263640157611496,3SJVCbBFTxR6UvvTWRNbMp
186,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,102252,https://open.spotify.com/track/6yIdwnpDHufLWgQcveTPMk,2019,09,2019-09,0.002634984252894786,55n9yjI6qqXh5F2mYvUc2y
187,"Sye Raa (From ""Sye Raa Narasimha Reddy"")",Sunidhi Chauhan,102061,https://open.spotify.com/track/7uCqKbtBfGaURLUC0W9UAX,2019,09,2019-09,0.002630062275893819,7uCqKbtBfGaURLUC0W9UAX
188,Bulleya,Pritam,102036,https://open.spotify.com/track/0Bz7dfqPY4JOGZO3O1j8Wh,2019,09,2019-09,0.002629418038066467,0Bz7dfqPY4JOGZO3O1j8Wh
189,No Guidance (feat. Drake),Chris Brown,101359,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,2019,09,2019-09,0.0026119720777017822,6XHVuErjQ4XNm6nDPVCxVX
190,Photograph,Ed Sheeran,101197,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2019,09,2019-09,0.002607797416580543,1HNkqx9Ahdgi1Ixy2xkKkL
191,Dusk Till Dawn - Radio Edit,ZAYN,100925,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2019,09,2019-09,0.002600788109018956,1j4kHkkpqZRBwE0A4CN4Yv
192,Bom Diggy Diggy,Zack Knight,100616,https://open.spotify.com/track/6qCNaRRr5xJALfNJvh0NAw,2019,09,2019-09,0.0025928253294728886,6qCNaRRr5xJALfNJvh0NAw
193,"Main Deewana Tera (From ""Arjun Patiala"")",Guru Randhawa,100132,https://open.spotify.com/track/5n8BCU2JmPORrFboGeDlXV,2019,09,2019-09,0.002580352885135359,5n8BCU2JmPORrFboGeDlXV
194,"Woh Din (From ""Chhichhore"")",Pritam,100055,https://open.spotify.com/track/6QPFWNUw9iGFZAXgqecunp,2019,09,2019-09,0.0025783686326271153,6QPFWNUw9iGFZAXgqecunp
195,Sohne Lagde,Sidhu Moose Wala featuring The PropheC,100015,https://open.spotify.com/track/4uP5KkYk4DdprU4sXqb3qU,2019,09,2019-09,0.0025773378521033526,0ydyIEJ02X3kcZ6Bop6sHO
196,"Jarra Jarra (From ""Valmiki"")",Mickey J. Meyer,100002,https://open.spotify.com/track/1wVHlN2inEmT6f38MunqFi,2019,09,2019-09,0.00257700284843313,1wVHlN2inEmT6f38MunqFi
