,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"blun7 a swishland","tha Supreme",5346011,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
2,"fuck 3x","tha Supreme",3280303,https://open.spotify.com/track/5YxP1CkunbhUQVvctFOHa7
3,"SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)",Marracash,2906354,https://open.spotify.com/track/020wG4EHTwBy5h2rbpxqvK
4,"Dance Monkey","Tones And I",2498854,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,"CRUDELIA - I nervi",Marracash,2434134,https://open.spotify.com/track/1OeIJITrlUR4qss2kywMEn
6,"sw1n6o - feat. Salmo","tha Supreme",2265679,https://open.spotify.com/track/0I26eEAwEoii0wHuFqwhYO
7,"m12ano - feat. Mara Sattei","tha Supreme",2172572,https://open.spotify.com/track/0LfMuWu6FKNSDHEoxHu9iK
8,"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt",2009602,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
9,"occh1 purpl3 - feat. Marracash","tha Supreme",1997290,https://open.spotify.com/track/7gRPkCEa3YMaxET5ZYT7Ni
10,"Ho Fatto Strada","Capo Plaza",1879329,https://open.spotify.com/track/28ZiptPMVab1reyfj4hNwt
11,"RITMO (Bad Boys For Life)","Black Eyed Peas",1797168,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
12,"ch1 5ei te","tha Supreme",1734267,https://open.spotify.com/track/0tRj4m46GRFrBS7IsbS0Gk
13,"no14 - feat. Dani Faiv","tha Supreme",1712303,https://open.spotify.com/track/7KksdXBhdufqWDxGxyt4I7
14,"Pookie (feat. Capo Plaza) - Remix","Aya Nakamura",1610233,https://open.spotify.com/track/6h5nbfvIJHRNH3oGrNWJwn
15,m8nstar,"tha Supreme",1511986,https://open.spotify.com/track/3vPXCd0uNm66sbDEDG5Vwd
16,"come fa1","tha Supreme",1508611,https://open.spotify.com/track/5tlRHNdTy4la5CuTkbYeQE
17,"Soldi in Nero - feat. Sfera Ebbasta",Shiva,1455238,https://open.spotify.com/track/1Xm2e1vDwOMeJJioWuG1s7
18,2ollipop,"tha Supreme",1449760,https://open.spotify.com/track/5nL0vuUo0oBm26obUe5Ogu
19,scuol4,"tha Supreme",1445746,https://open.spotify.com/track/1V7hvLe3fpZTMoqKLkBDgW
20,Chiasso,Random,1423393,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
21,"BRAVI A CADERE - I polmoni",Marracash,1403500,https://open.spotify.com/track/4SpV49wwekArulAVjEez3i
22,"MADAME - L'anima (feat. Madame)",Marracash,1345196,https://open.spotify.com/track/2wL96n9ToLGhekNTFrPhxj
23,Bossoli,Shiva,1343235,https://open.spotify.com/track/5mn8bU8IjYqr8ZqTDmLtSO
24,"Non Avere Paura","Tommaso Paradiso",1321188,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
25,"pers0na2 - feat. Gemitaiz, Madman","tha Supreme",1317653,https://open.spotify.com/track/75UNZ7tjYzsoTMgmpWdzw6
26,"Gigolò (feat. Sfera Ebbasta & Capo Plaza)",Lazza,1312198,https://open.spotify.com/track/4KilYheWwxakB1L43ECTeP
27,"oh 9od - feat. Nayt","tha Supreme",1305708,https://open.spotify.com/track/5Qy9jtZdxUnFXmgPp3u5VZ
28,Barrio,Mahmood,1290989,https://open.spotify.com/track/1MCSc1ZxlwV5muFXKocAnW
29,"6itch remix - feat. Nitro","tha Supreme",1276185,https://open.spotify.com/track/5zYSf28jARgmMwk8FIaHnI
30,"Una volta ancora (feat. Ana Mena)","Fred De Palma",1261592,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
31,"gua10 - feat. Lazza","tha Supreme",1194987,https://open.spotify.com/track/5Bjp0v6Pi3AS8PzZQG2nrg
32,"GANG (feat. Geolier)","Samurai Jay",1189644,https://open.spotify.com/track/2Yd6hF9rBSibtF4hlcnBEw
33,Memories,"Maroon 5",1130543,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
34,"Twerk (con Boro Boro)",MamboLosco,1128968,https://open.spotify.com/track/4jiCUUfjuJoG03gnw3jj1r
35,"Tuta Black",Paky,1107326,https://open.spotify.com/track/7yYegdhi4lwCPPmyROOr4O
36,"Cin Cin",Alfa,1066336,https://open.spotify.com/track/0EThQdS5hqhByp2CLttKin
37,"APPARTENGO - Il sangue (feat. Massimo Pericolo)",Marracash,1032791,https://open.spotify.com/track/2tpfOljBdskx8G331TjRps
