,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Superclassico,Ernia,2393405,https://open.spotify.com/track/6Ahg1hncxUdK0ICqU03BCu
2,"A Un Passo Dalla Luna","Rocco Hunt",2264674,https://open.spotify.com/track/3YNcQUeVOpM3SDmwBeGfMK
3,"Sparami - feat. Salmo, Fabri Fibra","Emis Killa",2068629,https://open.spotify.com/track/2goEcSJEnmaHyKgmBJJzNm
4,"Chico (feat. Rose Villain & Luchè)","Guè Pequeno",1991623,https://open.spotify.com/track/3Xhl7OqWAFgVxQKrWhyVVO
5,"L'ultima volta - feat. Massimo Pericolo","Emis Killa",1984636,https://open.spotify.com/track/3rOw9WmYFCRLHTRcbOjhUl
6,"No Insta - feat. Lazza","Emis Killa",1919625,https://open.spotify.com/track/3uHVhjDeFz9wF4Sf7wX6iU
7,"M' Manc (con Geolier & Sfera Ebbasta)",Shablo,1891688,https://open.spotify.com/track/0MLu1cFYL4ikdRTdasCQT9
8,"Broken Language","Emis Killa",1840333,https://open.spotify.com/track/6SUnPCMXpUvJ7ZiSFRg8rs
9,Hypnotized,"Purple Disco Machine",1745188,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
10,Mediterranea,Irama,1650236,https://open.spotify.com/track/2Up8QSKRV7WnZxZAQasEUq
11,"22 settembre",Ultimo,1607547,https://open.spotify.com/track/15RRpHBNzv0gvjIry4jyOs
12,"Paloma (feat. Anitta)","Fred De Palma",1578809,https://open.spotify.com/track/0HFkCSXRTUHCYJ148PdD0v
13,"Renè & Francis","Emis Killa",1541437,https://open.spotify.com/track/1xg3kuOWt3OXvI3TscVDaQ
14,"Te lo prometto","Il Tre",1474704,https://open.spotify.com/track/72aqCNAdOo6H4nrPyAivSV
15,"Dorado (feat. Sfera Ebbasta & Feid)",Mahmood,1413763,https://open.spotify.com/track/1kI7mZAziaRfBeAOraRW1i
16,Karaoke,Boomdabash,1411136,https://open.spotify.com/track/0D4GpOPInKiPxEfQMchu4p
17,"Bimbi Per Strada (Children)",Fedez,1359790,https://open.spotify.com/track/6KF78W66DcQ9m5YqR0r5Ig
18,Spigoli,"Carl Brave",1298811,https://open.spotify.com/track/1XQvMjA9IiIx1lAiTHSxQi
19,"Gli amici miei - feat. Lazza","Emis Killa",1287587,https://open.spotify.com/track/4BZCIqyBGmU1jeo4zPA8vb
20,"Breaking Me",Topic,1269620,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
21,"Cowboy - feat. Tedua","Emis Killa",1258581,https://open.spotify.com/track/3Pk5QS6oHK5qgCSmxaqwYn
22,"Lontano da me","Emis Killa",1255010,https://open.spotify.com/track/66cuNz5ezu7kKuH9APLruU
