,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",2889826,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
2,"48H (feat. Sfera Ebbasta)",Izi,2101756,https://open.spotify.com/track/05mrU7mN3c1822bpY58UBC
3,"bad guy","Billie Eilish",1783164,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
4,"Per Un Milione",Boomdabash,1666241,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
5,m8nstar,"tha Supreme",1656494,https://open.spotify.com/track/5Aw0QmDZJZID69ZcTvEzXI
6,"Sex On The Beach","Dark Polo Gang",1621605,https://open.spotify.com/track/61g5FqYLC6ts307TNvIMR1
7,"È sempre bello",Coez,1502991,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
8,Mademoiselle,"Sfera Ebbasta",1472518,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c
9,"Con Calma","Daddy Yankee",1441799,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
10,"Someone You Loved","Lewis Capaldi",1400692,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
11,"I Don't Care (with Justin Bieber)","Ed Sheeran",1328056,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
12,Soldi,Mahmood,1301271,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
13,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,1269095,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
14,"Calma - Remix","Pedro Capó",1267179,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
15,"Old Town Road","Lil Nas X",1108161,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
16,"I Tuoi Particolari",Ultimo,1078784,https://open.spotify.com/track/0psAGFzUF64N2Ae4gMExzu
17,"Rondini Al Guinzaglio",Ultimo,1072789,https://open.spotify.com/track/1jhHPnmgZepKU8qX4VhRZ0
18,"La Luna e la Gatta (feat. Tommaso Paradiso, Jovanotti, Calcutta)","Takagi & Ketra",1041094,https://open.spotify.com/track/0swoHiwTazywpoqiKDUtGQ
19,"Te Robaré","Nicky Jam",1006907,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
20,"Sweet but Psycho","Ava Max",1005254,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
21,"I Love You",Ghali,1003750,https://open.spotify.com/track/7GOFNyZcCTwm1SsC5jOFpA
22,"Adan y Eva","Paulo Londra",997951,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
23,"Don't Call Me Up",Mabel,970542,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
24,"Blu (feat. Elisa)",Rkomi,954928,https://open.spotify.com/track/0Q4v8N758nx98YxObfqkNC
25,"Maradona y Pelé",Thegiornalisti,944352,https://open.spotify.com/track/3xALgUxUFNYIrbMew1sbnC
26,"Weekend (feat. ???)",Izi,922793,https://open.spotify.com/track/69PcHXQe4GhorDgV7gTXAw
27,"Bad Liar","Imagine Dragons",879672,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
28,HP,Maluma,860119,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
29,"Baila Baila Baila",Ozuna,845828,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
30,Domenica,Coez,826357,https://open.spotify.com/track/2tVNMtgZ2CQpTx7vgcuTkL
31,"Mon Cheri (feat. Sfera Ebbasta)",Rkomi,820803,https://open.spotify.com/track/66UkKyxN5YbJl9z7YamQOR
32,"2% (feat. Frah Quintale)","Guè Pequeno",816785,https://open.spotify.com/track/5ODlTG5qxhCsC05E36Rv25
33,"Dammi Un Motivo",Izi,801970,https://open.spotify.com/track/32ixEZaSA1ZMrKOYInRbeP
34,"Ostia Lido",J-AX,798839,https://open.spotify.com/track/2J9TGb5CRT4omfAgnKmXn5
35,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",797844,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
36,"Stamm Fort (feat. Sfera Ebbasta)",Luche,758371,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
37,SOS,Avicii,756121,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
38,"C'est la vie","Achille Lauro",731304,https://open.spotify.com/track/6qrzETcLAmhkNW5PbkwcJI
39,"Contra La Pared","Sean Paul",710693,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
40,90MIN,Salmo,709381,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
41,"Senza farlo apposta",Shade,697710,https://open.spotify.com/track/55t2S1tpx1Bj3C5bIEn2BF
42,"CABRIOLET (feat. Sfera Ebbasta)",Salmo,653187,https://open.spotify.com/track/7wC76LWyNxaP3hjGzbWOcN
43,"Pensare Male (con Elodie)","The Kolors",652317,https://open.spotify.com/track/0vUhEAJIaTGqBJfDsOZoNt
44,"OI MARÌ",LIBERATO,638210,https://open.spotify.com/track/245i6xl6htAeACuA3xKIY0
45,"Senza Di Me (feat. Venerus & Franco126)",Gemitaiz,635018,https://open.spotify.com/track/3xGD5KhnizETt7KQwxtUAc
46,"oh 9od","tha Supreme",632340,https://open.spotify.com/track/0UuqwLM3UFmwcXSJgfFHvr
47,"Volare II",Izi,622828,https://open.spotify.com/track/46a53Hc2sMyNj5eRnJiPke
48,Pace,Izi,610675,https://open.spotify.com/track/6IjIXSyoiaHZ4l599pvUzX
49,"High Hopes","Panic! At The Disco",598574,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
50,"Fumo Da Solo",Izi,594449,https://open.spotify.com/track/6uMdn1ovj2ZRHGMbiTQAvy
51,Secreto,"Anuel AA",588923,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
52,"Giant (with Rag'n'Bone Man)","Calvin Harris",577934,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
53,"Piccola Stella",Ultimo,570311,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
54,"TU ME FAJE ASCÌ PAZZ'",LIBERATO,565355,https://open.spotify.com/track/0YH29GVTcfCZFT317NERcx
55,"Cascare nei tuoi occhi",Ultimo,556246,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
56,Shallow,"Lady Gaga",555604,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
57,Pianeti,Ultimo,541754,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
58,"Cambiare Adesso","Dark Polo Gang",540742,https://open.spotify.com/track/2xjxaKiYssIdDU6DCPpZPt
59,"Fuoco e benzina","Emis Killa",540266,https://open.spotify.com/track/4Fs1sEg9Mwn6vykFD89xvc
60,"La ragazza con il cuore di latta",Irama,533055,https://open.spotify.com/track/0NmyHZZMfVBiUSOfDmz9Bf
61,"Vivere Tutte Le Vite",Elisa,531048,https://open.spotify.com/track/2XIj1Wk5THaIUXlaNZJ7Go
62,"Posso (feat. Max Gazzé)","Carl Brave",519376,https://open.spotify.com/track/5N0nmOmc0MqPZTYKw4fVV6
63,"If I Can't Have You","Shawn Mendes",512224,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
64,Happier,Marshmello,511963,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
65,"Muhammad Ali","Marco Mengoni",509553,https://open.spotify.com/track/0Es6eMldAFrmVs0QCOlIay
66,Wow.,"Post Malone",508799,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
67,"OK (feat. Speranza)",Izi,497738,https://open.spotify.com/track/1ekveHboq6O9kz83GFlHwv
68,"Hola (I Say) (feat. Tom Walker)","Marco Mengoni",495688,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi
69,"Billets (feat. Ninho)","Capo Plaza",494258,https://open.spotify.com/track/2aD5ESGyEhXnXdoOsZvsR0
70,"Uno squillo","Capo Plaza",492504,https://open.spotify.com/track/7zivIUyCw9MmYftdcayXnN
71,"Davide (feat. Coez)",Gemitaiz,487550,https://open.spotify.com/track/1Lq5ApqhIWUXzlryFX2K6J
72,Carioca,Izi,480348,https://open.spotify.com/track/645yeaaEnJyQoMHg2athdC
73,Dolcenera,Izi,475135,https://open.spotify.com/track/1UIqshAvlGYS5HNRakMur1
74,"Gli occhi della tigre",Nayt,473424,https://open.spotify.com/track/5pL8J6weoydzXglhsoJ6Vw
75,Sucker,"Jonas Brothers",472086,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
76,A'dam,Izi,470118,https://open.spotify.com/track/0qRMd9mZcvyOUJBl53F1sp
77,"Speechless (feat. Erika Sirola)","Robin Schulz",467256,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5
78,"Happy Birthday","Sfera Ebbasta",466230,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2
79,"Tesla (feat. Sfera Ebbasta & DrefGold)","Capo Plaza",458437,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q
80,"Say My Name","David Guetta",452971,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
81,"La somma (feat. Martina Attili)",Mr.Rain,452060,https://open.spotify.com/track/3AKm9sJmK0v3wUQYSLuze7
82,Merci,"Carl Brave",443246,https://open.spotify.com/track/429kanJEBTPrcTKYBT8yPq
83,"bury a friend","Billie Eilish",440312,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
84,MALA,6ix9ine,439753,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE
85,"Torna a casa",Måneskin,437916,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
86,"Ti dedico il silenzio",Ultimo,436740,https://open.spotify.com/track/6GLmGfALwjzCaOiHwgfU7g
87,"STAI ZITTO (feat. Fabri Fibra)",Salmo,436534,https://open.spotify.com/track/2rgOAX5Cj3pk8JFnaPwJbd
88,Vertigini,Tedua,431719,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU
89,"Soltera - Remix",Lunay,431233,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
90,"Il Nome Della Rosa",Izi,425953,https://open.spotify.com/track/1clAULZApstgEjmeTcVyAX
91,"Homicide (feat. Eminem)",Logic,415809,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
92,LUNEDI',Salmo,412626,https://open.spotify.com/track/1VNARx6Sm6ZYAsDMCGiU1B
93,Netflix,Lazza,408960,https://open.spotify.com/track/1XiF40UZiMZstIl37DdRaC
94,"Let Me Down Slowly","Alec Benjamin",405340,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
95,"Anche Fragile",Elisa,396803,https://open.spotify.com/track/3oZgvw9b0cjDn7iZCVPqlS
96,"D'estate non vale (feat. Ana Mena)","Fred De Palma",395974,https://open.spotify.com/track/3dCEtkAfWhk15bLAWZAKLy
97,"Bling Bling (Oro)","Guè Pequeno",395323,https://open.spotify.com/track/11AXfsh0V6zCCU7Po6kQiY
98,"Poesia senza veli",Ultimo,392665,https://open.spotify.com/track/3f2b204xj4jZdoHjo9wj0W
99,NIENTE,LIBERATO,390289,https://open.spotify.com/track/2Sf0QjuRplNa2Yy6bCNmYJ
100,"Certi Giorni (feat. Nitro)",Ernia,390235,https://open.spotify.com/track/4nvsA575k8HrEjdQ78Ymvi
101,"Boogie Nights (feat. Ghali)",Rkomi,384122,https://open.spotify.com/track/4MmTsaYqv9QR3yzbMeiNS5
102,"Non Abbiamo Età",Luche,384094,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3
103,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",383788,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
104,"Catrame (feat. Tedua)",Lazza,383503,https://open.spotify.com/track/5qbVso0dAtoI2gFhj7V8oG
105,Brivido,"Guè Pequeno",380247,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC
106,Toradol,Gemitaiz,378205,https://open.spotify.com/track/3Rmv3h4ovgt9xVgWOfMlLx
107,"Get You The Moon (feat. Snøw)",Kina,377185,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
108,"NI BIEN NI MAL","Bad Bunny",376717,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
109,"7 rings","Ariana Grande",364820,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
110,"Veleno 6",MadMan,362952,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH
111,Malibu,"Vegas Jones",362952,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw
112,"Rolls Royce (feat. Boss Doms & Frenetik&Orang3)","Achille Lauro",362344,https://open.spotify.com/track/0xXt39nrPLKPdLma3Ce1Vk
113,"Ne è valsa la pena (feat. Ghali)","Capo Plaza",362213,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO
114,"Stanza Singola (feat. Tommaso Paradiso)",Franco126,360330,https://open.spotify.com/track/23hpOtox5sIuRqVBVVJxsO
115,"Visti Dall'Alto (feat. Dardust)",Rkomi,359652,https://open.spotify.com/track/50Im1CDeBfRbJUPacCEIOS
116,"Uh, Che Peccato!",Izi,359538,https://open.spotify.com/track/73QeTKIEeFWPpGsfVhtnQj
117,"Verte Ir","DJ Luian",356874,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
118,"Here With Me",Marshmello,355114,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
119,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",353070,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
120,GUAGLIÒ,LIBERATO,352597,https://open.spotify.com/track/30D7YJ2bDVvhf7NZfI0VnQ
121,"Como Te (feat. Emis Killa)",Geolier,351880,https://open.spotify.com/track/7dX7Vn3NP5sa5nTQg4oKMN
122,"San Giorgio (feat. Heezy Lee & Josh)",Izi,351397,https://open.spotify.com/track/3ZtpH2sRB261M1bMM2SIZo
123,"Piece Of Your Heart",MEDUZA,349052,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
124,Nera,Irama,348094,https://open.spotify.com/track/6Lc0La3OwOmAouQjbID4uX
125,"Felicità puttana",Thegiornalisti,347925,https://open.spotify.com/track/695AOnYHYnvHIMaTNKjkA5
126,Chic,Izi,346115,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3
127,"La musica non c'è",Coez,345060,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
128,"Sempre In Due","Carl Brave x Franco126",343818,https://open.spotify.com/track/6ElWuGFrYbsf2mdHWUoGCk
129,"Papi Chulo","Samuel Heron",342944,https://open.spotify.com/track/4e7Lhgb463NfIOjMMdb3jo
130,"Hola! (feat. Nayt)",Clementino,341690,https://open.spotify.com/track/1rsv93SgRBzBYUbjCkIXbJ
131,"TU T'E SCURDAT' 'E ME",LIBERATO,339691,https://open.spotify.com/track/1901MP4sFYR617bT4hNcyW
132,"Pasta E Molliche",Izi,338915,https://open.spotify.com/track/67rBPNMoBKLXgUnpXQszs0
133,Aullando,"Wisin & Yandel",336245,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
134,PERDONAMI,Salmo,335109,https://open.spotify.com/track/4Yr7z1MFiI2D3QnldF107i
135,"Mancavi tu","Peppe Soks",333166,https://open.spotify.com/track/21EqFEy8L8Db6aaPmIQd9E
136,"Amati Sempre",Ultimo,332526,https://open.spotify.com/track/0W3fsnIsf0m1n7JXOvYbsc
137,Rollercoaster,"Emis Killa",332514,https://open.spotify.com/track/4WJj8NsyCm3YAADCOe0hrf
138,Barking,Ramz,332309,https://open.spotify.com/track/2JbO1rep5Um3RAKB8szQrR
