,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",3519715,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt",2748947,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
3,"Pookie (feat. Capo Plaza) - Remix","Aya Nakamura",2411262,https://open.spotify.com/track/6h5nbfvIJHRNH3oGrNWJwn
4,"Una volta ancora (feat. Ana Mena)","Fred De Palma",1976413,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
5,"Non Avere Paura","Tommaso Paradiso",1944533,https://open.spotify.com/track/1qMx707PFdFXdwLvcUTNz3
6,Chiasso,Random,1923630,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
7,Bossoli,Shiva,1875131,https://open.spotify.com/track/5mn8bU8IjYqr8ZqTDmLtSO
8,Barrio,Mahmood,1720918,https://open.spotify.com/track/1MCSc1ZxlwV5muFXKocAnW
9,"Twerk (con Boro Boro)",MamboLosco,1707933,https://open.spotify.com/track/4jiCUUfjuJoG03gnw3jj1r
10,"Gigolò (feat. Sfera Ebbasta & Capo Plaza)",Lazza,1677284,https://open.spotify.com/track/4KilYheWwxakB1L43ECTeP
11,"Cin Cin",Alfa,1471752,https://open.spotify.com/track/0EThQdS5hqhByp2CLttKin
12,"RITMO (Bad Boys For Life)","Black Eyed Peas",1442398,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
13,Lento,"Boro Boro",1395707,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
14,"SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)",Marracash,1317529,https://open.spotify.com/track/020wG4EHTwBy5h2rbpxqvK
15,"LOVE BANDANA",Ketama126,1304292,https://open.spotify.com/track/15hXSWGLcvtUZLtzCY7E0Q
16,"Piccola Stella",Ultimo,1232984,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
17,"Fuori E Dentro (feat. tha Supreme)",Gemitaiz,1224045,https://open.spotify.com/track/34UHhwlly3SHryWuVfMOJm
18,"Mon Fre - feat. Emis Killa",Shiva,1195972,https://open.spotify.com/track/4dDMgEj5GpBTI1lvVlYPu7
19,SCACCIACANI,Ketama126,1140657,https://open.spotify.com/track/1T4Q9sLfxlFP4EMvedo8p3
20,"Non sto più in zona",Shiva,1136571,https://open.spotify.com/track/2PQuj6TMxl5hcgMG30e2Ij
21,Memories,"Maroon 5",1107710,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
22,"Dove e quando","Benji & Fede",1104506,https://open.spotify.com/track/5XM7tx8ovQ9UrYqUowW1AK
23,"MI AMI O NO (feat. Capo Plaza)",Giaime,1104498,https://open.spotify.com/track/2UsAeEA2JH7kKSOflP23zY
24,Bassotto,"Dark Polo Gang",1092821,https://open.spotify.com/track/0uwW1Duv6xlk2bNutlc7tu
25,"La tua canzone",Coez,1050362,https://open.spotify.com/track/4Z43nMEiOiNeDrqu2BN0JD
26,"Margarita (con Marracash)",Elodie,1040480,https://open.spotify.com/track/3qBtltssunsFuzn6DxXI0b
27,"Na Na Na",Holden,1021131,https://open.spotify.com/track/3arKLum0IMREFOSq3OkpaF
28,"YOSHI (feat. Fabri Fibra) - prod. Strage",MACHETE,1005272,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
29,Rossetto,Random,997664,https://open.spotify.com/track/4nWtDExgGzlOQwxmp5JjUT
30,Bandito,"Enzo Dong",983237,https://open.spotify.com/track/0c6mLXIsBWgwAAqkagxY5w
31,Lalala,Y2K,973230,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
32,"La hit dell'estate",Shade,957024,https://open.spotify.com/track/443cnFF139Ql85enXOTWEu
33,"Non Ci Sto (con Marracash & Carl Brave)",Shablo,931942,https://open.spotify.com/track/5stH9hqpR941AmiJ9tVzrN
34,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",915082,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
35,FIORI,Giaime,883545,https://open.spotify.com/track/500c6DLy4ag8gFAnkuzTxP
36,"APPARTENGO - Il sangue (feat. Massimo Pericolo)",Marracash,883135,https://open.spotify.com/track/2tpfOljBdskx8G331TjRps
37,"Mambo Salentino",Boomdabash,882938,https://open.spotify.com/track/7piIo15vVy3ULGXSpFs5xc
38,"QUALCOSA IN CUI CREDERE - Lo scheletro (feat. Guè Pequeno)",Marracash,858450,https://open.spotify.com/track/39hRcGieqFaKfZ7LN91Vy5
39,Arrogante,Irama,849270,https://open.spotify.com/track/14lgKkkbNsJl9fItqnEfpV
40,"Duemila volte","Marco Mengoni",844788,https://open.spotify.com/track/6IYrpbDnFljm6QSj1KGuZD
41,Señorita,"Shawn Mendes",842491,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
42,"YOSHI (feat. tha Supreme, Fabri Fibra & Capo Plaza) - prod. Strage [Remix]",MACHETE,841814,https://open.spotify.com/track/0VU34EBWTAlHVIZE3aWlZA
43,"QUELLI CHE NON PENSANO - Il cervello (feat. Coez)",Marracash,834799,https://open.spotify.com/track/6l1Jnqfu7GAOV4MDgA2bNP
44,Limousine,"Enzo Dong",832200,https://open.spotify.com/track/1wsPCG4bBSdkNYeeii44i8
45,Wanderlust!,Alfa,825461,https://open.spotify.com/track/5XGRcuFaRKIGd7ruTiJCUj
46,Circles,"Post Malone",813950,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
47,China,"Anuel AA",813721,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
48,"BODY PARTS - I denti",Marracash,812793,https://open.spotify.com/track/4WOXQYfq3fYVRMcaXuHBAD
49,"Look Back at It (feat. CAPO PLAZA)","A Boogie Wit da Hoodie",787958,https://open.spotify.com/track/34Jnbbi34tPtYdutY5Pd6G
50,JAMBO,"Takagi & Ketra",774590,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
51,"Come Mai (feat. Franco126)","Fabri Fibra",773190,https://open.spotify.com/track/0EwUmQctZ3I0BXtZqkAaMU
52,"HIGHEST IN THE ROOM","Travis Scott",769555,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
53,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,761775,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
54,"SPORT - I muscoli (feat. Luchè)",Marracash,755725,https://open.spotify.com/track/3HVm4g9bZHo0aMsjzGS7Ro
55,"È sempre bello",Coez,732426,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
56,"Cracovia, Pt. 3","Il Tre",725223,https://open.spotify.com/track/18dt6tNw8hpNUdthOJf0lI
