,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Una volta ancora (feat. Ana Mena)","Fred De Palma",2859002,https://open.spotify.com/track/6gaeewGjNiQhWOUkWRSLTa
2,Chiasso,Random,2519586,https://open.spotify.com/track/4UJoAdTMnqxQHKWKLLQpvK
3,"YOSHI (feat. Fabri Fibra) - prod. Strage",MACHETE,2201314,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
4,"Dove e quando","Benji & Fede",2138137,https://open.spotify.com/track/5BAJMdCQqax0oBQigQTl5h
5,Lento,"Boro Boro",2059272,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
6,"Mambo Salentino",Boomdabash,1755405,https://open.spotify.com/track/7piIo15vVy3ULGXSpFs5xc
7,"Margarita (con Marracash)",Elodie,1754498,https://open.spotify.com/track/3qBtltssunsFuzn6DxXI0b
8,JAMBO,"Takagi & Ketra",1719581,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
9,Señorita,"Shawn Mendes",1694579,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
10,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",1647828,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
11,"La hit dell'estate",Shade,1639973,https://open.spotify.com/track/443cnFF139Ql85enXOTWEu
12,"Cin Cin",Alfa,1611392,https://open.spotify.com/track/0EThQdS5hqhByp2CLttKin
13,"Ostia Lido",J-AX,1550828,https://open.spotify.com/track/2J9TGb5CRT4omfAgnKmXn5
14,Arrogante,Irama,1532127,https://open.spotify.com/track/14lgKkkbNsJl9fItqnEfpV
15,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",1529341,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
16,Playa,"Baby K",1454503,https://open.spotify.com/track/7bBIBrSmHvdMlTC7b9p8Vq
17,"Look Back at It (feat. CAPO PLAZA)","A Boogie Wit da Hoodie",1429146,https://open.spotify.com/track/34Jnbbi34tPtYdutY5Pd6G
18,China,"Anuel AA",1390193,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
19,"MARYLEAN (feat. Marracash) - prod. Low Kidd",MACHETE,1325461,https://open.spotify.com/track/28fRkU3vhqAJdl9i9458pQ
20,"HO PAURA DI USCIRE 2 - prod. Mace",MACHETE,1291977,https://open.spotify.com/track/0nFCpnM7nistUWXRZpzOWM
21,"Mon Fre - feat. Emis Killa",Shiva,1286960,https://open.spotify.com/track/4dDMgEj5GpBTI1lvVlYPu7
22,"Piece Of Your Heart",MEDUZA,1246663,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
23,Lalala,Y2K,1212245,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
24,"Maradona y Pelé",Thegiornalisti,1069155,https://open.spotify.com/track/3xALgUxUFNYIrbMew1sbnC
25,"Senza Pensieri (feat. Loredana Bertè & J-AX)","Fabio Rovazzi",909996,https://open.spotify.com/track/1p9E8WC4aTSzArtqdQI1F5
26,"bad guy","Billie Eilish",886681,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
27,"Someone You Loved","Lewis Capaldi",885623,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
28,"I Don't Care (with Justin Bieber)","Ed Sheeran",885487,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
29,"Piccola Stella",Ultimo,870482,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
30,Domenica,Coez,821867,https://open.spotify.com/track/2tVNMtgZ2CQpTx7vgcuTkL
31,Loco,"Lele Blade",820150,https://open.spotify.com/track/7hgyYHFOV2qrSub0hoezte
32,FIORI,Giaime,809129,https://open.spotify.com/track/500c6DLy4ag8gFAnkuzTxP
33,"Veleno 7",Gemitaiz,808493,https://open.spotify.com/track/3fV9z98dnQLSIPIMMJXCm7
34,"Vivere Tutte Le Vite - con Carl Brave",Elisa,804117,https://open.spotify.com/track/7l56nY7NMP1QDdWvRdJmmg
35,"È sempre bello",Coez,796712,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
36,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,751482,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
37,"Te Robaré","Nicky Jam",747931,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
38,"Rondini Al Guinzaglio",Ultimo,740117,https://open.spotify.com/track/1jhHPnmgZepKU8qX4VhRZ0
39,"Corazón Morado (feat. Sfera Ebbasta)","Elettra Lamborghini",737534,https://open.spotify.com/track/6stctriNY7UC7KyHcG7ZBH
40,"MAMMASTOMALE (feat. Salmo) - prod. Dade",MACHETE,715247,https://open.spotify.com/track/5nFX29WZIulql4m4ic0KRw
41,"SCACCIACANI - feat. Massimo Pericolo - prod. Crookers & Nic Sarno",Ketama126,711799,https://open.spotify.com/track/2665YLaM0dLaIhkjpUHT7k
42,"Beautiful People (feat. Khalid)","Ed Sheeran",708056,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
43,"Per Un Milione",Boomdabash,702989,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
44,"Con Calma","Daddy Yankee",699742,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
45,m8nstar,"tha Supreme",690314,https://open.spotify.com/track/5Aw0QmDZJZID69ZcTvEzXI
46,"Na Na Na",Holden,673618,https://open.spotify.com/track/1cg6IqyZgBCU6P34gY161z
47,Narcos,Geolier,666046,https://open.spotify.com/track/5ARhG6eeHv9QifsCP03E7Y
48,Ransom,"Lil Tecca",658587,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
49,Mademoiselle,"Sfera Ebbasta",655790,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c
50,"NO WAY (feat. Nitro) - prod. Low Kidd",MACHETE,653557,https://open.spotify.com/track/2gUn6S1SuuXK0BvypPKnir
51,"STAR WARS - prod. Young Miles - Crookers x Nic Sarno",MACHETE,643050,https://open.spotify.com/track/2umL0eO9N7iNxDay6i2rVi
52,"Rescue Me",OneRepublic,641871,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
53,"DOPPIOGANG - prod. tha Supreme",MACHETE,630792,https://open.spotify.com/track/2nKUtJ6G05qVViRaXkXWQZ
54,"48H (feat. Sfera Ebbasta)",Izi,607313,https://open.spotify.com/track/05mrU7mN3c1822bpY58UBC
55,"So cosa fare","Capo Plaza",592005,https://open.spotify.com/track/2bN0p91LZmBKmgmpIGu5RI
56,Pianeti,Ultimo,572475,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
57,"I Tuoi Particolari",Ultimo,570640,https://open.spotify.com/track/0psAGFzUF64N2Ae4gMExzu
