,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Baby (with J Balvin)","Sfera Ebbasta",1595567,https://open.spotify.com/track/4L5ZhW0VJeQ6je2iqvqZ4X
2,"Bottiglie Privè","Sfera Ebbasta",1286397,https://open.spotify.com/track/4hExiZDbGdegofpEc9t0Fu
3,"SLATT (feat. Capo Plaza)",Rondodasosa,1255283,https://open.spotify.com/track/1YvhcTM8aIRTg03AavA2HJ
4,"ALTALENE (feat. Mara Sattei & Coez)","BLOODY VINYL",1253000,https://open.spotify.com/track/2zqxUV6h5y6Y9WhyH0FVvX
5,Superclassico,Ernia,1240455,https://open.spotify.com/track/6Ahg1hncxUdK0ICqU03BCu
6,Destri,Gazzelle,1223968,https://open.spotify.com/track/0WBg2If3H9nN9RFl2xO2SZ
7,"Tik Tok (feat. Marracash & Guè Pequeno)","Sfera Ebbasta",1126129,https://open.spotify.com/track/11jGgkrtDbYaKlN0y1nPbC
8,Concedimi,"Matteo Romano",1053821,https://open.spotify.com/track/0pFjYM7JdNJhjuooMgesks
9,"Scooby Doo","Pinguini Tattici Nucleari",1047996,https://open.spotify.com/track/1P6TlFb8EVH2nCX3luVpZW
10,DÁKITI,"Bad Bunny",1016896,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
11,"Mood (feat. iann dior)",24kGoldn,977491,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
12,Problemas,"Paris Boy",934289,https://open.spotify.com/track/2aQJOc2QUTdQl1J2Z9VxYO
13,"All I Want for Christmas Is You","Mariah Carey",897853,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
14,"Chico (feat. Rose Villain & Luchè)","Guè Pequeno",842050,https://open.spotify.com/track/3Xhl7OqWAFgVxQKrWhyVVO
15,"Last Christmas",Wham!,808365,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
16,"Bella Storia",Fedez,800249,https://open.spotify.com/track/0824Kyozhv4yBbM86aBFCG
17,"Hollywood (feat. Diplo)","Sfera Ebbasta",792573,https://open.spotify.com/track/4CvW0iHAs7yJhbpnJ3NSnS
18,"Pasticche (feat. Capo Plaza)",VillaBanks,788194,https://open.spotify.com/track/7KnC2wSD0I5Fju3A7qCFX8
19,Famoso,"Sfera Ebbasta",780747,https://open.spotify.com/track/57pRUe152ADvLINx0or1m8
20,"Head & Heart (feat. MNEK)","Joel Corry",772543,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
21,"SPLASH (feat. Enzo Dong)","MV Killa",771768,https://open.spotify.com/track/0CjTQ01ADXx3BMO07LxpKx
22,"Cuore Nero - prod. Frenetik&Orang3",Blind,752096,https://open.spotify.com/track/1MGReaXx6mzqSzOpeyhbHD
23,"A Un Passo Dalla Luna","Rocco Hunt",739868,https://open.spotify.com/track/3YNcQUeVOpM3SDmwBeGfMK
24,"$€ Freestyle","Sfera Ebbasta",735955,https://open.spotify.com/track/2j9wr1cxfYcMJoANfmoJA9
25,"M' Manc (con Geolier & Sfera Ebbasta)",Shablo,710910,https://open.spotify.com/track/0MLu1cFYL4ikdRTdasCQT9
26,"Abracadabra (feat. Future)","Sfera Ebbasta",702350,https://open.spotify.com/track/0lSVjlxmAMSJGFSjVB1FtU
27,Hypnotized,"Purple Disco Machine",695167,https://open.spotify.com/track/0vWUhCPxpJOJR5urYbZypB
28,VENT'ANNI,Måneskin,687448,https://open.spotify.com/track/34r4voojt51Kk6ax5FJI1M
29,Whoopty,CJ,648606,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
30,"Blue Jeans (feat. Calcutta)",Franco126,619660,https://open.spotify.com/track/3teW1cB7e8HMmtHUeWF7Je
31,"Macarena (feat. Offset)","Sfera Ebbasta",618178,https://open.spotify.com/track/1uPPyvMOaaVLnVcwD1Sp0d
32,"Mama (feat. Nitro)",Gemitaiz,581883,https://open.spotify.com/track/1ws9IBGum9LLNEdSVNO2pH
33,Male,"Sfera Ebbasta",580251,https://open.spotify.com/track/5BxBGvLJdwBBjCYJRdezxM
34,MIA,Lortex,577214,https://open.spotify.com/track/1SIl1FBbHmGa4PmJu5q6Lm
35,"It's Beginning to Look a Lot like Christmas","Michael Bublé",576318,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
36,"Therefore I Am","Billie Eilish",572236,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
37,"Spigoli (feat. Mara Sattei & tha Supreme)","Carl Brave",561367,https://open.spotify.com/track/5YPKiDLejR1JhnX6w2lhro
38,"What You Know Bout Love","Pop Smoke",560872,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
39,7+3,Ultimo,557676,https://open.spotify.com/track/6WEyOmkv1I4PcYkfkHWjCE
40,"Breaking Me",Topic,542775,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
41,Mediterranea,Irama,538278,https://open.spotify.com/track/2Up8QSKRV7WnZxZAQasEUq
42,Barcellona,Ghali,534634,https://open.spotify.com/track/51zuoAf9f1DNTVmBJHVErg
43,"Giovani Re","Sfera Ebbasta",534626,https://open.spotify.com/track/4TBp0V4Slb8emBDN8PWU3j
44,Crepe,Irama,533256,https://open.spotify.com/track/6L671UzJPyAzbHEhaNhDUJ
45,"Il bacio di Klimt","Emanuele Aloia",532117,https://open.spotify.com/track/3E1FgPTXX203rgBTD5nlKF
46,"Paradise (feat. Dermot Kennedy)",MEDUZA,526100,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
47,"TATUAGGI (feat. ARIETE)",PSICOLOGI,516954,https://open.spotify.com/track/15WIkk29b7NqOK2poTRnOU
48,Snowman,Sia,516829,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
49,Dynamite,BTS,516503,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
50,"The Business",Tiësto,504336,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
51,"Don't Worry",Boomdabash,493371,https://open.spotify.com/track/3Bd5A7Yxg4zxFeiKiYlMId
52,"Blinding Lights","The Weeknd",487799,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
53,"guccy bag",sangiovanni,478718,https://open.spotify.com/track/755xh1CnKw8zg2m3Uv4TEX
54,"Take You Dancing","Jason Derulo",467880,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
55,Ridere,"Pinguini Tattici Nucleari",467437,https://open.spotify.com/track/5LZVK19ieaV8Mk9FsqTL3F
56,"Te lo prometto","Il Tre",465836,https://open.spotify.com/track/72aqCNAdOo6H4nrPyAivSV
57,"Bimbi Per Strada (Children)",Fedez,456801,https://open.spotify.com/track/6KF78W66DcQ9m5YqR0r5Ig
58,"La storia infinita","Pinguini Tattici Nucleari",446366,https://open.spotify.com/track/2r1SRt8bhtR6a9bMRR0AgV
59,"Scrivile Scemo","Pinguini Tattici Nucleari",444700,https://open.spotify.com/track/71r3UlkV7sWvUYjas5paqi
60,"Motel (feat. Geolier)","Peppe Soks",440867,https://open.spotify.com/track/7DMIzd4ZnSRDWENL414l6J
61,"X 1 MEX (feat. Dani Faiv)","BLOODY VINYL",436951,https://open.spotify.com/track/5gouWBHeO3hLhCUr9gSvV5
62,Afterglow,"Ed Sheeran",434988,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
63,"22 settembre",Ultimo,434114,https://open.spotify.com/track/15RRpHBNzv0gvjIry4jyOs
64,"Good Times",Ghali,431781,https://open.spotify.com/track/3vgclHni3T3qu7ZXz8idsk
65,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,423839,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
66,"Mondo Di Fango",Gemitaiz,417480,https://open.spotify.com/track/3rR90ytwXhFCGXjbDzN7HI
67,"Underneath the Tree","Kelly Clarkson",411686,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
