,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Soldi,Mahmood,4646287,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
2,"I Tuoi Particolari",Ultimo,3086475,https://open.spotify.com/track/524euygKKFWurhvIdSrkg6
3,"Con Calma","Daddy Yankee",2355014,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
4,"La ragazza con il cuore di latta",Irama,2352712,https://open.spotify.com/track/0NmyHZZMfVBiUSOfDmz9Bf
5,"Per Un Milione",Boomdabash,2166251,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
6,"È sempre bello",Coez,2133124,https://open.spotify.com/track/18LXrvm337xqvFxpaB9Puj
7,"Sweet but Psycho","Ava Max",2083794,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
8,"Calma - Remix","Pedro Capó",2002809,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
9,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,1883120,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
10,"Senza farlo apposta",Shade,1737933,https://open.spotify.com/track/55t2S1tpx1Bj3C5bIEn2BF
11,"Baila Baila Baila",Ozuna,1727217,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
12,"Stamm Fort (feat. Sfera Ebbasta)",Luche,1511058,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
13,"Hola (I Say) (feat. Tom Walker)","Marco Mengoni",1366848,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi
14,"Rolls Royce (feat. Boss Doms & Frenetik&Orang3)","Achille Lauro",1339376,https://open.spotify.com/track/68IBz8C8oFUIVC4Xgf0f0g
15,Happier,Marshmello,1288625,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
16,"Fateme Cantà",Ultimo,1284558,https://open.spotify.com/track/5GjGs4VemQDxf9ezVFhT19
17,Shallow,"Lady Gaga",1237866,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
18,"Cascare nei tuoi occhi",Ultimo,1134540,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
19,"Adan y Eva","Paulo Londra",1093821,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
20,Netflix,Lazza,1005472,https://open.spotify.com/track/0fxDNWvZeFqIxi0SFBDS6M
21,"Happy Birthday","Sfera Ebbasta",1002639,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2
22,"7 rings","Ariana Grande",1002093,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
23,Pianeti,Ultimo,941811,https://open.spotify.com/track/2w5wtWq30yTkNSG9YjMFvW
24,"Cosa ti aspetti da me","Loredana Bertè",934663,https://open.spotify.com/track/0zTTbiHlCRzrA5O9F6Vnem
25,"Posso (feat. Max Gazzé)","Carl Brave",920550,https://open.spotify.com/track/5N0nmOmc0MqPZTYKw4fVV6
26,"Torna a casa",Måneskin,908963,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
27,Secreto,"Anuel AA",892931,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
28,"High Hopes","Panic! At The Disco",890567,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
29,90MIN,Salmo,889981,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
30,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",862892,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
31,"MIA (feat. Drake)","Bad Bunny",856873,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
32,MALA,6ix9ine,840223,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE
33,"Gang Shit (feat. Capo Plaza)","Dark Polo Gang",840200,https://open.spotify.com/track/7EkJMf7yOPU7wOK2FcryQg
34,"Cambiare Adesso","Dark Polo Gang",834196,https://open.spotify.com/track/01MJgnPL3AuwmYQ4EbHzD7
35,"NI BIEN NI MAL","Bad Bunny",812281,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
