,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Mademoiselle,"Sfera Ebbasta",2880461,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c
2,"Con Calma","Daddy Yankee",2685348,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
3,"Mon Cheri (feat. Sfera Ebbasta)",Rkomi,2504760,https://open.spotify.com/track/66UkKyxN5YbJl9z7YamQOR
4,"Per Un Milione",Boomdabash,2415728,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
5,Soldi,Mahmood,2329471,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
6,"È sempre bello",Coez,2206989,https://open.spotify.com/track/18LXrvm337xqvFxpaB9Puj
7,"Calma - Remix","Pedro Capó",2048725,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
8,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,1844960,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
9,"Sweet but Psycho","Ava Max",1781309,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
10,"Blu (feat. Elisa)",Rkomi,1680713,https://open.spotify.com/track/0Q4v8N758nx98YxObfqkNC
11,"Baila Baila Baila",Ozuna,1676241,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
12,"I Tuoi Particolari",Ultimo,1626978,https://open.spotify.com/track/524euygKKFWurhvIdSrkg6
13,"Adan y Eva","Paulo Londra",1519811,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
14,"Boogie Nights (feat. Ghali)",Rkomi,1503358,https://open.spotify.com/track/4MmTsaYqv9QR3yzbMeiNS5
15,"Dove Gli Occhi Non Arrivano",Rkomi,1414067,https://open.spotify.com/track/5sMechyaVyijGsbp01E9x2
16,"Visti Dall'Alto (feat. Dardust)",Rkomi,1365502,https://open.spotify.com/track/50Im1CDeBfRbJUPacCEIOS
17,"Stamm Fort (feat. Sfera Ebbasta)",Luche,1310305,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
18,Wow.,"Post Malone",1218114,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
19,"La ragazza con il cuore di latta",Irama,1195030,https://open.spotify.com/track/0NmyHZZMfVBiUSOfDmz9Bf
20,"Impressione (feat. Carl Brave)",Rkomi,1179143,https://open.spotify.com/track/5F6MepcJc6Fr81PsWvoSfa
21,"Senza farlo apposta",Shade,1178497,https://open.spotify.com/track/55t2S1tpx1Bj3C5bIEn2BF
22,"I Love You",Ghali,1130887,https://open.spotify.com/track/7GOFNyZcCTwm1SsC5jOFpA
23,Shallow,"Lady Gaga",1086550,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
