,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"TVTB (feat. Dark Polo Gang)",Fedez,2907906,https://open.spotify.com/track/3J1ZGGnDdhfAN3z4qRRonq
2,"Stamm Fort (feat. Sfera Ebbasta)",Luche,2601065,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
3,"È sempre bello",Coez,2360029,https://open.spotify.com/track/18LXrvm337xqvFxpaB9Puj
4,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,2220963,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
5,"Calma - Remix","Pedro Capó",2039849,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
6,"Happy Birthday","Sfera Ebbasta",1450461,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2
7,"7 rings","Ariana Grande",1234457,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
8,"Baila Baila Baila",Ozuna,1208958,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
9,90MIN,Salmo,1191579,https://open.spotify.com/track/3Ls9yKzshQye18Tx2AvOb6
10,"Hola (I Say) (feat. Tom Walker)","Marco Mengoni",1190486,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi
11,"Cambiare Adesso","Dark Polo Gang",1182306,https://open.spotify.com/track/01MJgnPL3AuwmYQ4EbHzD7
12,"Torna a casa",Måneskin,1172128,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85
13,"Sweet but Psycho","Ava Max",1161450,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
14,"Ngopp'A Luna","Rocco Hunt",1125141,https://open.spotify.com/track/5290vWQUgvvVu9TtFRSSjw
15,"Cascare nei tuoi occhi",Ultimo,1117663,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M
16,"Holding out for You (feat. Zara Larsson)",Fedez,1107926,https://open.spotify.com/track/6eiVP1Q0XaevZEZnQFpYEH
17,"Senza Di Me (feat. Venerus & Franco126)",Gemitaiz,1063149,https://open.spotify.com/track/3xGD5KhnizETt7KQwxtUAc
18,"Stanza Singola (feat. Tommaso Paradiso)",Franco126,1049581,https://open.spotify.com/track/23hpOtox5sIuRqVBVVJxsO
19,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1039005,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
20,"Kim & Kanye (feat. Emis Killa)",Fedez,1033491,https://open.spotify.com/track/4c8B6JJys3lq1EfNk5RjSX
21,"MIA (feat. Drake)","Bad Bunny",1032517,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
22,"La fine del mondo",Anastasio,1018362,https://open.spotify.com/track/3FhWEh7VTAOYK4edZqNWNB
23,"oh 9od","tha Supreme",993251,https://open.spotify.com/track/0UuqwLM3UFmwcXSJgfFHvr
24,Magico,Izi,973722,https://open.spotify.com/track/5fQUYwhKS3UIxTJvSoQ2Qz
25,"Fuoco e benzina","Emis Killa",963419,https://open.spotify.com/track/4Fs1sEg9Mwn6vykFD89xvc
