,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calipso (with Dardust) (feat. Sfera Ebbasta, Mahmood & Fabri Fibra)","Charlie Charles",3363602,https://open.spotify.com/track/45zJRuzK9e6AO527NOW7Fy
2,JAMBO,"Takagi & Ketra",3174320,https://open.spotify.com/track/4H5arInh2BLVz94mIibTrv
3,"Ostia Lido",J-AX,3102571,https://open.spotify.com/track/2J9TGb5CRT4omfAgnKmXn5
4,"Dove e quando","Benji & Fede",2651016,https://open.spotify.com/track/5BAJMdCQqax0oBQigQTl5h
5,"Mambo Salentino",Boomdabash,2539068,https://open.spotify.com/track/7piIo15vVy3ULGXSpFs5xc
6,"Una volta ancora (feat. Ana Mena)","Fred De Palma",2403398,https://open.spotify.com/track/6gaeewGjNiQhWOUkWRSLTa
7,"Veleno 7",Gemitaiz,2187908,https://open.spotify.com/track/3fV9z98dnQLSIPIMMJXCm7
8,"So cosa fare","Capo Plaza",2032599,https://open.spotify.com/track/2bN0p91LZmBKmgmpIGu5RI
9,"I Don't Care (with Justin Bieber)","Ed Sheeran",1967884,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
10,"bad guy","Billie Eilish",1832954,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
11,Lento,"Boro Boro",1798683,https://open.spotify.com/track/0iRKVjfQzpr41T3WsU7shl
12,"Con Calma","Daddy Yankee",1662974,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
13,"Look Back at It (feat. CAPO PLAZA)","A Boogie Wit da Hoodie",1650493,https://open.spotify.com/track/34Jnbbi34tPtYdutY5Pd6G
14,"Corazón Morado (feat. Sfera Ebbasta)","Elettra Lamborghini",1645535,https://open.spotify.com/track/6stctriNY7UC7KyHcG7ZBH
15,Playa,"Baby K",1563203,https://open.spotify.com/track/7bBIBrSmHvdMlTC7b9p8Vq
16,Arrogante,Irama,1524213,https://open.spotify.com/track/14lgKkkbNsJl9fItqnEfpV
17,"Someone You Loved","Lewis Capaldi",1469570,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
18,"Piece Of Your Heart",MEDUZA,1401911,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
19,"Maradona y Pelé",Thegiornalisti,1372030,https://open.spotify.com/track/3xALgUxUFNYIrbMew1sbnC
20,"Te Robaré","Nicky Jam",1303251,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
21,Señorita,"Shawn Mendes",1282581,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
22,"Calma - Remix","Pedro Capó",1187649,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
23,Domenica,Coez,1185960,https://open.spotify.com/track/2tVNMtgZ2CQpTx7vgcuTkL
24,"Old Town Road","Lil Nas X",1183798,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
25,"Baila Baila Baila",Ozuna,1152659,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
26,Elisir,Tedua,1098136,https://open.spotify.com/track/7sbVjYS23l02aoYoUsKSbQ
27,"È sempre bello",Coez,1090035,https://open.spotify.com/track/6IdiuMw1FSAvU3e6bgWQVX
28,"Per Un Milione",Boomdabash,1087475,https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w
29,"Adan y Eva","Paulo Londra",1073664,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
30,"Don't Call Me Up",Mabel,1066242,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
31,m8nstar,"tha Supreme",1030478,https://open.spotify.com/track/5Aw0QmDZJZID69ZcTvEzXI
32,Parliamo,Luche,1026574,https://open.spotify.com/track/2O2wjjBU0BB0OOA3dCOOfr
33,"Contra La Pared","Sean Paul",1023569,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
34,Mademoiselle,"Sfera Ebbasta",994227,https://open.spotify.com/track/2aPnpV1hT7l3eP10uSGK6c
35,"48H (feat. Sfera Ebbasta)",Izi,983593,https://open.spotify.com/track/05mrU7mN3c1822bpY58UBC
36,"I Love You",Ghali,970430,https://open.spotify.com/track/7GOFNyZcCTwm1SsC5jOFpA
37,"Taki Taki","Dark Polo Gang",966590,https://open.spotify.com/track/5NF5Y4xv0tnTJFJgrqbA5o
38,"Vivere Tutte Le Vite - con Carl Brave",Elisa,952206,https://open.spotify.com/track/7l56nY7NMP1QDdWvRdJmmg
39,HP,Maluma,950440,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
40,"La hit dell'estate",Shade,922864,https://open.spotify.com/track/443cnFF139Ql85enXOTWEu
41,Polynesia,Gazzelle,919552,https://open.spotify.com/track/2QeCyjLDJ6qDJsCyofrEW9
42,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,908200,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
43,"Rondini Al Guinzaglio",Ultimo,906898,https://open.spotify.com/track/1jhHPnmgZepKU8qX4VhRZ0
44,Panamera,NDG,902097,https://open.spotify.com/track/0Zvdpp7GLZYT3OVtx4myHl
45,Soldi,Mahmood,901224,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
46,"Niente Photo","Guè Pequeno",891901,https://open.spotify.com/track/4h4WKGpUd9AHq9Z2DnBIzS
47,"Cin Cin",Alfa,879367,https://open.spotify.com/track/4GoLVIAplQyplhitHFabfy
48,"Loco Contigo (with J. Balvin & Tyga)","DJ Snake",875332,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
49,"Pensare Male (con Elodie)","The Kolors",864189,https://open.spotify.com/track/0vUhEAJIaTGqBJfDsOZoNt
50,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",859500,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
51,"Montenapo (feat. Lazza)","Guè Pequeno",818051,https://open.spotify.com/track/4qGuWcHRRqp429G1vJc4IF
52,"Hasta la vista",Ghali,812329,https://open.spotify.com/track/3M9lPHq5TbEv6RIxIUMxlJ
53,"Sex On The Beach","Dark Polo Gang",801854,https://open.spotify.com/track/3xKe1DOJinKfVTZyuHjFWz
54,Bamba,"Guè Pequeno",774450,https://open.spotify.com/track/0ogzCVU4ANTWTOI25Ox4jl
55,"Margarita (con Marracash)",Elodie,765487,https://open.spotify.com/track/3qBtltssunsFuzn6DxXI0b
56,Turbococco,Ghali,753819,https://open.spotify.com/track/143xRgiJanPo2U5RIZQdqh
57,"Sorriso (Milano Dateo)","Calcutta ",746846,https://open.spotify.com/track/6Rg0AJvt1xa4hR2QH2fUhb
58,"SOS (feat. Aloe Blacc)",Avicii,740199,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
59,"Muhammad Ali","Marco Mengoni",696987,https://open.spotify.com/track/0Es6eMldAFrmVs0QCOlIay
60,"Stamm Fort (feat. Sfera Ebbasta)",Luche,684545,https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD
61,"Rip RMX (feat. Shiva)","Side Baby",662285,https://open.spotify.com/track/7xwOv1FJd8iqnCoj3BDjpV
