,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Savage Love (Laxed - Siren Beat)","Jawsh 685",365027,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
2,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,333692,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
3,"Go Crazy","Chris Brown",276904,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
4,"Roses - Imanbek Remix","SAINt JHN",224903,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
5,"In the Air",L.A.B.,220644,https://open.spotify.com/track/5v7h5vQgCJKZT5vB3I9s3o
6,"Blinding Lights","The Weeknd",214770,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
7,"Stuck with U (with Justin Bieber)","Ariana Grande",199690,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
8,Supalonely,BENEE,193500,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
9,"death bed (coffee for your head)",Powfu,179945,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
10,"Watermelon Sugar","Harry Styles",177081,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
11,"Breaking Me",Topic,168685,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
12,"Rain On Me (with Ariana Grande)","Lady Gaga",168103,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
13,"Blueberry Faygo","Lil Mosey",158818,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
14,"Toosie Slide",Drake,155010,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
15,"Party Girl",StaySolidRocky,152126,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
16,"Intentions (feat. Quavo)","Justin Bieber",151191,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
17,"Don't Start Now","Dua Lipa",147534,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
18,"ily (i love you baby) (feat. Emilee)","Surf Mesa",142650,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
19,"Rover (feat. DTG)",S1mba,141910,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
20,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",139870,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
21,"Before You Go","Lewis Capaldi",139755,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
22,"Sunday Best",Surfaces,137234,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
23,"Long Gone",SIX60,137120,https://open.spotify.com/track/4PFAQAuJ9dEgamYO88Zp9P
24,"Break My Heart","Dua Lipa",136439,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
25,Glitter,BENEE,136105,https://open.spotify.com/track/23TPP1eeElFfvYVznskwCY
26,"If the World Was Ending - feat. Julia Michaels","JP Saxe",135685,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
27,"Someone You Loved","Lewis Capaldi",131203,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
28,"Catching Feelings (feat. SIX60)","Drax Project",128970,https://open.spotify.com/track/0gCNs3jCCDhObAK0MRghtv
29,"This City","Sam Fischer",128568,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
30,"WHATS POPPIN","Jack Harlow",126499,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
31,"Dance Monkey","Tones And I",126171,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
32,"THE SCOTTS","THE SCOTTS",123292,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
33,"The Box","Roddy Ricch",123139,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
34,"GO (feat. Juice WRLD)","The Kid LAROI",120617,https://open.spotify.com/track/2t7D3y0jvYjR8IP9Bosyew
35,GOOBA,6ix9ine,117392,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
36,"Adore You","Harry Styles",115372,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
37,Circles,"Post Malone",108821,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
38,"After Party","Don Toliver",108598,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
39,"Chicago Freestyle (feat. Giveon)",Drake,101233,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
40,"BELIEVE IT",PARTYNEXTDOOR,99342,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
41,Memories,"Maroon 5",98981,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
42,"The Greatest",SIX60,94297,https://open.spotify.com/track/2OmbLtdHJn3u9haCQXODl6
43,Falling,"Harry Styles",94209,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
44,"Say So","Doja Cat",93197,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
45,Falling,"Trevor Daniel",92113,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
46,"Be Kind (with Halsey)",Marshmello,88555,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
47,ROXANNE,"Arizona Zervas",86879,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
48,Controller,L.A.B.,86015,https://open.spotify.com/track/2DkxWMmdvS3f5hbz4UGQLO
49,goosebumps,"Travis Scott",85813,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
50,"Life Is Good (feat. Drake)",Future,84545,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
51,"Know Your Worth",Khalid,79736,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
52,"Please Don't Go",SIX60,77975,https://open.spotify.com/track/5caY6lIFeI2du0TpgCSRP1
53,"HIGHEST IN THE ROOM","Travis Scott",76129,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
54,"Ride It",Regard,75417,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
55,"Hold Me While You Wait","Lewis Capaldi",74719,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
56,"everything i wanted","Billie Eilish",73736,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
57,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",72924,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
58,Bruises,"Lewis Capaldi",72430,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
59,"Ballin' (with Roddy Ricch)",Mustard,71265,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
60,July,"Noah Cyrus",71253,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
61,Shallow,"Lady Gaga",70371,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
62,"Godzilla (feat. Juice WRLD)",Eminem,70135,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
63,"In Your Eyes","The Weeknd",69062,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
