,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"The Box","Roddy Ricch",370136,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,"Godzilla (feat. Juice WRLD)",Eminem,318446,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
3,Yummy,"Justin Bieber",315971,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
4,"Dance Monkey","Tones And I",304655,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,Glitter,BENEE,287573,https://open.spotify.com/track/23TPP1eeElFfvYVznskwCY
6,ROXANNE,"Arizona Zervas",282497,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
7,"In the Air",L.A.B.,276304,https://open.spotify.com/track/5v7h5vQgCJKZT5vB3I9s3o
8,"Don't Start Now","Dua Lipa",263678,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
9,"Blinding Lights","The Weeknd",253878,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
10,"Catching Feelings (feat. SIX60)","Drax Project",250159,https://open.spotify.com/track/0gCNs3jCCDhObAK0MRghtv
11,Circles,"Post Malone",238108,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
12,SUGAR,BROCKHAMPTON,227843,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
13,"Life Is Good (feat. Drake)",Future,220035,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
14,Memories,"Maroon 5",216747,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
15,"everything i wanted","Billie Eilish",216378,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
16,"Before You Go","Lewis Capaldi",206551,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
17,"Please Don't Go",SIX60,196843,https://open.spotify.com/track/5caY6lIFeI2du0TpgCSRP1
18,"Adore You","Harry Styles",196797,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
19,"The Greatest",SIX60,192880,https://open.spotify.com/track/2OmbLtdHJn3u9haCQXODl6
20,Falling,"Trevor Daniel",189146,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
21,"You should be sad",Halsey,184942,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
22,"My Oh My (feat. DaBaby)","Camila Cabello",181632,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
23,"Ride It",Regard,179392,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
24,"Long Gone",SIX60,175742,https://open.spotify.com/track/4PFAQAuJ9dEgamYO88Zp9P
25,"bad guy","Billie Eilish",175167,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
26,German,"No Money Enterprise",174863,https://open.spotify.com/track/4pMEp90aY5XZcQQGaH7ahu
27,"Watermelon Sugar","Harry Styles",174540,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
28,"Say So","Doja Cat",172729,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
29,"Someone You Loved","Lewis Capaldi",170676,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
30,"Trampoline (with ZAYN)",SHAED,162305,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
31,"hot girl bummer",blackbear,161701,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
32,"Good News","Mac Miller",154815,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY
33,"What A Man Gotta Do","Jonas Brothers",149457,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
34,Señorita,"Shawn Mendes",139268,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
35,Rare,"Selena Gomez",136956,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
36,Raining,SIX60,133660,https://open.spotify.com/track/2FUFFJNRIr0XnWWlL3zfYb
37,"Never Seen the Rain","Tones And I",132969,https://open.spotify.com/track/2grAr8pWMuLWn8ZYEE9wDV
38,"Sunday Morning","Mitch James",130287,https://open.spotify.com/track/1Asq6gE9O44i5krkhqa7Ls
39,"Lose Control",MEDUZA,124028,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
40,Eleven,Khalid,123299,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74
41,"Lose You To Love Me","Selena Gomez",117347,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
42,BOP,DaBaby,116081,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
43,"Ballin' (with Roddy Ricch)",Mustard,116073,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
44,"10,000 Hours (with Justin Bieber)","Dan + Shay",115648,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
45,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",115370,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
46,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",111169,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
47,"I Don't Care (with Justin Bieber)","Ed Sheeran",111084,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
48,Controller,L.A.B.,108556,https://open.spotify.com/track/2DkxWMmdvS3f5hbz4UGQLO
49,"No Idea","Don Toliver",107407,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
50,"Roses - Imanbek Remix","SAINt JHN",103405,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
51,Bruises,"Lewis Capaldi",102342,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
52,Suicidal,"YNW Melly",100951,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
53,"Beautiful People (feat. Khalid)","Ed Sheeran",97803,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
54,Vibes,SIX60,96628,https://open.spotify.com/track/5EKITWJXROxWdc0bcRrMLy
55,"Road Trip","Sons Of Zion",96416,https://open.spotify.com/track/5ia3VFoozaCyjEjufZ8Ljd
56,Soaked,BENEE,91307,https://open.spotify.com/track/4zIiarkbaDt2cm6sukb1Xt
57,"Don’t Forget Your Roots",SIX60,91254,https://open.spotify.com/track/5mUiad5pDU1wFvIbtKgJKB
58,"Never Enough",SIX60,90914,https://open.spotify.com/track/0irgkspMpvzCCg9LSevt9i
59,July,"Noah Cyrus",90508,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
60,"Good as Hell (feat. Ariana Grande) - Remix",Lizzo,89316,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
61,"HIGHEST IN THE ROOM","Travis Scott",88499,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
62,"Those Kinda Nights (feat. Ed Sheeran)",Eminem,86918,https://open.spotify.com/track/0VSzREd1OjEWJ9tXoFHRQH
63,"when the party's over","Billie Eilish",83346,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
64,Engineers,"Hp Boyz",82714,https://open.spotify.com/track/2WKAty6EEiV8Lt8dAnRAdy
65,"Yellow Hearts","Ant Saunders",82063,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
66,"High Fashion (feat. Mustard)","Roddy Ricch",80998,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm
67,"Old Town Road - Remix","Lil Nas X",79412,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
68,"Sunday Best",Surfaces,78958,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
69,Shallow,"Lady Gaga",77805,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
70,"Truth Hurts",Lizzo,77755,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq
71,"Eastside (with Halsey & Khalid)","benny blanco",77313,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
72,"Rushing Back",Flume,77028,https://open.spotify.com/track/2zoNNEAyPK2OGDfajardlY
73,"Dreams - 2004 Remaster","Fleetwood Mac",76283,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
74,"Ayy Macarena",Tyga,75300,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
