,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Tusa,"KAROL G",3952297,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
2,Diosa,"Myke Towers",3217558,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
3,Tattoo,"Rauw Alejandro",2759212,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
4,Keii,"Anuel AA",2719444,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
5,Morado,"J Balvin",2453594,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
6,Ignorantes,"Bad Bunny",2285757,https://open.spotify.com/track/3wYRLYuO1M88d8woWUIxct
7,Medusa,"Jhay Cortez",2179551,https://open.spotify.com/track/3qM0vBxIe4VUbK0Z0smuVP
8,"Me Gusta",Shakira,1971749,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
9,"Se iluminaba","Fred De Palma",1693445,https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
10,Muévelo,"Nicky Jam",1663881,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
11,+,Aitana,1499604,https://open.spotify.com/track/5Cbo7oz78gqkzV3EAM63VA
12,"Dance Monkey","Tones And I",1491563,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
13,"Prendio (Remix)",Rvfv,1488852,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
14,"Hola - Remix",Dalex,1464441,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
15,"Alocao (With Bad Gyal)","Omar Montes",1463502,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
16,Indeciso,Reik,1279049,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
17,"Pegamos Tela",Lérica,1255107,https://open.spotify.com/track/4punHldq7Jfx0Plu7SdjQ0
18,"Sigues Con El","Dímelo Flow",1244611,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
19,Blanco,"J Balvin",1206132,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
20,Vete,"Bad Bunny",1160610,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
21,"RITMO (Bad Boys For Life)","Black Eyed Peas",1150905,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
22,"Malibú con Piña","Funzo & Baby Loud",1133800,https://open.spotify.com/track/4T7SpjqFNSpfdAsN66DkiE
23,"Whine Up","Nicky Jam",1087070,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
24,"Si por mi fuera",Beret,1074194,https://open.spotify.com/track/3W87IIdSOE63W0Qyhy7r2b
25,China,"Anuel AA",1048042,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
26,"Easy - Remix","Jhay Cortez",1044040,https://open.spotify.com/track/1NmQc6rwLv7g0UHL1AFOa9
27,"Fuera De Mi Mente",Lérica,1042078,https://open.spotify.com/track/7bsqRe39lKOYX45FZpzP9o
28,"Blinding Lights","The Weeknd",1023353,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
29,Fantasias,"Rauw Alejandro",975798,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
30,Zorra,"Bad Gyal",953438,https://open.spotify.com/track/0OP1RzrglC008kj79Httv3
31,Aventura,Lunay,947773,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon
32,Rutina,"Myke Towers",912023,https://open.spotify.com/track/3YntiCUU0Xqq0B68FM3YAt
33,Girl,"Myke Towers",904924,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
34,Rueda,Chimbala,898270,https://open.spotify.com/track/71NGDQ9vSPXm55pyWeAxKK
35,"Ella No Quiere Rosé",Rvfv,837648,https://open.spotify.com/track/6Aqeqb9rVNA1U6zuuxczQZ
36,"Perreo en La Luna","Rich Music LTD",830842,https://open.spotify.com/track/0RDgqtvOHLwcI6yz9bjsZV
37,"Don't Start Now","Dua Lipa",802780,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
38,"Yo x Ti, Tu x Mi",ROSALÍA,772974,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
39,Definitivamente,"Daddy Yankee",744790,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv
40,"Bellaquita - Remix",Dalex,743970,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA
41,Tabú,"Pablo Alborán",715150,https://open.spotify.com/track/471HeGJPKw07MObixON0Um
42,"Indios y Vaqueros",Sinsinati,705893,https://open.spotify.com/track/3u5GmyJP2MU3tEJgyiAG2T
43,"Como Panas","Bryant Myers",703771,https://open.spotify.com/track/07MrcfLozSPBfEI8GPOZgc
44,"B11 (feat. Myke Towers)",Rvssian,690541,https://open.spotify.com/track/4o1DxRjMCHDwBiOKv88rOl
45,"Te Quemaste","Manuel Turizo",687658,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC
46,Fantasía,Ozuna,682280,https://open.spotify.com/track/40rXWke6SnXiGkSmaT8ZUr
47,"Viene y Va","C. Tangana",671185,https://open.spotify.com/track/1UozIJsPRJVXDRG08AgUQP
48,Presiento,Morat,653185,https://open.spotify.com/track/2V4hc5gplg7EXlrRUvD4rp
49,"Qué Bonito Es Querer","Manuel Carrasco",647963,https://open.spotify.com/track/6uzGmmQ4CuG9HvZktEy0LF
50,"Quédate conmigo",Pole.,643569,https://open.spotify.com/track/3T1egHTtRtYoal4SPUJAAe
51,"Más y Más","Omar Montes",612846,https://open.spotify.com/track/4i0sSXYpBLMnhHc7jnI5v2
52,"Qué Sabrá Neruda","Javy Ramírez",595400,https://open.spotify.com/track/4huB3db25M1GuvadoVtz6r
53,"Ahora Dice Que Me Ama",Bandaga,580848,https://open.spotify.com/track/2Z3RqW9jfl62il0R4q8wQy
54,"Suave - Remix","Jey Blessing",574007,https://open.spotify.com/track/6K7V47wFpfam2aeE893rbL
55,"A Dónde Vamos",Morat,571228,https://open.spotify.com/track/671sG3ETDxC3L6qcGIrHRM
56,"De Tranquilote","Danny Romero",559128,https://open.spotify.com/track/1IDFcb3cjkj2dhv3UaxX9b
57,"La Pared 360","Lenny Tavárez",548730,https://open.spotify.com/track/2w8SKQCnT2YQK1qCqKl2uW
58,"Relación Rota","Myke Towers",546944,https://open.spotify.com/track/5RClLxkUvnMWFUQ3VAQEHj
59,"Pa Los Gustos Los Colores",Javiielo,541190,https://open.spotify.com/track/6EWWkqE4aFlZRyoFwwOT8u
60,DOSIS,Dvicio,538189,https://open.spotify.com/track/0cDumxvNKhydP1Cmon2S6E
61,"The Box","Roddy Ricch",534762,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
62,"Dónde Estás",KHEA,533328,https://open.spotify.com/track/16DNJ8y6k97DxuMyV49W7V
63,Memories,"Maroon 5",531766,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
64,Señorita,"Shawn Mendes",527065,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
65,"No Me Conoce - Remix","Jhay Cortez",526831,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
66,"No Quiero Verte",Rvfv,523384,https://open.spotify.com/track/4SPqRLaD6GI2ZdF8vyctsz
67,"La Cama",Lunay,522958,https://open.spotify.com/track/0OoqRZXnSrgIUAha3iLKG1
68,Yummy,"Justin Bieber",522625,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
69,Mejor,Dalex,520734,https://open.spotify.com/track/1mF6sMUsRU9MisrdB9qWvg
70,"Adicto (with Anuel AA & Ozuna)",Tainy,519933,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
71,"La Rubia - Remix 2","La Nueva Escuela",512512,https://open.spotify.com/track/7KKTnv81z6DmfPIGsZWjOW
72,"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",512395,https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD
73,"Hasta Que Salga el Sol",Ozuna,510893,https://open.spotify.com/track/0dDboLfmRNsTBscy4j3Rnl
74,"NADA (with Lauren Jauregui & C. Tangana)",Tainy,505506,https://open.spotify.com/track/1CrwI6m6zrG8AvOyvzpTHO
75,"Soldadito de Hierro","Nil Moliner",501326,https://open.spotify.com/track/1wWSi1N5mBif8926JR78Ju
76,Atrevido,Trueno,500731,https://open.spotify.com/track/49rFA0vfmY9Eel2cInKmTk
77,Callaita,"Bad Bunny",491407,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
78,Tutu,Camilo,473405,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
79,ROXANNE,"Arizona Zervas",470569,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
80,"Con Altura",ROSALÍA,470440,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
81,Quizas,"Rich Music LTD",453891,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
82,"MALA SANTA","Becky G",453629,https://open.spotify.com/track/5e50NiIlOc2YJIftHzoehd
83,"Me Equivocaré","Antonio José",450786,https://open.spotify.com/track/5zsvrbPy4w9nz067ViWprz
84,Ronca,"Myke Towers",445823,https://open.spotify.com/track/0WxhO7pvOWqFJRMBQ3q3B2
85,"Sueño (con Pablo Alborán)",Beret,441847,https://open.spotify.com/track/71M1szVbVYZM5M6QlIm6aC
86,Angelito,"Recycled J",439162,https://open.spotify.com/track/6Q4v5tWo0jiKFauigcvV7U
87,Belfast,"Juancho Marqués",428470,https://open.spotify.com/track/5BsmUIjgwobAwCh1WMvQip
88,"bad guy","Billie Eilish",427618,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
89,"MONEY TILL I DIE","Kidd Keo",426278,https://open.spotify.com/track/1MMhI6ISQt0UOVtU6DoAtE
90,"Intentions (feat. Quavo)","Justin Bieber",424476,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
91,Falling,"Trevor Daniel",419946,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
92,"Coronao Now (Remix)","El Alfa",417402,https://open.spotify.com/track/047WmwIeerHyIUstFAEz5A
93,"everything i wanted","Billie Eilish",414590,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
94,Bésame,"David Bisbal",413486,https://open.spotify.com/track/7kcSKOl5rR4zGxFNYhkeRX
95,"Que Tire Pa Lante","Daddy Yankee",410238,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
96,Physical,"Dua Lipa",406132,https://open.spotify.com/track/5px6upUHM3fhOP621Edp4V
97,Despacio,"Natti Natasha",404884,https://open.spotify.com/track/203uubEQA07to1kbro35qQ
98,"Soltera - Remix",Lunay,394673,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
99,"Otro Trago - Remix",Sech,394304,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
100,TBT,"Sebastian Yatra",393236,https://open.spotify.com/track/4s45VgkknMFkdiGoUcjxQU
101,Disparos,"Dani Fernández",391697,https://open.spotify.com/track/2F75mXaavRl0hm3rtM15cq
102,"Me Quedo",Aitana,389879,https://open.spotify.com/track/6Nqi1fWKYXrVXmF3RtQbSf
103,"Con Calma","Daddy Yankee",388723,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
104,"Si Te Vas",Sech,388548,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
105,"Someone You Loved","Lewis Capaldi",378997,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
106,"Con La Miel En Los Labios",Aitana,378105,https://open.spotify.com/track/2QJcrJNa4KGxQ6bw0MH3Zx
107,"LA CANCIÓN","J Balvin",375877,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
108,"Calma - Remix","Pedro Capó",375371,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
109,"Lo siento",Beret,374702,https://open.spotify.com/track/5o2M4yHxo9kyNLdgihFeV1
110,"No Time To Die","Billie Eilish",373180,https://open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR
111,"Que Calor (with J Balvin & El Alfa)","Major Lazer",372758,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3
112,PORFA,Feid,371218,https://open.spotify.com/track/3iQOfefMGDVDwo8dZoco8T
113,"No Vuelvas Más",Darell,370402,https://open.spotify.com/track/0mcBgVRVsvESTkEyVHt7Ue
114,Goteo,Duki,367377,https://open.spotify.com/track/57kdZIOAaolxAjB67d2yU3
115,Tú,"Myke Towers",367244,https://open.spotify.com/track/7xX3wvvcZvxGCa06KlgTCp
116,"La Pared",Cupido,361681,https://open.spotify.com/track/6k436htnE7M4QXXWOjhTYZ
117,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",359844,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
118,"Me vas a ver",Beret,357761,https://open.spotify.com/track/3iVwzH29gquHzkrZuy3M4w
119,Infeliz,Arcangel,356117,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
120,"I Don't Care (with Justin Bieber)","Ed Sheeran",353894,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
121,"Déjate Querer","Lalo Ebratt",352699,https://open.spotify.com/track/3mN2DtljBhnrIpc3Nu2pJ8
122,"Dream Girl - Remix","Ir Sais",350191,https://open.spotify.com/track/099tjv6oy2opbpCOA3nBwX
123,"No Me Olvida",Robledo,345773,https://open.spotify.com/track/2N1YUkjeP4Zdbhhf0nKOoD
124,"La Mentira (feat. Joaquín Sabina)","Dani Martín",338856,https://open.spotify.com/track/21by4HhbV3w4uUNrotR02z
125,"Una Foto en Blanco y Negro","David Otero",335901,https://open.spotify.com/track/4BNqM0h2wukiQkAUKZjurV
126,"Mi Error - Remix","Eladio Carrion",335636,https://open.spotify.com/track/5IjOqh4XLyjHINuOGolmAt
127,"Lola Bunny","Lola Indigo",335079,https://open.spotify.com/track/7IzbHY75UhGztauT7U5eKb
128,"100 Preguntas",Ozuna,332881,https://open.spotify.com/track/21Oh0PHE9KQPXPUvXk7sY9
129,Prendío,Rvfv,332799,https://open.spotify.com/track/1pUq8PePQRODKRKwY2nvC8
130,"After Hours","The Weeknd",332428,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v
131,"¿Qué Ha Pasao'?","Abraham Mateo",330431,https://open.spotify.com/track/2zkVH2daHyjS51g7PRJFDn
132,"No Te Preocupes por Mi",Leiva,326026,https://open.spotify.com/track/7hv7synVPhVu30Ex2amJQc
133,Fuego,Estopa,320865,https://open.spotify.com/track/5Aax4WuBCyiVp4NDB3lg5j
134,"Vas A Quedarte",Aitana,319216,https://open.spotify.com/track/0fwIHsKXNEcb57u2um7z9I
135,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX","DJ Snake",317974,https://open.spotify.com/track/4odViYSPthqtubEZHUvXUj
136,Porno,"Rich Music LTD",316618,https://open.spotify.com/track/34ZngZgo8xicbt1EE8Ob8Z
137,"Soldadito marinero","Fito y Fitipaldis",314575,https://open.spotify.com/track/0eVborSuxUeSg0meWYd9dZ
138,Shallow,"Lady Gaga",313496,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
139,"11 PM",Maluma,312206,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
140,"Kemba Walker","Eladio Carrion",311433,https://open.spotify.com/track/4jhHaLksdP8DJZzxYAjOSz
141,Cinderella,"Ayax y Prok",306853,https://open.spotify.com/track/48LCnGeww8DfeXVc5V3tAR
142,"Mi Religión","Nil Moliner",300364,https://open.spotify.com/track/5zNlrLpJFZt3RvRe9A0Hed
143,Piensan,"Myke Towers",298143,https://open.spotify.com/track/1A9PKAFEHMWgXNLpgf7k4J
144,"Mi Persona Favorita","Alejandro Sanz",295639,https://open.spotify.com/track/1O4dGIPUXUanseRdv4fNzw
145,"Adan y Eva","Paulo Londra",294897,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
146,"105 F Remix",KEVVO,294643,https://open.spotify.com/track/1aUGxXCz9QimNkKeiJtzZ7
147,"Pikete italiano",KvndySwing,294575,https://open.spotify.com/track/2RQkGlEXPw0hfBZTFge8fX
148,"5 Sentidos",Dvicio,291599,https://open.spotify.com/track/7chjOPhoxbpRYSrO1rvdnu
149,"Me llama",Beret,289777,https://open.spotify.com/track/06ovTE7S3xHfpqxNZxVfSn
150,Easy,"Jhay Cortez",289218,https://open.spotify.com/track/7fTsw0IKbbPDN19keS32tF
151,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,285000,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
152,"Enchochado de Ti","Don Patricio",284361,https://open.spotify.com/track/6G8TNOdTBpBPmDdJAvoVhA
153,Piropo,Noriel,283858,https://open.spotify.com/track/5YrjfKuFd0pMmYTGeRDV6X
154,"Borracho De Amor","Cali Y El Dandee",283113,https://open.spotify.com/track/4QtQgsK7DChmU4EM5NtqyK
155,"La Playa","Myke Towers",282190,https://open.spotify.com/track/6768f4xbHQBpJo5lvFVNvs
156,Velitas,Darell,281328,https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq
157,Princesas,Pereza,281289,https://open.spotify.com/track/3hlWUNjAlbZ6nOjAbrivBv
158,"Adore You","Harry Styles",277802,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
159,Circles,"Post Malone",277502,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
160,"Un Año","Sebastian Yatra",275292,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
161,Mirándote,Rvfv,273732,https://open.spotify.com/track/6wywJ7RutAY0JL7cMP7uFN
162,MIB,"Myke Towers",272506,https://open.spotify.com/track/7z9chavxReUpyOZoAkUnUb
163,"Beautiful People (feat. Khalid)","Ed Sheeran",272135,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
164,"Cuando Nadie Ve",Morat,270916,https://open.spotify.com/track/71iAechwVKGu26pahzFL0k
165,"Te Robaré","Nicky Jam",270294,https://open.spotify.com/track/4PJ3umtW1aWdfh5EITHc6T
166,"Life Is Good (feat. Drake)",Future,270276,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
167,Bonita,Juanes,268141,https://open.spotify.com/track/3ewwb5s3WHYqEdkBnwKlTS
168,Diavla,"Chris Viz",267129,https://open.spotify.com/track/0Hv33beQ6rSQPnRPlt83O8
169,"Coronao Now","El Alfa",266108,https://open.spotify.com/track/7FbKipScVxkjQxQXwTd0gL
170,"Qué Pena",Maluma,265874,https://open.spotify.com/track/5099x34vBakWpGkHourFxP
171,LowKey,"Bryant Myers",265732,https://open.spotify.com/track/3aSZoM8ZylbB0xCBkGpNTg
172,"QUE PRETENDES","J Balvin",263712,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
173,"Ride It",Regard,263275,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
174,Loco,Beéle,262721,https://open.spotify.com/track/2J9B63FawlTaPdg4eH5X03
