,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,DÁKITI,"Bad Bunny",5827550,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS
2,"Tú Me Dejaste De Querer","C. Tangana",4902863,https://open.spotify.com/track/0XinBYhf1X3kdvKQHOX971
3,"La Nota","Manuel Turizo",2763774,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
4,Problemas,"Paris Boy",2301562,https://open.spotify.com/track/2aQJOc2QUTdQl1J2Z9VxYO
5,BICHOTA,"KAROL G",2183331,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
6,"Demasiadas Mujeres","C. Tangana",2128920,https://open.spotify.com/track/2iUz95Osgl4fFZbNJ0xuoD
7,"A Un Paso De La Luna","Ana Mena",2008035,https://open.spotify.com/track/7ql2RUmAmj36tkMUNWo7MT
8,"Mi Niña",Wisin,1983495,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
9,"La Luz",Sech,1930058,https://open.spotify.com/track/5zj8WNkBrEzlI5FKeYV4ol
10,"Blin Blin","Bad Gyal",1814761,https://open.spotify.com/track/5u5S7D8NaQzyKkdU4duHJR
11,"Una Locura",Ozuna,1728544,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
12,"Chica Ideal","Sebastian Yatra",1726602,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
13,"Entre tú y yo","Chema Rivas",1720908,https://open.spotify.com/track/2nleoafEjZ3h1NUtkz6i1X
14,Motorola,Morad,1638182,https://open.spotify.com/track/3XkPX66UVP2FhtnvJBzpl1
15,Despeinada,Ozuna,1624061,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
16,"Vida de Rico",Camilo,1615664,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
17,Reloj,"Rauw Alejandro",1571491,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
18,"Relación - Remix",Sech,1508574,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
19,"Del Mar",Ozuna,1508214,https://open.spotify.com/track/5cpJFiNwYyWwFLH0V6B3N8
20,"Qué Le Voy a Hacer",Skechi,1390672,https://open.spotify.com/track/5K4T7KJlGKoiwKA2nuQCjy
21,Hawái,Maluma,1367320,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
22,"Fake Capo (Remix)","Karetta el Gucci",1366886,https://open.spotify.com/track/2HhmZirVUVPo4wWCgUU70P
23,"Yo No Voy",Morad,1343769,https://open.spotify.com/track/2tuL5CiDgPwwJXTFxUlfpX
24,"De Cora <3","Rauw Alejandro",1323272,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2
25,"La Tóxica",Farruko,1252039,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
26,Enchule,"Rauw Alejandro",1222880,https://open.spotify.com/track/0S9ZVNTNRzLMgb96tmmG1u
27,"Se Te Nota (with Guaynaa)","Lele Pons",1217618,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
28,Polvo,"Nicky Jam",1188275,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5
29,"La Curiosidad","Jay Wheeler",1183114,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
30,Tussi,Arcangel,1180284,https://open.spotify.com/track/4vjVdfdBHnUiaFCcUa3gfn
31,Jeans,"Justin Quiles",1174287,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
32,"Como Estrellas","LA YOUNG",1149625,https://open.spotify.com/track/3Iql4v0ISjuMqj7MNkuWJX
33,"Mood (feat. iann dior)",24kGoldn,1053609,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
34,Mami,Ptazeta,1026986,https://open.spotify.com/track/55C0glNSvxJDCfgHwiCZb1
35,"Don Don","Daddy Yankee",994342,https://open.spotify.com/track/3kml9ZdpT7UYk1ugkjqOzt
36,"cómo te va?","Lola Indigo",982303,https://open.spotify.com/track/3lf6mWt6LkbQ4OarnxrBGD
37,Bonita,Jeeiph,970564,https://open.spotify.com/track/7EUvcSFkyVB73zrblhQmEL
