,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Tusa,"KAROL G",4034090,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
2,"Me Gusta",Shakira,2227761,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
3,Morado,"J Balvin",1969268,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks
4,"Alocao (With Bad Gyal)","Omar Montes",1919616,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI
5,"Dance Monkey","Tones And I",1866328,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
6,+,Aitana,1781066,https://open.spotify.com/track/5Cbo7oz78gqkzV3EAM63VA
7,Blanco,"J Balvin",1708459,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc
8,Indeciso,Reik,1625511,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
9,"Hola - Remix",Dalex,1592156,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
10,Zorra,"Bad Gyal",1580913,https://open.spotify.com/track/0OP1RzrglC008kj79Httv3
11,"RITMO (Bad Boys For Life)","Black Eyed Peas",1574993,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
12,Vete,"Bad Bunny",1490993,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
13,"Se iluminaba","Fred De Palma",1455444,https://open.spotify.com/track/3VPOZWtj8mM89IiRNygxgS
14,"Whine Up","Nicky Jam",1428555,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0
15,China,"Anuel AA",1348295,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
16,Muévelo,"Nicky Jam",1346864,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
17,"Prendio (Remix)",Rvfv,1335653,https://open.spotify.com/track/17VsiwLi1ovKYdVUqDieGC
