,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Jasmine Sandlas",1296171,https://open.spotify.com/track/5fXslGZPI5Cco6PKHzlSL3
2,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",1054220,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
3,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,995163,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF
4,Yummy,"Justin Bieber",966813,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
5,Falling,"Trevor Daniel",947139,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
6,Makhna,"Tanishk Bagchi",906636,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
7,"Lagdi Lahore Di (From ""Street Dancer 3D"")","Guru Randhawa",809670,https://open.spotify.com/track/5I2wbDvSI98HLVB42YO9sU
8,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",808382,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
9,"Ghungroo (From ""War"")","Arijit Singh",793373,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
10,"Black Swan",BTS,763470,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b
11,"Godzilla (feat. Juice WRLD)",Eminem,717304,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
12,"Yaad Piya Ki Aane Lagi","Neha Kakkar",711947,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
13,Memories,"Maroon 5",702382,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
14,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",687300,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
15,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",620816,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
16,Señorita,"Shawn Mendes",598267,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
17,ROXANNE,"Arizona Zervas",593718,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
18,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",571468,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
19,Rare,"Selena Gomez",531156,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
20,"Buttabomma - Telugu","Armaan Malik",527115,https://open.spotify.com/track/0dnDTvdUco2UbaBjUtPxNS
21,"Blinding Lights","The Weeknd",517378,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
22,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon,505314,https://open.spotify.com/track/2U0BLmYoSESYOdwMxW2yA9
23,"Sauda Khara Khara","Diljit Dosanjh",462999,https://open.spotify.com/track/1v8H06ctqfMX8IUxU9nCaI
24,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar",458431,https://open.spotify.com/track/7ofWUKeNCUw1P64ArIwG9b
25,"Duniyaa (From ""Luka Chuppi"")",Akhil,439499,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
26,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",439400,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
27,Circles,"Post Malone",433549,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
28,"O Saki Saki (From ""Batla House"")","Neha Kakkar",420376,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
29,Samajavaragamana,"Sid Sriram",407593,https://open.spotify.com/track/3j9DrRebdWK1jkpOw9FZUy
30,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",403756,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
31,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",403103,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
32,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",402945,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
33,Filhall,"B Praak",401287,https://open.spotify.com/track/6E7P1uT2afeor2t6wR2y2r
34,"Ve Maahi","Arijit Singh",389320,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
35,"Shaitan Ka Saala (From ""Housefull 4"")","Sohail Sen",388027,https://open.spotify.com/track/7IAJzec1UxGYmNvbPTHbxx
36,"Chal Bombay",DIVINE,384654,https://open.spotify.com/track/6AooRgSRDzbCYL4NZ4RCjU
37,"Chandigarh Mein",Badshah,381930,https://open.spotify.com/track/5RHCtCi4k67doox07JmHTf
38,"My Oh My (feat. DaBaby)","Camila Cabello",370360,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
39,"You should be sad",Halsey,368514,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
40,"8 Parche","Baani Sandhu",367739,https://open.spotify.com/track/42ETKyApzUl8hTtytFAjen
41,"Dua Karo (From ""Street Dancer 3D"")","Arijit Singh",367636,https://open.spotify.com/track/5zEx8v8GJKoTx55zGeq8me
42,Kamaal,Badshah,366298,https://open.spotify.com/track/1q7W78ZYL9iqyYeVONU2hg
43,"What A Man Gotta Do","Jonas Brothers",357709,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
44,"Naah Goriye (From ""Bala"")","B Praak",351975,https://open.spotify.com/track/1CM4rFDU9q4EoLy2K44qE6
45,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",347788,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
46,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",337934,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
47,Sakhiyaan,"Maninder Buttar",337831,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
48,"On My Way","Alan Walker",336525,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
49,"Ramuloo Ramulaa - Duet","Anurag Kulkarni",331160,https://open.spotify.com/track/4uXJADmybUHUgycBWFHeq6
50,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",323568,https://open.spotify.com/track/5QVHNa0ppJUOoqSd36ovQS
51,"Lose You To Love Me","Selena Gomez",321508,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
52,"Life Is Good (feat. Drake)",Future,318170,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
53,Naagin,Vayu,310104,https://open.spotify.com/track/7gAyu0od48mkaCw1laPKVC
54,"Mummy Nu Pasand (From ""Jai Mummy Di"")","Sunanda Sharma",309752,https://open.spotify.com/track/74qF0JeFMVilMEeFDiQZ48
55,"Trampoline (with ZAYN)",SHAED,308030,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
56,"Ik Tera","Maninder Buttar",297852,https://open.spotify.com/track/57DhVYA7E1CyrE4OKuyLb7
57,"Don't Be Shy Again (From ""Bala"")",Sachin-Jigar,297788,https://open.spotify.com/track/2TbCdbFzs2xO2nzasn0Qvw
58,"Proper Patola",Badshah,292650,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
59,"Lamborghini (From ""Jai Mummy Di"")","Meet Bros.",291953,https://open.spotify.com/track/5xWpxI216rbOSiAqjdn6gy
60,"hot girl bummer",blackbear,290189,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
61,"Can We Kiss Forever?",Kina,289803,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
62,"everything i wanted","Billie Eilish",284791,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
63,"Jai Jai Shivshankar (From ""War"")","Vishal Dadlani",284309,https://open.spotify.com/track/6lfSsCL894Qw15xbt7cSUy
64,"bad guy","Billie Eilish",281220,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
