Year,Month,Danceability %,Energy %,Valence %,Country
2020,3,0.6770320972668817,0.6115912346936999,0.4907249746244581,United Kingdom
2020,4,0.6842171378979565,0.619002219640619,0.5068388843705891,United Kingdom
2020,5,0.6899736132827149,0.6335603632344236,0.5172661282961691,United Kingdom
2020,6,0.6919459629452335,0.6345667832346801,0.5331028912340999,United Kingdom
2020,7,0.6783713144367762,0.6143883715967744,0.5115244895848853,United Kingdom
2020,8,0.6859193180624912,0.6327944397266533,0.5141349903350598,United Kingdom
2020,9,0.6881877440596424,0.6372970040908134,0.5144466719939287,United Kingdom
2020,10,0.6816425493451794,0.6469888207630966,0.5150722141551624,United Kingdom
2020,11,0.6555131705336272,0.6199196643977719,0.5360915529081123,United Kingdom
2020,12,0.6019805619273161,0.5857112194930324,0.5668701360546959,United Kingdom
2019,1,0.6891558459151373,0.6423478389749124,0.4883343233809434,Italy
2019,2,0.664414746111864,0.6484447992648902,0.4726779604578045,Italy
2019,3,0.6898504064178483,0.6576328919365879,0.5054243744381232,Italy
2019,4,0.6852296005278827,0.6433030600334083,0.4938956370376748,Italy
2019,5,0.6785116255250241,0.6450263473730552,0.5004894238522566,Italy
2019,6,0.7163203844278664,0.6752323045189721,0.5630489222323115,Italy
2019,7,0.7173080556580419,0.6751828874716541,0.5588601184442352,Italy
2019,8,0.7124311020557833,0.6618088736574467,0.5456410815644293,Italy
2019,9,0.7258272211108451,0.6455719662731658,0.5086260539483408,Italy
2019,10,0.706265314057302,0.6374997409585843,0.4942947756024714,Italy
2019,11,0.6866181658158735,0.6603871673215013,0.5000246578226492,Italy
2019,12,0.6599856464335249,0.6339462465023188,0.5095436135059541,Italy
2020,1,0.6815299117071066,0.6272914040329439,0.48596307481661,Italy
2020,2,0.6458051436638049,0.6539066477012125,0.4867842270746544,Italy
2020,3,0.6583811346698998,0.6525551628837439,0.4792856429608037,Italy
2020,4,0.6916286252961512,0.645101634826973,0.4899755240641315,Italy
2020,5,0.7075935275565239,0.6555675896365099,0.5020653642883449,Italy
2020,6,0.6982730567827623,0.6781560805381446,0.5182579150989418,Italy
2020,7,0.7187077626765633,0.6975319868654098,0.5637152678613762,Italy
2020,8,0.7112006867802999,0.6910115988553169,0.5633025612715944,Italy
2020,9,0.6793614507809118,0.6850935005581978,0.5257419158477438,Italy
2020,10,0.6735300510898952,0.6845370550593737,0.5099864099293424,Italy
2020,11,0.7047072201972572,0.6511635362515659,0.4859300451447579,Italy
2020,12,0.6710826490300288,0.6360513758905156,0.4961719579838619,Italy
