,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,DÁKITI,"Bad Bunny",7414725,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
2,BICHOTA,"KAROL G",6719886,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
3,"LA NOCHE DE ANOCHE","Bad Bunny",3870457,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
4,Hawái,Maluma,3652078,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
5,Reloj,"Rauw Alejandro",3292992,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
6,"Relación - Remix",Sech,2678436,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
7,"Se Te Nota (with Guaynaa)","Lele Pons",2677503,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
8,"La Tóxica",Farruko,2650289,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
9,"Dime Cómo Quieres","Christian Nodal",2597973,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV
10,"Hecha Pa' Mi",Boza,2411603,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
11,"Mi Niña",Wisin,2379083,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
12,"La Nota","Manuel Turizo",2330065,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq
13,"Chica Ideal","Sebastian Yatra",2326290,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
14,"TE MUDASTE","Bad Bunny",2289667,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
15,"Aquí Abajo","Christian Nodal",2254753,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG
16,"Vida de Rico",Camilo,2253712,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
17,"Cabrón y Vago - En Vivo","El Fantasma",2169604,https://open.spotify.com/track/4nbWX2HzrOEnX4xxvYRCyU
18,"La Curiosidad","Jay Wheeler",2068909,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
19,"Ay, DiOs Mío!","KAROL G",2046718,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
20,"Parce (feat. Justin Quiles)",Maluma,1933849,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
21,Jeans,"Justin Quiles",1875257,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
22,BEBÉ,Camilo,1836662,https://open.spotify.com/track/7D7EH7MGyNHWSkqrszerI1
23,"Blinding Lights","The Weeknd",1811767,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
24,"Mi Cuarto","Jerry Di",1790185,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
25,"Pa' Olvidarme De Ella","Piso 21",1743167,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
26,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,1687322,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
27,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1680135,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
28,"GIRL LIKE ME","Black Eyed Peas",1673887,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
29,Azul,"J Balvin",1661224,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
30,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1635404,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
31,"Tattoo - Remix with Camilo","Rauw Alejandro",1612901,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
32,"Una Locura",Ozuna,1599330,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
33,Tusa,"KAROL G",1597438,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
34,"De Los Besos Que Te Di","Christian Nodal",1596693,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
35,"HACIENDO QUE ME AMAS","Bad Bunny",1583759,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
36,"La Jeepeta - Remix","Nio Garcia",1572103,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
37,Tú,"Carin Leon",1525430,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
38,"Se Me Olvidó","Christian Nodal",1521399,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
39,"Me La Avente","Carin Leon",1442436,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
40,"Ramito De Violetas","Mi Banda El Mexicano",1361205,https://open.spotify.com/track/6sRaqq9SYsSTPvrWkL1sRy
41,Nada,"Cali Y El Dandee",1353808,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
42,"100 Años","Carlos Rivera",1339787,https://open.spotify.com/track/4XKC4nfeXgyd4KQDu8arKL
43,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",1324537,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
44,Poco,Reik,1301063,https://open.spotify.com/track/6VZMIyzOupI4vA68RaUgXb
45,"Más De La Una","Piso 21",1298843,https://open.spotify.com/track/69Y5IZuBvGyzySFt5x7kCq
46,"La Mitad",Camilo,1276426,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
47,Safaera,"Bad Bunny",1238673,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
48,"BOOKER T","Bad Bunny",1234801,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So
49,"Palabra de Hombre","El Fantasma",1216071,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
50,"Caramelo - Remix",Ozuna,1187397,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV
51,"Quiéreme Mientras Se Pueda","Manuel Turizo",1171348,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M
52,"El Envidioso","Los Dos Carnales",1166640,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g
53,Bandido,"Myke Towers",1157000,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
54,"Amor A Primera Vista","Los Ángeles Azules",1116375,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
55,"Hasta Abajo","Kevin Roldan",1113324,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw
56,"Si Veo a Tu Mamá","Bad Bunny",1099996,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
57,"Ahora Te Puedes Marchar","Luis Miguel",1079703,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
58,Despeinada,Ozuna,1069822,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
59,"LA CANCIÓN","J Balvin",1064054,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
60,"El Tóxico","Grupo Firme",1061044,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
61,"Dance Monkey","Tones And I",1053006,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
62,"Vida Ventajosa","Los Dos Carnales",1042896,https://open.spotify.com/track/72kaj3MRKcGnv2dbukJQRA
63,Caramelo,Ozuna,1041352,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
64,"Hawái - Remix",Maluma,1025413,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
65,"Yo Perreo Sola","Bad Bunny",1020170,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
66,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,1003764,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
67,"De Cora <3","Rauw Alejandro",1001952,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2
68,"Nace Un Borracho","Christian Nodal",1000073,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
69,"No Me Conoce - Remix","Jhay Cortez",996568,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
70,"La Luz",Sech,994140,https://open.spotify.com/track/5zj8WNkBrEzlI5FKeYV4ol
71,"El Güero (Feat. Marca MP)","Grupo Firme",993608,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
72,"La Santa","Bad Bunny",991751,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
73,"Con Tus Besos","Eslabon Armado",985026,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT
74,Jangueo,"Alex Rose",982008,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
75,"Madrid (feat. Myke Towers)",Maluma,970924,https://open.spotify.com/track/19OXtYzrJyCrQvTbfukt4H
76,Favorito,Camilo,968208,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
77,"Sigues Con El","Dímelo Flow",966372,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
78,"Vaya Vaya","Cartel De Santa",962509,https://open.spotify.com/track/2kTYr1MEn7lzybRudQpmWx
79,"El Roto - En Vivo","Grupo Firme",959176,https://open.spotify.com/track/21bfgzz92T3L96IsFn8Kvy
80,"Mi Tío Snoop",Aleman,958189,https://open.spotify.com/track/48XgkAh1fkcZqA2EZWCDX6
81,"Don't Start Now","Dua Lipa",954166,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
