,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Safaera,"Bad Bunny",4241502,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
2,Favorito,Camilo,3832864,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
3,"Yo Perreo Sola","Bad Bunny",3787985,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
4,Rojo,"J Balvin",3423843,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
5,"Blinding Lights","The Weeknd",3300528,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
6,"Si Veo a Tu Mamá","Bad Bunny",2821164,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F
7,Tusa,"KAROL G",2756792,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
8,Jangueo,"Alex Rose",2633710,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg
9,Tattoo,"Rauw Alejandro",2631904,https://open.spotify.com/track/7na7Bk98usp84FaOJFPv3d
10,Morado,"J Balvin",2614069,https://open.spotify.com/track/35KmOEIUqAGn02t7n4qaIr
11,"La Difícil","Bad Bunny",2401028,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
12,Ignorantes,"Bad Bunny",2365019,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
13,"Don't Start Now","Dua Lipa",2322627,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
14,"Sigues Con El","Dímelo Flow",2267887,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
15,Amarillo,"J Balvin",2252933,https://open.spotify.com/track/6zEgnpM0qYmHLDnh8WPejL
16,Diosa,"Myke Towers",2119814,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
17,"Se Me Olvidó","Christian Nodal",2108708,https://open.spotify.com/track/5Xitt5a5uLQ1QtYdFxmi9e
18,"Break My Heart","Dua Lipa",2015738,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
19,Azul,"J Balvin",2011011,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
20,"Dance Monkey","Tones And I",2000064,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
21,"death bed (coffee for your head)",Powfu,1987916,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
22,"La Santa","Bad Bunny",1889028,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
23,"Hola - Remix",Dalex,1856929,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
24,Vete,"Bad Bunny",1825067,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
25,"Say So","Doja Cat",1772199,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
26,AYAYAY!,"Christian Nodal",1748285,https://open.spotify.com/track/1yXOIdoYQiLMDzx9UHwD29
27,"Pa' Olvidarme De Ella","Piso 21",1726791,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
28,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",1684491,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
29,"SICKO MODE","Travis Scott",1684304,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
30,"No Me Conoce - Remix","Jhay Cortez",1679417,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
31,"Roses - Imanbek Remix","SAINt JHN",1672788,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
32,"A Tu Merced","Bad Bunny",1672736,https://open.spotify.com/track/4r9jkMEnArtWGH2rL2FZl0
33,"LA CANCIÓN","J Balvin",1661831,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
34,"THE SCOTTS","THE SCOTTS",1631426,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
35,Negro,"J Balvin",1530941,https://open.spotify.com/track/2hsA9YWuF3C9Gosi4dpjJN
36,Fantasias,"Rauw Alejandro",1524537,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
37,"Por Primera Vez",Camilo,1514643,https://open.spotify.com/track/0pgj4EzB1XRqgZemoMNG5D
38,PORFA,Feid,1503627,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW
39,"La Mitad",Camilo,1489713,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
40,Blanco,"J Balvin",1434135,https://open.spotify.com/track/5pXy29xzxR3aTB0SYRI590
41,goosebumps,"Travis Scott",1424733,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
42,Callaita,"Bad Bunny",1356077,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
43,Tutu,Camilo,1318433,https://open.spotify.com/track/1Ol5LmdNDNpFu1oNwfgkux
44,Sodio,"Danna Paola",1301968,https://open.spotify.com/track/7jYZU1CIruZU3puB5tiYiW
45,"Me La Avente","Carin Leon",1282607,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
46,"Amor Tumbado","Natanael Cano",1276858,https://open.spotify.com/track/5aJ1M43pinROpwaPnO8KRj
47,Supalonely,BENEE,1260942,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
48,"RITMO (Bad Boys For Life)","Black Eyed Peas",1247770,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
49,"Sigues Con El - Remix",Arcangel,1241645,https://open.spotify.com/track/4Pu0a2TuHOYtI4CCE3HEXI
50,"Ride It",Regard,1228513,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
51,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1226422,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
52,"De Los Besos Que Te Di","Christian Nodal",1152767,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
53,"Oye Pablo","Danna Paola",1148449,https://open.spotify.com/track/6vruVVMkk7YGKzkuIrtOWz
54,China,"Anuel AA",1124862,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
55,"Si Me Dices Que Sí",Reik,1094740,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo
56,"HIGHEST IN THE ROOM","Travis Scott",1070446,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
57,"El Efecto","Rauw Alejandro",1039298,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
58,ADMV,Maluma,1024876,https://open.spotify.com/track/3eJMSq78dDaFb7VvhNFnq6
59,"Fantasias - Remix","Rauw Alejandro",1013160,https://open.spotify.com/track/0A37XY67wSdGqkGjtfW6aV
60,Physical,"Dua Lipa",1004642,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW
61,"No Te Contaron Mal","Christian Nodal",999061,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
62,Muévelo,"Nicky Jam",997460,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ
63,Quizas,"Rich Music LTD",993381,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
64,Keii,"Anuel AA",968701,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs
65,"Imposible Amor",Matisse,959856,https://open.spotify.com/track/0fehAJVm4Yk9a1jlKi1B0q
66,"Fuentes de Ortiz","Ed Maverick",954882,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
67,"Mala Fama","Danna Paola",947252,https://open.spotify.com/track/2D9itdl85AQVNpTfrxvUGj
68,"El Roto - En Vivo","Grupo Firme",937045,https://open.spotify.com/track/21bfgzz92T3L96IsFn8Kvy
69,"Pero Ya No","Bad Bunny",935362,https://open.spotify.com/track/75pQqzwgCjUOSSy5CpmAjy
70,"Amor A Primera Vista","Los Ángeles Azules",929881,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J
71,"Toosie Slide",Drake,924319,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y
72,"La Difícil",Camilo,918103,https://open.spotify.com/track/6fNJm8sYmCBbmkKpKgTReA
73,"El Güero (Feat. Marca MP)","Grupo Firme",914982,https://open.spotify.com/track/2MeEuwplwbbjZ7hxRI6viw
74,"Pacas Verdes","Natanael Cano",910923,https://open.spotify.com/track/2yFQXRSMJgaixzpP6gn8jr
75,Infeliz,Arcangel,898482,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
76,Definitivamente,"Daddy Yankee",896089,https://open.spotify.com/track/113PlnpZbHd3WIqeYjhZWv
77,"11 PM",Maluma,893003,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
78,Bichiyal,"Bad Bunny",887424,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
79,"Ramito De Violetas","Mi Banda El Mexicano",869406,https://open.spotify.com/track/7BwEomcUntwQkSWf3U0Yxl
80,"Ahora Te Puedes Marchar","Luis Miguel",865581,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
81,"El Efecto - Remix","Rauw Alejandro",864193,https://open.spotify.com/track/74j34STf8L6uADnTN69ohv
82,"Soltera - Remix",Lunay,859431,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
83,Detente,"Mike Bahía",854325,https://open.spotify.com/track/0x1k6gSTSxaLxe0F2IThaX
84,"Me Gusta",Shakira,851598,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a
85,"The Box","Roddy Ricch",851385,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
86,"Te Vi","Piso 21",851186,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
87,"In Your Eyes","The Weeknd",841127,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
88,"Adicto (with Anuel AA & Ozuna)",Tainy,839094,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
89,Señorita,"Shawn Mendes",825061,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
90,Circles,"Post Malone",817314,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
91,"Tal Vez","Paulo Londra",816110,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
92,"Palabra de Hombre","El Fantasma",803504,https://open.spotify.com/track/4UiaP0wBuy9N9voD91OZOg
93,Prometiste,"Pepe Aguilar",802665,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj
94,"Cada Vez Te Extraño Más","Grupo Firme",793544,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ
95,"QUE PRETENDES","J Balvin",793224,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
96,"La Escuela No Me Gustó","Adriel Favela",792779,https://open.spotify.com/track/4qArKIA7dnmdushoBlkV94
97,"El Mismo Aire",Camilo,788036,https://open.spotify.com/track/3a29UVSEIj6x3YcfKs2rdi
98,ROXANNE,"Arizona Zervas",782317,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
99,Falling,"Trevor Daniel",777925,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
100,"Con Altura",ROSALÍA,777510,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
101,"Ya Me Enteré","Chayín Rubio",774881,https://open.spotify.com/track/4ggabbjjuHrG06SsYnqvEs
102,Desconocidos,"Mau y Ricky",768406,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
103,"Otro Trago",Sech,767705,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
104,Gris,"J Balvin",764848,https://open.spotify.com/track/1syf62zw48zu4FrPwMtDHk
105,Caballero,"Alejandro Fernández",764795,https://open.spotify.com/track/6jrK6Y8d9tvjAjurI4W99u
106,"Te Olvidé","Alejandro Fernández",761016,https://open.spotify.com/track/0zRc5cHuMrulujN8t1XbYE
107,"Disfruto Lo Malo","Junior H",747844,https://open.spotify.com/track/7LH2UUuyMHt7035PLZQ8wx
108,"Tra Tra Tra Remix - Remix","Ghetto Kids",740923,https://open.spotify.com/track/4YqCBC4FwzGXuhixt5cgmm
109,"Que Tire Pa Lante","Daddy Yankee",739115,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
110,Rosa,"J Balvin",733894,https://open.spotify.com/track/464uJVLmr0fDJGXOnciaDe
111,"La Forma en Que Me Miras","Super Yei",733369,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
112,"Perdiendo la Cabeza","Carlos Rivera",730538,https://open.spotify.com/track/2GTCK8zYHwkcu0i0jtKjFz
113,"Si Estuviésemos Juntos","Bad Bunny",724481,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI
114,"La Mujer Perfecta",KURT,722235,https://open.spotify.com/track/5XR1WyZ0uOSHRNhP85QxT4
115,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",714235,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
116,"Si Te Vas",Sech,708715,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
117,Yummy,"Justin Bieber",708273,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
118,"Me Dediqué a Perderte","Alejandro Fernández",707038,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
