,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Con Calma","Daddy Yankee",4905874,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
2,HP,Maluma,4084511,https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW
3,"Te Vi","Piso 21",3507582,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
4,"Calma - Remix","Pedro Capó",3487310,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
5,Secreto,"Anuel AA",3295624,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
6,"Pa Mí - Remix",Dalex,2994009,https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH
7,Desconocidos,"Mau y Ricky",2829346,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
8,"Dancin (feat. Luvli) - Krono Remix","Aaron Smith",2815055,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM
9,"Baila Baila Baila",Ozuna,2452098,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
10,"Un Año","Sebastian Yatra",2402973,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
11,"Adan y Eva","Paulo Londra",2189604,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
12,"Ella Quiere Beber - Remix","Anuel AA",2025990,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
13,Rebota,Guaynaa,1987223,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
14,"7 rings","Ariana Grande",1935230,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
15,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1794409,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
16,Sola,"Manuel Turizo",1779364,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
17,"Baby Girl (feat. Lalo Ebratt)","Mario Bautista",1744273,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc
18,"Ni Gucci Ni Prada","Kenny Man",1733677,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ
19,Amanece,"Anuel AA",1676129,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
20,"Esclavo de Tus Besos","Manuel Turizo",1608336,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
21,"MIA (feat. Drake)","Bad Bunny",1514057,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
22,Aullando,"Wisin & Yandel",1495987,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
23,Créeme,"KAROL G",1491458,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
24,Sucker,"Jonas Brothers",1468256,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
25,Reggaeton,"J Balvin",1430822,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
26,"Dancing With A Stranger (with Normani)","Sam Smith",1407387,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
27,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1403814,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
28,Shallow,"Lady Gaga",1323200,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
29,"No Te Contaron Mal","Christian Nodal",1279410,https://open.spotify.com/track/1LO951RWD10l9Vys0NrFty
30,Swing,"Danny Ocean",1244640,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6
31,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",1221930,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
