,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Otro Trago",Sech,6228938,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
2,"Tal Vez","Paulo Londra",3573047,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
3,"Soltera - Remix",Lunay,3565803,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
4,HP,Maluma,3159944,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
5,"11 PM",Maluma,3036217,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
6,"Con Calma","Daddy Yankee",2853507,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
7,"Te Vi","Piso 21",2625780,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
8,"bad guy","Billie Eilish",2618599,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
9,"Con Altura",ROSALÍA,2580137,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
10,"Pa Mí - Remix",Dalex,2545219,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
11,"Verte Ir","DJ Luian",2334719,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
12,"Te Robaré","Nicky Jam",2108167,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
13,"Calma - Remix","Pedro Capó",2099590,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
14,Secreto,"Anuel AA",2008643,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
15,Rebota,Guaynaa,1815079,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
16,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",1799913,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
17,Aullando,"Wisin & Yandel",1702705,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
18,"Dancin (feat. Luvli) - Krono Remix","Aaron Smith",1698370,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM
19,"I Don't Care (with Justin Bieber)","Ed Sheeran",1653070,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
20,Desconocidos,"Mau y Ricky",1646994,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
21,Swing,"Danny Ocean",1555342,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6
22,"Adan y Eva","Paulo Londra",1551976,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
23,"Un Año","Sebastian Yatra",1527290,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
24,"Contra La Pared","Sean Paul",1427314,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
25,"Esclavo de Tus Besos","Manuel Turizo",1360428,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
26,Amanece,"Anuel AA",1345723,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
27,Sola,"Manuel Turizo",1337880,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
28,"Que Mas Pues - Remix",Sech,1315772,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
29,"Baila Baila Baila - Remix",Ozuna,1299835,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
30,"Ella Quiere Beber - Remix","Anuel AA",1258281,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
31,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1245573,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
32,"La Boca","Mau y Ricky",1179249,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
33,"No Lo Trates",Pitbull,1154612,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT
34,"7 rings","Ariana Grande",1152381,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
35,"MIA (feat. Drake)","Bad Bunny",1129183,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
36,"Que Le De","Rauw Alejandro",1075658,https://open.spotify.com/track/08aYFNUTIOMGq93e2VSArQ
37,"Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)","Paulo Londra",1055098,https://open.spotify.com/track/3H9GDhVVTlmFQSmpt51qiP
38,"Fuentes de Ortiz","Ed Maverick",1053761,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
39,"No Te Contaron Mal","Christian Nodal",1014925,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
40,"Me Rehúso","Danny Ocean",1000582,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
41,"Punto G","KAROL G",995707,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b
42,"Mala Fama","Danna Paola",949143,https://open.spotify.com/track/2LVWDR1oEthhLIOtT4hHih
43,Créeme,"KAROL G",937852,https://open.spotify.com/track/4EKZsrsCKyqr64FBHLc0DU
44,"Mañana Es Too Late","Jesse & Joy",912389,https://open.spotify.com/track/3AnFYXJMTNJtQUwsJWmTK4
45,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",908122,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
46,"Homerun (Intro)","Paulo Londra",901128,https://open.spotify.com/track/7kh95COsNZjnTmc6aF76n7
47,"Ni Gucci Ni Prada","Kenny Man",899884,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ
48,"Baby Girl (feat. Lalo Ebratt)","Mario Bautista",897009,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc
49,"Mejor No Nos Vemos","Rels B",895448,https://open.spotify.com/track/4jRSV2R1mO5pQ5upXATMi2
50,"Amigos Con Derechos",Reik,887008,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
51,"Baila Conmigo",Dayvi,880296,https://open.spotify.com/track/5UHt8da1DadBV8Gsgtjg6t
52,"Ahora Te Puedes Marchar","Luis Miguel",872017,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
53,"No Me Conoce - Remix","Jhay Cortez",867204,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
54,Happier,Marshmello,865425,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
55,"Déjate Querer","Lalo Ebratt",860856,https://open.spotify.com/track/3mN2DtljBhnrIpc3Nu2pJ8
56,"Lost on You",LP,836658,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC
57,"Dancing With A Stranger (with Normani)","Sam Smith",833419,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
58,"De Los Besos Que Te Di","Christian Nodal",829645,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97
59,"Baila Baila Baila",Ozuna,823270,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
60,"In My Mind",Dynoro,816730,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
61,"Nunca Es Suficiente","Los Ángeles Azules",815400,https://open.spotify.com/track/63USmok1OioBzKuWGW9wAg
62,Sucker,"Jonas Brothers",812181,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
63,"Pa Olvidarte (feat. Manuel Turizo) - Remix",ChocQuibTown,810819,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX
64,"La Respuesta","Becky G",794225,https://open.spotify.com/track/2fOjendzUzepHwR9QrVyYF
65,Reggaeton,"J Balvin",781040,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
66,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",779379,https://open.spotify.com/track/45sVRPegWSGpIcsrDoaaCY
67,"Vaina Loca",Ozuna,773982,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
68,"El Color de Tus Ojos","Banda MS de Sergio Lizárraga",767421,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq
69,"Cuando Te Besé","Becky G",765296,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
70,"Bohemian Rhapsody - Remastered 2011",Queen,759477,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
71,"A Través Del Vaso","Grupo Arranke",757742,https://open.spotify.com/track/0oCSitNlzsQfuIapF9tXRQ
72,"Si Se Da","Myke Towers",756428,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
73,"La Escuela No Me Gustó","Adriel Favela",741706,https://open.spotify.com/track/4qArKIA7dnmdushoBlkV94
74,"Tra Tra Tra","Ghetto Kids",739628,https://open.spotify.com/track/3MnQStkhHNhKuOy5Uk8mHv
75,"Old Town Road","Lil Nas X",736447,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
76,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",736157,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G
77,Believer,"Imagine Dragons",718052,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
78,Presiento,Morat,700309,https://open.spotify.com/track/2V4hc5gplg7EXlrRUvD4rp
79,"Shape of You","Ed Sheeran",699675,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
80,"Te Boté - Remix","Nio Garcia",698255,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
81,Brillas,"León Larregui",697382,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI
82,"Ya No Tiene Novio","Sebastian Yatra",697230,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
83,Probablemente,"Christian Nodal",691708,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
84,"Adiós Amor","Christian Nodal",689213,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
85,"Por Eso Vine","Paulo Londra",679129,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu
86,"Sin Pijama","Becky G",669698,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
87,"No Es Justo","J Balvin",666483,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
88,"Nena Maldición (feat. Lenny Tavárez)","Paulo Londra",663224,https://open.spotify.com/track/77dMSg2VHi2wwXjXNrmcrZ
89,"Promises (with Sam Smith)","Calvin Harris",660630,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
90,"Another One Bites The Dust - Remastered 2011",Queen,653228,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
91,"Lamento Boliviano","Los Enanitos Verdes",651520,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
92,PPP,"Kevin Roldan",646401,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS
93,"Me Dediqué a Perderte","Alejandro Fernández",645648,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
94,"No Hay Nadie Más","Sebastian Yatra",645218,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN
95,"Otra vez (feat. J Balvin)","Zion & Lennox",635617,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
96,"If I Can't Have You","Shawn Mendes",634733,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
97,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",634131,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
98,"La player (Bandolera)","Zion & Lennox",633527,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
