,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,China,"Anuel AA",4947470,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
2,Callaita,"Bad Bunny",4278659,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
3,"LA CANCIÓN","J Balvin",4195789,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
4,Tutu,Camilo,3868869,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
5,"No Me Conoce - Remix","Jhay Cortez",3669217,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
6,"11 PM",Maluma,3215341,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
7,"Soltera (Remix)",Lunay,2776663,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza
8,Señorita,"Shawn Mendes",2717503,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
9,"QUE PRETENDES","J Balvin",2622663,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
10,"Con Altura",ROSALÍA,2523758,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
11,"Otro Trago",Sech,2473402,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
12,"Otro Trago - Remix",Sech,2411542,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
13,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",2086265,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
14,"Tra Tra Tra Remix - Remix","Ghetto Kids",2011980,https://open.spotify.com/track/4YqCBC4FwzGXuhixt5cgmm
15,"Yo x Ti, Tu x Mi",ROSALÍA,2006971,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
16,Chicharrón,Guaynaa,1949552,https://open.spotify.com/track/5UVa8Qqb9L1dVxl3jKQ5J1
17,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,1940169,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
18,"Tal Vez","Paulo Londra",1848113,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
19,Bellacoso,Residente,1742391,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S
20,HP,Maluma,1664780,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
21,"Amor A Primera Vista","Los Ángeles Azules",1644053,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J
22,"La Boca - Remix","Mau y Ricky",1595296,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT
23,"Fuentes de Ortiz","Ed Maverick",1531784,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
24,Runaway,"Sebastian Yatra",1466092,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
25,"Si Supieras","Daddy Yankee",1465555,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
26,Desconocidos,"Mau y Ricky",1448570,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
27,"Te Vi","Piso 21",1436766,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
28,"Verte Ir","DJ Luian",1436548,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
29,Aleluya,Reik,1400121,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM
30,"Con Calma","Daddy Yankee",1353003,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
