,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Vete,"Bad Bunny",5110326,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
2,Tusa,"KAROL G",4658578,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
3,"RITMO (Bad Boys For Life)","Black Eyed Peas",4216585,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
4,"LA CANCIÓN","J Balvin",3668769,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
5,"Dance Monkey","Tones And I",3327310,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
6,"Pa' Olvidarme De Ella","Piso 21",3173282,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh
7,Callaita,"Bad Bunny",3001275,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
8,"No Me Conoce - Remix","Jhay Cortez",2940154,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
9,China,"Anuel AA",2889541,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
10,Fantasias,"Rauw Alejandro",2691080,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
11,"Que Tire Pa Lante","Daddy Yankee",2619504,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
12,"Oye Pablo","Danna Paola",2427473,https://open.spotify.com/track/4wJFExEZZo62tmwTM9ENDR
13,"Adicto (with Anuel AA & Ozuna)",Tainy,2274520,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
14,Tutu,Camilo,2128760,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
15,Indeciso,Reik,2115547,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
16,"QUE PRETENDES","J Balvin",1960457,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
