,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Con Calma","Daddy Yankee",4643323,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
2,Secreto,"Anuel AA",4495901,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
3,"Calma - Remix","Pedro Capó",4068125,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
4,"Te Vi","Piso 21",3607075,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
5,Desconocidos,"Mau y Ricky",3299489,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
6,"Baila Baila Baila",Ozuna,2926882,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
7,"Adan y Eva","Paulo Londra",2825047,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
8,"Ella Quiere Beber - Remix","Anuel AA",2500207,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
9,"7 rings","Ariana Grande",2500180,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
10,"Un Año","Sebastian Yatra",2416024,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
11,"Baby Girl (feat. Lalo Ebratt)","Mario Bautista",2288368,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc
12,"MIA (feat. Drake)","Bad Bunny",2127515,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
13,"Ni Gucci Ni Prada","Kenny Man",2006084,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ
14,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1943171,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
15,Sola,"Manuel Turizo",1919476,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
16,Shallow,"Lady Gaga",1815851,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
17,Happier,Marshmello,1707048,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
18,Créeme,"KAROL G",1689853,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
19,Amanece,"Anuel AA",1675593,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
20,Reggaeton,"J Balvin",1543163,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
21,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1510349,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB
22,"No Te Contaron Mal","Christian Nodal",1497437,https://open.spotify.com/track/1LO951RWD10l9Vys0NrFty
23,Bubalu,"Becky G",1435771,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
24,"Dile la Verdad","The Rudeboyz",1431773,https://open.spotify.com/track/6qP73DRFGojLuIk1siIhNE
25,"Dancing With A Stranger (with Normani)","Sam Smith",1424130,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
26,BEBE,6ix9ine,1405238,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn
27,Imposible,"Luis Fonsi",1383433,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF
28,"Amigos Con Derechos",Reik,1378614,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
29,"Promises (with Sam Smith)","Calvin Harris",1277230,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
30,"Forever Alone","Paulo Londra",1238986,https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f
31,Adictiva,"Daddy Yankee",1236729,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
32,"Bohemian Rhapsody - Remastered 2011",Queen,1235417,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
33,"Pa Olvidarte (feat. Manuel Turizo) - Remix",ChocQuibTown,1192134,https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX
34,"Vaina Loca",Ozuna,1179628,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
35,"NI BIEN NI MAL","Bad Bunny",1147128,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
36,"Cuando Te Besé","Becky G",1119137,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
37,"thank u, next","Ariana Grande",1118965,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
38,"A Través Del Vaso","Grupo Arranke",1091469,https://open.spotify.com/track/0oCSitNlzsQfuIapF9tXRQ
39,"En Peligro de Extinción","La Adictiva Banda San José de Mesillas",1087489,https://open.spotify.com/track/45sVRPegWSGpIcsrDoaaCY
40,Culpables,"KAROL G",1064102,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
41,"Esclavo de Tus Besos","Manuel Turizo",1055967,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
42,"Ya No Tiene Novio","Sebastian Yatra",1049794,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
43,"Me Rehúso","Danny Ocean",1042216,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
44,"In My Mind",Dynoro,1040844,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
45,"Solo de Mi","Bad Bunny",1027509,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
46,"Dancin (feat. Luvli) - Krono Remix","Aaron Smith",1013580,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM
47,"Puntos Suspensivos","Piso 21",1013367,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
48,"No Es Justo","J Balvin",997404,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
49,"break up with your girlfriend, i'm bored","Ariana Grande",976025,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
50,"Another One Bites The Dust - Remastered 2011",Queen,952338,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
51,Ponle,Rvssian,942376,https://open.spotify.com/track/28O1p0bQXH2F6Qn8jBZZR4
52,PPP,"Kevin Roldan",919055,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS
53,"Girls Like You (feat. Cardi B)","Maroon 5",910163,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
