,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Boy With Luv (feat. Halsey)",BTS,347991,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
2,"Duniyaa (From ""Luka Chuppi"")",Akhil,305146,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
3,"On My Way","Alan Walker",301718,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
4,Vaaste,"Dhvani Bhanushali",299115,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
5,"Kalank (Title Track)","Arijit Singh",265929,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
6,Sucker,"Jonas Brothers",226591,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
7,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",218542,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
8,"bad guy","Billie Eilish",210060,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
9,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",191129,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
10,"7 rings","Ariana Grande",191122,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
11,"First Class","Arijit Singh",186818,https://open.spotify.com/track/7s0qlp1ibUxVXLsOM0YWia
12,"Power is Power",SZA,174545,https://open.spotify.com/track/35RDmXJ59YYGNlv1KfTGsP
13,"Old Town Road","Lil Nas X",173369,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
14,"Apna Time Aayega","Ranveer Singh",169817,https://open.spotify.com/track/5uaIbU3oHHcSOK6WFNK5nj
15,SOS,Avicii,157386,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
16,"Here With Me",Marshmello,149347,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
17,"Ve Maahi","Arijit Singh",148678,https://open.spotify.com/track/4t1DkxexoMbIHfSHS4Uiyr
18,"Kill This Love",BLACKPINK,148319,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
19,"Without Me",Halsey,147364,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
20,"i'm so tired...",Lauv,146640,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
21,"The Jawaani Song",Vishal-Shekhar,145430,https://open.spotify.com/track/5beP0jhGEjYjd485eBczvZ
22,"Coca Cola (From ""Luka Chuppi"")","Tony Kakkar",142691,https://open.spotify.com/track/4bKkdGBttnK4SYjT4zPC1U
23,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",139340,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
24,Wow.,"Post Malone",135314,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
25,"Make It Right",BTS,132448,https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH
26,"Photo (From ""Luka Chuppi"")","Karan Sehmbi",130879,https://open.spotify.com/track/5wdlz4N7s1Xyr4y4RXhZJM
27,Mikrokosmos,BTS,130232,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC
28,"Aankh Marey (From ""Simmba"")","Neha Kakkar",123910,https://open.spotify.com/track/790uNrqzKWCvj8rR1QXNpU
29,"Talk (feat. Disclosure)",Khalid,123909,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
30,"Slowly Slowly","Guru Randhawa",123128,https://open.spotify.com/track/4pBxb7WuLsC3YyA9cj4T2l
31,,,121438,https://open.spotify.com/track/47rbjDud83d3aqvbcTssei
32,Dionysus,BTS,120163,https://open.spotify.com/track/6JdS5rJvJaRA7B1tcm7kxZ
33,Lamberghini,"The Doorbeen",118676,https://open.spotify.com/track/45P9g6kUb7itdonjjGjDdS
34,"Proper Patola",Badshah,117916,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
35,"Teri Mitti",Arko,117898,https://open.spotify.com/track/75hrPAosuDiO9F3DKwVP12
36,HOME,BTS,117463,https://open.spotify.com/track/7lthOBXNue2IvedLRfkod8
37,"Don't Call Me Up",Mabel,117452,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
38,"Who Do You Love","The Chainsmokers",116633,https://open.spotify.com/track/7ql71hBakyMi0Lxiq3Mugs
39,Sakhiyaan,"Maninder Buttar",110108,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
40,"Dilbar (From ""Satyameva Jayate"")","Neha Kakkar",106047,https://open.spotify.com/track/6cARnc9YVlBNigjNSX63pp
41,"Tere Bin (From ""Simmba"")","Rahat Fateh Ali Khan",104503,https://open.spotify.com/track/4f5kLqyOJ5ZPnalEVMQrB2
42,Happier,Marshmello,104139,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
43,"She Move It Like",Badshah,103820,https://open.spotify.com/track/39vrbjCMTRXEdiIr2IsBgd
44,Tareefan,QARAN,99562,https://open.spotify.com/track/5QyOjKJhR1iyF0DHQM2IvW
45,"bury a friend","Billie Eilish",99413,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
46,"I Like Me Better",Lauv,98293,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
47,"Eastside (with Halsey & Khalid)","benny blanco",97924,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
48,"Dekhte Dekhte (From ""Batti Gul Meter Chalu"")","Atif Aslam",96724,https://open.spotify.com/track/0Iz4CkptElGHo16r797Jsb
49,"Jamais Vu",BTS,96259,https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa
50,"Morni Banke (From ""Badhaai Ho"")","Guru Randhawa",96147,https://open.spotify.com/track/5x3K3Ld54TtkYKdQvrFOV3
51,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,94188,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
52,"Kyun Dil Mera - From ""Paharganj""","Mohit Chauhan",91757,https://open.spotify.com/track/2GlZQur8CHidODl6OgMO3z
53,"break up with your girlfriend, i'm bored","Ariana Grande",91174,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
54,"Dancing With A Stranger (with Normani)","Sam Smith",88251,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
55,"Akh Lad Jaave",Badshah,88111,https://open.spotify.com/track/5SVpD60u9vjoQ2OeoKsTkb
56,Qaafirana,"Arijit Singh",86658,https://open.spotify.com/track/0xkGTPTijMU84dtHr3KQQi
57,"Ghar More Pardesiya","Shreya Ghoshal",86573,https://open.spotify.com/track/1bx6spmieE655BQvWdTYKA
58,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",83118,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
59,"Kya Baat Ay","Harrdy Sandhu",79691,https://open.spotify.com/track/1ZaeaGLhFSckG8sv1y7AWk
60,"Enna Sona","A.R. Rahman",78143,https://open.spotify.com/track/6bdpj89aYEBjhpsenXAsmO
61,"Con Calma","Daddy Yankee",76789,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
62,"thank u, next","Ariana Grande",75967,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
63,"Leja Re","Dhvani Bhanushali",75754,https://open.spotify.com/track/68iBMrMRc1rg4eAxJbvxch
64,"rockstar (feat. 21 Savage)","Post Malone",75711,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
65,"The Humma Song","A.R. Rahman",75243,https://open.spotify.com/track/7heMX7gyHP0mhTlNgd7Lxd
66,Shallow,"Lady Gaga",74097,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
67,Faded,"Alan Walker",73125,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz
68,"Girls Like You (feat. Cardi B)","Maroon 5",72925,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
69,"Channa Mereya",Pritam,72786,https://open.spotify.com/track/0H2iJVgorRR0ZFgRqGUjUM
70,"Ik Vaari Aa (From ""Raabta"")","Arijit Singh",72704,https://open.spotify.com/track/5sul5AkWmzi2fE70oS7mK9
71,lovely,"Billie Eilish",72500,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
72,Azadi,"Ranveer Singh",72157,https://open.spotify.com/track/4HJX1WThRvNLla1PGCjXgc
73,BIBA,Marshmello,70508,https://open.spotify.com/track/0GVBPuCT3pBrXCdY3Uiy5B
74,"Intro : Persona",BTS,70381,https://open.spotify.com/track/2isSdmQfVv32j2haL6hk9x
75,"O Saathi","Atif Aslam",68890,https://open.spotify.com/track/6fScgF2Y63ScU73nYju0ny
76,Viah,"Jass Manak",68662,https://open.spotify.com/track/12V0iduYsoXxsQYTSeFB2H
77,"Chogada (From ""Loveyatri"")","Darshan Raval",68493,https://open.spotify.com/track/4ymPEyiXabTe1NO8q8EFxG
78,Closer,"The Chainsmokers",67771,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
79,"wish you were gay","Billie Eilish",67721,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
80,"Better Now","Post Malone",67038,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
81,Hawayein,Pritam,66944,https://open.spotify.com/track/0l6g8Z8mqGbGXFOjigYetD
82,"Sher Aaya Sher","Ranveer Singh",66711,https://open.spotify.com/track/4Krw7LFivQI8Wqifb1dqzT
