,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",1540124,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",772838,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
3,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",635937,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
4,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",432440,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
5,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",428347,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
6,"Tera Ban Jaunga","Akhil Sachdeva",384378,https://open.spotify.com/track/3oWxFNsXstcancCR1wODR4
7,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Arijit Singh",360114,https://open.spotify.com/track/6aPMWbbdhDhiJHlknZb9Yx
8,"Duniyaa (From ""Luka Chuppi"")",Akhil,330804,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
9,"You Need To Calm Down","Taylor Swift",329195,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
10,"Ve Maahi","Arijit Singh",285539,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
11,"bad guy","Billie Eilish",277394,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
12,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",250321,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
13,Vaaste,"Dhvani Bhanushali",225578,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
14,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",216169,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
15,"Call You Mine (feat. Bebe Rexha)","The Chainsmokers",210116,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
16,"Tujhe Kitna Chahein Aur (Film Version)","Jubin Nautiyal",200476,https://open.spotify.com/track/0mHU8dcIvGrGDazLMmQpSg
17,"Yeh Aaina","Shreya Ghoshal",195274,https://open.spotify.com/track/62RXe5I6L7n32fUMd8Puvo
18,"If I Can't Have You","Shawn Mendes",192154,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
19,"Kalank (Title Track)","Arijit Singh",189654,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
20,Sucker,"Jonas Brothers",189016,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
21,"Pehla Pyaar","Armaan Malik",185893,https://open.spotify.com/track/0ojpEubhy4JNeVftmVuiN7
22,"On My Way","Alan Walker",182457,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
23,"One Thing Right",Marshmello,169306,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
24,"Without Me",Halsey,168617,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
25,"Money In The Grave (Drake ft. Rick Ross)",Drake,166502,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
26,Panini,"Lil Nas X",156900,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
27,"Never Really Over","Katy Perry",156731,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
28,,,156244,https://open.spotify.com/track/47rbjDud83d3aqvbcTssei
29,"7 rings","Ariana Grande",148586,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
30,"Coca Cola (From ""Luka Chuppi"")","Tony Kakkar",141337,https://open.spotify.com/track/4bKkdGBttnK4SYjT4zPC1U
31,"The Hook Up Song",Vishal-Shekhar,141304,https://open.spotify.com/track/1bLNqR3bqpyWkwWKECjVrw
32,"Apna Time Aayega","Ranveer Singh",138731,https://open.spotify.com/track/5uaIbU3oHHcSOK6WFNK5nj
33,"Hauli Hauli (From ""De De Pyaar De"")","Garry Sandhu",136815,https://open.spotify.com/track/1z0A545pZMaqYRkruladlk
34,"All Night (BTS World Original Soundtrack) [Pt. 3]",BTS,133121,https://open.spotify.com/track/70sKIAQgaVN2zWEEyOpyMZ
35,"Old Town Road","Lil Nas X",129787,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
36,"Photo (From ""Luka Chuppi"")","Karan Sehmbi",129426,https://open.spotify.com/track/5wdlz4N7s1Xyr4y4RXhZJM
37,"Chashni (From ""Bharat"")","Abhijeet Srivastava",125931,https://open.spotify.com/track/5X5db3FrBOHbibrFKA02MQ
38,"Boy With Luv (feat. Halsey)",BTS,123907,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
39,"I Like Me Better",Lauv,121227,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
40,"Slow Motion (From ""Bharat"")","Shreya Ghoshal",121107,https://open.spotify.com/track/7yEuRloGyxyu1KaWBTPP1Z
41,"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik",118327,https://open.spotify.com/track/6vuMdb0E8buJeSHArN3dXk
42,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",117725,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
43,"i'm so tired...",Lauv,117470,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
44,"Proper Patola",Badshah,115336,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
45,"Only Human","Jonas Brothers",115210,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
46,"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",115140,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
47,"Dilbar (From ""Satyameva Jayate"")","Neha Kakkar",112698,https://open.spotify.com/track/6cARnc9YVlBNigjNSX63pp
48,"The Jawaani Song",Vishal-Shekhar,112441,https://open.spotify.com/track/3IzQc4KEAFd8lIc90X7FZr
49,Happier,Marshmello,112302,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
50,"A Brand New Day (BTS World Original Soundtrack) [Pt. 2]",BTS,111886,https://open.spotify.com/track/5XkyZyKMdFungjDb9cUKc3
51,"Aankh Marey (From ""Simmba"")","Neha Kakkar",111572,https://open.spotify.com/track/790uNrqzKWCvj8rR1QXNpU
52,"Loco Contigo (with J. Balvin & Tyga)","DJ Snake",110875,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
53,"Tere Bin (From ""Simmba"")","Rahat Fateh Ali Khan",108253,https://open.spotify.com/track/4f5kLqyOJ5ZPnalEVMQrB2
54,"She Move It Like",Badshah,108023,https://open.spotify.com/track/39vrbjCMTRXEdiIr2IsBgd
55,"Dream Glow (BTS World Original Soundtrack) - Pt. 1",BTS,105896,https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I
56,Wow.,"Post Malone",104933,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
57,"Morni Banke (From ""Badhaai Ho"")","Guru Randhawa",101928,https://open.spotify.com/track/5x3K3Ld54TtkYKdQvrFOV3
58,"Dekhte Dekhte (From ""Batti Gul Meter Chalu"")","Atif Aslam",101307,https://open.spotify.com/track/0Iz4CkptElGHo16r797Jsb
59,Easier,"5 Seconds of Summer",101099,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
60,Believer,"Imagine Dragons",99759,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
61,"Eastside (with Halsey & Khalid)","benny blanco",99473,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
62,"Someone You Loved","Lewis Capaldi",98275,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
63,Sakhiyaan,"Maninder Buttar",98147,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
64,Lamberghini,"The Doorbeen",97600,https://open.spotify.com/track/7cFuzwgbtHXmSKuCzo0qCW
65,Tareefan,QARAN,96803,https://open.spotify.com/track/5QyOjKJhR1iyF0DHQM2IvW
66,Heaven,Avicii,95291,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
67,"SOS (feat. Aloe Blacc)",Avicii,94275,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
68,"First Class","Arijit Singh",94139,https://open.spotify.com/track/7s0qlp1ibUxVXLsOM0YWia
69,"rockstar (feat. 21 Savage)","Post Malone",92996,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
70,Qaafirana,"Arijit Singh",92660,https://open.spotify.com/track/0xkGTPTijMU84dtHr3KQQi
71,"Treat You Better","Shawn Mendes",92420,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
72,"Here With Me",Marshmello,91031,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
73,"Rescue Me",OneRepublic,90485,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
74,"Woh Baarishein","Arjun Kanungo",90239,https://open.spotify.com/track/3RFNUexrtXExkzTEiJ0eBh
75,"Find U Again (feat. Camila Cabello)","Mark Ronson",89182,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf
76,"The Humma Song","A.R. Rahman",88788,https://open.spotify.com/track/7heMX7gyHP0mhTlNgd7Lxd
77,"Who Do You Love","The Chainsmokers",88093,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
78,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",87988,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
