,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Dynamite,BTS,1286452,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY
2,"Mood (feat. iann dior)",24kGoldn,1065054,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
3,positions,"Ariana Grande",961285,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7
4,Shayad,Pritam,959065,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
5,Adhiya,"Karan Aujla",936779,https://open.spotify.com/track/5LEjxlKCcYH8irGpRtjbj0
6,"Naach Meri Rani","Guru Randhawa",921365,https://open.spotify.com/track/1orM67pmkNc4alrZkWjYkV
7,Liggi,Ritviz,868363,https://open.spotify.com/track/66Nmp3ztIMqX1j8yYtWl1X
8,"Taaron Ke Shehar","Neha Kakkar",799534,https://open.spotify.com/track/1r6sFC5J0p9r3jcfIoSGDM
9,"BurjKhalifa (From ""Laxmii"")",Shashi,791560,https://open.spotify.com/track/3ZVKI8jix6PjEFx2xFBFhz
10,"Teri Aankhon Mein","Darshan Raval",749655,https://open.spotify.com/track/3wmI2n0Whs6kg4MT8jFRU1
11,Khairiyat,Pritam,745849,https://open.spotify.com/track/5O932cZmzOZGOGZz9RHx20
12,"No Competition","Jass Manak",699714,https://open.spotify.com/track/4AVe62GFbb3ffKXjUSpiuv
13,"Ghungroo (From ""War"")","Arijit Singh",679231,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
14,Makhna,"Tanishk Bagchi",671132,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
15,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",661993,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
16,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",660118,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
17,Mirchi,DIVINE,637774,https://open.spotify.com/track/5KkCsYIgMK5H7Ih31Dnd2Q
