,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Shayad,Pritam,870264,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL
2,Falling,"Trevor Daniel",820465,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
3,"Intentions (feat. Quavo)","Justin Bieber",809438,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
4,"Blinding Lights","The Weeknd",764782,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
5,"Illegal Weapon 2.0","Jasmine Sandlas",696670,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw
6,"Ghungroo (From ""War"")","Arijit Singh",646854,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
7,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,625591,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF
8,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",614205,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
9,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",609365,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
10,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",583518,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
11,"Haan Main Galat",Pritam,573377,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
12,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Ayushmann Khurrana",572056,https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u
13,Makhna,"Tanishk Bagchi",567295,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
14,Skechers,DripReport,526782,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu
15,Yummy,"Justin Bieber",526689,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
16,"death bed (coffee for your head)",Powfu,518782,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
17,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",500854,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
18,Memories,"Maroon 5",474065,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
19,Liggi,Ritviz,466305,https://open.spotify.com/track/66Nmp3ztIMqX1j8yYtWl1X
20,Señorita,"Shawn Mendes",456613,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
21,ROXANNE,"Arizona Zervas",449794,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
22,Mehrama,Pritam,444859,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
23,"Humraah (From ""Malang - Unleash The Madness"")","Sachet Tandon",438134,https://open.spotify.com/track/4xmkpE1Si5JL7NFxWrhV0S
24,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",429941,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
25,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",428256,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
26,"After Hours","The Weeknd",417874,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
27,"Yaad Piya Ki Aane Lagi","Neha Kakkar",413616,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
28,"In Your Eyes","The Weeknd",406221,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
29,"Duniyaa (From ""Luka Chuppi"")",Akhil,402103,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
30,"Lagdi Lahore Di","Guru Randhawa",383692,https://open.spotify.com/track/31d3tVd82tx2sjA2VQ3PMZ
