,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
33,"The Box","Roddy Ricch",361245,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
34,"Rain On Me (with Ariana Grande)","Lady Gaga",343820,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu
35,"Don't Start Now","Dua Lipa",341099,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
36,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",333690,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
37,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",329905,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
38,"Ve Maahi","Arijit Singh",327757,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
39,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",318243,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
40,"Yaad Piya Ki Aane Lagi","Neha Kakkar",312729,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
41,"Tere Naal","Tulsi Kumar",310074,https://open.spotify.com/track/2Vw94w6FxCyaYwyCivi9Py
42,"Be Kind (with Halsey)",Marshmello,307559,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
43,"Agar Tum Saath Ho (From ""Tamasha"")","Alka Yagnik",296918,https://open.spotify.com/track/1fzAokzOONl4XEPUFoammu
44,"Kuch Bhi Ho Jaye","B Praak",295714,https://open.spotify.com/track/0IkC8QAKW1z0larWWtnSOO
45,"Lagdi Lahore Di (From ""Street Dancer 3D"")","Guru Randhawa",293565,https://open.spotify.com/track/5ZQnQnbUVtBO0pl3ShqVHG
46,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",292031,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
47,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon,281123,https://open.spotify.com/track/2U0BLmYoSESYOdwMxW2yA9
48,"Buttabomma - Telugu","Armaan Malik",280738,https://open.spotify.com/track/0dnDTvdUco2UbaBjUtPxNS
49,ROXANNE,"Arizona Zervas",280688,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
50,Yummy,"Justin Bieber",277898,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR
51,"Someone You Loved","Lewis Capaldi",268626,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
52,"Boss Bitch","Doja Cat",268445,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
53,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",267268,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
54,"lovely (with Khalid)","Billie Eilish",266961,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
55,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",266200,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
56,Jannat,"B Praak",251842,https://open.spotify.com/track/6yzxDlblhlYBepcieip20S
57,Khairiyat,Pritam,248277,https://open.spotify.com/track/5O932cZmzOZGOGZz9RHx20
58,Sakhiyaan,"Maninder Buttar",248050,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
59,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")","Arijit Singh",246976,https://open.spotify.com/track/1aIhAX6324JZmhNnGltwkK
60,Takeaway,"The Chainsmokers",245771,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
61,"Aaj Bhi","Vishal Mishra",245488,https://open.spotify.com/track/6LpswW9691XT9OjVSvDU6G
62,"Can We Kiss Forever?",Kina,245387,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
63,Believer,"Imagine Dragons",243407,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
64,"Udd Gaye - Bacardi House Party Sessions",Ritviz,242672,https://open.spotify.com/track/6wZJsut8fjiWiMPaccRAOX
65,"Kalla Sohna Nai",Akhil,240710,https://open.spotify.com/track/4yurVSNjaPBKkOpbZWtuJO
66,"Kalank (Title Track)","Arijit Singh",238124,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
67,"THE SCOTTS","THE SCOTTS",237945,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
68,"Old Skool","Sidhu Moose Wala",234678,https://open.spotify.com/track/1pZbjOj49hg04l9VBO97hp
69,"Asal Mein","Darshan Raval",233068,https://open.spotify.com/track/1StFDfq4raRws97W8Wb3QS
70,Circles,"Post Malone",232590,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
71,"On My Way","Alan Walker",230588,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
72,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar",227524,https://open.spotify.com/track/7ofWUKeNCUw1P64ArIwG9b
73,"bad guy","Billie Eilish",226906,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
74,"Tujhe Kitna Chahein Aur (Film Version) [From ""Kabir Singh""]","Jubin Nautiyal",226394,https://open.spotify.com/track/3lT4SlZVvqLhMeiuBv7gHW
75,"Blueberry Faygo","Lil Mosey",225090,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
76,"Break My Heart","Dua Lipa",224616,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
77,"Without Me",Halsey,220256,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
78,"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",Romy,218921,https://open.spotify.com/track/0OcVZqIer0LLu3K8sdU5Yb
79,"I Like Me Better",Lauv,215376,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
80,Satisfya,"Imran Khan",211892,https://open.spotify.com/track/6HGoVbCUr63SgU3TjxEVj6
81,"Saari Ki Saari 2.0","Darshan Raval",209441,https://open.spotify.com/track/34ppgPuSUgKIqUIBT26ulf
82,"Kun Faya Kun","A.R. Rahman",209054,https://open.spotify.com/track/7F8RNvTQlvbeBLeenycvN6
83,Supalonely,BENEE,207738,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
84,"Let Me Down Slowly","Alec Benjamin",204459,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
85,"8 Parche","Baani Sandhu",202624,https://open.spotify.com/track/42ETKyApzUl8hTtytFAjen
86,Faded,"Alan Walker",201421,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz
87,"Dil Diyan Gallan",Vishal-Shekhar,201418,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta
88,"Ik Tera","Maninder Buttar",201147,https://open.spotify.com/track/57DhVYA7E1CyrE4OKuyLb7
89,"O Saki Saki (From ""Batla House"")","Neha Kakkar",200304,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
90,Loca,"Yo Yo Honey Singh",200174,https://open.spotify.com/track/10Hks1iBOnKIIhouOI4rrk
91,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",199603,https://open.spotify.com/track/5ZU1GwpkNJPaGbUwXX5rpQ
92,Cradles,"Sub Urban",199555,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC
93,"Dus Bahane 2.0 (From ""Baaghi 3"") (feat. K.K., Shaan, Tulsi Kumar)","Vishal Dadlani",198399,https://open.spotify.com/track/0z9lOAVgQT5bysEKZ6Wwbk
94,"Hui Malang (From ""Malang - Unleash The Madness"")","Asees Kaur",197612,https://open.spotify.com/track/5bAed2aRbQbjDZF9qkNSA2
95,"Sauda Khara Khara","Diljit Dosanjh",197522,https://open.spotify.com/track/1v8H06ctqfMX8IUxU9nCaI
96,"Boy With Luv (feat. Halsey)",BTS,196466,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
97,"Proper Patola",Badshah,196263,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
98,Closer,"The Chainsmokers",195201,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
99,"Tod Da E Dil","Ammy Virk",195074,https://open.spotify.com/track/1WTwFMVRQvkx9fRpCKNrJ9
100,Baari,"Bilal Saeed",193825,https://open.spotify.com/track/7cuYb19oTyv1tLTgzH7qpv
101,Samajavaragamana,"Sid Sriram",192985,https://open.spotify.com/track/3j9DrRebdWK1jkpOw9FZUy
102,"Masakali 2.0","Tulsi Kumar",192615,https://open.spotify.com/track/0LtuveFgRP4lkksywmCtxV
103,"Teri Mitti",Arko,191102,https://open.spotify.com/track/75hrPAosuDiO9F3DKwVP12
104,Vaaste,"Dhvani Bhanushali",186981,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
105,"Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist","Manu Pilas",186746,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu
106,"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik",186303,https://open.spotify.com/track/6vuMdb0E8buJeSHArN3dXk
107,"7 rings","Ariana Grande",185721,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
108,"Tera Ghata","Gajendra Verma",184919,https://open.spotify.com/track/0JBhoxPKHJc1ZeJrjSt0VO
109,"Ik Mulaqaat","Meet Bros.",184839,https://open.spotify.com/track/17uI7afUaul1hCzMTF9txd
110,"If the World Was Ending - feat. Julia Michaels","JP Saxe",182796,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
111,"Say So","Doja Cat",177692,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
112,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion",177610,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac
113,"Say So (feat. Nicki Minaj)","Doja Cat",176927,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
114,Sage,Ritviz,175454,https://open.spotify.com/track/64RkEV5b7bG697vhIPMlrl
115,"rockstar (feat. 21 Savage)","Post Malone",173409,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
116,"Pehla Pyaar","Armaan Malik",172125,https://open.spotify.com/track/0ojpEubhy4JNeVftmVuiN7
117,"Kudi Nu Nachne De (From ""Angrezi Medium"")","Vishal Dadlani",172030,https://open.spotify.com/track/4YIhJmihoXwjtbY4vsV9Nh
118,Perfect,"Ed Sheeran",171982,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
119,"I Don't Care (with Justin Bieber)","Ed Sheeran",171350,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
120,Kabira,Pritam,170800,https://open.spotify.com/track/4bD9z9qa4qg9BhryvYWB7c
121,"Dusk Till Dawn - Radio Edit",ZAYN,168517,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
122,Filhall,"B Praak",167934,https://open.spotify.com/track/6E7P1uT2afeor2t6wR2y2r
123,"Hauli Hauli (From ""De De Pyaar De"")","Garry Sandhu",167680,https://open.spotify.com/track/4XyKoSEWrkQjI4AekJYWNx
124,GOOBA,6ix9ine,165615,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
125,"Paniyon Sa","Atif Aslam",165442,https://open.spotify.com/track/2si0ZNx4yRbggTvrIom8A2
126,"Let Me Love You","DJ Snake",165050,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU
127,Happier,Marshmello,163911,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
128,"Sunday Best",Surfaces,163445,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
129,FRIENDS,Marshmello,163136,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
130,"Lose Somebody",Kygo,161463,https://open.spotify.com/track/7xbWAw3LMgRMn4omR5yVn3
131,"Watermelon Sugar","Harry Styles",160746,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
132,"Thandi Hawa",Ritviz,160268,https://open.spotify.com/track/7EPMILezRmD7gHhgx11e7k
133,"The Hook Up Song",Vishal-Shekhar,159857,https://open.spotify.com/track/1bLNqR3bqpyWkwWKECjVrw
134,Kamaal,Badshah,158740,https://open.spotify.com/track/1q7W78ZYL9iqyYeVONU2hg
135,"Bhula Dunga","Darshan Raval",158592,https://open.spotify.com/track/7pmY8QjqZP8GRV6qBRpheu
136,Yaari,Nikk,158373,https://open.spotify.com/track/04UzZSWfw8hkK832P27QLq
137,ON,BTS,158308,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF
138,Manjha,"Vishal Mishra",157998,https://open.spotify.com/track/0UZLaEOSIc5kg0cc7eszqC
139,"Chalo Chalein",Ritviz,157968,https://open.spotify.com/track/0NS3ca87AFGTQ2jHWeaLJ1
140,"Thodi Jagah (From ""Marjaavaan"")","Arijit Singh",156819,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r
141,Thunder,"Imagine Dragons",156502,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
142,"Shaitan Ka Saala (From ""Housefull 4"")","Sohail Sen",156477,https://open.spotify.com/track/7IAJzec1UxGYmNvbPTHbxx
143,Bag,DIVINE,155809,https://open.spotify.com/track/4SS6PZv1H4mDQbTufpBWnK
144,"Girls Like You (feat. Cardi B)","Maroon 5",155166,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
145,Khaab,Akhil,154009,https://open.spotify.com/track/0a6zRnrjmaOcqsEIFkXIhw
146,Naagin,Vayu,153102,https://open.spotify.com/track/7gAyu0od48mkaCw1laPKVC
147,"Chal Bombay",DIVINE,152255,https://open.spotify.com/track/6AooRgSRDzbCYL4NZ4RCjU
148,"It's You","Ali Gatie",152180,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
149,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",151870,https://open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu
150,"Same Beef",Bohemia,150919,https://open.spotify.com/track/65c6VCikt7f5sAS1heoYQC
151,"Chandigarh Mein",Badshah,150703,https://open.spotify.com/track/5RHCtCi4k67doox07JmHTf
152,"Naah Goriye (From ""Bala"")","B Praak",150536,https://open.spotify.com/track/1CM4rFDU9q4EoLy2K44qE6
153,"Valentine's Mashup 2019","Amrita Singh",150059,https://open.spotify.com/track/1MhHomaXgrPMBroXkpWSSa
154,"Ae Dil Hai Mushkil Title Track",Pritam,149822,https://open.spotify.com/track/1UWacd8x8tPPwmrPB1MoBI
155,"Tu Hi Das De","Tedi Pagg",149686,https://open.spotify.com/track/65hNUaQSau704UtsRZVhKy
156,"Alone, Pt. II","Alan Walker",149521,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
157,Attention,"Charlie Puth",149036,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
158,"Ik Vaari Aa (From ""Raabta"")","Arijit Singh",148406,https://open.spotify.com/track/5sul5AkWmzi2fE70oS7mK9
159,Pal,Javed-Mohsin,148348,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC
160,"Call You Mine","The Chainsmokers",148236,https://open.spotify.com/track/2oejEp50ZzPuQTQ6v54Evp
161,"Tareefan - Original","Chdry Saqib",148227,https://open.spotify.com/track/6fTEiqvwttauVDmDmDwD2T
162,Paagal,Badshah,147867,https://open.spotify.com/track/4gyPGtExOjj1rsByKW33LR
163,"Namo Namo","Amit Trivedi",147674,https://open.spotify.com/track/5QtQFSdyZEl0w4iDxAyv76
164,"Beautiful People (feat. Khalid)","Ed Sheeran",147586,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
165,"Naina Da Kya Kasoor","Amit Trivedi",147314,https://open.spotify.com/track/4JQxGJ8jsKW8pOUVoAgOZr
166,Astronomia,Vicetone,147234,https://open.spotify.com/track/665AK0ovB11McZRwfa852G
167,Samjhawan,"Jawad Ahmad",146831,https://open.spotify.com/track/0rk2X5TAhraBC5aCIXK2Rq
168,"Tum Se Hi",Pritam,145723,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE
169,"Kho Gaye Hum Kahan","Jasleen Royal",145247,https://open.spotify.com/track/6nZiYSBwPQ7fYnVWkkkj4g
170,"Shape of You","Ed Sheeran",144396,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
171,Bewafa,"Imran Khan",144113,https://open.spotify.com/track/4FcknXDJ8yW2QYUl0cm6uJ
172,Fakira,Vishal-Shekhar,143793,https://open.spotify.com/track/3gCljMiGFfcum5sOHTMfwZ
173,"Morni Banke (From ""Badhaai Ho"")","Guru Randhawa",143568,https://open.spotify.com/track/5x3K3Ld54TtkYKdQvrFOV3
174,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",143350,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
175,Qaafirana,"Arijit Singh",142744,https://open.spotify.com/track/0xkGTPTijMU84dtHr3KQQi
176,"Don't Be Shy Again (From ""Bala"")",Sachin-Jigar,142583,https://open.spotify.com/track/2TbCdbFzs2xO2nzasn0Qvw
177,"Psycho Saiyaan (From ""Saaho"")","Sachet Tandon",140951,https://open.spotify.com/track/3ZjMdVOWxQ53FKrmkgCv95
178,"Dilbar (From ""Satyameva Jayate"")","Neha Kakkar",140801,https://open.spotify.com/track/2a6vHSWc5vuPJrypTjCfRx
179,"Humsafar (From ""Badrinath Ki Dulhania"")","Akhil Sachdeva",139376,https://open.spotify.com/track/7aE1lfskJLMHQnzCCP1zsV
180,"Yeh Dooriyan",Pritam,138968,https://open.spotify.com/track/6L4QbsQrP9ZiZdz9SfOSGV
181,Savage,"Megan Thee Stallion",138634,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
182,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake",138582,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY
183,"She Move It Like",Badshah,137421,https://open.spotify.com/track/39vrbjCMTRXEdiIr2IsBgd
184,"Soch Na Sake","Amaal Mallik",137022,https://open.spotify.com/track/6mTvwBzWTGDOVeCNQEqtOE
185,"Coca Cola (From ""Luka Chuppi"")","Tony Kakkar",136832,https://open.spotify.com/track/2hOlxSH3Zck6a2ki4xtKGV
186,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",136734,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
187,"My Oh My (feat. DaBaby)","Camila Cabello",136471,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
188,"Godzilla (feat. Juice WRLD)",Eminem,135930,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
189,"Humdard (From ""Ek Villain"")","Arijit Singh",135724,https://open.spotify.com/track/5jQm7HoRNb2wGI0Hldd4PK
190,"Enna Sona","A.R. Rahman",135636,https://open.spotify.com/track/6bdpj89aYEBjhpsenXAsmO
191,"hot girl bummer",blackbear,135621,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
192,"Humnava Mere (From ""Humnava Mere"")","Jubin Nautiyal",135458,https://open.spotify.com/track/2QRc8jYol5Xsxyf6nYoYXW
193,"O Saathi","Atif Aslam",135100,https://open.spotify.com/track/6fScgF2Y63ScU73nYju0ny
194,"What do you think?","Agust D",134618,https://open.spotify.com/track/3i8GllbdGuwIXaVrlIoE0r
195,Hawayein,Pritam,134202,https://open.spotify.com/track/0l6g8Z8mqGbGXFOjigYetD
196,"Jai Jai Shivshankar (From ""War"")","Vishal Dadlani",134027,https://open.spotify.com/track/6lfSsCL894Qw15xbt7cSUy
197,"eight(Prod.&Feat. SUGA of BTS)",IU,133343,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe
198,"Laal Chunariya",Akull,132375,https://open.spotify.com/track/4eArIrMsptXvjYgSKf6Nz4
199,"Treat You Better","Shawn Mendes",131945,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
200,"HIGHEST IN THE ROOM","Travis Scott",131584,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
