,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ghungroo (From ""War"")","Arijit Singh",988271,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
2,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",772182,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
3,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",769907,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
4,Memories,"Maroon 5",762835,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
5,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",724627,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
6,Señorita,"Shawn Mendes",697019,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
7,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",632148,https://open.spotify.com/track/5QVHNa0ppJUOoqSd36ovQS
8,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",537611,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
9,"Ve Maahi","Arijit Singh",517660,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
10,"O Saki Saki (From ""Batla House"")","Neha Kakkar",503772,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
11,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",501467,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
12,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",465960,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
13,"Psycho Saiyaan (From ""Saaho"")","Sachet Tandon",465024,https://open.spotify.com/track/3ZjMdVOWxQ53FKrmkgCv95
14,"Duniyaa (From ""Luka Chuppi"")",Akhil,446859,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
15,"Thodi Jagah (From ""Marjaavaan"")","Arijit Singh",441457,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r
16,"Ik Mulaqaat","Meet Bros.",436819,https://open.spotify.com/track/17uI7afUaul1hCzMTF9txd
17,"Jai Jai Shivshankar (From ""War"")","Vishal Dadlani",419252,https://open.spotify.com/track/6lfSsCL894Qw15xbt7cSUy
18,Circles,"Post Malone",416951,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
19,Makhna,"Tanishk Bagchi",405989,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
20,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",383971,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
21,Kohinoor,DIVINE,371771,https://open.spotify.com/track/1VYMsDdZ3toHtlZxAGS95n
22,"Dil Hi Toh Hai",Pritam,365566,https://open.spotify.com/track/6preZS0pC2OdHPZAOwcoM9
23,"Shaitan Ka Saala (From ""Housefull 4"")","Sohail Sen",363128,https://open.spotify.com/track/7IAJzec1UxGYmNvbPTHbxx
24,"Kalank (Title Track)","Arijit Singh",360678,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
25,"HIGHEST IN THE ROOM","Travis Scott",360667,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
26,Samajavaragamana,"Sid Sriram",339443,https://open.spotify.com/track/3j9DrRebdWK1jkpOw9FZUy
27,"hot girl bummer",blackbear,337816,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
28,"Proper Patola",Badshah,306342,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
29,"Lose You To Love Me","Selena Gomez",304101,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
30,"Trampoline (with ZAYN)",SHAED,303746,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
31,"Bad Boy (From ""Saaho"")",Badshah,300332,https://open.spotify.com/track/5I3Xih0C2ID3fqngBrBbGv
32,"Lights Up","Harry Styles",295806,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
33,Vaaste,"Dhvani Bhanushali",294057,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
34,"Hauli Hauli (From ""De De Pyaar De"")","Garry Sandhu",291729,https://open.spotify.com/track/1z0A545pZMaqYRkruladlk
35,"Ik Tera","Maninder Buttar",288035,https://open.spotify.com/track/57DhVYA7E1CyrE4OKuyLb7
36,Sakhiyaan,"Maninder Buttar",283929,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
37,"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik",280068,https://open.spotify.com/track/6vuMdb0E8buJeSHArN3dXk
38,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",278685,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
39,"Someone You Loved","Lewis Capaldi",278662,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
40,Liar,"Camila Cabello",278468,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
41,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Arijit Singh",278270,https://open.spotify.com/track/6aPMWbbdhDhiJHlknZb9Yx
42,"Make It Right (feat. Lauv)",BTS,277161,https://open.spotify.com/track/314ZkcV7oLWG8yWE7LABvH
43,"The Hook Up Song",Vishal-Shekhar,276248,https://open.spotify.com/track/1bLNqR3bqpyWkwWKECjVrw
44,"Takeaway (feat. Lennon Stella)","The Chainsmokers",268980,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
45,"8 Parche","Baani Sandhu",252088,https://open.spotify.com/track/42ETKyApzUl8hTtytFAjen
46,"Goodbyes (Feat. Young Thug)","Post Malone",249788,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
47,"Chal Bombay",DIVINE,249537,https://open.spotify.com/track/6AooRgSRDzbCYL4NZ4RCjU
48,"Odhani (From ""Made in China"")",Sachin-Jigar,247356,https://open.spotify.com/track/2q0V50aNlI1RQXJyE5HDgD
49,Pal,Javed-Mohsin,241303,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC
50,"Dilbar (From ""Satyameva Jayate"")","Neha Kakkar",239744,https://open.spotify.com/track/6cARnc9YVlBNigjNSX63pp
51,"Coca Cola (From ""Luka Chuppi"")","Tony Kakkar",237377,https://open.spotify.com/track/4bKkdGBttnK4SYjT4zPC1U
52,"Ek Toh Kum Zindagani (From ""Marjaavaan"")","Neha Kakkar",236070,https://open.spotify.com/track/6oDHAjaJJjwwgoAuMIeY9K
53,Paagal,Badshah,232355,https://open.spotify.com/track/4gyPGtExOjj1rsByKW33LR
54,Graveyard,Halsey,231890,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
55,"bad guy","Billie Eilish",229935,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
56,"The Jawaani Song",Vishal-Shekhar,226823,https://open.spotify.com/track/3IzQc4KEAFd8lIc90X7FZr
57,"On My Way","Alan Walker",223828,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
58,"Baby Won't You Tell Me (From ""Saaho"")","Shweta Mohan",223527,https://open.spotify.com/track/1LMwOxNStAp24Py3mWoRkb
59,"Same Beef",Bohemia,222488,https://open.spotify.com/track/65c6VCikt7f5sAS1heoYQC
60,"Chashni (From ""Bharat"")","Abhijeet Srivastava",222367,https://open.spotify.com/track/5X5db3FrBOHbibrFKA02MQ
61,"Koka (From ""Khandaani Shafakhana"")","Jasbir Jassi",220984,https://open.spotify.com/track/1bvIoSekCZWAgthW01kbo9
62,"Pehla Pyaar","Armaan Malik",220938,https://open.spotify.com/track/0ojpEubhy4JNeVftmVuiN7
63,"She Move It Like",Badshah,220874,https://open.spotify.com/track/39vrbjCMTRXEdiIr2IsBgd
64,Tareefan,QARAN,218618,https://open.spotify.com/track/5QyOjKJhR1iyF0DHQM2IvW
65,"Tujhe Kitna Chahein Aur (Film Version)","Jubin Nautiyal",217188,https://open.spotify.com/track/0mHU8dcIvGrGDazLMmQpSg
66,Yaari,Nikk,216416,https://open.spotify.com/track/04UzZSWfw8hkK832P27QLq
