,Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Energy,Valence,Stream %,Danceability_Stream%,Valence_Stream%,Energy_Stream%
21,22,Drip Too Hard (Lil Baby & Gunna),Lil Baby,13585875,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,2019,1,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,0.389,0.0003160557076463726,0.00028350196975879624,0.00012294567027443893,0.00020922887846189865
22,23,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,13523043,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019,1,5JEx7HbmvHQQswJCsoo9rA,0.575,0.758,0.493,0.00031459401215581077,0.00018089155698959117,0.0001550948479928147,0.00023846226121410457
23,24,Look Back at It,A Boogie Wit da Hoodie,13473222,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,2019,1,3Ol2xnObFdKV9pmRD2t9x8,0.7909999999999999,0.5870000000000001,0.536,0.0003134349987385189,0.0002479270840021684,0.00016800115932384614,0.0001839863442595106
24,25,Giant (with Rag'n'Bone Man),Calvin Harris,13432564,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019,1,5itOtNx0WxtJmi1TQ3RuRd,0.807,0.887,0.606,0.000312489149246934,0.0002521787434422757,0.000189368424443642,0.00027717787538203046
25,26,Mo Bamba,Sheck Wes,13264212,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,2019,1,1xzBco0xcoJEDXktl7Jxrr,0.7290000000000001,0.625,0.261,0.0003085726837639465,0.00022494948646391703,8.053747046239004e-05,0.00019285792735246657
26,27,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,12917943,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,2019,1,27rdGxbavYJeBphck5MZAF,0.601,0.794,0.244,0.0003005172369244164,0.00018061085939157423,7.33262058095576e-05,0.0002386106861179866
27,28,when the party's over,Billie Eilish,12787942,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,2019,1,43zdsphuZLzwA9k4DJhU0I,0.36700000000000005,0.111,0.198,0.00029749295191886936,0.00010917991335422508,5.890360447993614e-05,3.3021717662994496e-05
28,29,Better Now,Post Malone,12225139,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019,1,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,0.341,0.0002844001551405609,0.00019339210549558142,9.698045290293127e-05,0.0001643832896712442
29,30,Be Alright,Dean Lewis,11967642,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2019,1,3EPXxR3ImUwfayaurPi3cm,0.5529999999999999,0.586,0.44299999999999995,0.0002784098603268799,0.00015396065276076457,0.00012333556812480778,0.00016314817815155162
30,31,SAD!,XXXTENTACION,11909435,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019,1,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,0.473,0.0002770557587636775,0.00020502126148512134,0.00013104737389521944,0.0001698351801221343
31,32,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,11782058,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2019,1,2LskIZrCeLxRvCiGP8gxlh,0.703,0.723,0.28800000000000003,0.0002740925173182151,0.0001926870396747052,7.893864498764596e-05,0.00019816889002106952
32,33,Girls Like You (feat. Cardi B),Maroon 5,11611300,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,1,6V1bu6o1Yo5ZXnsCJU8Ovk,0.851,0.541,0.44799999999999995,0.00027012007972944884,0.00022987218784976097,0.00012101379571879306,0.00014613496313363184
33,34,Bohemian Rhapsody - Remastered 2011,Queen,11183058,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019,1,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0.228,0.00026015764975317586,0.00010198179870324494,5.9315944143724096e-05,0.0001045833752007767
34,35,Desconocidos,Mau y Ricky,11064377,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,2019,1,56f5qnyAlZdlz8wrUDA50h,0.7190000000000001,0.753,0.675,0.000257396708154701,0.00018506823316323005,0.0001737427780044232,0.00019381972124048985
35,36,Lucid Dreams,Juice WRLD,10923958,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2019,1,285pBltuF7vW8TeWk8hdRR,0.511,0.5660000000000001,0.218,0.0002541300634658609,0.00012986046243105494,5.540035383555768e-05,0.00014383761592167728
36,37,Adictiva,Daddy Yankee,10882484,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,2019,1,0z24gh2KYWSfahslybQC4O,0.787,0.7709999999999999,0.701,0.000253165230915957,0.00019924103673085817,0.00017746882687208585,0.00019519039303620282
37,38,Ella Quiere Beber - Remix,Anuel AA,10862330,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,2019,1,3f5lA8nnc4YYF1qf78WpHw,0.75,0.665,0.6970000000000001,0.0002526963772917403,0.0001895222829688052,0.000176129374972343,0.0001680430908990073
38,39,Better,Khalid,10854712,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,2019,1,6gdLyYNuhWBzqwlOFSsXC7,0.552,0.225,0.67,0.0002525191555536594,0.00013939057386562001,0.00016918783422095182,5.681680999957337e-05
39,40,Moonlight,XXXTENTACION,10351258,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019,1,0JP9xo3adEtGSdUEISiszL,0.9209999999999999,0.537,0.711,0.00024080702731477918,0.00022178327215691162,0.000171213796420808,0.00012931337366803644
40,41,Leave Me Alone,Flipp Dinero,10330367,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,2019,1,6V7g6qM8wheMivMWrzbPTM,0.792,0.743,0.742,0.00024032102845284055,0.00019033425453464972,0.0001783182031120077,0.00017855852414046052
41,42,imagine,Ariana Grande,10326381,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,2019,1,716eVtciaJCtTcaknS3QXr,0.541,0.41,0.298,0.0002402282999351206,0.00012996351026490024,7.158803338066594e-05,9.849360297339944e-05
42,43,Wake Up in the Sky,Gucci Mane,10323852,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,2019,1,0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,0.36700000000000005,0.00024016946641246286,0.0001921355731299703,8.814219417337388e-05,0.00013881795158640352
43,44,In My Mind,Dynoro,10316464,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,1,0E9ZjEAyAwOXZ7wJC0PD33,0.6940000000000001,0.77,0.163,0.0002399975952913101,0.00016655833113216924,3.911960803248355e-05,0.00018479814837430879
44,45,Baila Baila Baila,Ozuna,10271742,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,2019,1,7mWFF4gPADjTQjC97CgFVt,0.785,0.5720000000000001,0.49,0.00023895720272496004,0.00018758140413909364,0.00011708902933523042,0.00013668351995867715
45,46,Keanu Reeves,Logic,10133154,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK,2019,1,3PYx9Wte3jwb48V0wArMOy,0.7120000000000001,0.8909999999999999,0.799,0.0002357331535995783,0.00016784200536289976,0.00018835078972606308,0.00021003823985722424
