,Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Energy,Valence,Stream %,Danceability_Stream%,Valence_Stream%,Energy_Stream%
119,120,Red Red Wine,UB40,54200,https://open.spotify.com/track/1vYew137WJ69SFp9oez3xm,2019,1,4uOKFydzAejjSFqYbv1XPt,0.857,0.46799999999999997,0.843,0.00013574398012139108,0.00011633259096403216,0.00011443217524233267,6.352818269681101e-05
120,121,Leave Me Lonely,Hilltop Hoods,53902,https://open.spotify.com/track/03Pg5wDlaYAZlTNLeAfl2r,2019,1,0zXXqCxifU2u8jfW2r4POb,0.445,0.446,0.389,0.00013499763868087125,6.0073949212987703e-05,5.251408144685891e-05,6.020894685166858e-05
121,122,Hotel California - 2013 Remaster,Eagles,53502,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv,2019,1,40riOy7x9W7GXjyGp4pjAv,0.579,0.508,0.609,0.00013399583808956948,7.758359025386073e-05,8.160346539654781e-05,6.80698857495013e-05
122,123,Perfect,Ed Sheeran,53441,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2019,1,0tgVpDi06FyKpA1z0VMD4v,0.599,0.44799999999999995,0.168,0.00013384306349939595,8.017199503613818e-05,2.2485634667898523e-05,5.996169244772938e-05
123,124,Havana (feat. Young Thug),Camila Cabello,53386,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019,1,1rfofaqEpACxVEHIZBJe6W,0.765,0.523,0.39399999999999996,0.00013370531591809197,0.00010228456667734036,5.2679894471728234e-05,6.992788022516211e-05
124,125,Bright Blue Skies,Mitch James,53104,https://open.spotify.com/track/5zxwumO0laRosoeOvbVSvc,2019,1,5zxwumO0laRosoeOvbVSvc,0.799,0.373,0.534,0.0001329990465012242,0.00010626623815447814,7.102149083165372e-05,4.9608644344956626e-05
125,126,Pure Water (with Migos),Mustard,53063,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019,1,3j84U36KvLeXNDPv4t5pI8,0.682,0.5589999999999999,0.13699999999999998,0.00013289636194061577,9.063531884349996e-05,1.8206801585864357e-05,7.42890663248042e-05
126,127,Old News,Mitch James,52906,https://open.spotify.com/track/6o2bqHKLjiuVsa5vUvneAp,2019,1,1Ib6RGb1Wmdl0r7D9PY36i,0.45799999999999996,0.609,0.557,0.00013250315520852983,6.068644508550665e-05,7.380425745115112e-05,8.069442152199466e-05
127,128,Nonstop,Drake,52673,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,2019,1,0TlLq3lA83rQOYtrqBqSct,0.912,0.41200000000000003,0.423,0.00013191960636409653,0.00012031068100405604,5.580199349201283e-05,5.435087782200778e-05
128,129,Under Pressure - Remastered 2011,Queen,52376,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2019,1,11IzgLRXV7Cgek3tEgGgjw,0.6709999999999999,0.711,0.466,0.00013117576942505498,8.801894128421188e-05,6.112790855207563e-05,9.326597206121408e-05
129,130,Don't Stop Believin',Journey,52232,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,2019,1,4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,0.514,0.00013081512121218634,6.540756060609317e-05,6.723897230306378e-05,9.784971066671538e-05
