Position,Track Name,Artist,Streams,URL,Year,Month,yyyy-mm,Stream %,Track ID,Danceability,Valence,Energy,Tempo,Danceability_Stream%,Valence_Stream%,Energy_Stream%,Tempo_Stream%
109,Posso (feat. Max Gazzé),Carl Brave,415234,https://open.spotify.com/track/5N0nmOmc0MqPZTYKw4fVV6,2019,6,2019-06,0.0031147927300299305,5N0nmOmc0MqPZTYKw4fVV6,0.736,0.854,0.878,163.948,0.002292487449302029,0.0026600329914455607,0.002734788016966279,0.5106640385029471
110,Felicità puttana,Thegiornalisti,410789,https://open.spotify.com/track/695AOnYHYnvHIMaTNKjkA5,2019,6,2019-06,0.0030814494737335216,695AOnYHYnvHIMaTNKjkA5,0.692,0.686,0.856,93.975,0.0021323630358235967,0.002113874338981196,0.0026377207495158943,0.28957921429410766
111,Cascare nei tuoi occhi,Ultimo,410586,https://open.spotify.com/track/60oJSn5MTG2VNvCJKwd65M,2019,6,2019-06,0.003079926710847544,60oJSn5MTG2VNvCJKwd65M,0.732,0.405,0.46,67.983,0.0022545063523404024,0.0012473703178932556,0.0014167662869898703,0.2093826575835486
112,C'est la vie,Achille Lauro,403718,https://open.spotify.com/track/6qrzETcLAmhkNW5PbkwcJI,2019,6,2019-06,0.0030284078167544647,4RPpx2lgTptIUtR50KXfQ0,0.582,0.627,0.792,91.998,0.0017625333493510983,0.0018988117011050495,0.0023984989908695364,0.27860746232577727
113,Billets (feat. Ninho),Capo Plaza,400403,https://open.spotify.com/track/2aD5ESGyEhXnXdoOsZvsR0,2019,6,2019-06,0.0030035410238134987,2aD5ESGyEhXnXdoOsZvsR0,0.732,0.609,0.791,123.101,0.0021985920294314808,0.0018291564835024206,0.0023758009498364777,0.36973890357246547
114,Senza farlo apposta,Shade,396963,https://open.spotify.com/track/55t2S1tpx1Bj3C5bIEn2BF,2019,6,2019-06,0.0029777365689969307,4rwKn954sAK61ojiPVIxuP,0.518,0.314,0.822,127.793,0.0015424675427404102,0.0009350092826650362,0.002447699459715477,0.3805338893618248
115,Callaita,Bad Bunny,396642,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019,6,2019-06,0.002975328653300384,2TH65lNHgvLxCKXM3apjxI,0.61,0.244,0.624,176.169,0.0018149504785132343,0.0007259801914052937,0.0018566050796594395,0.5241606735232753
116,Tesla (feat. Sfera Ebbasta & DrefGold),Capo Plaza,393683,https://open.spotify.com/track/093RgZ7RXHZwIrxZhZYX4Q,2019,6,2019-06,0.0029531323213811324,093RgZ7RXHZwIrxZhZYX4Q,0.854,0.377,0.626,140.05,0.002521975002459487,0.001113330885160687,0.0018486608331845888,0.4135861816094276
117,Amore e Capoeira,Takagi & Ketra,393354,https://open.spotify.com/track/5Vwqy3CS2aCB6jcgm1qWfk,2019,6,2019-06,0.0029506643953245482,5Vwqy3CS2aCB6jcgm1qWfk,0.827,0.836,0.697,118.083,0.0024401994549334014,0.0024667554344913224,0.00205661308354121,0.34842330379310865
118,Gli occhi della tigre,Nayt,382555,https://open.spotify.com/track/5pL8J6weoydzXglhsoJ6Vw,2019,6,2019-06,0.002869657910567536,5pL8J6weoydzXglhsoJ6Vw,0.687,0.541,0.799,135.176,0.0019714549845598977,0.0015524849296170372,0.0022928566705434617,0.3879088777188772
119,Merci,Carl Brave,381998,https://open.spotify.com/track/429kanJEBTPrcTKYBT8yPq,2019,6,2019-06,0.002865479689249853,4eoIIRUjD5p7V5X5RCpIna,0.796,0.922,0.105,160.293,0.002280921832642883,0.0026419722734883646,0.00030087536737123454,0.4593163358289267
120,STAI ZITTO (feat. Fabri Fibra),Salmo,377796,https://open.spotify.com/track/2rgOAX5Cj3pk8JFnaPwJbd,2019,6,2019-06,0.0028339592476396146,2rgOAX5Cj3pk8JFnaPwJbd,0.705,0.909,0.796,100.196,0.0019979412695859283,0.0025760689561044096,0.0022558315611211333,0.28395138077649884
121,Juice,Lizzo,377693,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl,2019,6,2019-06,0.002833186614254118,0k664IuFwVP557Gnx7RhIl,0.767,0.843,0.889,119.93,0.0021730541331329086,0.0023883763158162215,0.002518702900071911,0.33978407064749644
122,Get You The Moon (feat. Snøw),Kina,376513,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,2019,6,2019-06,0.002824335086148435,4ZLzoOkj0MPWrTLvooIuaa,0.498,0.0895,0.235,118.917,0.0014065188729019207,0.00025277799021028495,0.0006637187452448822,0.33586145543951346
123,Happy Birthday,Sfera Ebbasta,376304,https://open.spotify.com/track/7Cw97917dvg5xm6XMAA4Y2,2019,6,2019-06,0.0028227673154924285,2bnTgPFD75vbq1AhxLJfMu,0.866,0.79,0.387,94.976,0.0024445164952164432,0.002229986179239019,0.00109241095109557,0.26809514855620886
124,Happier,Marshmello,374331,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,6,2019-06,0.0028079672604479256,2dpaYNEQHiRxtZbfNsse99,0.687,0.671,0.792,100.015,0.001929073507927725,0.0018841460317605581,0.0022239100702747573,0.28083884555369926
125,Bling Bling (Oro),Guè Pequeno,373593,https://open.spotify.com/track/11AXfsh0V6zCCU7Po6kQiY,2019,6,2019-06,0.002802431304734371,11AXfsh0V6zCCU7Po6kQiY,0.693,0.419,0.731,97.959,0.0019420848941809192,0.0011742187166837014,0.0020485772837608254,0.2745233681804743
126,Rollercoaster,Emis Killa,371428,https://open.spotify.com/track/4WJj8NsyCm3YAADCOe0hrf,2019,6,2019-06,0.0027861910010489434,5L95vS64rG1YMIFm1hLjyZ,0.421,0.279,0.79,162.024,0.0011729864114416052,0.0007773472892926553,0.0022010908908286653,0.451429810753954
127,Panini,Lil Nas X,371343,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r,2019,6,2019-06,0.002785553390973534,1000nHvUdawXuUHgBod4Wv,0.703,0.475,0.594,153.848,0.001958244033854394,0.0013231378607124287,0.001654618714238279,0.4285518180944963
128,Non Abbiamo Età,Luche,366660,https://open.spotify.com/track/0NwuXciw6eQc4edjwSBnV3,2019,6,2019-06,0.002750424826465979,0NwuXciw6eQc4edjwSBnV3,0.372,0.191,0.689,193.259,0.0010231580354453443,0.000525331141855002,0.0018950427054350593,0.5315443515379886
129,Pa Mí - Remix,Dalex,365780,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019,6,2019-06,0.0027438236868617405,7g8YaUQABMal0zWe7a2ijz,0.688,0.727,0.62,170.011,0.0018877506965608772,0.0019947598203484854,0.001701170685854279,0.4664802088270514
130,La ragazza con il cuore di latta,Irama,364095,https://open.spotify.com/track/0NmyHZZMfVBiUSOfDmz9Bf,2019,6,2019-06,0.002731184004778625,0NmyHZZMfVBiUSOfDmz9Bf,0.612,0.305,0.687,99.939,0.0016714846109245186,0.0008330111214574806,0.0018763234112829158,0.272951798253571
131,Shallow,Lady Gaga,362361,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019,6,2019-06,0.002718176759240273,2VxeLyX666F8uXCJ0dZF8B,0.572,0.323,0.385,95.799,0.001554797106285436,0.0008779710932346083,0.0010464980523075052,0.26039861535845893
132,OI MARÌ,LIBERATO,361673,https://open.spotify.com/track/245i6xl6htAeACuA3xKIY0,2019,6,2019-06,0.0027130158682769595,245i6xl6htAeACuA3xKIY0,0.657,0.498,0.634,113.429,0.0017824514254579625,0.0013510819024019258,0.0017200520604875923,0.3077346769227872
133,Buona (Cattiva) Sorte,Tiziano Ferro,360964,https://open.spotify.com/track/58WNXhD8ZmIKaHct6kydTO,2019,6,2019-06,0.002707697450118545,5UwIwhQxoCAoZl7vlMvYy4,0.762,0.627,0.762,122.943,0.0020632654569903313,0.0016977263012243277,0.0020632654569903313,0.33289244760992426
134,Only Human,Jonas Brothers,360840,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,2019,6,2019-06,0.002706767289537948,0DiDStADDVh3SvAsoJAFMk,0.795,0.874,0.496,94.01,0.0021518799951826687,0.0023657146110561667,0.0013425565756108222,0.2544631928894625
135,Fanfare (feat. Guè Pequeno),Elettra Lamborghini,359707,https://open.spotify.com/track/3fsalArvHxFixTCmxqLreg,2019,6,2019-06,0.0026982683222974905,3fsalArvHxFixTCmxqLreg,0.707,0.938,0.89,101.029,0.0019076757038643257,0.002530975686315046,0.0024014588068447668,0.27260335033339317
136,Vertigini,Tedua,359126,https://open.spotify.com/track/1Oou7m2VuxCDSOdqsu07TU,2019,6,2019-06,0.0026939100698996927,1Oou7m2VuxCDSOdqsu07TU,0.579,0.476,0.774,133.722,0.001559773930471922,0.0012823011932722537,0.002085086394102362,0.3602350423671267
137,Allenamento #2,Capo Plaza,356805,https://open.spotify.com/track/3RsSxNSorUqe9K4qEGTlGC,2019,6,2019-06,0.002676499564193513,3RsSxNSorUqe9K4qEGTlGC,0.86,0.0589,0.601,80.019,0.002301789625206421,0.0001576458243309979,0.0016085762380803011,0.21417081862720072
138,Mad Love,Mabel,354180,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD,2019,6,2019-06,0.00265680866480587,6ImEBuxsbuTowuHmg3Z2FO,0.623,0.607,0.796,197.524,0.001655191798174057,0.001612682859537163,0.002114819697185473,0.5247834747071147
139,7 miliardi,Massimo Pericolo,353632,https://open.spotify.com/track/67vjEOTkBppbVLUUq5mEJz,2019,6,2019-06,0.002652697955143231,67vjEOTkBppbVLUUq5mEJz,0.307,0.362,0.74,142.92,0.0008143782722289718,0.0009602766597618496,0.0019629964868059908,0.3791235917490705
140,Nuova Era (with Dardust),Jovanotti,352484,https://open.spotify.com/track/3HoYNJMxEgTLKiMXjXeHjs,2019,6,2019-06,0.002644086468477702,3HoYNJMxEgTLKiMXjXeHjs,0.505,0.233,0.822,119.37,0.0013352636665812394,0.0006160721471553046,0.0021734390770886706,0.31562460174218326
141,Girls Go Wild,LP,351594,https://open.spotify.com/track/5AOqxn4l8BHO0or40XxCuh,2019,6,2019-06,0.002637410315923415,5AOqxn4l8BHO0or40XxCuh,0.711,0.795,0.868,122.029,0.0018751987346215479,0.002096741201159115,0.002289272154221524,0.3218405434418184
142,Torna a casa,Måneskin,345078,https://open.spotify.com/track/3590AAEoqH50z4UmhMIY85,2019,6,2019-06,0.002588531877672032,3590AAEoqH50z4UmhMIY85,0.425,0.45,0.638,81.396,0.0011001260480106136,0.0011648393449524145,0.0016514833379547564,0.21069614071499274
143,Ipocondria,Ultimo,343900,https://open.spotify.com/track/6YrDRkcDktxgsPcH8x77xm,2019,6,2019-06,0.002579695352156358,6YrDRkcDktxgsPcH8x77xm,0.711,0.718,0.567,119.99,0.0018341633953831702,0.0018522212628482649,0.0014626872646726547,0.30953764530524136
144,La musica non c'è,Coez,338532,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x,2019,6,2019-06,0.002539428400570504,7MMJa7cjMadOSR6CFWvB1x,0.747,0.53,0.498,135.919,0.0018969530152261665,0.0013458970523023673,0.001264635343484111,0.3451565687771424
145,High Hopes,Panic! At The Disco,334536,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019,6,2019-06,0.002509453225731257,1rqqCSm0Qe4I9rUvWncaom,0.579,0.681,0.904,82.014,0.0014529734176983978,0.0017089376467229861,0.0022685457160610567,0.2058102968551233
146,Giant (with Rag'n'Bone Man),Calvin Harris,330726,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019,6,2019-06,0.0024808732917629066,5itOtNx0WxtJmi1TQ3RuRd,0.807,0.606,0.887,122.015,0.0020020647464526658,0.0015034092148083213,0.0022005346097936983,0.30270375469445104
147,Malibu,Vegas Jones,329279,https://open.spotify.com/track/08AN0HMXNr3DGGDCOWsTAw,2019,6,2019-06,0.002470018917890937,1UZOjK1BwmwWU14Erba9CZ,0.573,0.343,0.781,139.934,0.0014153208399515066,0.0008472164888365915,0.0019290847748728217,0.3456396272561504
148,What I Like About You (feat. Theresa Rex),Jonas Blue,329178,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ,2019,6,2019-06,0.002469261287095451,4NSW0Km5ZG60L8FthUebPJ,0.46,0.553,0.8,102.46,0.0011358601920639076,0.0013655014917637845,0.0019754090296763608,0.2530005114757999
149,Un Attimo (feat. Luchè),Lele Blade,329105,https://open.spotify.com/track/0daICyqTSwErvLOkehIwH2,2019,6,2019-06,0.0024687136925600995,0daICyqTSwErvLOkehIwH2,0.583,0.352,0.71,158.063,0.0014392600827625379,0.000868987219781155,0.0017527867217176705,0.39021229238712696
150,Toradol,Gemitaiz,327008,https://open.spotify.com/track/3Rmv3h4ovgt9xVgWOfMlLx,2019,6,2019-06,0.0024529834769349995,3Rmv3h4ovgt9xVgWOfMlLx,0.701,0.471,0.623,158.891,0.0017195414173314346,0.0011553552176363847,0.0015282087061305046,0.389756997633679
151,Portami con te,Boomdabash,326877,https://open.spotify.com/track/2S5H2pKuM6lgLC00VVKCZD,2019,6,2019-06,0.0024520008072893684,2mYMNCaNs3Pc7xBc8d5w6E,0.694,0.591,0.73,96.16,0.0017016885602588216,0.0014491324771080166,0.0017899605893212389,0.23578439762894565
152,Riccione,Thegiornalisti,326653,https://open.spotify.com/track/6RiprjTTheMrJ2ypJxz3H4,2019,6,2019-06,0.002450320517208289,6RiprjTTheMrJ2ypJxz3H4,0.594,0.559,0.905,109.928,0.0014554903872217235,0.0013697291691194336,0.0022175400680735017,0.26935883381567277
153,Ti dedico il silenzio,Ultimo,324782,https://open.spotify.com/track/6GLmGfALwjzCaOiHwgfU7g,2019,6,2019-06,0.002436285594254278,6GLmGfALwjzCaOiHwgfU7g,0.661,0.147,0.443,80.0,0.0016103847778020778,0.00035813398235537885,0.0010792745182546452,0.19490284754034223
154,Money Rain,Boro Boro,321590,https://open.spotify.com/track/1f1mvHcJwPPponfS45uRp1,2019,6,2019-06,0.0024123414605989038,1kuSXR7D6H02EsHcK4ULFD,0.752,0.682,0.633,109.998,0.0018140807783703756,0.0016452168761284525,0.0015270121445591061,0.2653527359829582
155,Brivido,Guè Pequeno,318809,https://open.spotify.com/track/7fH13hSOyNoeiDGbjEnTUC,2019,6,2019-06,0.0023914803591905103,6hEdVxKgbYTcDiYwRqMKbm,0.802,0.794,0.496,93.995,0.0019179672480707894,0.0018988354051972653,0.0011861742581584932,0.22478719636211203
156,Ne è valsa la pena (feat. Ghali),Capo Plaza,316779,https://open.spotify.com/track/6GTCOWvhjvdk4pwlfrSjNO,2019,6,2019-06,0.0023762527303307327,6GTCOWvhjvdk4pwlfrSjNO,0.593,0.405,0.654,120.388,0.0014091178690861243,0.0009623823557839468,0.0015540692856362993,0.2860723136990563
157,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,314936,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019,6,2019-06,0.002362427843636856,4w8niZpiMy6qz1mntFA5uM,0.842,0.617,0.801,95.881,0.0019891642443422325,0.00145761797952394,0.0018923047027531218,0.22651194407574538
158,In My Mind,Dynoro,313531,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,6,2019-06,0.002351888524155089,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.163,0.77,125.905,0.0016322106357636317,0.0003833578294372795,0.0018109541635994186,0.2961145246337465
159,Fumo Da Solo,Izi,310056,https://open.spotify.com/track/6uMdn1ovj2ZRHGMbiTQAvy,2019,6,2019-06,0.002325821524013352,6uMdn1ovj2ZRHGMbiTQAvy,0.708,0.463,0.604,140.092,0.001646681639001453,0.001076855365618182,0.0014047962005040646,0.3258289889420785
160,Money In The Grave (Drake ft. Rick Ross),Drake,309903,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,2019,6,2019-06,0.0023246738258776148,5ry2OE6R2zPQFDO85XkgRb,0.831,0.101,0.502,100.541,0.0019318039493042977,0.0002347920564136391,0.0011669862605905626,0.23372503112756127
161,LUNEDI',Salmo,309185,https://open.spotify.com/track/1VNARx6Sm6ZYAsDMCGiU1B,2019,6,2019-06,0.002319287896064157,1VNARx6Sm6ZYAsDMCGiU1B,0.571,0.467,0.762,124.382,0.0013243133886526337,0.0010831074474619614,0.0017672973768008877,0.288477667088252
162,ARSENICO,AIELLO,308387,https://open.spotify.com/track/3jWXXk597CC7e8fT1ElB7I,2019,6,2019-06,0.002313301862650313,0gRwWCGghAv0fSiKOrqgL9,0.563,0.789,0.913,137.987,0.0013023889486721261,0.001825195169631097,0.0021120446005997357,0.3192055841215287
163,Poesia senza veli,Ultimo,305974,https://open.spotify.com/track/3f2b204xj4jZdoHjo9wj0W,2019,6,2019-06,0.0022952012378036914,3f2b204xj4jZdoHjo9wj0W,0.739,0.255,0.519,81.991,0.001696153714736928,0.0005852763156399413,0.0011912094424201159,0.18818584468876245
164,All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,304007,https://open.spotify.com/track/3O83h4LS797N23DpweeRAa,2019,6,2019-06,0.0022804461905292176,4gMC0JNQITGa8wfTFsPu3f,0.664,0.249,0.862,125.004,0.0015142162705114005,0.0005678311014417752,0.0019657446162361855,0.2850648956009143
165,La somma (feat. Martina Attili),Mr.Rain,303769,https://open.spotify.com/track/3AKm9sJmK0v3wUQYSLuze7,2019,6,2019-06,0.002278660882318071,3AKm9sJmK0v3wUQYSLuze7,0.547,0.29,0.55,87.251,0.001246427502627985,0.0006608116558722406,0.0012532634852749393,0.19881544064313403
166,Da zero a cento,Baby K,303587,https://open.spotify.com/track/1ZF1hdW5COHbgqG9MSdSuU,2019,6,2019-06,0.0022772956466271944,1ZF1hdW5COHbgqG9MSdSuU,0.608,0.803,0.659,184.072,0.001384595753149334,0.0018286684042416372,0.0015007378311273213,0.41918636426596095
167,Catrame (feat. Tedua),Lazza,302882,https://open.spotify.com/track/5qbVso0dAtoI2gFhj7V8oG,2019,6,2019-06,0.002272007233648799,5qbVso0dAtoI2gFhj7V8oG,0.735,0.742,0.679,74.502,0.0016699253167318674,0.0016858293673674089,0.0015426929116475346,0.16926908292130283
168,Hola (I Say) (feat. Tom Walker),Marco Mengoni,302319,https://open.spotify.com/track/42LrSpEHmXHfjEH8NeiQQi,2019,6,2019-06,0.0022677840045610873,42LrSpEHmXHfjEH8NeiQQi,0.533,0.141,0.669,145.721,0.0012087288744310595,0.00031975754464311326,0.0015171474990513674,0.3304637529286462
169,PERDONAMI,Salmo,301999,https://open.spotify.com/track/4Yr7z1MFiI2D3QnldF107i,2019,6,2019-06,0.002265383590159546,4Yr7z1MFiI2D3QnldF107i,0.704,0.606,0.745,76.592,0.0015948300474723203,0.0013728224556366847,0.0016877107746688616,0.17351025993749994
170,Montecarlo,Emis Killa,301630,https://open.spotify.com/track/4TbB3Lj1R89e1hOF3Yx8sb,2019,6,2019-06,0.002262615612302769,1bcetsDpo2mG5yRya8SOd8,0.661,0.772,0.657,75.096,0.0014955889197321305,0.001746739252697738,0.0014865384572829194,0.16991338202148876
171,Netflix,Lazza,300584,https://open.spotify.com/track/1XiF40UZiMZstIl37DdRaC,2019,6,2019-06,0.002254769257727731,2fmlkobTesiSyyzVYa6nkX,0.486,0.468,0.733,94.948,0.0010958178592556773,0.001055232012616578,0.0016527458659144267,0.21408583148273258
172,Autostima,PSICOLOGI,297865,https://open.spotify.com/track/4GkHLa5IBnGiart95CmZQJ,2019,6,2019-06,0.002234373236609635,5qf1k7zubHxjR3uinHmIKg,0.475,0.285,0.618,71.551,0.0010613272873895767,0.000636796372433746,0.0013808426602247544,0.159871639452656
173,11 PM,Maluma,296549,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019,6,2019-06,0.002224501532383297,7KbF6AdprOXEEHlsq11Z6d,0.777,0.68,0.712,95.692,0.0017284376906618218,0.0015126610420206422,0.0015838450910569074,0.21286700063682243
174,Keanu Reeves (feat. Achille Lauro),Gemitaiz,295170,https://open.spotify.com/track/1MGXWglFoINJdrcp2W0U0w,2019,6,2019-06,0.002214157246571655,1MGXWglFoINJdrcp2W0U0w,0.811,0.166,0.59,102.709,0.0017956815269696124,0.0003675501029308948,0.0013063527754772764,0.22741387663812812
175,Porto Cervo,Lazza,292309,https://open.spotify.com/track/7imppCsqBzOEkpqm1jXCZP,2019,6,2019-06,0.002192696041562875,0TAt3c8KXb1D3sWT8ENar8,0.855,0.758,0.666,100.006,0.0018747551155362582,0.0016620635995046593,0.0014603355636808749,0.21928276033253688
176,You Need To Calm Down,Taylor Swift,291585,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,2019,6,2019-06,0.0021872651039793888,6RRNNciQGZEXnqk8SQ9yv5,0.771,0.714,0.671,85.026,0.0016863813951681088,0.0015617072842412836,0.00146765488477017,0.1859744027309515
177,Certi Giorni (feat. Nitro),Ernia,289074,https://open.spotify.com/track/4nvsA575k8HrEjdQ78Ymvi,2019,6,2019-06,0.0021684293522222947,4nvsA575k8HrEjdQ78Ymvi,0.739,0.358,0.539,85.965,0.0016024692912922757,0.0007762977080955814,0.001168783420847817,0.18640902926378958
178,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,288773,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,2019,6,2019-06,0.0021661714624258447,7Feaw9WAEREY0DUOSXJLOM,0.661,0.316,0.723,113.778,0.0014318393366634834,0.0006845101821265669,0.0015661419673338858,0.24646265665188777
179,Anche Fragile,Elisa,282692,https://open.spotify.com/track/05G23JkXHRv3NJ9hENaafi,2019,6,2019-06,0.002120556087501556,05G23JkXHRv3NJ9hENaafi,0.435,0.147,0.578,130.455,0.0009224418980631769,0.0003117217448627287,0.0012256814185758992,0.2766371443950155
180,Boy With Luv (feat. Halsey),BTS,275328,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019,6,2019-06,0.002065316551086088,5KawlOMHjWeUjQtnuRs22c,0.645,0.798,0.862,119.991,0.0013321291754505268,0.0016481226077666982,0.001780302867036208,0.24781939828137078
181,Domani ci passa,Ludwig,274440,https://open.spotify.com/track/3elLXGwE5zaREuOzWdlRJ2,2019,6,2019-06,0.002058655401121811,3elLXGwE5zaREuOzWdlRJ2,0.708,0.749,0.736,129.959,0.0014575280239942422,0.0015419328954402365,0.001515170375225653,0.26754079727438945
182,Italiana,J-AX,272260,https://open.spotify.com/track/0ptaq4BSl6jrXfGyLzJjYE,2019,6,2019-06,0.0020423025780113113,0ptaq4BSl6jrXfGyLzJjYE,0.686,0.637,0.744,121.839,0.0014010195685157597,0.0013009467421932054,0.0015194731180404157,0.24883210380232015
183,Fotografia (feat. Francesca Michielin & Fabri Fibra),Carl Brave,272233,https://open.spotify.com/track/3fw3W15QK6a9UxJGgndtYu,2019,6,2019-06,0.0020421000430461815,3fw3W15QK6a9UxJGgndtYu,0.707,0.423,0.539,167.125,0.0014437647304336501,0.0008638083182085347,0.0011006919232018919,0.3412859696940931
184,Sopra,Gazzelle,271622,https://open.spotify.com/track/3Cbaa4ZmODhKEGSkMsbkOO,2019,6,2019-06,0.0020375167517982387,5d5hgQCHyzkPrxWejb69St,0.763,0.21,0.487,135.904,0.0015546252816220562,0.00042787851787763013,0.0009922706581257422,0.27690667663638785
185,Giovane fuoriclasse,Capo Plaza,270589,https://open.spotify.com/track/60muwbD6E61lEYQSnEYlLc,2019,6,2019-06,0.0020297679140582627,7GFCOl2gVEv9d6gwdY5Fvb,0.555,0.0883,0.702,133.036,0.0011265211923023359,0.0001792285068113446,0.0014248970756689002,0.270032204214655
186,scuol4,tha Supreme,269291,https://open.spotify.com/track/6ukVfkwkTlQvfvD477n0qr,2019,6,2019-06,0.002020031233142012,1V7hvLe3fpZTMoqKLkBDgW,0.696,0.771,0.7,136.207,0.0014059417382668402,0.0015574440807524913,0.0014140218631994083,0.275142394172574
187,Senza Pagare VS T-Pain (feat. T-Pain),J-AX,268790,https://open.spotify.com/track/0YOUE1TlkgSbkNvWkZkEVp,2019,6,2019-06,0.0020162730843445984,0YOUE1TlkgSbkNvWkZkEVp,0.679,0.489,0.625,96.035,0.0013690494242699824,0.0009859575382445086,0.001260170677715374,0.1936327856550335
188,Como Te (feat. Emis Killa),Geolier,266765,https://open.spotify.com/track/7dX7Vn3NP5sa5nTQg4oKMN,2019,6,2019-06,0.0020010829619598455,2fcCSJWdAtAF3NyTiMDWC6,0.636,0.463,0.8,132.014,0.0012726887638064618,0.0009265014113874086,0.0016008663695678766,0.26417096614016705
189,GTA - prod Big Fish,Zoda,262461,https://open.spotify.com/track/6EbWcbxjSfvmj89CdFUisf,2019,6,2019-06,0.001968797388259116,6EbWcbxjSfvmj89CdFUisf,0.382,0.398,0.795,129.954,0.0007520806023149823,0.0007835813605271281,0.001565193923665997,0.25585309579382515
190,Verte Ir,DJ Luian,261776,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019,6,2019-06,0.0019636590011808163,4lzxJ4jCuFDXXGkE1LmpKR,0.857,0.553,0.647,95.982,0.0016828557640119594,0.0010859034276529914,0.0012704873737639881,0.1884759182513371
191,Settimana Bianca,Il Pagante,261407,https://open.spotify.com/track/5BqUbKq9rCMrCkRtAiz8XA,2019,6,2019-06,0.001960891023324039,5BqUbKq9rCMrCkRtAiz8XA,0.695,0.55,0.898,126.046,0.001362819261210207,0.0010784900628282217,0.001760880138944987,0.24716246992590185
192,Chic,Izi,260877,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3,2019,6,2019-06,0.0019569153369714863,4wVOKKEHUJxHCFFNUWDn0B,0.735,0.0397,0.449,122.947,0.0014383327726740424,7.7689538877768e-05,0.0008786549863001974,0.24059686993463333
193,Pem Pem,Elettra Lamborghini,260875,https://open.spotify.com/track/4etSlPTTpZVons8gVP7DRE,2019,6,2019-06,0.0019569003343814766,1xYiaH50bbhvYXLQMmbjpY,0.768,0.819,0.888,99.013,0.001502899456804974,0.0016027013738584292,0.0017377274969307512,0.19375857280811315
194,Dammi Un Motivo,Izi,259500,https://open.spotify.com/track/32ixEZaSA1ZMrKOYInRbeP,2019,6,2019-06,0.0019465860537498548,32ixEZaSA1ZMrKOYInRbeP,0.62,0.257,0.664,103.127,0.0012068833533249099,0.0005002726158137127,0.0012925331396899035,0.20074557996506126
195,Stanza Singola (feat. Tommaso Paradiso),Franco126,259290,https://open.spotify.com/track/23hpOtox5sIuRqVBVVJxsO,2019,6,2019-06,0.0019450107817988425,23hpOtox5sIuRqVBVVJxsO,0.676,0.543,0.47,129.916,0.0013148272884960176,0.0010561408545167715,0.000914155067445456,0.2526880207281784
196,Sixteen,Ellie Goulding,258308,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd,2019,6,2019-06,0.001937644510104113,3pJkBPHadRAxBBo484RipI,0.705,0.425,0.531,107.013,0.0013660393796233994,0.0008234989167942479,0.001028889234865284,0.20735315195977144
197,TU ME FAJE ASCÌ PAZZ',LIBERATO,258242,https://open.spotify.com/track/0YH29GVTcfCZFT317NERcx,2019,6,2019-06,0.0019371494246337953,0YH29GVTcfCZFT317NERcx,0.499,0.488,0.689,111.442,0.0009666375628922638,0.0009453289192212921,0.001334695953572685,0.2158798061800394
198,Wow.,Post Malone,258130,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,6,2019-06,0.0019363092795932559,7xQAfvXzm3AkraOtGPWIZg,0.829,0.388,0.539,99.96,0.001605200392782809,0.0007512880004821833,0.001043670701700765,0.19355347558814184
199,Not Ok,Kygo,257719,https://open.spotify.com/track/6aoGtdWXBkYQ2O2wnyIz2x,2019,6,2019-06,0.0019332262473462762,6aoGtdWXBkYQ2O2wnyIz2x,0.618,0.408,0.66,105.0,0.0011947338208599986,0.0007887563089172806,0.0012759293232485424,0.202988755971359
