Position,Track Name,Artist,Streams,URL,Year,Month,Track ID
94,bis um 3,KALIM,693442,https://open.spotify.com/track/03SfDYmOPflD23iTL5qjiq,2019,05,03SfDYmOPflD23iTL5qjiq
95,Nightmare,Halsey,690126,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc,2019,05,340UVheS8z3ncW9TTUhAbc
96,1975,MAJAN,687712,https://open.spotify.com/track/6mf2YhtRwQUdnORRrRQ3hP,2019,05,5hc71nKsUgtwQ3z52KEKQk
97,JAJA,Fero47,678878,https://open.spotify.com/track/5z3vuYzS9UF6rD6TmBEdUf,2019,05,1FmOWhvlAerXKE8xCZUOgy
98,Fragen,Azet,672099,https://open.spotify.com/track/3gs4lX2JSAFc8v8piogE3i,2019,05,1NechTDnTtSaciAT6gmvJQ
99,Truth Hurts,Lizzo,670975,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,2019,05,3HWzoMvoF3TQfYg4UPszDq
100,Jay Jay,MERO,670225,https://open.spotify.com/track/3YxCKq3YPnTekAofhaHABZ,2019,05,12P8gSLA1zX3GqKjyAvUKy
101,Wild Stare,Giant Rooks,650797,https://open.spotify.com/track/2SClPoLfPJmwrr3EyfgRTS,2019,05,6NZUOG0R0uxIBkcQ6BIqfq
102,Homicide (feat. Eminem),Logic,637492,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd,2019,05,7M2tXmeS15NAzEn7ABFeBg
103,Baller los,MERO,636587,https://open.spotify.com/track/1uNzKXVNwq7jwV0rhjXqLB,2019,05,1uNzKXVNwq7jwV0rhjXqLB
104,Ferrari,Eno,633218,https://open.spotify.com/track/69ytBtCGuiXKRF1qXkthsR,2019,05,4mbb7hmfDR6M9cQaLdYSFd
105,Talk (feat. Disclosure),Khalid,631708,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019,05,6TqXcAFInzjp0bODyvrWEq
106,Ya Salame,Luciano,630671,https://open.spotify.com/track/0EDSU9JYeKABA14OcOuM7b,2019,05,0EDSU9JYeKABA14OcOuM7b
107,What I Like About You (feat. Theresa Rex),Jonas Blue,620443,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ,2019,05,4NSW0Km5ZG60L8FthUebPJ
108,Millies,Luciano,616245,https://open.spotify.com/track/5lytS4eOWjLWKad2jipjc7,2019,05,3XWkBhMEtToNA75iyP5CeU
109,Tausend Tattoos,Sido,610442,https://open.spotify.com/track/2PAYSgrVOBz8RJqp9B7QLu,2019,05,1rGZd7EVl4aOClpzDLNPwy
110,when the party's over,Billie Eilish,606948,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019,05,43zdsphuZLzwA9k4DJhU0I
111,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,606711,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019,05,3KkXRkHbMCARz0aVfEt68P
112,Trance,Qzeng,605927,https://open.spotify.com/track/5eA0fLfQRw9WuX34ZRPvAT,2019,05,1DL8sQcR4hUsaSisoFnQkR
113,Paradise,Bazzi,599918,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,2019,05,0Rx0DJI556Ix5gBny6EWmn
114,Capital Bra je m'appelle,Capital Bra,589469,https://open.spotify.com/track/5bAZzGAgjY3SZHmciyh8h7,2019,05,5bAZzGAgjY3SZHmciyh8h7
115,Hardcore High,Juju,586070,https://open.spotify.com/track/6eTCxwf1n7XZLucLtFn0Fo,2019,05,4qX18Am6dJZg0ovgddL7w6
116,Giant (with Rag'n'Bone Man),Calvin Harris,581743,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019,05,5itOtNx0WxtJmi1TQ3RuRd
117,Hobby Hobby,MERO,576401,https://open.spotify.com/track/0dmrz4V5kiezQAqQ3VqGob,2019,05,0dmrz4V5kiezQAqQ3VqGob
118,Body (feat. brando),Loud Luxury,575485,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,2019,05,0BrDfbNc3HiIHPGfTT8DRc
119,She Got Me,Luca Hänni,574713,https://open.spotify.com/track/6TNK1SFt77MvTFoiTloiFQ,2019,05,37rYUlgCN5Y5xtkUOVkhrZ
120,EARFQUAKE,"Tyler, The Creator",574277,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,2019,05,5hVghJ4KaYES3BFUATCYn0
121,On My Way,Alan Walker,574115,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,2019,05,3OjNkFFZavF89xvRqWCXmU
122,So jung,Kianush,574070,https://open.spotify.com/track/5tMMgDL2xejIXui46nsB70,2019,05,5tMMgDL2xejIXui46nsB70
123,Without Me,Halsey,574047,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019,05,7lQ8MOhq6IN2w8EYcFNSUk
124,Warnung,Kontra K,570586,https://open.spotify.com/track/3OgD9c7c6GhEWUK660Ezbr,2019,05,64SCQtbRtmO28ks1QhS3w5
125,Unforgettable,Nico Santos,565536,https://open.spotify.com/track/30f7TNgvsS1AWtyuVqMucH,2019,05,3B54sVLJ402zGa6Xm4YGNe
126,Casanova,Summer Cem,558795,https://open.spotify.com/track/0jB0RNZIfaihaDKNmdrI40,2019,05,1O7hDH3rrF8eyLxrpeoOfb
127,Cataleya,Samra,551733,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR,2019,05,6kxKGDfvFIdxOd7up9MKTv
128,7 5 0,Malik Montana,550384,https://open.spotify.com/track/61u7CLDwOodpdENZTTsxUd,2019,05,1323svMSoBNb9pzyUIT0d1
129,Happier,Marshmello,547599,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,05,2dpaYNEQHiRxtZbfNsse99
130,Copacabana,Leon Machère,545449,https://open.spotify.com/track/214Mx6MSJhtaO1uPtZGqLH,2019,05,5FMXrphygZ4z3gVDHGWxgl
131,Viva la Dealer,SDP,541851,https://open.spotify.com/track/2vuFdbSOLje3khV4rLSEpm,2019,05,1twCDBPDERLBAYFhGjmNfI
132,lovely (with Khalid),Billie Eilish,534385,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2019,05,0u2P5u6lvoDfwTYjAADbn4
133,Earth,Lil Dicky,531987,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO,2019,05,2S1LebN6AXXQqJolBxlWgO
134,Look Back at It,A Boogie Wit da Hoodie,530462,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,2019,05,3Ol2xnObFdKV9pmRD2t9x8
135,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,528116,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019,05,1wJRveJZLSb1rjhnUHQiv6
136,Sixteen,Ellie Goulding,527542,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd,2019,05,3pJkBPHadRAxBBo484RipI
137,DODI,Shindy,520418,https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H,2019,05,45h4w81P5iJJTSeR0jJUQ8
138,Dior 2001,RIN,517789,https://open.spotify.com/track/2eNSyVH3sNPiAj9WpRYK73,2019,05,6WusSsncC0Oo9sFHKwQii6
139,Kokain,Bonez MC,516189,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf,2019,05,4Bj3usjRTckEJARO0dLbDf
140,Was du Liebe nennst,Bausa,515390,https://open.spotify.com/track/2hIY4sjfMeKwXXh2LvhrMo,2019,05,4hKWUzhQWsOkgT6LnDEASe
141,ICE,Shirin David,505405,https://open.spotify.com/track/2YC4rnhpt0sTIUcrIRHZSQ,2019,05,4JUPEh2DVSXFGExu4Uxevz
142,Vincent,Sarah Connor,504970,https://open.spotify.com/track/26T3IT7GhuHQOFQwkoRT2l,2019,05,0VNzEY1G4GLqcNx5qaaTl6
143,Neymar,Capital Bra,499050,https://open.spotify.com/track/7ecGSqT8Ulbzhs5QwgWGVN,2019,05,0qoIfXZK0v0ztciAXPUsNz
144,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,489885,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019,05,4w8niZpiMy6qz1mntFA5uM
145,All Around The World (La La La),R3HAB,487756,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,2019,05,1D2Aldrksl9yWWCIPOeDzy
146,Facetime,Dardan,483975,https://open.spotify.com/track/0oZyouBDStcJEUbTmSfys2,2019,05,55GLc4nywcX4aIlOcx1u06
147,Deine Mutter,Kool Savas,475023,https://open.spotify.com/track/4y8xXLG9O3Rbl6e1KaNRTG,2019,05,1PP5LML5URD6coZl8aNLRW
148,All This Love (feat. Harlœ),Robin Schulz,469919,https://open.spotify.com/track/0nxYyX5PIHJqF4VSb4CIFV,2019,05,0nxYyX5PIHJqF4VSb4CIFV
149,Be Alright,Dean Lewis,469697,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2019,05,3EPXxR3ImUwfayaurPi3cm
150,Say My Name,David Guetta,467806,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019,05,7H6ev70Weq6DdpZyyTmUXk
151,"Freitag, Samstag",Harris & Ford,466636,https://open.spotify.com/track/35WEFAhw47XLju1gu40cjT,2019,05,35WEFAhw47XLju1gu40cjT
152,All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,465006,https://open.spotify.com/track/11o2y87vqODipLK98a1v34,2019,05,4gMC0JNQITGa8wfTFsPu3f
153,Get You The Moon (feat. Snøw),Kina,457349,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,2019,05,4ZLzoOkj0MPWrTLvooIuaa
154,Farben,Kontra K,456389,https://open.spotify.com/track/6hFmSZIw5gmn9mK4hfqozy,2019,05,2MYpDZd8sfPcvqaW5BBbmq
155,WTF (feat. Amber Van Day),HUGEL,450973,https://open.spotify.com/track/0gn93i7HJt0calph67R5Wu,2019,05,0gn93i7HJt0calph67R5Wu
156,Plaza,Eno,450667,https://open.spotify.com/track/2RbFll9Hk60MnIhiVwmgGW,2019,05,5NNyy2Fn4qsZ79lEzKFrM9
157,Kein Problem,Apache 207,449991,https://open.spotify.com/track/3Zigq1lfHmFRlyoRrh9k2s,2019,05,3Zigq1lfHmFRlyoRrh9k2s
158,FMFL 3.0,18 Karat,449785,https://open.spotify.com/track/27gLwOU9v0yUwVB5c7nPWB,2019,05,78570nDrTBRomIKvGXsLvO
159,Mosaik,Samra,449782,https://open.spotify.com/track/5nGrQOgkGVzqTGJHyEPvVu,2019,05,6Yjjuhrga0n56OZsL5E8IG
160,Fading,Alle Farben,445456,https://open.spotify.com/track/2RP8Svo0pMwZXnVcmOffDw,2019,05,4pfEpQwqTU5F5YHyoAQ8DS
161,thank you,Lena,443799,https://open.spotify.com/track/6dcWHkIgaklSNeT8tQRfpS,2019,05,751gBcu62kORDelX7FV0mM
162,Kampfgeist 4,Kontra K,443273,https://open.spotify.com/track/3TqjrBoN0waDh5nFINL2R8,2019,05,5jvnef2ktg3IyEkVoQDV83
164,Glad You Came,VIZE,439083,https://open.spotify.com/track/0Nq7JtZtjHjJ2fprzzgwio,2019,05,3AGOgQzp0YcPH41u9p7dOp
165,Melodien (feat. Juju),Capital Bra,438418,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t,2019,05,5d35jcJj7WjDQBOHCHPY6t
166,skinny bitch,Lena,437583,https://open.spotify.com/track/1CqRXv6FUvvuCYailCqnGR,2019,05,3MryyXwUc25WUTZ15WmQ80
167,rockstar (feat. 21 Savage),Post Malone,436632,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,05,0e7ipj03S05BNilyu5bRzt
168,Click Click,Capital Bra,435454,https://open.spotify.com/track/0AKDcdzjQ7CNjrqfXgwnMt,2019,05,2CGDxXXYbkPOyRXHzQbqkT
169,Van der Vaart,Capital Bra,434022,https://open.spotify.com/track/22X5tbeWf9jQQjl7zb63eU,2019,05,22X5tbeWf9jQQjl7zb63eU
170,Ohne mein Team,Bonez MC,431312,https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3,2019,05,6hOqWob9hUfgJr68J1vEhJ
172,Eastside (with Halsey & Khalid),benny blanco,423976,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019,05,0d2iYfpKoM0QCKvcLCkBao
173,Dancing With A Stranger (with Normani),Sam Smith,423273,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019,05,6Qs4SXO9dwPj5GKvVOv8Ki
174,Kill This Love,BLACKPINK,422672,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,2019,05,6hvczQ05jc1yGlp9zhb95V
175,Boy With Luv (feat. Halsey),BTS,417671,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019,05,5KawlOMHjWeUjQtnuRs22c
176,Steh auf,Capital Bra,417088,https://open.spotify.com/track/2IeMkz2ienHzdse2MsvKYv,2019,05,2cwwUYTPOEfz0pam6tiVZz
177,Just Us (feat. SZA),DJ Khaled,415695,https://open.spotify.com/track/0BnTBAGmr9FtYwkZrwKhwS,2019,05,0BnTBAGmr9FtYwkZrwKhwS
178,HaifischNikez Allstars,LX,414819,https://open.spotify.com/track/0kLA41xkWzzYzMIEGFuDkP,2019,05,0kLA41xkWzzYzMIEGFuDkP
179,Goddamn (feat. A Boogie wit da Hoodie),Tyga,414299,https://open.spotify.com/track/0Zl4G9qcdXV5hVhdOirNHG,2019,05,4TCG827sk5fDEmUvcQlStk
180,Power Over Me,Dermot Kennedy,412615,https://open.spotify.com/track/0OGNtqKkjI7FCE9HZ4Khgo,2019,05,4tViDtaHuSLnh7HVJTrKhs
181,wish you were gay,Billie Eilish,410679,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,2019,05,3Fj47GNK2kUF0uaEDgXLaD
183,Bones (feat. OneRepublic),Galantis,404359,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv,2019,05,1pfgsjmxVZhoZpeDx6POKv
184,Calma - Remix,Pedro Capó,403746,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019,05,5iwz1NiezX7WWjnCgY5TH4
185,Tough Love,Avicii,399218,https://open.spotify.com/track/4XZxalvnG4Yo8YZLuiT1kV,2019,05,1yfyIdEw5U2bD5I6gxQCxW
186,Mary Jane,Sami,399029,https://open.spotify.com/track/0cxUfUaCeTLePcCHTkawkR,2019,05,3dmqIB2Qxe2XZobw9gXxJ6
188,Zemër,Soolking,397684,https://open.spotify.com/track/68av1mZz0VsIYXJWATZWUW,2019,05,68av1mZz0VsIYXJWATZWUW
189,Meer,Luciano,394520,https://open.spotify.com/track/1LcvTvRfWrQjrF6aymfugd,2019,05,003BM9TvvtvlvP6QizUj5W
190,I Don't Belong In This Club,Why Don't We,392744,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx,2019,05,6N22Yl2nHPnksP1hu3mxJE
191,Tamam Tamam,Summer Cem,392261,https://open.spotify.com/track/2eRq2jwsZtb0uGH4qUsvT1,2019,05,2eRq2jwsZtb0uGH4qUsvT1
192,Nur ein Tanz,Pietro Lombardi,391365,https://open.spotify.com/track/6oaNpCVXUtmG0eKxsPO6Uf,2019,05,6oaNpCVXUtmG0eKxsPO6Uf
193,"break up with your girlfriend, i'm bored",Ariana Grande,391158,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019,05,4kV4N9D1iKVxx1KLvtTpjS
194,"5 Minuten (feat. Cro, AnnenMayKantereit & Trettmann)",KitschKrieg,391120,https://open.spotify.com/track/1rciHe0jRJnF3J6CuAwOH0,2019,05,2v2fXImYrdprcgUxhV7Pz7
195,Celebrate (feat. Travis Scott & Post Malone),DJ Khaled,385792,https://open.spotify.com/track/0b6UoVjUzFyZNpHI0aAhKt,2019,05,0b6UoVjUzFyZNpHI0aAhKt
196,Wer,Jigzaw,385727,https://open.spotify.com/track/7rDQTLJHfihh90lauNKFag,2019,05,1diS6nkxMQc3wwC4G1j0bh
197,Con Calma - Remix,Daddy Yankee,385600,https://open.spotify.com/track/4au7FRcgZzChASRYu279xH,2019,05,4au7FRcgZzChASRYu279xH
198,Walk Me Home,P!nk,381562,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo,2019,05,6jfEZdUJ2Yla6h7gTJgKuo
199,ROMEO & JULIET,Loredana,381318,https://open.spotify.com/track/3uB8KqnEoQq5bTQ1JFHJ7Y,2019,05,6jT3etAOkvMUw0zsEw5QnR
200,Kopf ist Krieg,JAZN,381233,https://open.spotify.com/track/5Df4CFMrAZy8t7iHTATFto,2019,05,5Df4CFMrAZy8t7iHTATFto
1,Tilidin,Capital Bra,11122346,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ,2019,06,1VEMUkGFio5uURvN8x1DZJ
2,weR mAChT PaRA 2,Dardan,4574952,https://open.spotify.com/track/2nvmHDiEWXRzS6FUDzUhVL,2019,06,3curZWW2YQBZgaIYwkJp3L
3,Diamonds (feat. Capital Bra),Summer Cem,4282773,https://open.spotify.com/track/2QpxC2yag7Ec7Ut1dovXKb,2019,06,2nPJnablplDgVVgSDF9BAs
4,Señorita,Shawn Mendes,4212493,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,2019,06,0TK2YIli7K1leLovkQiNik
5,Royal Rumble,Kalazh44,3791540,https://open.spotify.com/track/4Rif4wqdvzy84dhP1apC4Y,2019,06,4XslNXIadAFZ1PmbELe5TB
6,EFH,Shindy,3669847,https://open.spotify.com/track/1fsaruaCPeyVquN9iQLHzX,2019,06,2fyy1r6XBbsiSSpKK20LKX
7,Wieder Lila,Samra,3313069,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We,2019,06,2kkcJ8tSDV42LdWcPjy6We
8,Vermissen (feat. Henning May),Juju,3278078,https://open.spotify.com/track/07f2b3CTdgKKlhv0mqUksz,2019,06,07f2b3CTdgKKlhv0mqUksz
9,Dein Fahrer,Sero El Mero,2998630,https://open.spotify.com/track/3pXy4LGgbDzRGQyj506Kfy,2019,06,0AIaWvZhiw0Z6i1C3QmCZZ
10,I Don't Care (with Justin Bieber),Ed Sheeran,2849385,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,2019,06,3HVWdVOQ0ZA45FuZGSfvns
11,Maghreb Gang (feat. French Montana & Khaled),Farid Bang,2806770,https://open.spotify.com/track/1IBUPdwV9TvaipSODdt8QY,2019,06,1IBUPdwV9TvaipSODdt8QY
12,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,2497268,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019,06,6zpiwiexX8HpFCZLyIWKDv
13,Olabilir,MERO,2398603,https://open.spotify.com/track/5b195aHKKd6oTr4f7DoRCo,2019,06,5b195aHKKd6oTr4f7DoRCo
14,Labyrinth,Loredana,2376936,https://open.spotify.com/track/1mLBX54nL0dwn54jesMXGU,2019,06,0L7MpEwFgZRP5rFdXOYaRT
15,bad guy,Billie Eilish,2364787,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019,06,2Fxmhks0bxGSBdJ92vM42m
16,Piece Of Your Heart,MEDUZA,2333704,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2019,06,1DFD5Fotzgn6yYXkYsKiGs
17,La Haine,Luciano,2257013,https://open.spotify.com/track/2AHJLtc81zIfj9EKcVEzmJ,2019,06,4HNH7bIAIscir2rVqVi2eV
18,AUTOPILOT,Milonair,2209908,https://open.spotify.com/track/2OjZTGCw6DlaPXFhzTtHiu,2019,06,5yU3w1RzMZpSWytWAU9iyN
19,NENENE,Fero47,2204825,https://open.spotify.com/track/5AiqL0ezAAauDuVK5EJvXU,2019,06,7inOD9cProV4fF8U2Ldg9m
20,Hi Babe,Juju,2014135,https://open.spotify.com/track/6erIvryBSsAdebNU4a7Mrs,2019,06,3btLTcvS1uOk5IVGTn7Gh4
21,Mary,Bausa,1926836,https://open.spotify.com/track/2Jij6ebp6ToNKOn5DWlGxV,2019,06,3dmqIB2Qxe2XZobw9gXxJ6
22,Irina Shayk,Ufo361,1798198,https://open.spotify.com/track/4Sokm1cWK36H2WctWWRGf1,2019,06,6KxCRJ9DzNBVGM3ol0JQ7r
23,cOcO MAmA,Dardan,1625349,https://open.spotify.com/track/0oOPa0AlLnjCO6eci0HIdH,2019,06,071oURJaZaGzVtM70PTPHS
24,All Around The World (La La La),R3HAB,1611188,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,2019,06,1D2Aldrksl9yWWCIPOeDzy
25,Strassenbande,LX,1577858,https://open.spotify.com/track/25nlS0F60UxPJtpSGAhsPP,2019,06,3WF4xtcwbbX13OVori93Se
26,Rescue Me,OneRepublic,1573867,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,2019,06,0mjAU3yKR1QnXnHtjGJqTM
27,Nautilus,Shindy,1571162,https://open.spotify.com/track/7IkZpSOJKGXCGhqAvHs7FG,2019,06,2JeoFOJjS1x2mN7efAMS24
28,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,1559916,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,2019,06,7Feaw9WAEREY0DUOSXJLOM
29,SOS (feat. Aloe Blacc),Avicii,1558527,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,2019,06,2x0RZdkZcD8QRI53XT4GI5
30,Badewanne,KC Rebell,1558391,https://open.spotify.com/track/4qUjPb9J51kZ0PrGZWtpVc,2019,06,4qUjPb9J51kZ0PrGZWtpVc
32,Con Calma,Daddy Yankee,1508732,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019,06,5w9c2J52mkdntKOmRLeM2m
33,Barrio,Olexesh,1453272,https://open.spotify.com/track/3mbGX2yy83BtCiPO59mE5r,2019,06,5nd0qXdhMbnGN4qUvRboeJ
34,Alexander Wang,Capo,1420242,https://open.spotify.com/track/22Wg0tDL6LvVphBUpQYu3c,2019,06,22Wg0tDL6LvVphBUpQYu3c
35,Rolex,Capital Bra,1366924,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF,2019,06,0pSBuHjILhNEo55xK1zrRt
36,Vintage,RIN,1347682,https://open.spotify.com/track/6xwI9R3ZHT9nWtSYvffYQm,2019,06,3k7Ih6fxF30qtvsgWPopvn
37,Glad You Came,VIZE,1300743,https://open.spotify.com/track/0Nq7JtZtjHjJ2fprzzgwio,2019,06,3AGOgQzp0YcPH41u9p7dOp
38,3 Nights,Dominic Fike,1295559,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,2019,06,1tNJrcVe6gwLEiZCtprs1u
39,Letzte Träne,Kontra K,1293307,https://open.spotify.com/track/1FuJKBi6XdFyf8Yzmck468,2019,06,1FuJKBi6XdFyf8Yzmck468
40,Old Town Road,Lil Nas X,1257828,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,2019,06,2YpeDb67231RjR0MgVLzsG
41,Don't Call Me Up,Mabel,1253621,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019,06,5WHTFyqSii0lmT9R21abT8
42,Marlboro Rot,Samra,1251822,https://open.spotify.com/track/4e6l3QGj4RZesjDLVqYk3H,2019,06,4e6l3QGj4RZesjDLVqYk3H
43,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,1237171,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,2019,06,543bCW2ruMPmxUBWirQ3MR
44,You Need To Calm Down,Taylor Swift,1218535,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,2019,06,6RRNNciQGZEXnqk8SQ9yv5
45,Vincent,Sarah Connor,1193381,https://open.spotify.com/track/7vs1Yi6SUphHp0eW6ys8HG,2019,06,0VNzEY1G4GLqcNx5qaaTl6
46,If I Can't Have You,Shawn Mendes,1175330,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,2019,06,6LsAAHotRLMOHfCsSfYCsz
47,Loco Contigo (with J. Balvin & Tyga),DJ Snake,1167564,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo,2019,06,5Shjuje8PRcX7ueEVajrLH
48,Money In The Grave (Drake ft. Rick Ross),Drake,1141283,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,2019,06,5ry2OE6R2zPQFDO85XkgRb
49,Cherry Lady,Capital Bra,1140467,https://open.spotify.com/track/4j5WelE5mkf9A2jmts729h,2019,06,4j5WelE5mkf9A2jmts729h
50,Nacht,Bausa,1139783,https://open.spotify.com/track/0TyCLmOhteRPjSbZCZi4rh,2019,06,4HnPmN2NjKlbK7r5Ip46oJ
51,Wie im Traum,Ardian Bujupi,1120223,https://open.spotify.com/track/3ld409h4DdrdPJzEdeU1WS,2019,06,2XlOrYMsqtvxFTtO3ktDhQ
52,Call You Mine (feat. Bebe Rexha),The Chainsmokers,1112872,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR,2019,06,5EdYlCWou17k0N1PADLKfO
53,Someone You Loved,Lewis Capaldi,1076194,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019,06,7qEHsqek33rTcFNT9PFqLf
54,Cabrio,Yung Hurn,1074697,https://open.spotify.com/track/40KdBH4W22BLxr6emgBIry,2019,06,7jrJd2hRB3vDYX93SRiGad
55,Yapma,C ARMA,1072513,https://open.spotify.com/track/1194zYf7UfSXP4omxVTmPa,2019,06,1194zYf7UfSXP4omxVTmPa
56,Malediven,MERO,1054298,https://open.spotify.com/track/0H0MIfeqip6GKmafftx7kC,2019,06,1ltq9dSUSeL5UKeLYTT0mC
57,Blei (feat. Veysel),Kontra K,1053919,https://open.spotify.com/track/0Cy2x4vkNHiZ2Z3XiZE5Yu,2019,06,0Cy2x4vkNHiZ2Z3XiZE5Yu
58,a miLLy,Dardan,1036406,https://open.spotify.com/track/6kpOQJOBX0TjGkJk7oX7Pw,2019,06,6ScJMrlpiLfZUGtWp4QIVt
59,Sucker,Jonas Brothers,1028278,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2019,06,22vgEDb5hykfaTwLuskFGD
60,"Go Loko (feat. Tyga, Jon Z)",YG,1024519,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,2019,06,1kK6DwzyXJSp58u5HYWwuD
61,Melatonin,Sido,1013515,https://open.spotify.com/track/6MGeF4nX2Ty408EjLGNtqc,2019,06,1gCwgtwpEw9jGJLp1qRUvh
62,Narcotic,Younotus,1001797,https://open.spotify.com/track/7M9w4C8WenlvWfNRAulZOX,2019,06,7M9w4C8WenlvWfNRAulZOX
63,Never Go Back,Dennis Lloyd,992697,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR,2019,06,2QrXzOqLCVDRZHkToA0tSR
64,Back to the Start,Michael Schulte,981065,https://open.spotify.com/track/2i2JtDSr6GbkRpTToH15SN,2019,06,1ErY5BBTlfFVnewSQ4rwKY
65,All This Love (feat. Harlœ),Robin Schulz,980500,https://open.spotify.com/track/0nxYyX5PIHJqF4VSb4CIFV,2019,06,0nxYyX5PIHJqF4VSb4CIFV
66,Never Really Over,Katy Perry,969950,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2019,06,5PYQUBXc7NYeI1obMKSJK0
67,don't lie to me,Lena,967606,https://open.spotify.com/track/6hyl5rtrQw0FyGOWueYQsd,2019,06,2sazQHFFQdyzSo3eIUwIoD
68,Unforgettable,Nico Santos,954069,https://open.spotify.com/track/30f7TNgvsS1AWtyuVqMucH,2019,06,3B54sVLJ402zGa6Xm4YGNe
69,Nicht wie du,Apache 207,894166,https://open.spotify.com/track/4NpCP4YhNlThzn8QFyCceH,2019,06,4NpCP4YhNlThzn8QFyCceH
