Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Energy,Valence
83,Con Calma,Daddy Yankee,923106,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2020,1,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,0.656
84,Te Olvidé,Alejandro Fernández,915589,https://open.spotify.com/track/0LiSASDl1Os4c8JeiypsT8,2020,1,1YoSNhqlNArolB7VQC7aaS,0.551,0.508,0.808
85,Lose You To Love Me,Selena Gomez,913606,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,2020,1,4l0Mvzj72xxOpRrp6h8nHi,0.488,0.343,0.0978
86,Me Rehúso,Danny Ocean,910526,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o,2020,1,6De0lHrwBfPfrhorm9q1Xl,0.744,0.804,0.426
87,Ahora Te Puedes Marchar,Luis Miguel,908888,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E,2020,1,1uKjQoh8JZj9ryuYRhpd7E,0.78,0.877,0.909
88,Nunca Es Suficiente,Los Ángeles Azules,905075,https://open.spotify.com/track/63USmok1OioBzKuWGW9wAg,2020,1,63USmok1OioBzKuWGW9wAg,0.789,0.518,0.78
89,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX",DJ Snake,901255,https://open.spotify.com/track/5QXQy0f2q8wJNpPwJtjifx,2020,1,5QXQy0f2q8wJNpPwJtjifx,0.789,0.694,0.549
90,How Do You Sleep?,Sam Smith,899533,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2020,1,6b2RcmUt1g9N9mQ3CbjX2Y,0.477,0.682,0.345
91,La Mujer Perfecta,KURT,879091,https://open.spotify.com/track/5XR1WyZ0uOSHRNhP85QxT4,2020,1,5XR1WyZ0uOSHRNhP85QxT4,0.824,0.496,0.894
92,Adore You,Harry Styles,877570,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020,1,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,0.569
93,Tu Sicaria,Ms Nina,872157,https://open.spotify.com/track/6fatMybX8VmHUpaxVcXzrz,2020,1,6fatMybX8VmHUpaxVcXzrz,0.752,0.905,0.689
94,Fantasía,Ozuna,867905,https://open.spotify.com/track/40rXWke6SnXiGkSmaT8ZUr,2020,1,6mAN61JH0dzyZpWslS11jy,0.879,0.703,0.788
95,Adan y Eva,Paulo Londra,864660,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,2020,1,6FyRXC8tJUh863JCkyWqtk,0.767,0.709,0.72
96,Detente,Mike Bahía,858274,https://open.spotify.com/track/0x1k6gSTSxaLxe0F2IThaX,2020,1,0x1k6gSTSxaLxe0F2IThaX,0.736,0.585,0.363
97,En Peligro de Extinción,La Adictiva Banda San José de Mesillas,851038,https://open.spotify.com/track/45sVRPegWSGpIcsrDoaaCY,2020,1,45sVRPegWSGpIcsrDoaaCY,0.709,0.483,0.834
98,Simplemente Gracias,Calibre 50,850234,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5,2020,1,3K6noLeoPTQJ5jUErC8jT5,0.755,0.557,0.743
99,Bonita,Juanes,846269,https://open.spotify.com/track/3ewwb5s3WHYqEdkBnwKlTS,2020,1,0atfY1ew83Ql9nNnJiD2t5,0.775,0.867,0.869
100,Tequila,Juanes,837727,https://open.spotify.com/track/02lGHA7bFFplYLihnUWTx8,2020,1,42fw0rxRO2xbesF6mJfd4Y,0.489,0.581,0.494
101,Me Dediqué a Perderte,Alejandro Fernández,818426,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr,2020,1,4NUt1fcnO9aQAELBgXq3Kr,0.642,0.442,0.465
102,Bellaquita,Dalex,817832,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ,2020,1,1tpbAGsGpZee5jDHMcLrUJ,0.584,0.698,0.765
103,Si Estuviésemos Juntos,Bad Bunny,811156,https://open.spotify.com/track/35wvL50xvKpCHEJPxLOLPI,2020,1,35wvL50xvKpCHEJPxLOLPI,0.672,0.594,0.158
104,UN PESO,J Balvin,807587,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa,2020,1,7hynhxDoDpgMIV12JuVtNa,0.627,0.675,0.961
105,7 rings,Ariana Grande,804370,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2020,1,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,0.327
106,Brillas,León Larregui,802349,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI,2020,1,6VuUMo1TusnqBxLTnr3hOI,0.625,0.433,0.274
107,Baila Conmigo (feat. Kelly Ruiz),Dayvi,796632,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2020,1,4Clmg1g8n2yBYG13Z1oSdG,0.745,0.972,0.556
108,Lalala,Y2K,777169,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2020,1,51Fjme0JiitpyXKuyQiCDo,0.843,0.39,0.495
109,Otra Noche en Miami,Bad Bunny,776699,https://open.spotify.com/track/4vCAzANUWDE24URV6wQ4ra,2020,1,4vCAzANUWDE24URV6wQ4ra,0.514,0.646,0.297
110,La Playa - Remix,Myke Towers,776631,https://open.spotify.com/track/70zg99pT51vB4wlMS7e4q7,2020,1,70zg99pT51vB4wlMS7e4q7,0.775,0.633,0.394
111,Secreto,Anuel AA,759941,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2020,1,5W83ErFkO3aKAIS1WMi6u0,0.807,0.803,0.706
112,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,758670,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq,2020,1,1l77YWrGUp3qX3NS1rz7lq,0.765,0.339,0.864
113,Si Se Da - Remix,Myke Towers,751406,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD,2020,1,6K5BsR04ijf3FHNzjbaagD,0.817,0.672,0.774
114,Por Mi No Te Detengas,Banda MS de Sergio Lizárraga,751060,https://open.spotify.com/track/3mV5TTtHnXUeOzRkyFKsVl,2020,1,3mV5TTtHnXUeOzRkyFKsVl,0.649,0.307,0.713
115,Ayy Macarena,Tyga,750942,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,2020,1,6LcauUZjF1eXQrgqMUecHX,0.816,0.629,0.714
116,Lamento Boliviano,Los Enanitos Verdes,744995,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA,2020,1,6Pur3hWy6Nzc27ilmsp5HA,0.714,0.735,0.68
117,Believer,Imagine Dragons,744649,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2020,1,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,0.666
118,"Aleman: Bzrp Music Sessions, Vol. 15",Bizarrap,743330,https://open.spotify.com/track/7xRWmHZ2wt3zDgM5mAL0JU,2020,1,7xRWmHZ2wt3zDgM5mAL0JU,0.813,0.884,0.646
119,Aleluya,Reik,739086,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM,2020,1,23CsjGOYDQiJpX44BSn9TM,0.81,0.716,0.689
120,Verte Ir,DJ Luian,738870,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2020,1,4lzxJ4jCuFDXXGkE1LmpKR,0.857,0.647,0.553
121,Enamórate De Alguien Más,Morat,736750,https://open.spotify.com/track/1fXKStjVOTmBEwjAnFSNkc,2020,1,3WPceI9piOQttukra0wsbV,0.592,0.643,0.579
122,MIA (feat. Drake),Bad Bunny,734743,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2020,1,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,0.158
123,Un Año,Sebastian Yatra,723874,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0,2020,1,7onmX3EZ9Vq7v68aObV2sa,0.771,0.381,0.534
124,La Incondicional,Luis Miguel,718456,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b,2020,1,6F9yAYUaNbUhdlQyt5uZ3b,0.374,0.727,0.283
125,El Amor de Mi Vida,La Adictiva Banda San José de Mesillas,706545,https://open.spotify.com/track/2xxq5LXFBFyawPChsOOWVu,2020,1,2xxq5LXFBFyawPChsOOWVu,0.692,0.503,0.786
126,La Difícil,Camilo,705236,https://open.spotify.com/track/0PaNKfwdqHjmW7hVEQ0lbu,2020,1,6NfrH0ANGmgBXyxgV2PeXt,0.685,0.848,0.761
127,Rompelo,DJ Pedro Fuentes,701766,https://open.spotify.com/track/6k2evQXcf7n9Lbc7V5XkOX,2020,1,6k2evQXcf7n9Lbc7V5XkOX,0.891,0.815,0.838
128,Miami Vibe,Adriel Favela,700947,https://open.spotify.com/track/6ZUBqOrjrdmkP4eLQLBeaq,2020,1,6ZUBqOrjrdmkP4eLQLBeaq,0.795,0.731,0.88
129,Seremos,El Bebeto,694241,https://open.spotify.com/track/0B5nnPv1ebuo0VFXCMfUij,2020,1,0B5nnPv1ebuo0VFXCMfUij,0.699,0.444,0.525
130,Amigos Con Derechos,Reik,693886,https://open.spotify.com/track/4yVO0wOhXsZC1RuPgHP524,2020,1,4yVO0wOhXsZC1RuPgHP524,0.678,0.806,0.614
131,A Mí,Rels B,693339,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa,2020,1,6ScJMrlpiLfZUGtWp4QIVt,0.674,0.695,0.773
132,No Te Vayas,Camilo,689591,https://open.spotify.com/track/4k9byIhs9ppbYWE22waJMB,2020,1,4k9byIhs9ppbYWE22waJMB,0.766,0.721,0.81
133,Ella Quiere Beber - Remix,Anuel AA,683560,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2020,1,3f5lA8nnc4YYF1qf78WpHw,0.75,0.665,0.697
134,Adiós Amor,Christian Nodal,681087,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y,2020,1,63bmZnBN1CiJ9sA4qTEe8y,0.433,0.431,0.722
135,Dancing With A Stranger (with Normani),Sam Smith,680387,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2020,1,6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,0.347
136,"Todos Hablan, Nada Saben",Aldo Trujillo,672215,https://open.spotify.com/track/4zpw2XwVLml02gTUVtlGY4,2020,1,0SIooo95Kba3UwPBRUOcmd,0.746,0.532,0.976
137,Probablemente,Christian Nodal,666809,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z,2020,1,4prmUBle7TtAeeUgCnsc3Z,0.589,0.49,0.604
138,El Drip,Natanael Cano,663888,https://open.spotify.com/track/5NCBP3ivrIDcHEtzHSW3k0,2020,1,5NCBP3ivrIDcHEtzHSW3k0,0.73,0.702,0.868
139,Baby Girl (feat. Lalo Ebratt),Mario Bautista,661815,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc,2020,1,6o8ogTrSX8H0F66Pdz3Tsc,0.804,0.705,0.45
140,Girl,Myke Towers,661406,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5,2020,1,1zLBsSVxETQOfINOLYvT5m,0.965,0.485,0.312
141,Old Town Road - Remix,Lil Nas X,659687,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2020,1,2YpeDb67231RjR0MgVLzsG,0.878,0.619,0.639
142,Chicharrón,Guaynaa,658673,https://open.spotify.com/track/5UVa8Qqb9L1dVxl3jKQ5J1,2020,1,5UVa8Qqb9L1dVxl3jKQ5J1,0.734,0.789,0.811
143,Que Mas Pues - Remix,Sech,656796,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2020,1,7fODjB7BrQTGqh0hogW6XD,0.647,0.661,0.811
144,En Donde Esta Tu Amor,Virlan Garcia,656564,https://open.spotify.com/track/6jweSpMwhhNpfILeZ3kLso,2020,1,6jweSpMwhhNpfILeZ3kLso,0.501,0.4,0.556
145,No seas Celoso,Kim Loaiza,650122,https://open.spotify.com/track/6z0nw7pmCeOJVFBCaNKHKs,2020,1,6z0nw7pmCeOJVFBCaNKHKs,0.89,0.465,0.532
146,Jangueo,Alex Rose,643056,https://open.spotify.com/track/5m3jpKkgkfoMcym1qjToFg,2020,1,1bRpSCFv6P2OUhciByeRYR,0.861,0.678,0.723
147,In My Mind,Dynoro,642534,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2020,1,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,0.163
148,Ella,Junior H,640591,https://open.spotify.com/track/0tKl8ZVM6xJkhznvJAS3Nq,2020,1,5YYW3yRktprLRr47WK219Y,0.585,0.611,0.962
149,La Boca,Mau y Ricky,638305,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2020,1,0UQwlF2pRkr1lMN6kNNUj3,0.618,0.795,0.76
150,Que Calor (with J Balvin & El Alfa),Major Lazer,637167,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,2020,1,7j7q6tCfEIlTeZtGjuBDT6,0.795,0.885,0.46
151,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,635106,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2020,1,6osaMSJh9NguagEDQcZaKx,0.694,0.758,0.371
152,Promises (with Sam Smith),Calvin Harris,632898,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2020,1,5N5k9nd479b1xpDZ4usjrg,0.781,0.768,0.486
153,Cuando Nadie Ve,Morat,624644,https://open.spotify.com/track/71iAechwVKGu26pahzFL0k,2020,1,71iAechwVKGu26pahzFL0k,0.806,0.778,0.84
154,Aullando,Wisin & Yandel,624442,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2020,1,7BuHdm4lQqcyG3qTwdkxus,0.8,0.74,0.775
155,I Don't Care (with Justin Bieber),Ed Sheeran,624440,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2020,1,3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,0.842
156,El Día De Los Muertos,Alfredo Olivas,623810,https://open.spotify.com/track/6J4MbIlBn50XGo31UTdD3D,2020,1,6J4MbIlBn50XGo31UTdD3D,0.5,0.486,0.962
157,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,623443,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G,2020,1,1j6xOGusnyXq3l6IryKF3G,0.681,0.788,0.839
158,Culpable O No - Miénteme Como Siempre,Luis Miguel,621346,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14,2020,1,7BwxbmYFy0l3ROHDjV2c14,0.54,0.367,0.252
159,La Mejor Versión de Mi - Remix,Natti Natasha,621039,https://open.spotify.com/track/2dy3TKVDEbIeWxeIb8JWqZ,2020,1,2dy3TKVDEbIeWxeIb8JWqZ,0.735,0.712,0.894
160,Amor del Bueno,Reyli Barba,619087,https://open.spotify.com/track/2G74yhtIMW8tJY5I83dS4Z,2020,1,2G74yhtIMW8tJY5I83dS4Z,0.77,0.373,0.293
161,Devuélveme a mi chica,Hombres G,617614,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190,2020,1,1Wrzhfa5bNlqvsnCztz190,0.603,0.843,0.503
162,Bohemian Rhapsody - Remastered 2011,Queen,616250,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2020,1,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0.228
163,Belleza De Cantina,Cardenales De Nuevo León,616037,https://open.spotify.com/track/4XC7YfQYxDuUa7I287yeWw,2020,1,4ZplewvZRLFcfBa5uyBbhd,0.755,0.596,0.806
164,Godzilla (feat. Juice WRLD),Eminem,615986,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,2020,1,7FIWs0pqAYbP91WWM0vlTQ,0.808,0.745,0.829
165,La Chica De Humo - MTV Unplugged,Emmanuel,615845,https://open.spotify.com/track/4ozSZEX79T7QuDaifobXLO,2020,1,51bsCoWIasd70N296fUQgK,0.769,0.728,0.272
166,Watermelon Sugar,Harry Styles,615370,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2020,1,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0.557
167,Life Is Good (feat. Drake),Future,612374,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2020,1,5yY9lUy8nbvjM1Uyo1Uqoc,0.676,0.609,0.508
168,Te Robaré,Nicky Jam,610558,https://open.spotify.com/track/4PJ3umtW1aWdfh5EITHc6T,2020,1,4PJ3umtW1aWdfh5EITHc6T,0.673,0.752,0.797
169,Eres Tú,Matisse,610281,https://open.spotify.com/track/4tRFdhdqMUkGfnAkis3lNv,2020,1,2dEVAvwPAJrWFErXxREGVX,0.618,0.307,0.458
170,La Boca - Remix,Mau y Ricky,606553,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,2020,1,2EEmzqzM70CybVspgM7YRT,0.691,0.773,0.85
171,Ocean,KAROL G,603627,https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7,2020,1,6NicJHPX0N3mPRjmDYs1TT,0.727,0.482,0.487
172,Entre Beso Y Beso,La Arrolladora Banda El Limón De Rene Camacho,601621,https://open.spotify.com/track/7uL1ZsdxI8l4sgEsgCmTlG,2020,1,6HhdHmkCl0qHNv3J9KQzKH,0.866,0.63,0.964
173,Cuando Te Besé,Becky G,596757,https://open.spotify.com/track/74wEiOpnvCe1tCTWKGSYta,2020,1,2XXMDz7SPZ4mSFN1PXfHUy,0.772,0.732,0.295
174,No Hay Nadie Más,Sebastian Yatra,596145,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN,2020,1,3IPJg1sdqLj12kFIndaonN,0.695,0.379,0.808
175,Shape of You,Ed Sheeran,593858,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2020,1,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,0.931
176,Créeme,KAROL G,592967,https://open.spotify.com/track/4EKZsrsCKyqr64FBHLc0DU,2020,1,0mqayP1Moez8gMZ06oq7rD,0.714,0.874,0.648
177,Sigo Chambeando,Fuerza Regida,592689,https://open.spotify.com/track/4PR0r2us3a64lTew6TVlF2,2020,1,4PR0r2us3a64lTew6TVlF2,0.819,0.48,0.759
178,Así Es la Vida,Elefante,592568,https://open.spotify.com/track/3q2aVABxuztNi3iS6h6qdB,2020,1,3q2aVABxuztNi3iS6h6qdB,0.799,0.664,0.631
179,Hasta Que Salga el Sol,Ozuna,590037,https://open.spotify.com/track/0dDboLfmRNsTBscy4j3Rnl,2020,1,0dDboLfmRNsTBscy4j3Rnl,0.826,0.816,0.598
180,Amargo Adiós,Inspector,589864,https://open.spotify.com/track/0zCOT028cU3DeCqN1G18wE,2020,1,0zCOT028cU3DeCqN1G18wE,0.607,0.666,0.79
181,Cuaderno,Dalex,587238,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,2020,1,7anSoGdgtmJTAPZBzcPhO6,0.681,0.648,0.688
182,Mi Enemigo El Amor,Pancho Barraza,587205,https://open.spotify.com/track/3YLZE6B8KTT0kYHL3ovVwA,2020,1,3V5mrjHNr7VFhcUJ5oh45V,0.592,0.579,0.633
183,Happier,Marshmello,587097,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2020,1,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,0.671
184,Tu Postura,Banda MS de Sergio Lizárraga,586425,https://open.spotify.com/track/4RNzKQEzmlvVHca4t6Txkj,2020,1,4RNzKQEzmlvVHca4t6Txkj,0.779,0.373,0.499
185,Another One Bites The Dust - Remastered 2011,Queen,586209,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2020,1,57JVGBtBLCfHw2muk5416J,0.933,0.528,0.756
186,El Sol No Regresa,La Quinta Estacion,585760,https://open.spotify.com/track/2awKQgW88iq9jFM54VaCAp,2020,1,0c8f8b76ThPP2MInXEZyTY,0.579,0.898,0.635
187,Swing,Danny Ocean,585269,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6,2020,1,6hIOunhsLUT66KQgZV5dMD,0.462,0.945,0.471
188,Leve,Cartel De Santa,583606,https://open.spotify.com/track/48yFrzTcnTCklWL9PRVZJj,2020,1,6xZ4Q2k2ompmDppyeESIY8,0.754,0.583,0.77
189,Velitas,Darell,582182,https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq,2020,1,7q3NthaBqFI6s0WnAlnIvq,0.819,0.596,0.622
190,No Elegi Conocerte,Banda MS de Sergio Lizárraga,580121,https://open.spotify.com/track/7EY91l11hOnYIytcxFgvDN,2020,1,7EY91l11hOnYIytcxFgvDN,0.86,0.4,0.813
191,Every Breath You Take,The Police,580062,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,2020,1,1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,0.74
192,La Dosis Perfecta,Panteon Rococo,572404,https://open.spotify.com/track/7qKtcEDbth6kOM5s4uJzw3,2020,1,5bymCzswBkt0deeD1hlTIq,0.674,0.771,0.966
193,NI BIEN NI MAL,Bad Bunny,571080,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,2020,1,278kSqsZIiYp8p3QjYAqa8,0.826,0.449,0.337
194,Girls Like You (feat. Cardi B),Maroon 5,570962,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2020,1,6V1bu6o1Yo5ZXnsCJU8Ovk,0.851,0.541,0.448
195,I'm Not The Only One,Sam Smith,570784,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN,2020,1,7795WJLVKJoAyVoOtCWqXN,0.677,0.485,0.493
196,DOLLAR,Becky G,568825,https://open.spotify.com/track/2uhMYJq2TODWBuZhHRrdWy,2020,1,0z4zZNViQ01puQOlAFGGUy,0.799,0.58,0.601
197,Ya Me Enteré,Reik,560943,https://open.spotify.com/track/0lPXFrKyl8HkdQ2E6NmNja,2020,1,4ggabbjjuHrG06SsYnqvEs,0.657,0.591,0.687
198,El de La Codeina,Natanael Cano,558996,https://open.spotify.com/track/7K2JfvcKhIMwOndE6QBodf,2020,1,7K2JfvcKhIMwOndE6QBodf,0.763,0.575,0.885
199,Eres,Café Tacvba,558982,https://open.spotify.com/track/6kdCN6gTWLcLxmLXoUcwuI,2020,1,6I86RF3odBlcuZA9Vfjzeq,0.843,0.729,0.903
200,A Través Del Vaso,Grupo Arranke,555155,https://open.spotify.com/track/0oCSitNlzsQfuIapF9tXRQ,2020,1,0oCSitNlzsQfuIapF9tXRQ,0.62,0.695,0.921
1,Tusa,KAROL G,6388997,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2020,2,7k4t7uLgtOxPwTpFmtJNTY,0.803,0.715,0.574
2,Ignorantes,Bad Bunny,5154615,https://open.spotify.com/track/3wYRLYuO1M88d8woWUIxct,2020,2,3wYRLYuO1M88d8woWUIxct,0.85,0.536,0.505
3,Sigues Con El,Dímelo Flow,4592115,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,2020,2,7sQKy5vlPQllr0k9IjYJv3,0.883,0.668,0.676
4,Dance Monkey,Tones And I,4195930,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020,2,2XU0oxnq2qxCpomAAuJY8K,0.824,0.588,0.513
5,Blinding Lights,The Weeknd,4109707,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2020,2,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,0.334
6,Morado,J Balvin,3353681,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks,2020,2,0oMtyJ3w2mCkztYRykM8sg,0.881,0.696,0.781
7,Vete,Bad Bunny,3342361,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,2020,2,5DxXgozhkPLgrbKFY91w0c,0.886,0.672,0.526
8,Don't Start Now,Dua Lipa,3068068,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2020,2,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,0.677
9,Fantasias,Rauw Alejandro,3042902,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,2020,2,6mAN61JH0dzyZpWslS11jy,0.879,0.703,0.788
10,Hola - Remix,Dalex,2823151,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,2020,2,5stPVcRqb4qixbafP9e8lt,0.654,0.672,0.343
11,Pa' Olvidarme De Ella,Piso 21,2744753,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh,2020,2,1cVlW9WQiGlFdWUXFdFZGh,0.728,0.542,0.637
12,No Me Conoce - Remix,Jhay Cortez,2679761,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2020,2,4R8BJggjosTswLxtkw8V7P,0.806,0.786,0.58
13,Sodio,Danna Paola,2604893,https://open.spotify.com/track/7jYZU1CIruZU3puB5tiYiW,2020,2,7jYZU1CIruZU3puB5tiYiW,0.651,0.761,0.433
14,LA CANCIÓN,J Balvin,2597965,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2020,2,0fea68AdmYNygeTGI4RC18,0.754,0.646,0.429
15,Callaita,Bad Bunny,2566850,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2020,2,2TH65lNHgvLxCKXM3apjxI,0.61,0.624,0.244
16,RITMO (Bad Boys For Life),Black Eyed Peas,2463044,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,2020,2,6cy3ki60hLwimwIje7tALf,0.721,0.716,0.667
17,Oye Pablo,Danna Paola,2074090,https://open.spotify.com/track/6vruVVMkk7YGKzkuIrtOWz,2020,2,1Hu3v5cB7TrKdfZ1taqS9E,0.699,0.65,0.52
18,China,Anuel AA,2071508,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2020,2,2ksOAxtIxY8yElEWw8RhgK,0.786,0.808,0.609
19,Muévelo,Nicky Jam,2041883,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ,2020,2,4VgYtXCVJ7IbWAZ5ryfvEQ,0.594,0.808,0.919
20,Keii,Anuel AA,2006204,https://open.spotify.com/track/5eEQCfq7MXQr6aHLNRUZLs,2020,2,5eEQCfq7MXQr6aHLNRUZLs,0.708,0.797,0.51
21,Blanco,J Balvin,1955057,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,2020,2,2rc7BkzO8qepMFAxHtOrXc,0.87,0.706,0.593
22,Yummy,Justin Bieber,1816707,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,2020,2,41L3O37CECZt3N7ziG2z7l,0.687,0.514,0.494
23,Que Tire Pa Lante,Daddy Yankee,1779981,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,2020,2,0iFROFTyditGLmb4CtqMBb,0.659,0.901,0.704
24,Quizas,Rich Music LTD,1752995,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe,2020,2,5Id5B3dxJZhPcV9GzgYZZe,0.727,0.815,0.677
25,Me Gusta,Shakira,1726925,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a,2020,2,5Xhqh4lwJPtMUTsdBztN1a,0.775,0.696,0.775
26,Diosa,Myke Towers,1709620,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky,2020,2,3JHpk0DOTOzyh0777JFAky,0.801,0.745,0.245
27,After Hours,The Weeknd,1696811,https://open.spotify.com/track/4ejyZ4uJEXUURcgKp1kP8v,2020,2,2p8IUWQDrpjuFltbdgLOag,0.664,0.572,0.143
28,De Los Besos Que Te Di,Christian Nodal,1661941,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97,2020,2,1qfoq1qvZT7VwDVeekCJ97,0.504,0.503,0.709
