Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Energy,Valence
189,rockstar (feat. 21 Savage),Post Malone,428132,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,6,0e7ipj03S05BNilyu5bRzt,0.585,0.52,0.129
190,Pollo y Conejo,Cartel De Santa,427450,https://open.spotify.com/track/1xeLSOaNvDg68FGjIkJxkU,2019,6,4dFzuZePy7GYvbPFNwJyyl,0.769,0.71,0.588
191,when the party's over,Billie Eilish,427264,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019,6,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,0.198
192,Con Todos Menos Conmigo,Timbiriche,426767,https://open.spotify.com/track/4d7N2lqEJMbQwVy1LCqhXv,2019,6,4d7N2lqEJMbQwVy1LCqhXv,0.731,0.392,0.789
193,Acurrucar,Ed Maverick,426395,https://open.spotify.com/track/1xYBeQ5u8uaJ3oBWktjGyJ,2019,6,0vTmuKsIgqtez9Ups70mQU,0.766,0.825,0.77
194,I Like It,Cardi B,424296,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2019,6,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,0.65
195,Entre Beso Y Beso,La Arrolladora Banda El Limón De Rene Camacho,424075,https://open.spotify.com/track/7uL1ZsdxI8l4sgEsgCmTlG,2019,6,6HhdHmkCl0qHNv3J9KQzKH,0.866,0.63,0.964
196,Sweet Child O' Mine,Guns N' Roses,422416,https://open.spotify.com/track/7o2CTH4ctstm8TNelqjb51,2019,6,7snQQk1zcKl8gZ92AnueZW,0.446,0.952,0.624
197,Soñé - Live,Zoé,421681,https://open.spotify.com/track/2VhJ4nrPorAbySEgO4V0BS,2019,6,2VhJ4nrPorAbySEgO4V0BS,0.627,0.476,0.5
198,Mi Razón De Ser,Banda MS de Sergio Lizárraga,421310,https://open.spotify.com/track/5JaMGjY9Ltvo9CFQfmUdYW,2019,6,5JaMGjY9Ltvo9CFQfmUdYW,0.726,0.537,0.454
199,Por Perro,Sebastian Yatra,421299,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ,2019,6,4ZpDG0tZQSirMsEIi4CAAv,0.684,0.762,0.905
200,La Chica De Humo - MTV Unplugged,Emmanuel,420894,https://open.spotify.com/track/4ozSZEX79T7QuDaifobXLO,2019,6,51bsCoWIasd70N296fUQgK,0.769,0.728,0.272
1,Callaita,Bad Bunny,4603731,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019,7,2TH65lNHgvLxCKXM3apjxI,0.61,0.624,0.244
2,Otro Trago,Sech,4445771,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019,7,4bTZeO72FwMa6wKOiqoynL,0.725,0.79,0.763
3,LA CANCIÓN,J Balvin,3950576,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019,7,0fea68AdmYNygeTGI4RC18,0.754,0.646,0.429
4,11:00 PM,Maluma,3523899,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019,7,0hRURtzeNDUgJUzYDoGuBm,0.752,0.0411,0.947
5,China,Anuel AA,3460139,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019,7,2ksOAxtIxY8yElEWw8RhgK,0.786,0.808,0.609
6,Soltera - Remix,Lunay,3292178,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019,7,1c0hsvHLELX6y8qymnpLKL,0.795,0.783,0.799
7,Señorita,Shawn Mendes,3139819,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,2019,7,0TK2YIli7K1leLovkQiNik,0.759,0.54,0.75
8,Con Altura,ROSALÍA,2763232,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019,7,2qG5sZ7Si6sdK74qLxedYM,0.882,0.689,0.746
9,No Me Conoce - Remix,Jhay Cortez,2636811,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019,7,4R8BJggjosTswLxtkw8V7P,0.806,0.786,0.58
10,QUE PRETENDES,J Balvin,2576309,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019,7,25ZAibhr3bdlMCLmubZDVt,0.639,0.791,0.939
11,Tal Vez,Paulo Londra,2364474,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019,7,7Aiq4g8tSExAM2qUNkiHbZ,0.385,0.645,0.561
12,HP,Maluma,2208488,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019,7,1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,0.618
13,Baila Conmigo (feat. Kelly Ruiz),Dayvi,2146142,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019,7,4Clmg1g8n2yBYG13Z1oSdG,0.745,0.972,0.556
14,La Boca,Mau y Ricky,2082293,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2019,7,0UQwlF2pRkr1lMN6kNNUj3,0.618,0.795,0.76
15,Te Robaré,Nicky Jam,1793730,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019,7,4PJ3umtW1aWdfh5EITHc6T,0.673,0.752,0.797
16,Con Calma,Daddy Yankee,1767896,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019,7,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,0.656
17,Runaway,Sebastian Yatra,1691250,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019,7,0TCmhnbMpw5zwPsTvlXTJi,0.421,0.277,0.13
18,Verte Ir,DJ Luian,1689294,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019,7,4lzxJ4jCuFDXXGkE1LmpKR,0.857,0.647,0.553
19,Te Vi,Piso 21,1656096,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019,7,059bcIhyc2SBwm6sw2AZzd,0.877,0.777,0.706
20,Pa Mí - Remix,Dalex,1552051,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019,7,7g8YaUQABMal0zWe7a2ijz,0.688,0.62,0.727
21,Tra Tra Tra Remix - Remix,Ghetto Kids,1519541,https://open.spotify.com/track/4YqCBC4FwzGXuhixt5cgmm,2019,7,4YqCBC4FwzGXuhixt5cgmm,0.847,0.736,0.876
22,Loco Contigo,DJ Snake,1499608,https://open.spotify.com/track/1fBXSMOusjaj7GjzErHmUI,2019,7,6osaMSJh9NguagEDQcZaKx,0.694,0.758,0.371
23,Fuentes de Ortiz,Ed Maverick,1494888,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL,2019,7,0akyEssGRVHstqCSWXusJL,0.83,0.159,0.189
24,Desconocidos,Mau y Ricky,1436322,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,2019,7,56f5qnyAlZdlz8wrUDA50h,0.719,0.753,0.675
25,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1435255,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019,7,6zpiwiexX8HpFCZLyIWKDv,0.881,0.58,0.62
26,bad guy,Billie Eilish,1408491,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019,7,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,0.562
27,Calma - Remix,Pedro Capó,1398909,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019,7,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,0.761
28,No Lo Trates,Pitbull,1301525,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT,2019,7,4gqMVEJSaL5nNeKj5WmVoT,0.834,0.808,0.829
29,Rebota - Remix,Guaynaa,1287152,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,2019,7,3dWpRjCmaHbroNahuSeX11,0.885,0.857,0.818
30,Si Supieras,Daddy Yankee,1264946,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019,7,3GnzoWqvd6XvSRjli1uCUC,0.691,0.894,0.623
31,Lost on You,LP,1214173,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,2019,7,2LIh4uzqq9cXMPzzmcToHl,0.433,0.724,0.689
32,Secreto,Anuel AA,1208015,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019,7,5W83ErFkO3aKAIS1WMi6u0,0.807,0.803,0.706
33,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,1196518,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019,7,6WkJ2OK163XXS2oARUC9JM,0.72,0.741,0.357
34,Contra La Pared,Sean Paul,1166430,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,2019,7,37eGbhE1xVFSvcKkqGb6i1,0.828,0.588,0.598
35,I Don't Care (with Justin Bieber),Ed Sheeran,1160987,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019,7,3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,0.842
36,Que Mas Pues - Remix,Sech,1156006,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019,7,7fODjB7BrQTGqh0hogW6XD,0.647,0.661,0.811
37,Adan y Eva,Paulo Londra,1142030,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,2019,7,6FyRXC8tJUh863JCkyWqtk,0.767,0.709,0.72
38,Amor A Primera Vista,Los Ángeles Azules,1096716,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J,2019,7,5Myb8S90Wg0yLec5kmrIGJ,0.678,0.821,0.96
39,Aullando,Wisin & Yandel,1049314,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2019,7,7BuHdm4lQqcyG3qTwdkxus,0.8,0.74,0.775
40,bad guy (with Justin Bieber),Billie Eilish,1027704,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,2019,7,3yNZ5r3LKfdmjoS3gkhUCT,0.67,0.453,0.68
41,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1009391,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019,7,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,0.913
42,No Te Contaron Mal,Christian Nodal,988670,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj,2019,7,7hbk4BaF66O09R1gq0bKwj,0.644,0.568,0.654
43,Si Se Da,Myke Towers,981199,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,2019,7,6K5BsR04ijf3FHNzjbaagD,0.817,0.672,0.774
44,Ella Quiere Beber - Remix,Anuel AA,966427,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2019,7,3f5lA8nnc4YYF1qf78WpHw,0.75,0.665,0.697
45,How Do You Sleep?,Sam Smith,963872,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019,7,6b2RcmUt1g9N9mQ3CbjX2Y,0.477,0.682,0.345
46,Mala Fama,Danna Paola,959569,https://open.spotify.com/track/2LVWDR1oEthhLIOtT4hHih,2019,7,4lInievSymqKTddxwtXYfl,0.763,0.578,0.818
47,Simplemente Gracias,Calibre 50,947085,https://open.spotify.com/track/5TVpVYcU47B23onx6llnvv,2019,7,3K6noLeoPTQJ5jUErC8jT5,0.755,0.557,0.743
48,MIA (feat. Drake),Bad Bunny,942600,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019,7,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,0.158
49,Un Año,Sebastian Yatra,937343,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0,2019,7,7onmX3EZ9Vq7v68aObV2sa,0.771,0.381,0.534
50,In My Mind,Dynoro,922616,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,7,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,0.163
51,Ocean,KAROL G,908247,https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7,2019,7,6NicJHPX0N3mPRjmDYs1TT,0.727,0.482,0.487
52,Aleluya,Reik,889193,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM,2019,7,23CsjGOYDQiJpX44BSn9TM,0.81,0.716,0.689
53,Ahora Te Puedes Marchar,Luis Miguel,882853,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E,2019,7,1uKjQoh8JZj9ryuYRhpd7E,0.78,0.877,0.909
54,Por Eso Vine,Paulo Londra,863846,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu,2019,7,5qN1G8fSHq4Sv5FRoOkNGu,0.76,0.646,0.625
55,Rebota,Guaynaa,854663,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE,2019,7,2YRvdf9cdS88y1wB1WhKoE,0.796,0.911,0.918
56,Goodbyes (Feat. Young Thug),Post Malone,851235,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019,7,0t3ZvGKlmYmVsDzBJAXK8C,0.548,0.653,0.163
57,Nunca Es Suficiente,Los Ángeles Azules,840593,https://open.spotify.com/track/63USmok1OioBzKuWGW9wAg,2019,7,63USmok1OioBzKuWGW9wAg,0.789,0.518,0.78
58,Latina (feat. Maluma),Reykon,831973,https://open.spotify.com/track/00Ia46AgCNfnXjzgH8PIKH,2019,7,00Ia46AgCNfnXjzgH8PIKH,0.826,0.713,0.75
59,7 rings,Ariana Grande,828383,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019,7,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,0.327
60,Me Rehúso,Danny Ocean,813686,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o,2019,7,6De0lHrwBfPfrhorm9q1Xl,0.744,0.804,0.426
61,De Los Besos Que Te Di,Christian Nodal,811715,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97,2019,7,1qfoq1qvZT7VwDVeekCJ97,0.504,0.503,0.709
62,Cuaderno,Dalex,794549,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,2019,7,7anSoGdgtmJTAPZBzcPhO6,0.681,0.648,0.688
63,En Peligro de Extinción,La Adictiva Banda San José de Mesillas,788711,https://open.spotify.com/track/45sVRPegWSGpIcsrDoaaCY,2019,7,45sVRPegWSGpIcsrDoaaCY,0.709,0.483,0.834
64,Baby Girl (feat. Lalo Ebratt),Mario Bautista,773479,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc,2019,7,6o8ogTrSX8H0F66Pdz3Tsc,0.804,0.705,0.45
65,Baila Baila Baila - Remix,Ozuna,771447,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt,2019,7,7mWFF4gPADjTQjC97CgFVt,0.785,0.572,0.49
66,Swing,Danny Ocean,771036,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6,2019,7,6hIOunhsLUT66KQgZV5dMD,0.462,0.945,0.471
67,La Escuela No Me Gustó,Adriel Favela,760314,https://open.spotify.com/track/4qArKIA7dnmdushoBlkV94,2019,7,4qArKIA7dnmdushoBlkV94,0.836,0.766,0.844
68,Amigos Con Derechos,Reik,757395,https://open.spotify.com/track/4yVO0wOhXsZC1RuPgHP524,2019,7,4yVO0wOhXsZC1RuPgHP524,0.678,0.806,0.614
69,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,753174,https://open.spotify.com/track/1l77YWrGUp3qX3NS1rz7lq,2019,7,1l77YWrGUp3qX3NS1rz7lq,0.765,0.339,0.864
70,Amanece,Anuel AA,749459,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,2019,7,1LiN0Z98FkR1t0m8KmLcAH,0.79,0.631,0.889
71,Me La Avente,Carin Leon,745581,https://open.spotify.com/track/0IQJvfyAOwKrcDxZgyLTny,2019,7,2QwMXe5zbqymDZGYsMDVqZ,0.723,0.48,0.909
72,Cúrame (feat. Manuel Turizo),Prince Royce,743130,https://open.spotify.com/track/6rXxAohZzTDsP5KT3IDFIU,2019,7,6rXxAohZzTDsP5KT3IDFIU,0.758,0.629,0.575
73,Ni Gucci Ni Prada,Kenny Man,740345,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ,2019,7,32lexhcz93AinKK0qLTZaZ,0.799,0.676,0.91
74,Dancing With A Stranger (with Normani),Sam Smith,736811,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019,7,6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,0.347
75,Esclavo de Tus Besos,Manuel Turizo,733203,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,2019,7,3g4UyIcQwutiG0TfW32GnX,0.805,0.671,0.522
76,Sucker,Jonas Brothers,722575,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2019,7,22vgEDb5hykfaTwLuskFGD,0.842,0.734,0.952
77,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,709586,https://open.spotify.com/track/5BRUlCrkTljRTux8BUPUDp,2019,7,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,0.617
78,Brillas,León Larregui,700841,https://open.spotify.com/track/6VuUMo1TusnqBxLTnr3hOI,2019,7,6VuUMo1TusnqBxLTnr3hOI,0.625,0.433,0.274
79,Eres Tú,Matisse,693927,https://open.spotify.com/track/4tRFdhdqMUkGfnAkis3lNv,2019,7,2dEVAvwPAJrWFErXxREGVX,0.618,0.307,0.458
80,Believer,Imagine Dragons,691277,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019,7,0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,0.666
81,Te Soñé De Nuevo,Ozuna,678832,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa,2019,7,4oPnxZzoc8HM5Pva4FDeIp,0.851,0.585,0.699
82,Prometiste,Pepe Aguilar,678417,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj,2019,7,2UypFzxfaYgMUnQX2k4qtj,0.602,0.398,0.603
83,Cuando Te Besé,Becky G,674864,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,2019,7,2XXMDz7SPZ4mSFN1PXfHUy,0.772,0.732,0.295
84,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,667101,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G,2019,7,1j6xOGusnyXq3l6IryKF3G,0.681,0.788,0.839
85,Bohemian Rhapsody - Remastered 2011,Queen,665658,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2019,7,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0.228
86,La Mujer Perfecta,KURT,665317,https://open.spotify.com/track/5XR1WyZ0uOSHRNhP85QxT4,2019,7,5XR1WyZ0uOSHRNhP85QxT4,0.824,0.496,0.894
87,Happier,Marshmello,664306,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,7,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,0.671
88,Créeme,KAROL G,660284,https://open.spotify.com/track/4EKZsrsCKyqr64FBHLc0DU,2019,7,0mqayP1Moez8gMZ06oq7rD,0.714,0.874,0.648
89,Me Dediqué a Perderte,Alejandro Fernández,654103,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr,2019,7,4NUt1fcnO9aQAELBgXq3Kr,0.642,0.442,0.465
90,La Incondicional,Luis Miguel,643666,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b,2019,7,6F9yAYUaNbUhdlQyt5uZ3b,0.374,0.727,0.283
91,Sola,Manuel Turizo,641268,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,2019,7,0Jr4zQh5i3vrKFEcXrhhxl,0.671,0.775,0.331
92,Ya No Tiene Novio,Sebastian Yatra,633420,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,2019,7,1riyn0cmi87k1YsBn4Lfwk,0.632,0.832,0.783
93,Déjate Querer,Lalo Ebratt,631733,https://open.spotify.com/track/3mN2DtljBhnrIpc3Nu2pJ8,2019,7,3h8oIZTniP8KIrLhELvXin,0.755,0.792,0.842
94,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,630710,https://open.spotify.com/track/3H9GDhVVTlmFQSmpt51qiP,2019,7,3H9GDhVVTlmFQSmpt51qiP,0.86,0.697,0.586
95,Vaina Loca,Ozuna,628541,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,2019,7,48zFZh27QU5qsrBjn4C2FA,0.754,0.805,0.555
96,Promises (with Sam Smith),Calvin Harris,627982,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,7,5N5k9nd479b1xpDZ4usjrg,0.781,0.768,0.486
97,Lamento Boliviano,Los Enanitos Verdes,625623,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA,2019,7,6Pur3hWy6Nzc27ilmsp5HA,0.714,0.735,0.68
98,A Través Del Vaso,Grupo Arranke,625053,https://open.spotify.com/track/0oCSitNlzsQfuIapF9tXRQ,2019,7,0oCSitNlzsQfuIapF9tXRQ,0.62,0.695,0.921
99,Amor Genuino,Ozuna,622625,https://open.spotify.com/track/6pK5edDoyrn4mWwRSVc2a5,2019,7,3xEozpt8pAptvpH69iJhOw,0.434,0.314,0.347
100,Mañana Es Too Late,Jesse & Joy,615717,https://open.spotify.com/track/3AnFYXJMTNJtQUwsJWmTK4,2019,7,7ckO8bTkYT5YzwzwnZ6v5a,0.796,0.779,0.875
101,Adiós Amor,Christian Nodal,614327,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y,2019,7,63bmZnBN1CiJ9sA4qTEe8y,0.433,0.431,0.722
102,Así Es la Vida,Elefante,614120,https://open.spotify.com/track/3q2aVABxuztNi3iS6h6qdB,2019,7,3q2aVABxuztNi3iS6h6qdB,0.799,0.664,0.631
103,No Hay Nadie Más,Sebastian Yatra,610237,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN,2019,7,3IPJg1sdqLj12kFIndaonN,0.695,0.379,0.808
104,Sin Pijama,Becky G,600192,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,2019,7,2ijef6ni2amuunRoKTlgww,0.791,0.745,0.82
105,Another One Bites The Dust - Remastered 2011,Queen,597234,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,2019,7,57JVGBtBLCfHw2muk5416J,0.933,0.528,0.756
