Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Energy,Valence
59,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,14875,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019,1,1WSGTYKLEpKfNQYYW5Oymt,0.541,0.468,0.69
60,High On Life (feat. Bonn),Martin Garrix,14826,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy,2019,1,4ut5G4rgB1ClpMTMfjoIuy,0.414,0.486,0.368
61,SICKO MODE,Travis Scott,14525,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019,1,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,0.446
62,Akh Lad Jaave,Badshah,14467,https://open.spotify.com/track/5SVpD60u9vjoQ2OeoKsTkb,2019,1,554Jv8PaaIVAwOOpoJ4YCm,0.867,0.705,0.285
63,Dusk Till Dawn - Radio Edit,ZAYN,14385,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,2019,1,1j4kHkkpqZRBwE0A4CN4Yv,0.258,0.437,0.0967
64,Tareefan,QARAN,14224,https://open.spotify.com/track/5QyOjKJhR1iyF0DHQM2IvW,2019,1,5QyOjKJhR1iyF0DHQM2IvW,0.829,0.654,0.335
65,Closer,The Chainsmokers,14053,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2019,1,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,0.661
66,"Dekhte Dekhte (From ""Batti Gul Meter Chalu"")",Atif Aslam,14052,https://open.spotify.com/track/0Iz4CkptElGHo16r797Jsb,2019,1,0Iz4CkptElGHo16r797Jsb,0.799,0.828,0.627
67,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,14003,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,2019,1,4hQ6UGyWQIGJmHSo0J88JW,0.601,0.724,0.508
68,Suit Suit,Guru Randhawa,13959,https://open.spotify.com/track/2pAP7p17mLPaMiFSSHDMrp,2019,1,2mwBSO58y92EYmEFpDfmS7,0.767,0.869,0.751
69,Blank Space,Taylor Swift,13900,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g,2019,1,1p80LdxRV74UKvL8gnD7ky,0.752,0.678,0.583
71,Lost In Japan,Shawn Mendes,13796,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,2019,1,79esEXlqqmq0GPz0xQSZTV,0.713,0.738,0.425
72,Wolves,Selena Gomez,13777,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,2019,1,33gwZOGJWEZ7dRWPqPxBEZ,0.724,0.675,0.325
73,Mere Gully Mein (feat. Naezy),DIVINE,13568,https://open.spotify.com/track/4NEdR5Yo8D2KwL7Y9KW7EH,2019,1,4NEdR5Yo8D2KwL7Y9KW7EH,0.744,0.813,0.149
74,Delicate,Taylor Swift,13473,https://open.spotify.com/track/5sOch9Cf4uxcMtwFzMtNqQ,2019,1,6NFyWDv5CjfwuzoCkw47Xf,0.75,0.404,0.0499
75,Laung Gawacha,Ravneet Singh,13407,https://open.spotify.com/track/5ol7uDVpF1pHQitme6AJpm,2019,1,11j7AtNPZNq6BUQhAYrWvC,0.573,0.9,0.415
76,Channa Mereya,Pritam,13403,https://open.spotify.com/track/0H2iJVgorRR0ZFgRqGUjUM,2019,1,0H2iJVgorRR0ZFgRqGUjUM,0.476,0.788,0.746
77,Kya Baat Ay,Harrdy Sandhu,13383,https://open.spotify.com/track/1ZaeaGLhFSckG8sv1y7AWk,2019,1,1ZaeaGLhFSckG8sv1y7AWk,0.849,0.592,0.652
78,Sher Aaya Sher,DIVINE,13271,https://open.spotify.com/track/2qPNdVlqZl1cYqsNc3MXnA,2019,1,2qPNdVlqZl1cYqsNc3MXnA,0.832,0.657,0.756
79,In the Name of Love,Martin Garrix,13265,https://open.spotify.com/track/23L5CiUhw2jV1OIMwthR3S,2019,1,23L5CiUhw2jV1OIMwthR3S,0.501,0.519,0.168
80,This Feeling,The Chainsmokers,13123,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,2019,1,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,0.449
81,Peer Pressure (feat. Julia Michaels),James Bay,13095,https://open.spotify.com/track/4JWQC6gyYoPRnxRxk0ta2M,2019,1,2hFFke3WXVA9mV31XNy0dP,0.664,0.45,0.512
82,Waste It On Me (feat. BTS),Steve Aoki,13004,https://open.spotify.com/track/2J0X46UkpfLlWbuCXFgDLr,2019,1,7EGA4D5eRMEgoFZZRUMowW,0.763,0.936,0.0359
83,"Tere Bin (From ""Simmba"")",Rahat Fateh Ali Khan,12920,https://open.spotify.com/track/4f5kLqyOJ5ZPnalEVMQrB2,2019,1,4f5kLqyOJ5ZPnalEVMQrB2,0.649,0.716,0.639
84,Starboy,The Weeknd,12658,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,2019,1,7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,0.486
85,Baila Baila Baila,Ozuna,12536,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,2019,1,7mWFF4gPADjTQjC97CgFVt,0.785,0.572,0.49
86,Havana (feat. Young Thug),Camila Cabello,12433,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019,1,1rfofaqEpACxVEHIZBJe6W,0.765,0.523,0.394
87,Photograph,Ed Sheeran,12361,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2019,1,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,0.201
88,Calma - Remix,Pedro Capó,12347,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019,1,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,0.761
89,Scared to Be Lonely,Martin Garrix,12110,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2019,1,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,0.195
90,Mere Wala Sardar,"Jagraj Sandhu, Dr. Shree",12107,https://open.spotify.com/track/4lSSJcfptqRAv9cTzpherg,2019,1,3hCLDKPwRELWLnYF3nOY5J,0.724,0.47,0.385
91,Teesri Manzil,DIVINE,12040,https://open.spotify.com/track/4oKcFaWmBSF3SGGYo4qq6R,2019,1,4oKcFaWmBSF3SGGYo4qq6R,0.668,0.88,0.399
92,Barso,Ritviz,11895,https://open.spotify.com/track/2mv5anj69awqE6R936e0hZ,2019,1,32DWojMZeZebVrfBkhAkKy,0.879,0.487,0.338
93,IDOL,BTS,11870,https://open.spotify.com/track/2AIWoHr9DF6y4KALCBKWQS,2019,1,2AIWoHr9DF6y4KALCBKWQS,0.734,0.855,0.422
94,Kaam 25 - Sacred Games,DIVINE,11869,https://open.spotify.com/track/6Kynli1iHBqJRWUCohcV9h,2019,1,6Kynli1iHBqJRWUCohcV9h,0.484,0.948,0.686
95,"Chogada (From ""Loveyatri"")",Darshan Raval,11860,https://open.spotify.com/track/4ymPEyiXabTe1NO8q8EFxG,2019,1,4ymPEyiXabTe1NO8q8EFxG,0.359,0.972,0.595
96,Samjhawan,Jawad Ahmad,11846,https://open.spotify.com/track/0rk2X5TAhraBC5aCIXK2Rq,2019,1,0rk2X5TAhraBC5aCIXK2Rq,0.651,0.482,0.517
97,bad idea,Ariana Grande,11817,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,2019,1,1M4Ud66z18wuIq3oOxqVHa,0.511,0.806,0.41
98,Happy Now,Kygo,11794,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,2019,1,4keoy2fqgwGnbWlm3ZVZFa,0.503,0.741,0.458
99,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,11752,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019,1,5JEx7HbmvHQQswJCsoo9rA,0.575,0.758,0.493
100,Secreto,Anuel AA,11635,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019,1,5W83ErFkO3aKAIS1WMi6u0,0.807,0.803,0.706
101,It Ain't Me (with Selena Gomez),Kygo,11494,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2019,1,2jRGYG8U5bJzWOH6FLuzvO,0.713,0.658,0.539
102,Dil Chori,Yo Yo Honey Singh,11327,https://open.spotify.com/track/4CO4cxcQfhpitILnQ5gKnL,2019,1,6zojSFiUNySBy3Kd1JVCXb,0.765,0.89,0.918
103,Mercy,Badshah,11240,https://open.spotify.com/track/04VUjNx30IrigVZU3CQmrQ,2019,1,0AS63m1wHv9n4VVRizK6Hc,0.555,0.662,0.356
104,Rowdy Baby,Yuvan Shankar Raja,11121,https://open.spotify.com/track/0Tm5ER6IrGfmW0yZ5lkQli,2019,1,0Tm5ER6IrGfmW0yZ5lkQli,0.668,0.703,0.588
105,Faded,Alan Walker,11119,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz,2019,1,7gHs73wELdeycvS48JfIos,0.589,0.651,0.166
106,Something Just Like This,The Chainsmokers,11012,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2019,1,6RUKPb4LETWmmr3iAEQktW,0.617,0.635,0.446
107,Say You Won't Let Go,James Arthur,10990,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019,1,5uCax9HTNlzGybIStD3vDh,0.358,0.557,0.494
108,Strip That Down,Liam Payne,10955,https://open.spotify.com/track/4Ro98RCK90oHqqSZUnTFq5,2019,1,4Ro98RCK90oHqqSZUnTFq5,0.874,0.497,0.542
109,What A Time (feat. Niall Horan),Julia Michaels,10955,https://open.spotify.com/track/5WtfUKzXircvW8l5aaVZWT,2019,1,5WtfUKzXircvW8l5aaVZWT,0.516,0.467,0.386
110,Kamariya,Aastha Gill,10950,https://open.spotify.com/track/5cjVsWqIkBQC7acTRhL0RO,2019,1,5cjVsWqIkBQC7acTRhL0RO,0.825,0.666,0.763
111,PILLOWTALK,ZAYN,10938,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,2019,1,0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,0.438
112,Mercy,Shawn Mendes,10898,https://open.spotify.com/track/0AS63m1wHv9n4VVRizK6Hc,2019,1,0AS63m1wHv9n4VVRizK6Hc,0.555,0.662,0.356
113,City Slums (feat. DIVINE),Raja Kumari,10880,https://open.spotify.com/track/6xzQ1uSk2Rzz6Xdf8xBnWn,2019,1,6xzQ1uSk2Rzz6Xdf8xBnWn,0.777,0.796,0.768
114,Kab Se Kab Tak,Ranveer Singh,10737,https://open.spotify.com/track/5J9PZD8kTuzfsBbbUh1oHu,2019,1,5J9PZD8kTuzfsBbbUh1oHu,0.772,0.588,0.262
