Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Energy,Valence
122,Kar Gayi Chull,Badshah,52697,https://open.spotify.com/track/3fPgIknlkDWXs1l2noKZbp,2019,4,3fPgIknlkDWXs1l2noKZbp,0.827,0.737,0.873
123,when the party's over,Billie Eilish,52383,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019,4,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,0.198
124,"Kaun Nachdi (From ""Sonu Ke Titu Ki Sweety"")",Guru Randhawa,52335,https://open.spotify.com/track/3s7m0jmCXGcM8tmlvjCvAa,2019,4,3s7m0jmCXGcM8tmlvjCvAa,0.772,0.83,0.753
125,Insomnia,Daya,51800,https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj,2019,4,7hzlzoOwCZ4D3Ow5YZK4kj,0.754,0.653,0.379
126,Havana (feat. Young Thug),Camila Cabello,51512,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019,4,1rfofaqEpACxVEHIZBJe6W,0.765,0.523,0.394
127,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik,51269,https://open.spotify.com/track/1fzAokzOONl4XEPUFoammu,2019,4,2FCXQHugkoHE1K3tiDu8pu,0.562,0.519,0.415
128,Piece Of Your Heart,MEDUZA,50910,https://open.spotify.com/track/5p1ex0pXv6jSPJ6QbumQpD,2019,4,1DFD5Fotzgn6yYXkYsKiGs,0.677,0.744,0.631
129,Lost In Japan,Shawn Mendes,50635,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,2019,4,79esEXlqqmq0GPz0xQSZTV,0.713,0.738,0.425
130,Jenny of Oldstones (Game of Thrones),Florence + The Machine,50536,https://open.spotify.com/track/1u0THw5xaGd7sYzJEh48Lt,2019,4,1u0THw5xaGd7sYzJEh48Lt,0.27,0.195,0.171
131,Outta My Head (with John Mayer),Khalid,50411,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP,2019,4,09oZ9eXQ2fo6YDrPzJqAoP,0.729,0.545,0.514
132,Bom Diggy Diggy,Zack Knight,50372,https://open.spotify.com/track/6qCNaRRr5xJALfNJvh0NAw,2019,4,6qCNaRRr5xJALfNJvh0NAw,0.782,0.827,0.498
133,Say You Won't Let Go,James Arthur,50251,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019,4,5uCax9HTNlzGybIStD3vDh,0.358,0.557,0.494
134,"Sanu Ek Pal Chain (From ""Raid"")",Rahat Fateh Ali Khan,50236,https://open.spotify.com/track/4wANB882g1ZhF2V8ugksY1,2019,4,4wANB882g1ZhF2V8ugksY1,0.71,0.813,0.847
135,Samjhawan,Jawad Ahmad,50195,https://open.spotify.com/track/0rk2X5TAhraBC5aCIXK2Rq,2019,4,0rk2X5TAhraBC5aCIXK2Rq,0.651,0.482,0.517
136,Let Me Love You,DJ Snake,49896,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU,2019,4,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,0.556
137,Just You and I,Tom Walker,49484,https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,2019,4,03x2rVJRFUrvwlfxoHd9Mo,0.567,0.696,0.544
138,Asli Hip Hop,Ranveer Singh,49462,https://open.spotify.com/track/5kElzX63QUIAeitBd4lO2w,2019,4,4ZIvqmpihn94QyFfGcQtdZ,0.667,0.641,0.963
139,In the Name of Love,Martin Garrix,49291,https://open.spotify.com/track/23L5CiUhw2jV1OIMwthR3S,2019,4,23L5CiUhw2jV1OIMwthR3S,0.501,0.519,0.168
140,Bohemian Rhapsody - Remastered 2011,Queen,48955,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2019,4,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0.228
141,Doori,Ranveer Singh,48820,https://open.spotify.com/track/4lAytLAlx3ZXsfLslkPNtX,2019,4,5doYtCoJ8KpfkFczP3F2ad,0.517,0.716,0.594
142,It Ain't Me (with Selena Gomez),Kygo,48693,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2019,4,2jRGYG8U5bJzWOH6FLuzvO,0.713,0.658,0.539
143,High On Life (feat. Bonn),Martin Garrix,48648,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy,2019,4,4ut5G4rgB1ClpMTMfjoIuy,0.414,0.486,0.368
144,Psycho (feat. Ty Dolla $ign),Post Malone,48488,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2019,4,3swc6WTsr7rl9DqQKQA55C,0.75,0.56,0.459
145,Prada,Jass Manak,48312,https://open.spotify.com/track/01X09TTUbyJWQPlv28gUss,2019,4,1N0wLru7OxcfPsAa6bYfOr,0.344,0.758,0.108
146,Priyathama Priyathama,Chinmayi,48310,https://open.spotify.com/track/1flfRpvHEitNI3V7Y6G4XR,2019,4,4wHZiaLsuI9aQdWv4f3Esd,0.71,0.529,0.505
147,Blank Space,Taylor Swift,48153,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g,2019,4,1p80LdxRV74UKvL8gnD7ky,0.752,0.678,0.583
148,"High Rated Gabru (From ""Nawabzaade"")",Guru Randhawa,47687,https://open.spotify.com/track/1ozrNv9W4KlprAmvgH0Yrq,2019,4,1ozrNv9W4KlprAmvgH0Yrq,0.685,0.841,0.59
149,Nira Ishq,Guri,47659,https://open.spotify.com/track/1gl8BBFdMRrgb3P7Jz5JQT,2019,4,0Id2IzhR3w50aP2PHfMUE3,0.703,0.609,0.696
150,Yaarr Superstaar,Harrdy Sandhu,47541,https://open.spotify.com/track/59oPs52NiTDVVi9oTIBzuf,2019,4,59oPs52NiTDVVi9oTIBzuf,0.771,0.696,0.754
151,Kills You Slowly,The Chainsmokers,47393,https://open.spotify.com/track/1Pz3QmQFBFuI60rxCQBeW6,2019,4,2PgMUAn2bBpm8gz6yAXvVL,0.696,0.439,0.229
152,"Tera Hua (From ""Loveyatri"")",Atif Aslam,47241,https://open.spotify.com/track/3zqFsowz5iGbYIxZW5KlKw,2019,4,3zqFsowz5iGbYIxZW5KlKw,0.426,0.688,0.239
153,Tabaah Ho Gaye,Shreya Ghoshal,47231,https://open.spotify.com/track/2rAJ3PA5JGMktxYiSg53Um,2019,4,2rAJ3PA5JGMktxYiSg53Um,0.648,0.783,0.37
154,"No New Friends (feat. Sia, Diplo, and Labrinth)",Sia,47086,https://open.spotify.com/track/6Dma0t0hOe6Bd6u5YRKF3n,2019,4,6Dma0t0hOe6Bd6u5YRKF3n,0.725,0.703,0.638
155,MIA (feat. Drake),Bad Bunny,47058,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019,4,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,0.158
156,Ae Dil Hai Mushkil Title Track,Pritam,46991,https://open.spotify.com/track/1UWacd8x8tPPwmrPB1MoBI,2019,4,1UWacd8x8tPPwmrPB1MoBI,0.495,0.654,0.35
157,Jeena Jeena,Atif Aslam,46978,https://open.spotify.com/track/1Dd85Y3Qa4nH4yOAIh7HlY,2019,4,5ZhKD46Q7mhsl0awl7ZMJc,0.677,0.318,0.585
158,Haaye Oye (feat. Ash King),QARAN,46624,https://open.spotify.com/track/0oukMLKedsqQ3ltnI2daRO,2019,4,0oukMLKedsqQ3ltnI2daRO,0.633,0.727,0.543
160,Marvel Anthem,A.R. Rahman,46441,https://open.spotify.com/track/6vwsMPLdfl7TWQaNWwFora,2019,4,6HJ14QSqfNVZ8omMulSVAH,0.478,0.161,0.169
161,Daryaa,Ammy Virk,46023,https://open.spotify.com/track/3ExeNEpJJQXfmq1cwj0LVo,2019,4,6dN6k8fcjeB3Z2zLnxeyhP,0.565,0.527,0.231
162,Calma - Remix,Pedro Capó,45987,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019,4,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,0.761
163,"Ishare Tere (From ""Ishare Tere"")",Guru Randhawa,45835,https://open.spotify.com/track/3bHI0o9TLQ2jJzjr0ES7dX,2019,4,3bHI0o9TLQ2jJzjr0ES7dX,0.707,0.941,0.337
164,Buzz (feat. Badshah),Aastha Gill,45765,https://open.spotify.com/track/3XYvdqcZrTmRntFDDbJkJd,2019,4,3XYvdqcZrTmRntFDDbJkJd,0.663,0.551,0.601
165,Kyun Rabba,Armaan Malik,45744,https://open.spotify.com/track/68QwG6Ni1jFQc5Fit2iXp0,2019,4,68QwG6Ni1jFQc5Fit2iXp0,0.336,0.704,0.361
166,you should see me in a crown,Billie Eilish,45566,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,2019,4,3XF5xLJHOQQRbWya6hBp7d,0.678,0.533,0.323
167,Single Pasanga,Hiphop Tamizha,45496,https://open.spotify.com/track/4Xn3xgMPWSMIWuELgWpGbp,2019,4,4Xn3xgMPWSMIWuELgWpGbp,0.751,0.895,0.866
168,Hope,The Chainsmokers,45246,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,2019,4,2ZRo7axmMPeSVUvDbGkJah,0.592,0.457,0.225
169,FAKE LOVE,BTS,45174,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo,2019,4,343YBumqHu19cGoGARUTsd,0.928,0.481,0.613
170,"Bolna (From ""Kapoor & Sons (Since 1921)"")",Tanishk Bagchi,44661,https://open.spotify.com/track/3GrCQPpKqKzOcKfMAoqn82,2019,4,3GrCQPpKqKzOcKfMAoqn82,0.488,0.403,0.497
171,Happy Now,Kygo,44561,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,2019,4,4keoy2fqgwGnbWlm3ZVZFa,0.503,0.741,0.458
172,Waste It On Me (feat. BTS),Steve Aoki,44281,https://open.spotify.com/track/2J0X46UkpfLlWbuCXFgDLr,2019,4,7EGA4D5eRMEgoFZZRUMowW,0.763,0.936,0.0359
173,Daru Badnaam,Param Singh,44059,https://open.spotify.com/track/2TzyJEUfWHGRsk3r6Emvbk,2019,4,2TzyJEUfWHGRsk3r6Emvbk,0.541,0.676,0.845
174,Othaiyadi Pathayila,Dhibu Ninan Thomas,43740,https://open.spotify.com/track/09Z6o1yu596HJAwWZxTz4m,2019,4,09Z6o1yu596HJAwWZxTz4m,0.713,0.615,0.807
175,"Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,43721,https://open.spotify.com/track/2m8P30Ly9Az1uGvFmhLTBI,2019,4,5x72Q1SyiDHJ4IF2mRzfkg,0.789,0.95,0.746
176,Dil Diyan Gallan,Vishal-Shekhar,43657,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta,2019,4,5MnAi6ZF7cE8pAz7wYr9Ta,0.716,0.64,0.485
177,Hasi - Female Version,Ami Mishra,43622,https://open.spotify.com/track/1cmZbGkCEVVAck2MsWpPYQ,2019,4,1cmZbGkCEVVAck2MsWpPYQ,0.52,0.485,0.407
178,All Falls Down (feat. Juliander),Alan Walker,43558,https://open.spotify.com/track/1HvCFAUIWQsWV9zud3UhDl,2019,4,5yFSF6qQA1rcLsQRnBsZgb,0.658,0.678,0.662
179,Alone,Alan Walker,43324,https://open.spotify.com/track/3LlmKSHR3Rs0Y3KHQLAYDk,2019,4,6tAqYm2Wcy2yrPixShJMS6,0.87,0.341,0.436
180,Youngblood,5 Seconds of Summer,43013,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2019,4,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,0.152
181,Silence,Marshmello,43009,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2019,4,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,0.286
182,Aira Gaira (Extended),Antara Mitra,42876,https://open.spotify.com/track/1Hsl6UsWe3TSJ8R9RKlrNY,2019,4,1Hsl6UsWe3TSJ8R9RKlrNY,0.666,0.906,0.406
183,God's Plan,Drake,42809,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2019,4,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,0.357
184,Jab Koi Baat - Recreated,Atif Aslam,42755,https://open.spotify.com/track/43GfQ1SC17rBWiHkOtdwK8,2019,4,43GfQ1SC17rBWiHkOtdwK8,0.667,0.621,0.451
185,Ruin My Life,Zara Larsson,42673,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,2019,4,5tAa8Uaqr4VvA3693mbIhU,0.665,0.699,0.585
186,The Middle,Zedd,42524,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2019,4,6GG73Jik4jUlQCkKg9JuGO,0.643,0.849,0.903
187,Kaam 25 - Sacred Games,DIVINE,42523,https://open.spotify.com/track/6Kynli1iHBqJRWUCohcV9h,2019,4,6Kynli1iHBqJRWUCohcV9h,0.484,0.948,0.686
188,Before I Let Go - Homecoming Live Bonus Track,Beyoncé,42164,https://open.spotify.com/track/3FUXVbi9ugVUqJ3rPrfd2G,2019,4,7LikBkHerFGZ58QHVOKp1t,0.71,0.842,0.435
189,Polaroid,Jonas Blue,41780,https://open.spotify.com/track/6XqvFyJGdUD5IWee02ARKU,2019,4,49COPp81lGS9Hl9OwKlsKl,0.652,0.898,0.472
190,Saturday Nights,Khalid,41602,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,2019,4,5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,0.341
191,Urvashi,Yo Yo Honey Singh,41524,https://open.spotify.com/track/342pJxy678kgQrZXCL9RG7,2019,4,342pJxy678kgQrZXCL9RG7,0.792,0.703,0.634
192,There's Nothing Holdin' Me Back,Shawn Mendes,41462,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml,2019,4,7JJmb5XwzOO8jgpou264Ml,0.866,0.813,0.969
193,SICKO MODE,Travis Scott,41311,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019,4,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,0.446
194,Bhula Diya,Darshan Raval,41229,https://open.spotify.com/track/4OLfFJnIRg9woVeO198eg5,2019,4,6cbBOeiUb9Llq2emEUVBlY,0.331,0.464,0.108
195,SAD!,XXXTENTACION,41157,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019,4,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,0.473
196,"Nai Lagda (From ""Notebook"")",Vishal Mishra,41150,https://open.spotify.com/track/5NdVbWjNxxzv3SMxtINLu2,2019,4,5NdVbWjNxxzv3SMxtINLu2,0.514,0.548,0.383
197,"Kannamma - From ""Ispade Rajavum Idhaya Raniyum""",Sam C.S.,40715,https://open.spotify.com/track/4KUQFOGTaHrggl3hfMoaAe,2019,4,4KUQFOGTaHrggl3hfMoaAe,0.729,0.695,0.599
198,all the good girls go to hell,Billie Eilish,40706,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,2019,4,6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,0.569
199,Mercy,Badshah,40704,https://open.spotify.com/track/04VUjNx30IrigVZU3CQmrQ,2019,4,0AS63m1wHv9n4VVRizK6Hc,0.555,0.662,0.356
200,Scared to Be Lonely,Martin Garrix,40645,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2019,4,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,0.195
1,"Bekhayali (From ""Kabir Singh"")",Sachet Tandon,357070,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3,2019,5,1feANd8EfcDP5UqSvbheM3,0.308,0.585,0.345
2,"Duniyaa (From ""Luka Chuppi"")",Akhil,280808,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI,2019,5,2tjWCe2W7sgvS3C8NHcdtI,0.435,0.658,0.524
3,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,264943,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019,5,6zpiwiexX8HpFCZLyIWKDv,0.881,0.58,0.62
4,bad guy,Billie Eilish,249250,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019,5,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,0.562
5,Ve Maahi,Arijit Singh,243954,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF,2019,5,4t1DkxexoMbIHfSHS4Uiyr,0.65,0.551,0.294
6,Vaaste,Dhvani Bhanushali,239033,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3,2019,5,0mJTAdmY8olbGQjopDYff3,0.444,0.479,0.315
7,If I Can't Have You,Shawn Mendes,230153,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,2019,5,6LsAAHotRLMOHfCsSfYCsz,0.692,0.809,0.864
8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,219491,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019,5,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,0.913
9,On My Way,Alan Walker,201947,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,2019,5,3OjNkFFZavF89xvRqWCXmU,0.443,0.538,0.245
10,Kalank (Title Track),Arijit Singh,192746,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5,2019,5,6vo7Y1iWyZvpjvFbf6BiZ5,0.57,0.55,0.435
11,Sucker,Jonas Brothers,187266,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019,5,22vgEDb5hykfaTwLuskFGD,0.842,0.734,0.952
13,The Hook Up Song,Vishal-Shekhar,176943,https://open.spotify.com/track/1bLNqR3bqpyWkwWKECjVrw,2019,5,1bLNqR3bqpyWkwWKECjVrw,0.846,0.786,0.523
14,Easier,5 Seconds of Summer,174683,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ,2019,5,2bjUEg4jBtKBlPdNrTAppI,0.562,0.46,0.623
15,Without Me,Halsey,173740,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019,5,7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,0.662
16,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,167216,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,2019,5,2Rk4JlNc2TPmZe2af99d45,0.61,0.83,0.728
17,7 rings,Ariana Grande,165191,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019,5,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,0.327
18,"Hauli Hauli (From ""De De Pyaar De"")",Garry Sandhu,158260,https://open.spotify.com/track/60XrRbNjDMAGUZ2xLkU9W3,2019,5,60XrRbNjDMAGUZ2xLkU9W3,0.705,0.982,0.571
19,Boy With Luv (feat. Halsey),BTS,153799,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019,5,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,0.798
20,Apna Time Aayega,Ranveer Singh,142566,https://open.spotify.com/track/5uaIbU3oHHcSOK6WFNK5nj,2019,5,5uaIbU3oHHcSOK6WFNK5nj,0.766,0.618,0.513
21,"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,140763,https://open.spotify.com/track/4bKkdGBttnK4SYjT4zPC1U,2019,5,352wEkChkiClswqwDoM0nj,0.722,0.867,0.893
22,Old Town Road,Lil Nas X,137512,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,2019,5,2YpeDb67231RjR0MgVLzsG,0.878,0.619,0.639
23,"Slow Motion (From ""Bharat"")",Shreya Ghoshal,124439,https://open.spotify.com/track/7yEuRloGyxyu1KaWBTPP1Z,2019,5,7yEuRloGyxyu1KaWBTPP1Z,0.574,0.738,0.307
24,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,123456,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,2019,5,7Feaw9WAEREY0DUOSXJLOM,0.661,0.723,0.316
25,Nightmare,Halsey,123150,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc,2019,5,340UVheS8z3ncW9TTUhAbc,0.611,0.622,0.538
26,"Photo (From ""Luka Chuppi"")",Karan Sehmbi,122489,https://open.spotify.com/track/5wdlz4N7s1Xyr4y4RXhZJM,2019,5,5wdlz4N7s1Xyr4y4RXhZJM,0.739,0.644,0.315
27,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,121278,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,2019,5,1iWHabUgUuuKLBa0TzTHfk,0.302,0.414,0.105
28,i'm so tired...,Lauv,120682,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019,5,4vjpLMyL3ZO6aphdYr8XYw,0.599,0.733,0.534
29,Proper Patola,Badshah,120278,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT,2019,5,39ujbBjTwwqUFySaCYDMMT,0.77,0.824,0.49
30,Here With Me,Marshmello,116779,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019,5,5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,0.181
31,The Jawaani Song,Vishal-Shekhar,116709,https://open.spotify.com/track/3IzQc4KEAFd8lIc90X7FZr,2019,5,3IzQc4KEAFd8lIc90X7FZr,0.71,0.801,0.845
32,Wow.,Post Malone,116406,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,5,7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,0.388
33,"Aankh Marey (From ""Simmba"")",Neha Kakkar,115586,https://open.spotify.com/track/790uNrqzKWCvj8rR1QXNpU,2019,5,63MvWd6T6yoS7h4AJ4Hjrm,0.796,0.978,0.8
34,First Class,Arijit Singh,114079,https://open.spotify.com/track/7s0qlp1ibUxVXLsOM0YWia,2019,5,7trx783SvnHhKkmgSSTIFJ,0.554,0.337,0.216
35,SOS,Avicii,113919,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,2019,5,30cSNer6TV8x2utjULVeQ5,0.677,0.671,0.527
36,I Like Me Better,Lauv,113464,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019,5,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.505,0.419
37,Homicide (feat. Eminem),Logic,110700,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd,2019,5,7M2tXmeS15NAzEn7ABFeBg,0.694,0.759,0.77
38,Happier,Marshmello,109031,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,5,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,0.671
39,"Chashni (From ""Bharat"")",Abhijeet Srivastava,107261,https://open.spotify.com/track/5X5db3FrBOHbibrFKA02MQ,2019,5,5X5db3FrBOHbibrFKA02MQ,0.756,0.52,0.684
40,"Chale Aana (From ""De De Pyaar De"")",Amaal Mallik,106918,https://open.spotify.com/track/6vuMdb0E8buJeSHArN3dXk,2019,5,6vuMdb0E8buJeSHArN3dXk,0.368,0.587,0.391
41,She Move It Like,Badshah,106160,https://open.spotify.com/track/39vrbjCMTRXEdiIr2IsBgd,2019,5,39vrbjCMTRXEdiIr2IsBgd,0.832,0.477,0.844
42,"Tere Bin (From ""Simmba"")",Rahat Fateh Ali Khan,104665,https://open.spotify.com/track/4f5kLqyOJ5ZPnalEVMQrB2,2019,5,4f5kLqyOJ5ZPnalEVMQrB2,0.649,0.716,0.639
43,Lamberghini,The Doorbeen,104334,https://open.spotify.com/track/7cFuzwgbtHXmSKuCzo0qCW,2019,5,45P9g6kUb7itdonjjGjDdS,0.953,0.584,0.861
44,"Dilbar (From ""Satyameva Jayate"")",Neha Kakkar,103688,https://open.spotify.com/track/6cARnc9YVlBNigjNSX63pp,2019,5,4tjLYTXFqZhkUDga4bQ0yl,0.725,0.912,0.674
45,Sakhiyaan,Maninder Buttar,102619,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg,2019,5,3sqRODOZ1Z6hR4F2tnFAlg,0.706,0.674,0.359
46,Eastside (with Halsey & Khalid),benny blanco,102602,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019,5,0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,0.319
47,"Morni Banke (From ""Badhaai Ho"")",Guru Randhawa,102197,https://open.spotify.com/track/5x3K3Ld54TtkYKdQvrFOV3,2019,5,2Wu9PNpLUCBl3W1GaPqkhl,0.816,0.922,0.887
48,Not Ok,Kygo,101778,https://open.spotify.com/track/6aoGtdWXBkYQ2O2wnyIz2x,2019,5,6aoGtdWXBkYQ2O2wnyIz2x,0.618,0.66,0.408
49,Someone You Loved,Lewis Capaldi,99915,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019,5,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,0.446
50,Talk (feat. Disclosure),Khalid,96653,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2019,5,6TqXcAFInzjp0bODyvrWEq,0.901,0.4,0.346
51,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,96198,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,2019,5,1WSGTYKLEpKfNQYYW5Oymt,0.541,0.468,0.69
52,Slowly Slowly,Guru Randhawa,94780,https://open.spotify.com/track/4pBxb7WuLsC3YyA9cj4T2l,2019,5,4pBxb7WuLsC3YyA9cj4T2l,0.772,0.752,0.455
53,Rescue Me,OneRepublic,92843,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,2019,5,0mjAU3yKR1QnXnHtjGJqTM,0.759,0.605,0.64
54,Cradles,Sub Urban,92131,https://open.spotify.com/track/1y4jsQt7MjnZhiD1L6qFBC,2019,5,1y4jsQt7MjnZhiD1L6qFBC,0.534,0.589,0.632
55,Who Do You Love,The Chainsmokers,91921,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN,2019,5,2fVHrSxsQbJUuj9MW9zG1e,0.51,0.846,0.475
56,Akh Lad Jaave,Badshah,90423,https://open.spotify.com/track/5SVpD60u9vjoQ2OeoKsTkb,2019,5,554Jv8PaaIVAwOOpoJ4YCm,0.867,0.705,0.285
57,Kill This Love,BLACKPINK,89510,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,2019,5,6hvczQ05jc1yGlp9zhb95V,0.763,0.835,0.645
58,"Dekhte Dekhte (From ""Batti Gul Meter Chalu"")",Atif Aslam,87891,https://open.spotify.com/track/0Iz4CkptElGHo16r797Jsb,2019,5,0Iz4CkptElGHo16r797Jsb,0.799,0.828,0.627
59,Tareefan,QARAN,87572,https://open.spotify.com/track/5QyOjKJhR1iyF0DHQM2IvW,2019,5,5QyOjKJhR1iyF0DHQM2IvW,0.829,0.654,0.335
60,EARFQUAKE,"Tyler, The Creator",86136,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,2019,5,5hVghJ4KaYES3BFUATCYn0,0.554,0.498,0.413
61,Qaafirana,Arijit Singh,85663,https://open.spotify.com/track/0xkGTPTijMU84dtHr3KQQi,2019,5,0xkGTPTijMU84dtHr3KQQi,0.417,0.433,0.207
62,Girls Like You (feat. Cardi B),Maroon 5,83499,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,5,6V1bu6o1Yo5ZXnsCJU8Ovk,0.851,0.541,0.448
63,Enna Sona,A.R. Rahman,82863,https://open.spotify.com/track/6bdpj89aYEBjhpsenXAsmO,2019,5,6bdpj89aYEBjhpsenXAsmO,0.717,0.416,0.381
64,Don't Call Me Up,Mabel,82198,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019,5,5WHTFyqSii0lmT9R21abT8,0.674,0.881,0.234
65,rockstar (feat. 21 Savage),Post Malone,81833,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,5,0e7ipj03S05BNilyu5bRzt,0.585,0.52,0.129
