Position,Track Name,Artist,Streams,URL,Year,Month,yyyy-mm,Stream %,Track ID,Danceability,Valence,Energy,Tempo,Danceability_Stream%,Valence_Stream%,Energy_Stream%,Tempo_Stream%
150,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,407903,https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj,2019,1,2019-01,0.002874522774766645,2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.867,0.824,118.818,0.002038036647309551,0.002492211245722681,0.002368606766407715,0.3415450470522232
151,why you gotta kick me when i'm down?,Bring Me The Horizon,405536,https://open.spotify.com/track/2lLsjgDoS0Hg5pNNHymXGG,2019,1,2019-01,0.0028578423497443413,2lLsjgDoS0Hg5pNNHymXGG,0.607,0.518,0.841,131.862,0.0017347103062948152,0.0014803623371675689,0.0024034454161349908,0.3768408079219883
152,Mile High (feat. Travis Scott & Metro Boomin),James Blake,405449,https://open.spotify.com/track/4cQrSREMqBSvJ8ZzBZjVb8,2019,1,2019-01,0.002857229254274574,4cQrSREMqBSvJ8ZzBZjVb8,0.754,0.228,0.37,114.941,0.0021543508577230286,0.0006514482699746029,0.0010571748240815924,0.3284127877155738
153,"Pumpy (feat. Deno, Cadet, AJ & Swarmz)",Da Beatfreakz,404712,https://open.spotify.com/track/2r7kFZo4Ua517FKCW39fo9,2019,1,2019-01,0.0028520355604674604,2r7kFZo4Ua517FKCW39fo9,0.74,0.569,0.579,101.555,0.0021105063147459206,0.0016228082339059847,0.0016513285895106593,0.289638471343273
154,Say You Won't Let Go,James Arthur,402765,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019,1,2019-01,0.0028383149066785194,5uCax9HTNlzGybIStD3vDh,0.358,0.494,0.557,85.043,0.0010161167365909099,0.0014021275638991886,0.0015809414030199353,0.24137881460866134
155,TOOTIMETOOTIMETOOTIME,The 1975,401131,https://open.spotify.com/track/33DzKnwuBE6lfOiADwzd5E,2019,1,2019-01,0.0028267999871658678,33DzKnwuBE6lfOiADwzd5E,0.667,0.518,0.824,114.998,0.001885475591439634,0.0014642823933519195,0.002329283189424675,0.3250763449241005
156,Leave a Light On,Tom Walker,399093,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W,2019,1,2019-01,0.0028124380496096983,6lOWoTqVnAWXchddtTH31W,0.586,0.267,0.624,68.976,0.001648088697071283,0.0007509209592457894,0.0017549613429564518,0.19399072690987854
157,IDGAF,Dua Lipa,397699,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2019,1,2019-01,0.002802614427944683,76cy1WJvNGJTj78UqeA5zr,0.836,0.51,0.544,97.028,0.002342985661761755,0.0014293333582517883,0.0015246222488019077,0.2719320727146167
158,heavy metal (feat. Rahzel),Bring Me The Horizon,391800,https://open.spotify.com/track/6baGTtDakSNvUfW3FJd8yX,2019,1,2019-01,0.00276104373626468,6baGTtDakSNvUfW3FJd8yX,0.589,0.512,0.914,129.935,0.0016262547606598963,0.001413654392967516,0.0025235939749459176,0.35875621787155115
159,Believer,Imagine Dragons,391190,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019,1,2019-01,0.00275674502090194,0pqnGHJpmpxLKifKRmU6WP,0.776,0.666,0.78,124.949,0.0021392341362199054,0.001835992183920692,0.0021502611163035134,0.3444525336166765
160,Desire (with Dimension),Sub Focus,390795,https://open.spotify.com/track/507UUx311ghfFTMSuHUeyS,2019,1,2019-01,0.0027539614265277065,507UUx311ghfFTMSuHUeyS,0.537,0.504,0.906,173.898,0.0014788772860453785,0.0013879965589699641,0.002495089052434102,0.4789083841503151
161,changes,XXXTENTACION,390764,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,2019,1,2019-01,0.0027537429672223872,7AFASza1mXqntmGtbxXprO,0.669,0.52,0.308,64.934,0.0018422540450717772,0.0014319463429556414,0.0008481528339044953,0.1788115458336185
162,bellyache,Billie Eilish,389456,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,2019,1,2019-01,0.0027445253939527747,51NFxnQvaosfDDutk0tams,0.695,0.408,0.573,99.939,0.0019074451487971784,0.001119766360732732,0.0015726130507349397,0.27428512334624633
163,"Fire On Fire - From ""Watership Down""",Sam Smith,388525,https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND,2019,1,2019-01,0.0027379645677188228,5rFj8OzffT0iggSjcBaeND,0.584,0.341,0.407,115.124,0.0015989713075477924,0.0009336459175921186,0.0011143515790615608,0.3152054328940617
164,A Million Dreams,P!nk,388481,https://open.spotify.com/track/0oagwWkGlBoACUuKvTmqZV,2019,1,2019-01,0.002737654496446756,0RoA7ObU6phWpqhlC9zH4Z,0.265,0.0998,0.312,54.747,0.0007254784415583904,0.00027321791874538627,0.0008541482028913879,0.14987837071697055
165,Feel It Still,Portugal. The Man,385845,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,2019,1,2019-01,0.002719078408420228,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.754,0.795,79.028,0.0021779818051446027,0.002050185119948852,0.0021616673346940814,0.2148833284606338
166,Jackie Chan,Tiësto,382405,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,2019,1,2019-01,0.0026948364726041216,4kWO6O1BUXcZmaxitpVUwp,0.747,0.687,0.834,128.005,0.0020130428450352788,0.0018513526566790316,0.002247493618151837,0.3449525426756906
167,Unforgettable,French Montana,382147,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,2019,1,2019-01,0.002693018327417913,3B54sVLJ402zGa6Xm4YGNe,0.726,0.733,0.769,97.985,0.0019551313057054047,0.0019739824339973303,0.002070931093784375,0.2638754008120442
168,Wake Up in the Sky,Gucci Mane,381668,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,2019,1,2019-01,0.0026896427787970077,0QIjsbm2fh1cJ45XO9eGqq,0.8,0.367,0.578,143.01,0.002151714223037606,0.0009870988998185019,0.0015546135261446704,0.38464581379576007
169,Under Pressure - Remastered 2011,Queen,380873,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2019,1,2019-01,0.002684040354676716,11IzgLRXV7Cgek3tEgGgjw,0.671,0.466,0.711,113.809,0.0018009910779880766,0.0012507628052793496,0.001908352692175145,0.30546794872540234
170,Havana (feat. Young Thug),Camila Cabello,380510,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019,1,2019-01,0.0026814822666821675,1rfofaqEpACxVEHIZBJe6W,0.765,0.394,0.523,104.988,0.002051333934011858,0.001056504013072774,0.0014024152254747736,0.2815234602144274
171,i apologise if you feel something,Bring Me The Horizon,378775,https://open.spotify.com/track/4mrjzz6ETpW3wosJUYmKoL,2019,1,2019-01,0.002669255592658637,4mrjzz6ETpW3wosJUYmKoL,0.211,0.0537,0.361,179.895,0.0005632129300509724,0.0001433390253257688,0.000963601268949768,0.48018573484132554
