Position,Track Name,Artist,Streams,URL,Year,Month,Track ID,Danceability,Valence,Energy
115,Better When You're Gone,David Guetta,558293,https://open.spotify.com/track/4Tvw0lweq9l2JPQKFbpbBQ,2019,3,4Tvw0lweq9l2JPQKFbpbBQ,0.647,0.795,0.409
116,Allein,Capital Bra,555614,https://open.spotify.com/track/4tW7mc0pab35DznfVlr3px,2019,3,4bcC04aZpc8WZnlBVcRlBv,0.249,0.17,0.134
117,Talk,Khalid,554289,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,2019,3,161DnLWsx1i3u1JT05lzqU,0.523,0.606,0.065
118,wish you were gay,Billie Eilish,551956,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,2019,3,3Fj47GNK2kUF0uaEDgXLaD,0.853,0.351,0.282
119,UFF,Veysel,550230,https://open.spotify.com/track/3Rq0ElVcisouAl71RtnTUS,2019,3,0og9wKFGgFFNQnrBe7eisG,0.647,0.792,0.306
120,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,548686,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019,3,1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,0.434
121,Was du Liebe nennst,Bausa,545782,https://open.spotify.com/track/2hIY4sjfMeKwXXh2LvhrMo,2019,3,4hKWUzhQWsOkgT6LnDEASe,0.874,0.487,0.746
122,Roadrunner,Nimo,539581,https://open.spotify.com/track/4DLJZFrTRrIO7hdPAiqlmh,2019,3,6gkm8eZDBIEu7VFEZbkcFx,0.722,0.536,0.589
123,Eastside (with Halsey & Khalid),benny blanco,537259,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019,3,0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,0.319
124,Pam Pam,Azet,537190,https://open.spotify.com/track/7varEevkxnTyw3qufGfE6V,2019,3,6mQ707lgOLZCfmGh2BOrz1,0.874,0.69,0.735
125,So stell ich mir das vor,18 Karat,535798,https://open.spotify.com/track/4xguhUOQ0YeguPC9Q3JSfz,2019,3,7sTCbyeDNEDxhvPjANwJ1q,0.772,0.732,0.609
126,Mercedes,Eno,535250,https://open.spotify.com/track/3FHppoOv1gMexzC9XyMCFz,2019,3,6aUN1ohc0Irtvw5wkunZVd,0.712,0.383,0.166
127,MIDDLE CHILD,J. Cole,530140,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019,3,2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,0.463
129,BONNIE & CLYDE,Loredana,523306,https://open.spotify.com/track/5UtiebKGhsSce9gX1qCqic,2019,3,3zls854dRathxLF4aoMJm2,0.497,0.613,0.404
130,Pure Water (with Migos),Mustard,517317,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,2019,3,3j84U36KvLeXNDPv4t5pI8,0.682,0.559,0.137
131,One Night Stand,Capital Bra,512105,https://open.spotify.com/track/3AXtDUSO78KrGa9Rq8rWUS,2019,3,47qZzTLLJcuD69AIKnquo4,0.537,0.686,0.611
132,Better Now,Post Malone,507678,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019,3,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,0.341
133,Just You and I,Tom Walker,507104,https://open.spotify.com/track/03x2rVJRFUrvwlfxoHd9Mo,2019,3,03x2rVJRFUrvwlfxoHd9Mo,0.567,0.696,0.544
134,"thank u, next",Ariana Grande,503091,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2019,3,3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,0.412
135,R.I.P. (feat. Rita Ora & Anitta),Sofía Reyes,502322,https://open.spotify.com/track/6JqpFboOH2bq9pzaYbkKBn,2019,3,6JqpFboOH2bq9pzaYbkKBn,0.764,0.752,0.698
136,Calma - Remix,Pedro Capó,497882,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019,3,5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,0.761
137,Boys in the Hood,18 Karat,492697,https://open.spotify.com/track/31qCxp0sRHYpAdbn3gzdzU,2019,3,3L9lutq0Djb6BLhm0WEnNr,0.807,0.507,0.316
138,Abfahrt,FiNCH,488468,https://open.spotify.com/track/7sIQ5eF9ZmZY6lGGwZKaP9,2019,3,7sIQ5eF9ZmZY6lGGwZKaP9,0.638,0.98,0.219
139,Ohne mein Team,Bonez MC,485440,https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3,2019,3,6hOqWob9hUfgJr68J1vEhJ,0.773,0.8,0.637
140,Feuer,Capital Bra,483634,https://open.spotify.com/track/3yuMTMJQ2gkvLhMVZLrcRV,2019,3,73JZKk0nb1WOUmh1Eo3Unc,0.491,0.966,0.223
141,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,482754,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,2019,3,27rdGxbavYJeBphck5MZAF,0.601,0.794,0.244
142,Kaum Erwarten,Wincent Weiss,481294,https://open.spotify.com/track/5bILMWvUEjLFZED96DJVpG,2019,3,6UR0WjQTWLgyVWxAaXfrH5,0.615,0.861,0.502
143,rockstar (feat. 21 Savage),Post Malone,480696,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,3,0e7ipj03S05BNilyu5bRzt,0.585,0.52,0.129
144,Tamam Tamam,Summer Cem,477466,https://open.spotify.com/track/2eRq2jwsZtb0uGH4qUsvT1,2019,3,2eRq2jwsZtb0uGH4qUsvT1,0.886,0.642,0.581
145,Bohemian Rhapsody - Remastered 2011,Queen,475840,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2019,3,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0.228
146,Going Bad (feat. Drake),Meek Mill,474361,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019,3,2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,0.544
147,Promises (with Sam Smith),Calvin Harris,472350,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,3,5N5k9nd479b1xpDZ4usjrg,0.781,0.768,0.486
148,Why so Serious,Alice Merton,471841,https://open.spotify.com/track/1FBzp2RXC04zE31DSCOqAY,2019,3,1wdoaja3ueHHvzobn2jE2n,0.32,0.257,0.0282
149,Farben,Kontra K,469423,https://open.spotify.com/track/6hFmSZIw5gmn9mK4hfqozy,2019,3,2MYpDZd8sfPcvqaW5BBbmq,0.739,0.569,0.454
150,Sunset Lover,Petit Biscuit,467673,https://open.spotify.com/track/3WRQUvzRvBDr4AxMWhXc5E,2019,3,0hNduWmlWmEmuwEFcYvRu1,0.783,0.467,0.236
151,Drip,Fler,465702,https://open.spotify.com/track/0zSmmV4cN7x83LZfIFe56I,2019,3,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,0.389
152,Walk Me Home,P!nk,459002,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,2019,3,6jfEZdUJ2Yla6h7gTJgKuo,0.652,0.453,0.432
153,Mamacita,Nimo,456853,https://open.spotify.com/track/308tiF4zDMle4qz7fg0w7K,2019,3,14wf185UxfNbSy8dwt4r4q,0.894,0.635,0.428
154,Intro,Juju,452709,https://open.spotify.com/track/4wW6VRscjuToZbt5zrxNFR,2019,3,5VfEuwErhx6X4eaPbyBfyu,0.617,0.778,0.152
155,Nummer unterdrückt,Bonez MC,451035,https://open.spotify.com/track/2SRVj6ceeIffVEm9NFyRHI,2019,3,2SRVj6ceeIffVEm9NFyRHI,0.812,0.749,0.773
156,My Bad,Khalid,450634,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5,2019,3,1DUSuNhF8P5vUGNPpQiZa5,0.645,0.568,0.391
157,Blah Blah Blah,Armin van Buuren,449567,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj,2019,3,7lWUJpax919G4JdaFEVmCy,0.752,0.836,0.519
158,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,449359,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019,3,5JEx7HbmvHQQswJCsoo9rA,0.575,0.758,0.493
159,Ist es wahr,Azet,448972,https://open.spotify.com/track/4CBmq7qDSuIna6QhW11hYv,2019,3,4CBmq7qDSuIna6QhW11hYv,0.809,0.641,0.479
160,Another Day Another Date,Nimo,448854,https://open.spotify.com/track/5erXSPunefKTlYNuZb3SMk,2019,3,5erXSPunefKTlYNuZb3SMk,0.851,0.63,0.216
161,Rise,Jonas Blue,448530,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2019,3,69Sy7207dnixZ6w7RSV9Kb,0.459,0.663,0.412
162,MIA (feat. Drake),Bad Bunny,446072,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019,3,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,0.158
163,Fast,Juice WRLD,443855,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ,2019,3,6MjNilJCVKJq0LfFvo5jWJ,0.623,0.608,0.263
164,Let You Love Me,Rita Ora,441413,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,2019,3,5Fla3zyOCcIRqrDoKLU0DP,0.475,0.846,0.451
165,Karte brennt,Rooz,435756,https://open.spotify.com/track/2G3jaQujeCblYRIOLRxtCy,2019,3,5tXtm4WgLXp7T6lV3PReeh,0.812,0.746,0.723
166,Vagabund,Bausa,432818,https://open.spotify.com/track/3yhaXZury9ZUpfXvdvuWiB,2019,3,7HaK3CjawpQc6kKJXAIrcw,0.74,0.47,0.965
167,SICKO MODE,Travis Scott,432469,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019,3,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,0.446
168,don't lie to me,Lena,431671,https://open.spotify.com/track/5EfMVE2wRmderPBSsEE8j7,2019,3,2sazQHFFQdyzSo3eIUwIoD,0.527,0.802,0.402
169,Never Go Back,Dennis Lloyd,431543,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR,2019,3,2QrXzOqLCVDRZHkToA0tSR,0.421,0.653,0.733
170,Nevermind,Dennis Lloyd,429625,https://open.spotify.com/track/63SevszngYpZOwf63o61K4,2019,3,63SevszngYpZOwf63o61K4,0.6,0.688,0.0793
171,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,424549,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z,2019,3,3DGar7krWlmrXRFHBcQF6z,0.734,0.765,0.518
172,On My Way,Alan Walker,421352,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,2019,3,3OjNkFFZavF89xvRqWCXmU,0.443,0.538,0.245
173,mbappé,KALIM,413800,https://open.spotify.com/track/1jqMY73LS0o0WrtT0mha5R,2019,3,4vt8xFYV30kRtEybaKD3KF,0.712,0.746,0.554
174,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,413357,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2019,3,2LskIZrCeLxRvCiGP8gxlh,0.703,0.723,0.288
175,Taste (feat. Offset),Tyga,408395,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,2019,3,5IaHrVsrferBYDm0bDyABy,0.884,0.559,0.342
176,Love Someone,Lukas Graham,403341,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019,3,2JqnpexlO9dmvjUMCaLCLJ,0.55,0.415,0.274
177,Risiko,Bonez MC,402999,https://open.spotify.com/track/4HIv1dRF270YMyfvuxnF0d,2019,3,4HIv1dRF270YMyfvuxnF0d,0.772,0.737,0.229
178,Solo (feat. Demi Lovato),Clean Bandit,402429,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,2019,3,6kPJZM97LwdG9QIsT7khp6,0.737,0.636,0.565
180,Wow. - Remix,Post Malone,400270,https://open.spotify.com/track/0fcq51a3gOI6gPvzc0YLsk,2019,3,0fcq51a3gOI6gPvzc0YLsk,0.797,0.64,0.486
181,lovely,Billie Eilish,399401,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,2019,3,0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,0.12
183,ZEZE (feat. Travis Scott & Offset),Kodak Black,398020,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,2019,3,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,0.504
184,"Immer wenn wir uns sehn (""Das schönste Mädchen der Welt"", Soundtrack)",LEA,395570,https://open.spotify.com/track/5psDugCQ2V8uayDeSuTvdD,2019,3,5psDugCQ2V8uayDeSuTvdD,0.582,0.779,0.468
185,2002,Anne-Marie,392796,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2019,3,2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,0.603
186,Facetime - Remix,Dardan,390843,https://open.spotify.com/track/65ABT1Rjw8P6QDo0NDNtrW,2019,3,0fb81NX3liwtkNtLSuOfVF,0.509,0.747,0.725
187,Robbery,Juice WRLD,388941,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,2019,3,6Hj9jySrnFppAI0sEMCZpJ,0.685,0.692,0.578
188,Who Do You Love,The Chainsmokers,388647,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8,2019,3,2fVHrSxsQbJUuj9MW9zG1e,0.51,0.846,0.475
189,AMOR (feat. Yung Hurn),reezy,388310,https://open.spotify.com/track/6t8LnB9YsIqkDZpxOCKu8m,2019,3,6t8LnB9YsIqkDZpxOCKu8m,0.866,0.632,0.398
190,MILLIONDOLLAR$MILE,Loredana,380858,https://open.spotify.com/track/4nBcGqwztDJ29cyHVJtXsB,2019,3,4nBcGqwztDJ29cyHVJtXsB,0.796,0.637,0.401
191,Aicha,Moe Phoenix,378678,https://open.spotify.com/track/5q0zwlgBB0Ub29dw7wcWKc,2019,3,5qwtZ11jC9VlNYdDcCbfgs,0.596,0.663,0.506
192,Messer,Prinz Pi,377269,https://open.spotify.com/track/6Bqm2beg8uT0aEt8GM83LL,2019,3,2iclfHORMqpR3TxuhwVRhD,0.764,0.648,0.391
193,In the End,Linkin Park,376518,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq,2019,3,60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,0.4
194,Pare,Azet,373460,https://open.spotify.com/track/2E65WRtNfdWZjnIEaah9fA,2019,3,2rCbl9naJYhaxjLsfx88uM,0.715,0.622,0.808
195,Ballin,Luciano,372814,https://open.spotify.com/track/4PwQl3zVNOg1NUZzTOux8S,2019,3,3QzAOrNlsabgbMwlZt7TAY,0.809,0.545,0.244
196,Lucid Dreams,Juice WRLD,372218,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2019,3,285pBltuF7vW8TeWk8hdRR,0.511,0.566,0.218
197,Ulala (feat. Eunique),Mike Singer,368649,https://open.spotify.com/track/3zZ4thsaNvldGqqZz34cLc,2019,3,2E43Rqj52w2CZgQJ6J1eT1,0.838,0.737,0.769
198,Natural,Imagine Dragons,367178,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019,3,2FY7b99s15jUprqC0M5NCT,0.704,0.611,0.22
199,Planlos,Nimo,366962,https://open.spotify.com/track/3iayJxWUAHaKN9B8IKvTDX,2019,3,2bNMdxLQINBOFBCQXpl8EJ,0.842,0.345,0.685
200,Magisch,Olexesh,363538,https://open.spotify.com/track/4gnuy9VBU2GGrN60UMB79t,2019,3,4gvMBplqidY6XU4ZK5ITUQ,0.778,0.561,0.231
1,Rolex,Capital Bra,4096976,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF,2019,4,0pSBuHjILhNEo55xK1zrRt,0.804,0.886,0.789
2,Quarterback,KC Rebell,3375748,https://open.spotify.com/track/0WGG3xWyW6AlXOaW6CHu4A,2019,4,2OwIGCjx7e7J1HHdAqIv21,0.689,0.719,0.557
3,Cherry Lady,Capital Bra,3299535,https://open.spotify.com/track/3r1cV21xPMkgCmxk8VqWOB,2019,4,4j5WelE5mkf9A2jmts729h,0.838,0.549,0.654
4,cOcO MAmA,Dardan,3013042,https://open.spotify.com/track/0oOPa0AlLnjCO6eci0HIdH,2019,4,071oURJaZaGzVtM70PTPHS,0.436,0.603,0.369
5,Harami,Samra,2723530,https://open.spotify.com/track/5xIODxqlpUnRVA9ewZUCug,2019,4,5xIODxqlpUnRVA9ewZUCug,0.645,0.774,0.635
6,Old Town Road,Lil Nas X,2658018,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,2019,4,2YpeDb67231RjR0MgVLzsG,0.878,0.619,0.639
7,bad guy,Billie Eilish,2645038,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019,4,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,0.562
8,Blei (feat. Veysel),Kontra K,2628090,https://open.spotify.com/track/5kLUig6aFQQzY1n2TKzzYD,2019,4,0Cy2x4vkNHiZ2Z3XiZE5Yu,0.798,0.668,0.537
9,Millies,Luciano,2452779,https://open.spotify.com/track/5lytS4eOWjLWKad2jipjc7,2019,4,3XWkBhMEtToNA75iyP5CeU,0.788,0.49,0.799
10,Mary,Bausa,2358879,https://open.spotify.com/track/6BZhkqUtaFJm57Hm5TTQSH,2019,4,3dmqIB2Qxe2XZobw9gXxJ6,0.464,0.655,0.531
11,Wolke 10,MERO,2351836,https://open.spotify.com/track/200cTjC6si5Xz9af2QeHi2,2019,4,200cTjC6si5Xz9af2QeHi2,0.77,0.797,0.393
12,Blackberry Sky,Eno,2280735,https://open.spotify.com/track/4cawYWrqMRz0T0hOIVxk6j,2019,4,11rBlJlRoWNj69twOOki03,0.821,0.577,0.689
13,Con Calma,Daddy Yankee,2168127,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019,4,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,0.656
14,Affalterbach,Shindy,2166459,https://open.spotify.com/track/1L8LtC2s161XwY6YrtnQjw,2019,4,66GjoiZndlItYntsc3uXIw,0.819,0.677,0.765
15,DNA,KC Rebell,2157790,https://open.spotify.com/track/43DtCXAz2qUJ4YiTX6ICT0,2019,4,6HZILIRieu8S0iqY8kIKhj,0.638,0.523,0.422
16,SOS,Avicii,2107014,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP,2019,4,30cSNer6TV8x2utjULVeQ5,0.677,0.671,0.527
17,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,2081770,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019,4,6zpiwiexX8HpFCZLyIWKDv,0.881,0.58,0.62
18,Wir ticken,Capital Bra,2039584,https://open.spotify.com/track/1ag6DENIjtcmRFCx5JjUng,2019,4,1ag6DENIjtcmRFCx5JjUng,0.633,0.691,0.823
19,Alleen,KC Rebell,1977739,https://open.spotify.com/track/0geta4Y77R76wvOVlGWnsl,2019,4,5W1nO1H4CcoWyQxDoXOO59,0.63,0.544,0.209
20,Don't Call Me Up,Mabel,1919161,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019,4,5WHTFyqSii0lmT9R21abT8,0.674,0.881,0.234
21,Prinzessa,Capital Bra,1817373,https://open.spotify.com/track/0Tq0EhQpVeQJwV3E3P5Jti,2019,4,0Tq0EhQpVeQJwV3E3P5Jti,0.736,0.585,0.28
22,Shoote ma Shoote,Samra,1747930,https://open.spotify.com/track/7FOQJQcTDqzXZJ72hZikCl,2019,4,7FOQJQcTDqzXZJ72hZikCl,0.854,0.789,0.71
23,Plaza,Eno,1708165,https://open.spotify.com/track/15mOiiGu0TPiiBTKB4WYm7,2019,4,5NNyy2Fn4qsZ79lEzKFrM9,0.396,0.122,0.135
24,Gib Ihm,Shirin David,1680986,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs,2019,4,0sYbcHtfyYti4C40wTa7Vm,0.928,0.414,0.544
25,Puerto Rico,Fero47,1616007,https://open.spotify.com/track/0ypCvaP431mEM6znlVHNRP,2019,4,3VCVtQ90AHHHKhRBU3muSl,0.473,0.769,0.832
26,Bye Bye,Capital Bra,1583050,https://open.spotify.com/track/60yqRJXgkrPEvP977ZIOWb,2019,4,4qUijfYU8EoIWiY6oSyrgT,0.624,0.624,0.527
27,Guadalajara (feat. Summer Cem),Bausa,1564849,https://open.spotify.com/track/0UtKZM25fa8kqy1k3sCiXG,2019,4,7CcdtyzEHSTGOaZULNlkZj,0.857,0.746,0.453
28,Yapma,C ARMA,1524500,https://open.spotify.com/track/1194zYf7UfSXP4omxVTmPa,2019,4,1194zYf7UfSXP4omxVTmPa,0.771,0.711,0.832
29,Benzema,Capital Bra,1435792,https://open.spotify.com/track/0gyO8zq1Hw5GTQ33EXcc40,2019,4,0gyO8zq1Hw5GTQ33EXcc40,0.785,0.699,0.286
30,Moonlight,Gaullin,1393118,https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW,2019,4,0JP9xo3adEtGSdUEISiszL,0.921,0.537,0.711
31,Pass auf wen du liebst,Ufo361,1378829,https://open.spotify.com/track/5NsCv3I7o0f6vSQScG01f1,2019,4,38z2ygnYttHsTQgPaTjWCZ,0.584,0.575,0.323
32,Sweet but Psycho,Ava Max,1321872,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019,4,7DnAm9FOTWE3cUvso43HhI,0.72,0.706,0.62
33,Bad Liar,Imagine Dragons,1289163,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2019,4,2RSHsoi04658QL5xgQVov3,0.383,0.637,0.0827
34,Sucker,Jonas Brothers,1240718,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019,4,22vgEDb5hykfaTwLuskFGD,0.842,0.734,0.952
35,ICE,Shirin David,1225224,https://open.spotify.com/track/2YC4rnhpt0sTIUcrIRHZSQ,2019,4,4JUPEh2DVSXFGExu4Uxevz,0.79,0.701,0.91
36,Jay Jay,MERO,1206706,https://open.spotify.com/track/3YxCKq3YPnTekAofhaHABZ,2019,4,12P8gSLA1zX3GqKjyAvUKy,0.603,0.72,0.695
37,Capital Bra je m'appelle,Capital Bra,1204327,https://open.spotify.com/track/5bAZzGAgjY3SZHmciyh8h7,2019,4,5bAZzGAgjY3SZHmciyh8h7,0.621,0.772,0.771
38,Let Me Down Slowly,Alec Benjamin,1163554,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019,4,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,0.483
39,In der Nacht,KC Rebell,1159544,https://open.spotify.com/track/6mUGF0w6dkOcEosV0EpKWm,2019,4,4HgvABMSmykpQZgZpEhnWl,0.706,0.754,0.674
40,Here With Me,Marshmello,1142729,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,2019,4,5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,0.181
41,Ya Salame,Luciano,1109853,https://open.spotify.com/track/0EDSU9JYeKABA14OcOuM7b,2019,4,0EDSU9JYeKABA14OcOuM7b,0.714,0.817,0.408
42,Van der Vaart,Capital Bra,1100473,https://open.spotify.com/track/22X5tbeWf9jQQjl7zb63eU,2019,4,22X5tbeWf9jQQjl7zb63eU,0.703,0.792,0.848
43,Wow.,Post Malone,1081389,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,4,7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,0.388
44,500 PS,Bonez MC,1066762,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG,2019,4,4UOXo3xWnxYdTf3sFyRaUG,0.805,0.924,0.836
45,7 rings,Ariana Grande,1066744,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019,4,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,0.327
46,High Hopes,Panic! At The Disco,1060439,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019,4,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,0.681
47,Steh auf,Capital Bra,1044495,https://open.spotify.com/track/2IeMkz2ienHzdse2MsvKYv,2019,4,2cwwUYTPOEfz0pam6tiVZz,0.396,0.956,0.445
48,Cabriolet,Capital Bra,1024905,https://open.spotify.com/track/5544wzOCuqHpqNELk3zYxA,2019,4,05ZeiujqFx9XGekEXogxdZ,0.707,0.362,0.428
49,i'm so tired...,Lauv,991986,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019,4,4vjpLMyL3ZO6aphdYr8XYw,0.599,0.733,0.534
50,Speechless (feat. Erika Sirola),Robin Schulz,980872,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,2019,4,1rCcsYnmqbMYdkG7kS9GC5,0.574,0.728,0.266
51,2x,Mathea,974102,https://open.spotify.com/track/2pu5rVWy3zPlgypJzL3Mlw,2019,4,3xH1fJyhf8xYeCRQ6HZ7Yi,0.76,0.544,0.202
52,Click Click,Capital Bra,956806,https://open.spotify.com/track/0AKDcdzjQ7CNjrqfXgwnMt,2019,4,2CGDxXXYbkPOyRXHzQbqkT,0.609,0.935,0.498
53,So Am I,Ava Max,952946,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,2019,4,2Xnv3GntqbBH1juvUYSpHG,0.681,0.657,0.628
54,Later Bitches,The Prince Karma,946623,https://open.spotify.com/track/2MhnrAz9dreS8zLzEuDflG,2019,4,2UqYHXtJ0qLzd3fajJ7HSb,0.769,0.518,0.504
55,JAJA,Fero47,935217,https://open.spotify.com/track/5z3vuYzS9UF6rD6TmBEdUf,2019,4,1FmOWhvlAerXKE8xCZUOgy,0.691,0.802,0.586
56,Ferrari,Eno,931833,https://open.spotify.com/track/4AgK0CwpwcekXVdAoYB2VO,2019,4,4mbb7hmfDR6M9cQaLdYSFd,0.842,0.732,0.629
57,Viva la Dealer,SDP,913618,https://open.spotify.com/track/2vuFdbSOLje3khV4rLSEpm,2019,4,1twCDBPDERLBAYFhGjmNfI,0.759,0.805,0.782
58,Boy With Luv (feat. Halsey),BTS,905876,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2019,4,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,0.798
59,bury a friend,Billie Eilish,896410,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2019,4,4SSnFejRGlZikf02HLewEF,0.905,0.389,0.196
60,Kolibri,KC Rebell,891522,https://open.spotify.com/track/0LA5AHhpC6tYKUiu7HX9uS,2019,4,6ZBV3QNgEMO16xHGYrVfYy,0.473,0.69,0.567
61,Fragen,Azet,886332,https://open.spotify.com/track/3gs4lX2JSAFc8v8piogE3i,2019,4,1NechTDnTtSaciAT6gmvJQ,0.238,0.00484,0.0394
62,In My Mind,Dynoro,885715,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,4,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,0.163
63,Schon ok,Capital Bra,876934,https://open.spotify.com/track/2s5nIYmnd65kDMLsPw1VuW,2019,4,6H9Ubeuvqe1unaFhBAfkz5,0.767,0.704,0.75
64,bis um 3,KALIM,876338,https://open.spotify.com/track/03SfDYmOPflD23iTL5qjiq,2019,4,03SfDYmOPflD23iTL5qjiq,0.842,0.652,0.392
65,Baller los,MERO,875605,https://open.spotify.com/track/1uNzKXVNwq7jwV0rhjXqLB,2019,4,1uNzKXVNwq7jwV0rhjXqLB,0.636,0.593,0.527
66,Someone You Loved,Lewis Capaldi,872522,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2019,4,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,0.446
67,Nomer Odin,Olexesh,870794,https://open.spotify.com/track/39APwU7CrTum5B7AHoRdfc,2019,4,39APwU7CrTum5B7AHoRdfc,0.594,0.808,0.603
