,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Ghungroo (From ""War"")","Arijit Singh",881183,https://open.spotify.com/track/0WdbnNKO0Jt4BZACSDQh44
2,Makhna,"Tanishk Bagchi",815785,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
3,"Yaad Piya Ki Aane Lagi","Neha Kakkar",813865,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
4,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",797908,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
5,Falling,"Trevor Daniel",750074,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
6,Memories,"Maroon 5",741628,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
7,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh",720741,https://open.spotify.com/track/2Fv2injs4qAm8mJBGaxVKU
8,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",671167,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
9,Señorita,"Shawn Mendes",666464,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
10,ROXANNE,"Arizona Zervas",586380,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
11,Filhall,"B Praak",545309,https://open.spotify.com/track/6E7P1uT2afeor2t6wR2y2r
12,"O Saki Saki (From ""Batla House"")","Neha Kakkar",517680,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
13,"Shaitan Ka Saala (From ""Housefull 4"")","Sohail Sen",513461,https://open.spotify.com/track/7IAJzec1UxGYmNvbPTHbxx
14,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",489075,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
15,"Blinding Lights","The Weeknd",483072,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
16,Circles,"Post Malone",474271,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
17,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",472068,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
18,"Duniyaa (From ""Luka Chuppi"")",Akhil,455203,https://open.spotify.com/track/2tjWCe2W7sgvS3C8NHcdtI
19,"Ve Maahi","Arijit Singh",444025,https://open.spotify.com/track/7ltu5scschhmNWp5rp8rVF
20,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",436204,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
21,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",430131,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
22,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")","Tony Kakkar",421491,https://open.spotify.com/track/7ofWUKeNCUw1P64ArIwG9b
23,"Pachtaoge (From ""Jaani Ve"")","Arijit Singh",402831,https://open.spotify.com/track/5QVHNa0ppJUOoqSd36ovQS
24,Heartless,"The Weeknd",389545,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
25,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",375912,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
26,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",373167,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
27,"On My Way","Alan Walker",365261,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
28,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",361180,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
29,"8 Parche","Baani Sandhu",358037,https://open.spotify.com/track/42ETKyApzUl8hTtytFAjen
30,Sakhiyaan,"Maninder Buttar",356524,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
31,"Trampoline (with ZAYN)",SHAED,343067,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
32,"Chal Bombay",DIVINE,338711,https://open.spotify.com/track/6AooRgSRDzbCYL4NZ4RCjU
33,"Naah Goriye (From ""Bala"")","B Praak",332946,https://open.spotify.com/track/1CM4rFDU9q4EoLy2K44qE6
34,"Jai Jai Shivshankar (From ""War"")","Vishal Dadlani",332567,https://open.spotify.com/track/6lfSsCL894Qw15xbt7cSUy
35,Believer,"Imagine Dragons",331072,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
36,"hot girl bummer",blackbear,328898,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
37,"My Oh My (feat. DaBaby)","Camila Cabello",323880,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
38,"everything i wanted","Billie Eilish",321120,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
39,"bad guy","Billie Eilish",319853,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
40,"Proper Patola",Badshah,319327,https://open.spotify.com/track/39ujbBjTwwqUFySaCYDMMT
41,Vaaste,"Dhvani Bhanushali",316652,https://open.spotify.com/track/0mJTAdmY8olbGQjopDYff3
42,"Don't Be Shy Again (From ""Bala"")",Sachin-Jigar,313856,https://open.spotify.com/track/2TbCdbFzs2xO2nzasn0Qvw
43,"Ik Tera","Maninder Buttar",312824,https://open.spotify.com/track/57DhVYA7E1CyrE4OKuyLb7
44,"Lucid Dreams","Juice WRLD",304045,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
45,"Kalank (Title Track)","Arijit Singh",300992,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
46,"I Like Me Better",Lauv,295067,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
47,"Chandigarh Mein",Badshah,293633,https://open.spotify.com/track/3Eb4VbsbXMpS5Mk9HWTDia
48,"Someone You Loved","Lewis Capaldi",292025,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
49,"Dance Like","Harrdy Sandhu",289557,https://open.spotify.com/track/36EPfDEkfLYQLt8Fvced8x
50,"Lose You To Love Me","Selena Gomez",287641,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
51,"Adore You","Harry Styles",286053,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
52,"Hauli Hauli (From ""De De Pyaar De"")","Garry Sandhu",278980,https://open.spotify.com/track/1z0A545pZMaqYRkruladlk
53,"Mummy Nu Pasand (From ""Jai Mummy Di"")","Sunanda Sharma",277231,https://open.spotify.com/track/74qF0JeFMVilMEeFDiQZ48
54,"Thodi Jagah (From ""Marjaavaan"")","Arijit Singh",275712,https://open.spotify.com/track/3f0wz6zcA7XkQiGm0qNF5r
55,"Ek Toh Kum Zindagani (From ""Marjaavaan"")","Neha Kakkar",271848,https://open.spotify.com/track/6oDHAjaJJjwwgoAuMIeY9K
56,Takeaway,"The Chainsmokers",271714,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw
57,"Ik Mulaqaat","Meet Bros.",266312,https://open.spotify.com/track/17uI7afUaul1hCzMTF9txd
58,"Without Me",Halsey,266013,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
59,"Psycho Saiyaan (From ""Saaho"")","Sachet Tandon",265698,https://open.spotify.com/track/3ZjMdVOWxQ53FKrmkgCv95
60,"Can We Kiss Forever?",Kina,264714,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
61,"Sauda Khara Khara","Diljit Dosanjh",258057,https://open.spotify.com/track/4LLvxxkWtt818FNO3cbsdo
62,"Odhani (From ""Made in China"")",Sachin-Jigar,250334,https://open.spotify.com/track/2q0V50aNlI1RQXJyE5HDgD
63,Laare,"Maninder Buttar",242351,https://open.spotify.com/track/7GfdU12uRL2xtSQcRXmqNN
64,"Tujhe Kitna Chahein Aur (Film Version)","Jubin Nautiyal",242047,https://open.spotify.com/track/0mHU8dcIvGrGDazLMmQpSg
65,"Bekhayali (Arijit Singh Version) [From ""Kabir Singh""]","Arijit Singh",238090,https://open.spotify.com/track/6aPMWbbdhDhiJHlknZb9Yx
66,"The Hook Up Song",Vishal-Shekhar,236789,https://open.spotify.com/track/1bLNqR3bqpyWkwWKECjVrw
67,"7 rings","Ariana Grande",231371,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
68,Dhakka,"Sidhu Moose Wala",230926,https://open.spotify.com/track/2fPPWdQuHY3CxPIOk6qbwH
69,"Goodbyes (Feat. Young Thug)","Post Malone",229817,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
70,"Coca Cola (From ""Luka Chuppi"")","Tony Kakkar",227042,https://open.spotify.com/track/4bKkdGBttnK4SYjT4zPC1U
71,Kohinoor,DIVINE,224912,https://open.spotify.com/track/1VYMsDdZ3toHtlZxAGS95n
72,"Yaen Ennai Pirindhaai - Male","Sid Sriram",222343,https://open.spotify.com/track/2GYzXSeNa3Y0BfIfS1VJj3
73,"Ek Chumma (From ""Housefull 4"")","Sohail Sen",220209,https://open.spotify.com/track/5q6eZbatNFuToQdA7FGhj5
74,"Watermelon Sugar","Harry Styles",220030,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
75,"Haaye ve","Ammy Virk",218594,https://open.spotify.com/track/0BS99JhjvDbC2lpiMwsaxh
76,Pal,Javed-Mohsin,218061,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC
77,"Chale Aana (From ""De De Pyaar De"")","Amaal Mallik",214052,https://open.spotify.com/track/6vuMdb0E8buJeSHArN3dXk
78,"Old Town Road - Remix","Lil Nas X",214047,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
79,"Dilbara (B Praak Version) [From ""Pati Patni Aur Woh""]","B Praak",213775,https://open.spotify.com/track/45Bfnqhwy4dtqTYmClzEWM
80,Naagin,Vayu,212809,https://open.spotify.com/track/7gAyu0od48mkaCw1laPKVC
81,Faded,"Alan Walker",210527,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz
82,"Hate Me (with Juice WRLD)","Ellie Goulding",210344,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
83,Paagal,Badshah,209866,https://open.spotify.com/track/4gyPGtExOjj1rsByKW33LR
84,Dooriyan,"Dino James",207467,https://open.spotify.com/track/1rav6gpyMEfZQrMdaVs1sx
85,"Look At Her Now","Selena Gomez",203705,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
86,Yaari,Nikk,202233,https://open.spotify.com/track/04UzZSWfw8hkK832P27QLq
87,"Dil Hi Toh Hai",Pritam,201746,https://open.spotify.com/track/6preZS0pC2OdHPZAOwcoM9
88,"She Move It Like",Badshah,200863,https://open.spotify.com/track/39vrbjCMTRXEdiIr2IsBgd
89,"Kinna Sona (From ""Marjaavaan"")","Meet Bros.",200820,https://open.spotify.com/track/01AE1MgL6L86WQzh4KGDUa
90,Happier,Marshmello,197546,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
91,"Udd Gaye - Bacardi House Party Sessions",Ritviz,196833,https://open.spotify.com/track/6wZJsut8fjiWiMPaccRAOX
92,"Bad Boy (From ""Saaho"")",Badshah,196168,https://open.spotify.com/track/5I3Xih0C2ID3fqngBrBbGv
93,"HIGHEST IN THE ROOM","Travis Scott",196152,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
